"FirstTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2011","FirstTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2011","FirstTeeEarlyRound2ScoringAverage_PLAYERNAME_2011","FirstTeeEarlyRound2ScoringAverage__2011","FirstTeeEarlyRound2ScoringAverage_AVG_2011","FirstTeeEarlyRound2ScoringAverage_TOTALSTROKES_2011","FirstTeeEarlyRound2ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Ernie Els",NA,64,64,1,"FirstTeeEarlyRound2ScoringAverage",2011
2,2,"Shane Bertsch",NA,67.67,203,3,"FirstTeeEarlyRound2ScoringAverage",2011
2,2,"Aron Price",NA,67.67,203,3,"FirstTeeEarlyRound2ScoringAverage",2011
4,4,"Heath Slocum",NA,67.75,271,4,"FirstTeeEarlyRound2ScoringAverage",2011
5,5,"Aaron Baddeley",NA,68,340,5,"FirstTeeEarlyRound2ScoringAverage",2011
5,5,"Brendon de Jonge",NA,68,340,5,"FirstTeeEarlyRound2ScoringAverage",2011
5,5,"Sergio Garcia",NA,68,68,1,"FirstTeeEarlyRound2ScoringAverage",2011
5,5,"George McNeill",NA,68,408,6,"FirstTeeEarlyRound2ScoringAverage",2011
9,9,"Rickie Fowler",NA,68.43,479,7,"FirstTeeEarlyRound2ScoringAverage",2011
10,10,"Johnson Wagner",NA,68.5,411,6,"FirstTeeEarlyRound2ScoringAverage",2011
11,11,"Dustin Johnson",NA,68.6,343,5,"FirstTeeEarlyRound2ScoringAverage",2011
12,12,"Bill Haas",NA,68.71,481,7,"FirstTeeEarlyRound2ScoringAverage",2011
13,13,"Bryce Molder",NA,68.8,344,5,"FirstTeeEarlyRound2ScoringAverage",2011
14,14,"Steven Bowditch",NA,68.86,482,7,"FirstTeeEarlyRound2ScoringAverage",2011
15,15,"Jerry Kelly",NA,68.88,551,8,"FirstTeeEarlyRound2ScoringAverage",2011
16,16,"Phil Mickelson",NA,69,345,5,"FirstTeeEarlyRound2ScoringAverage",2011
16,16,"Adam Scott",NA,69,207,3,"FirstTeeEarlyRound2ScoringAverage",2011
16,16,"Chris Stroud",NA,69,690,10,"FirstTeeEarlyRound2ScoringAverage",2011
16,16,"Michael Thompson",NA,69,276,4,"FirstTeeEarlyRound2ScoringAverage",2011
16,16,"Bubba Watson",NA,69,345,5,"FirstTeeEarlyRound2ScoringAverage",2011
21,21,"Kevin Na",NA,69.1,691,10,"FirstTeeEarlyRound2ScoringAverage",2011
22,22,"Freddie Jacobson",NA,69.11,622,9,"FirstTeeEarlyRound2ScoringAverage",2011
23,23,"Joseph Bramlett",NA,69.2,346,5,"FirstTeeEarlyRound2ScoringAverage",2011
24,24,"Spencer Levin",NA,69.22,623,9,"FirstTeeEarlyRound2ScoringAverage",2011
25,25,"William McGirt",NA,69.25,554,8,"FirstTeeEarlyRound2ScoringAverage",2011
25,25,"Vijay Singh",NA,69.25,277,4,"FirstTeeEarlyRound2ScoringAverage",2011
25,25,"Steve Stricker",NA,69.25,277,4,"FirstTeeEarlyRound2ScoringAverage",2011
25,25,"David Toms",NA,69.25,277,4,"FirstTeeEarlyRound2ScoringAverage",2011
29,29,"James Driscoll",NA,69.33,208,3,"FirstTeeEarlyRound2ScoringAverage",2011
29,29,"Jim Herman",NA,69.33,416,6,"FirstTeeEarlyRound2ScoringAverage",2011
29,29,"Andres Romero",NA,69.33,208,3,"FirstTeeEarlyRound2ScoringAverage",2011
32,32,"Kevin Chappell",NA,69.44,625,9,"FirstTeeEarlyRound2ScoringAverage",2011
33,33,"Blake Adams",NA,69.5,695,10,"FirstTeeEarlyRound2ScoringAverage",2011
33,33,"Tim Herron",NA,69.5,278,4,"FirstTeeEarlyRound2ScoringAverage",2011
33,33,"Ian Poulter",NA,69.5,417,6,"FirstTeeEarlyRound2ScoringAverage",2011
33,33,"Rory Sabbatini",NA,69.5,695,10,"FirstTeeEarlyRound2ScoringAverage",2011
37,37,"DJ Trahan",NA,69.57,487,7,"FirstTeeEarlyRound2ScoringAverage",2011
38,38,"Scott Gutschewski",NA,69.6,348,5,"FirstTeeEarlyRound2ScoringAverage",2011
39,39,"Zach Johnson",NA,69.67,627,9,"FirstTeeEarlyRound2ScoringAverage",2011
39,39,"Michael Putnam",NA,69.67,209,3,"FirstTeeEarlyRound2ScoringAverage",2011
41,41,"Charles Howell III",NA,69.71,488,7,"FirstTeeEarlyRound2ScoringAverage",2011
42,42,"Webb Simpson",NA,69.75,279,4,"FirstTeeEarlyRound2ScoringAverage",2011
43,43,"David Mathis",NA,69.8,698,10,"FirstTeeEarlyRound2ScoringAverage",2011
