"Front9Round1ScoringAverage_RANKTHISWEEK_2008","Front9Round1ScoringAverage_RANKLASTWEEK_2008","Front9Round1ScoringAverage_PLAYERNAME_2008","Front9Round1ScoringAverage__2008","Front9Round1ScoringAverage_AVG_2008","Front9Round1ScoringAverage_TOTALSTROKES_2008","Front9Round1ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Anthony Kim",NA,34.18,752,22,"Front9Round1ScoringAverage",2008
2,2,"Alejandro Canizares",NA,34.31,549,16,"Front9Round1ScoringAverage",2008
3,3,"Shigeki Maruyama",NA,34.65,589,17,"Front9Round1ScoringAverage",2008
3,3,"Phil Mickelson",NA,34.65,693,20,"Front9Round1ScoringAverage",2008
5,5,"Carl Pettersson",NA,34.66,1005,29,"Front9Round1ScoringAverage",2008
6,6,"Stewart Cink",NA,34.77,765,22,"Front9Round1ScoringAverage",2008
7,7,"Patrick Sheehan",NA,34.83,1219,35,"Front9Round1ScoringAverage",2008
8,8,"Tommy Armour III",NA,34.88,837,24,"Front9Round1ScoringAverage",2008
9,9,"Todd Demsey",NA,34.96,874,25,"Front9Round1ScoringAverage",2008
9,9,"Joe Durant",NA,34.96,979,28,"Front9Round1ScoringAverage",2008
9,9,"Brett Quigley",NA,34.96,874,25,"Front9Round1ScoringAverage",2008
12,12,"Adam Scott",NA,35,490,14,"Front9Round1ScoringAverage",2008
12,12,"Mike Weir",NA,35,840,24,"Front9Round1ScoringAverage",2008
14,14,"Bo Van Pelt",NA,35.03,1121,32,"Front9Round1ScoringAverage",2008
15,15,"Kevin Sutherland",NA,35.04,911,26,"Front9Round1ScoringAverage",2008
16,16,"Brian Gay",NA,35.06,1087,31,"Front9Round1ScoringAverage",2008
17,17,"Rocco Mediate",NA,35.07,947,27,"Front9Round1ScoringAverage",2008
18,18,"Michael Allen",NA,35.11,948,27,"Front9Round1ScoringAverage",2008
19,19,"Zach Johnson",NA,35.13,843,24,"Front9Round1ScoringAverage",2008
20,20,"Jeff Maggert",NA,35.14,984,28,"Front9Round1ScoringAverage",2008
21,21,"Brian Davis",NA,35.15,1160,33,"Front9Round1ScoringAverage",2008
21,21,"Ken Duke",NA,35.15,1160,33,"Front9Round1ScoringAverage",2008
21,21,"Parker McLachlin",NA,35.15,949,27,"Front9Round1ScoringAverage",2008
21,21,"Charlie Wi",NA,35.15,949,27,"Front9Round1ScoringAverage",2008
25,25,"Kenneth Ferrie",NA,35.16,879,25,"Front9Round1ScoringAverage",2008
25,25,"Steve Marino",NA,35.16,1125,32,"Front9Round1ScoringAverage",2008
25,25,"Jay Williamson",NA,35.16,1125,32,"Front9Round1ScoringAverage",2008
28,28,"Briny Baird",NA,35.17,1055,30,"Front9Round1ScoringAverage",2008
28,28,"Justin Leonard",NA,35.17,844,24,"Front9Round1ScoringAverage",2008
28,28,"Billy Mayfair",NA,35.17,1020,29,"Front9Round1ScoringAverage",2008
28,28,"Nick OHern",NA,35.17,844,24,"Front9Round1ScoringAverage",2008
32,32,"Scott McCarron",NA,35.18,774,22,"Front9Round1ScoringAverage",2008
33,33,"Charley Hoffman",NA,35.21,1021,29,"Front9Round1ScoringAverage",2008
34,34,"John Huston",NA,35.22,634,18,"Front9Round1ScoringAverage",2008
34,34,"Nick Watney",NA,35.22,951,27,"Front9Round1ScoringAverage",2008
36,36,"Stuart Appleby",NA,35.23,775,22,"Front9Round1ScoringAverage",2008
36,36,"Eric Axley",NA,35.23,1233,35,"Front9Round1ScoringAverage",2008
36,36,"Bill Haas",NA,35.23,1092,31,"Front9Round1ScoringAverage",2008
36,36,"Dudley Hart",NA,35.23,775,22,"Front9Round1ScoringAverage",2008
36,36,"Kenny Perry",NA,35.23,916,26,"Front9Round1ScoringAverage",2008
41,41,"Steve Allan",NA,35.24,740,21,"Front9Round1ScoringAverage",2008
42,42,"Brandt Jobe",NA,35.26,670,19,"Front9Round1ScoringAverage",2008
43,43,"Ernie Els",NA,35.27,529,15,"Front9Round1ScoringAverage",2008
43,43,"Troy Matteson",NA,35.27,1058,30,"Front9Round1ScoringAverage",2008
43,43,"Ryan Palmer",NA,35.27,776,22,"Front9Round1ScoringAverage",2008
46,46,"Cameron Beckman",NA,35.29,988,28,"Front9Round1ScoringAverage",2008
46,46,"Brenden Pappas",NA,35.29,847,24,"Front9Round1ScoringAverage",2008
48,48,"Angel Cabrera",NA,35.31,565,16,"Front9Round1ScoringAverage",2008
48,48,"Jeff Overton",NA,35.31,1130,32,"Front9Round1ScoringAverage",2008
50,50,"Ben Crane",NA,35.32,883,25,"Front9Round1ScoringAverage",2008
50,50,"Brandt Snedeker",NA,35.32,883,25,"Front9Round1ScoringAverage",2008
52,52,"Richard Johnson",NA,35.33,742,21,"Front9Round1ScoringAverage",2008
52,52,"DJ Trahan",NA,35.33,954,27,"Front9Round1ScoringAverage",2008
54,54,"Brad Adamonis",NA,35.34,1025,29,"Front9Round1ScoringAverage",2008
54,54,"Nick Flanagan",NA,35.34,1025,29,"Front9Round1ScoringAverage",2008
54,54,"Vaughn Taylor",NA,35.34,1131,32,"Front9Round1ScoringAverage",2008
54,54,"YE Yang",NA,35.34,1025,29,"Front9Round1ScoringAverage",2008
58,58,"Lucas Glover",NA,35.35,919,26,"Front9Round1ScoringAverage",2008
58,58,"Corey Pavin",NA,35.35,707,20,"Front9Round1ScoringAverage",2008
60,60,"Jim Furyk",NA,35.36,884,25,"Front9Round1ScoringAverage",2008
60,60,"Padraig Harrington",NA,35.36,495,14,"Front9Round1ScoringAverage",2008
62,62,"John Senden",NA,35.37,955,27,"Front9Round1ScoringAverage",2008
63,63,"John Riegger",NA,35.38,849,24,"Front9Round1ScoringAverage",2008
63,63,"Kevin Streelman",NA,35.38,1132,32,"Front9Round1ScoringAverage",2008
63,63,"Omar Uresti",NA,35.38,849,24,"Front9Round1ScoringAverage",2008
66,66,"Brad Elder",NA,35.39,814,23,"Front9Round1ScoringAverage",2008
66,66,"Scott Verplank",NA,35.39,814,23,"Front9Round1ScoringAverage",2008
68,68,"Mathew Goggin",NA,35.41,956,27,"Front9Round1ScoringAverage",2008
68,68,"Retief Goosen",NA,35.41,602,17,"Front9Round1ScoringAverage",2008
68,68,"Tag Ridings",NA,35.41,1027,29,"Front9Round1ScoringAverage",2008
68,68,"Bob Sowards",NA,35.41,779,22,"Front9Round1ScoringAverage",2008
68,68,"Dean Wilson",NA,35.41,1133,32,"Front9Round1ScoringAverage",2008
73,73,"Matt Jones",NA,35.42,1098,31,"Front9Round1ScoringAverage",2008
74,74,"Craig Kanada",NA,35.43,815,23,"Front9Round1ScoringAverage",2008
74,74,"Davis Love III",NA,35.43,815,23,"Front9Round1ScoringAverage",2008
74,74,"Camilo Villegas",NA,35.43,744,21,"Front9Round1ScoringAverage",2008
77,77,"Olin Browne",NA,35.44,957,27,"Front9Round1ScoringAverage",2008
78,78,"Robert Garrigus",NA,35.45,1028,29,"Front9Round1ScoringAverage",2008
78,78,"Jason Gore",NA,35.45,1099,31,"Front9Round1ScoringAverage",2008
78,78,"Heath Slocum",NA,35.45,1028,29,"Front9Round1ScoringAverage",2008
81,81,"Geoff Ogilvy",NA,35.47,674,19,"Front9Round1ScoringAverage",2008
82,82,"JJ Henry",NA,35.5,1207,34,"Front9Round1ScoringAverage",2008
82,82,"Peter Lonard",NA,35.5,1065,30,"Front9Round1ScoringAverage",2008
82,82,"Tom Pernice Jr",NA,35.5,1065,30,"Front9Round1ScoringAverage",2008
82,82,"Nicholas Thompson",NA,35.5,1278,36,"Front9Round1ScoringAverage",2008
86,86,"Robert Allenby",NA,35.52,959,27,"Front9Round1ScoringAverage",2008
86,86,"Bart Bryant",NA,35.52,817,23,"Front9Round1ScoringAverage",2008
86,86,"Paul Claxton",NA,35.52,817,23,"Front9Round1ScoringAverage",2008
86,86,"Hunter Mahan",NA,35.52,888,25,"Front9Round1ScoringAverage",2008
86,86,"Rod Pampling",NA,35.52,959,27,"Front9Round1ScoringAverage",2008
91,91,"Tim Clark",NA,35.54,924,26,"Front9Round1ScoringAverage",2008
92,92,"Mark Calcavecchia",NA,35.55,782,22,"Front9Round1ScoringAverage",2008
92,92,"Doug LaBelle II",NA,35.55,782,22,"Front9Round1ScoringAverage",2008
92,92,"Joe Ogilvie",NA,35.55,1031,29,"Front9Round1ScoringAverage",2008
92,92,"Rory Sabbatini",NA,35.55,782,22,"Front9Round1ScoringAverage",2008
96,96,"Matt Kuchar",NA,35.56,960,27,"Front9Round1ScoringAverage",2008
97,97,"Mathias Gronberg",NA,35.57,1067,30,"Front9Round1ScoringAverage",2008
97,97,"Jerry Kelly",NA,35.57,1067,30,"Front9Round1ScoringAverage",2008
99,99,"Billy Andrade",NA,35.58,854,24,"Front9Round1ScoringAverage",2008
100,100,"Woody Austin",NA,35.59,1032,29,"Front9Round1ScoringAverage",2008
100,100,"Martin Laird",NA,35.59,1032,29,"Front9Round1ScoringAverage",2008
100,100,"Frank Lickliter II",NA,35.59,1139,32,"Front9Round1ScoringAverage",2008
100,100,"Kevin Na",NA,35.59,1032,29,"Front9Round1ScoringAverage",2008
104,104,"Steve Elkington",NA,35.6,890,25,"Front9Round1ScoringAverage",2008
104,104,"Charles Howell III",NA,35.6,1068,30,"Front9Round1ScoringAverage",2008
104,104,"Dustin Johnson",NA,35.6,1068,30,"Front9Round1ScoringAverage",2008
107,107,"Chad Campbell",NA,35.61,997,28,"Front9Round1ScoringAverage",2008
107,107,"Harrison Frazar",NA,35.61,819,23,"Front9Round1ScoringAverage",2008
109,109,"Aaron Baddeley",NA,35.62,748,21,"Front9Round1ScoringAverage",2008
109,109,"Steve Stricker",NA,35.62,748,21,"Front9Round1ScoringAverage",2008
111,111,"Glen Day",NA,35.63,677,19,"Front9Round1ScoringAverage",2008
112,112,"Rich Beem",NA,35.64,998,28,"Front9Round1ScoringAverage",2008
112,112,"Lee Janzen",NA,35.64,998,28,"Front9Round1ScoringAverage",2008
112,112,"Vijay Singh",NA,35.64,784,22,"Front9Round1ScoringAverage",2008
115,115,"Chris Riley",NA,35.65,606,17,"Front9Round1ScoringAverage",2008
115,115,"Boo Weekley",NA,35.65,820,23,"Front9Round1ScoringAverage",2008
117,117,"George McNeill",NA,35.66,1034,29,"Front9Round1ScoringAverage",2008
118,118,"Ryan Moore",NA,35.67,856,24,"Front9Round1ScoringAverage",2008
118,118,"Chez Reavie",NA,35.67,1070,30,"Front9Round1ScoringAverage",2008
120,120,"Michael Letzig",NA,35.69,1035,29,"Front9Round1ScoringAverage",2008
120,120,"Jesper Parnevik",NA,35.69,1035,29,"Front9Round1ScoringAverage",2008
120,120,"Marc Turnesa",NA,35.69,1035,29,"Front9Round1ScoringAverage",2008
123,123,"Marco Dawson",NA,35.71,750,21,"Front9Round1ScoringAverage",2008
123,123,"Ian Poulter",NA,35.71,500,14,"Front9Round1ScoringAverage",2008
125,125,"Sergio Garcia",NA,35.72,643,18,"Front9Round1ScoringAverage",2008
125,125,"Bubba Watson",NA,35.72,1036,29,"Front9Round1ScoringAverage",2008
127,127,"Andres Romero",NA,35.74,679,19,"Front9Round1ScoringAverage",2008
128,128,"Bob Estes",NA,35.75,1001,28,"Front9Round1ScoringAverage",2008
128,128,"Tim Herron",NA,35.75,1001,28,"Front9Round1ScoringAverage",2008
128,128,"Ted Purdy",NA,35.75,858,24,"Front9Round1ScoringAverage",2008
131,131,"Daniel Chopra",NA,35.77,930,26,"Front9Round1ScoringAverage",2008
132,132,"John Mallinger",NA,35.79,1038,29,"Front9Round1ScoringAverage",2008
132,132,"David Toms",NA,35.79,680,19,"Front9Round1ScoringAverage",2008
132,132,"Mark Wilson",NA,35.79,1038,29,"Front9Round1ScoringAverage",2008
135,135,"Paul Casey",NA,35.8,537,15,"Front9Round1ScoringAverage",2008
135,135,"KJ Choi",NA,35.8,716,20,"Front9Round1ScoringAverage",2008
135,135,"Ryuji Imada",NA,35.8,895,25,"Front9Round1ScoringAverage",2008
135,135,"Sean OHair",NA,35.8,895,25,"Front9Round1ScoringAverage",2008
135,135,"Bob Tway",NA,35.8,716,20,"Front9Round1ScoringAverage",2008
140,140,"Will Ma Kenzie",NA,35.81,752,21,"Front9Round1ScoringAverage",2008
140,140,"Tim Petrovic",NA,35.81,1146,32,"Front9Round1ScoringAverage",2008
140,140,"Johnson Wagner",NA,35.81,931,26,"Front9Round1ScoringAverage",2008
143,143,"Cliff Kresge",NA,35.82,1003,28,"Front9Round1ScoringAverage",2008
144,144,"Steve Flesch",NA,35.83,1039,29,"Front9Round1ScoringAverage",2008
144,144,"Jeff Gove",NA,35.83,645,18,"Front9Round1ScoringAverage",2008
144,144,"Chris Stroud",NA,35.83,1039,29,"Front9Round1ScoringAverage",2008
147,147,"Jon Mills",NA,35.84,1147,32,"Front9Round1ScoringAverage",2008
148,148,"Jim McGovern",NA,35.85,932,26,"Front9Round1ScoringAverage",2008
149,149,"Nathan Green",NA,35.87,1076,30,"Front9Round1ScoringAverage",2008
150,150,"Gavin Coles",NA,35.88,574,16,"Front9Round1ScoringAverage",2008
150,150,"Freddie Jacobson",NA,35.88,861,24,"Front9Round1ScoringAverage",2008
150,150,"Jimmy Walker",NA,35.88,861,24,"Front9Round1ScoringAverage",2008
153,153,"Jason Day",NA,35.89,1005,28,"Front9Round1ScoringAverage",2008
153,153,"John Rollins",NA,35.89,1005,28,"Front9Round1ScoringAverage",2008
155,155,"Jin Park",NA,35.9,1077,30,"Front9Round1ScoringAverage",2008
155,155,"Tom Scherrer",NA,35.9,718,20,"Front9Round1ScoringAverage",2008
155,155,"Tim Wilkinson",NA,35.9,1041,29,"Front9Round1ScoringAverage",2008
158,158,"Stephen Ames",NA,35.91,826,23,"Front9Round1ScoringAverage",2008
159,159,"Jeff Quinney",NA,35.93,1006,28,"Front9Round1ScoringAverage",2008
160,160,"Stephen Leaney",NA,35.94,611,17,"Front9Round1ScoringAverage",2008
161,161,"Jonathan Byrd",NA,35.96,935,26,"Front9Round1ScoringAverage",2008
161,161,"Paul Goydos",NA,35.96,899,25,"Front9Round1ScoringAverage",2008
161,161,"Todd Hamilton",NA,35.96,1007,28,"Front9Round1ScoringAverage",2008
161,161,"Steve Lowery",NA,35.96,899,25,"Front9Round1ScoringAverage",2008
161,161,"Pat Perez",NA,35.96,935,26,"Front9Round1ScoringAverage",2008
161,161,"Kyle Thompson",NA,35.96,935,26,"Front9Round1ScoringAverage",2008
167,167,"Justin Bolli",NA,36,1008,28,"Front9Round1ScoringAverage",2008
167,167,"Cody Freeman",NA,36,936,26,"Front9Round1ScoringAverage",2008
167,167,"Tom Lehman",NA,36,612,17,"Front9Round1ScoringAverage",2008
167,167,"Charles Warren",NA,36,1044,29,"Front9Round1ScoringAverage",2008
171,171,"Kevin Stadler",NA,36.03,1081,30,"Front9Round1ScoringAverage",2008
172,172,"Shane Bertsch",NA,36.04,1009,28,"Front9Round1ScoringAverage",2008
172,172,"JB Holmes",NA,36.04,901,25,"Front9Round1ScoringAverage",2008
174,174,"Fred Couples",NA,36.06,649,18,"Front9Round1ScoringAverage",2008
175,175,"Chris DiMarco",NA,36.07,1046,29,"Front9Round1ScoringAverage",2008
175,175,"Scott Sterling",NA,36.07,1010,28,"Front9Round1ScoringAverage",2008
177,177,"Jason Allred",NA,36.13,831,23,"Front9Round1ScoringAverage",2008
177,177,"Kent Jones",NA,36.13,831,23,"Front9Round1ScoringAverage",2008
179,179,"Ben Curtis",NA,36.14,795,22,"Front9Round1ScoringAverage",2008
179,179,"Trevor Immelman",NA,36.14,759,21,"Front9Round1ScoringAverage",2008
179,179,"Ron Whittaker",NA,36.14,795,22,"Front9Round1ScoringAverage",2008
183,183,"John Merrick",NA,36.18,1013,28,"Front9Round1ScoringAverage",2008
184,184,"Carlos Franco",NA,36.2,905,25,"Front9Round1ScoringAverage",2008
185,185,"Tommy Gainey",NA,36.21,869,24,"Front9Round1ScoringAverage",2008
186,186,"JP Hayes",NA,36.23,942,26,"Front9Round1ScoringAverage",2008
186,186,"Mark Hensby",NA,36.23,942,26,"Front9Round1ScoringAverage",2008
188,188,"James Driscoll",NA,36.25,1015,28,"Front9Round1ScoringAverage",2008
189,189,"Robert Gamez",NA,36.27,943,26,"Front9Round1ScoringAverage",2008
190,190,"Alex Cejka",NA,36.28,907,25,"Front9Round1ScoringAverage",2008
191,191,"Brett Rumford",NA,36.35,945,26,"Front9Round1ScoringAverage",2008
192,192,"Chad Collins",NA,36.42,874,24,"Front9Round1ScoringAverage",2008
193,193,"Ryan Armour",NA,36.52,1132,31,"Front9Round1ScoringAverage",2008
193,193,"Greg Kraft",NA,36.52,767,21,"Front9Round1ScoringAverage",2008
195,195,"David Lutterus",NA,36.57,841,23,"Front9Round1ScoringAverage",2008
196,196,"Travis Perkins",NA,36.78,846,23,"Front9Round1ScoringAverage",2008
197,197,"David Duval",NA,37,703,19,"Front9Round1ScoringAverage",2008
