"AveragePuttingDistanceAll2putts_RANKTHISWEEK_2011","AveragePuttingDistanceAll2putts_RANKLASTWEEK_2011","AveragePuttingDistanceAll2putts_PLAYERNAME_2011","AveragePuttingDistanceAll2putts_ROUNDS_2011","AveragePuttingDistanceAll2putts_AVG_2011","AveragePuttingDistanceAll2putts_DISTANCEFEET_2011","AveragePuttingDistanceAll2putts_TOTALPUTTS_2011","stat_name","year"
1,1,"Will Strickler",51,NA,10470.75,418,"AveragePuttingDistanceAll2putts",2011
2,2,"Scott McCarron",65,NA,13099.917,530,"AveragePuttingDistanceAll2putts",2011
3,3,"JJ Henry",96,NA,21486.5,875,"AveragePuttingDistanceAll2putts",2011
3,3,"Trevor Immelman",84,NA,17970.5,731,"AveragePuttingDistanceAll2putts",2011
3,3,"Hunter Mahan",92,NA,18507.833,753,"AveragePuttingDistanceAll2putts",2011
3,3,"Charlie Wi",83,NA,18500.333,753,"AveragePuttingDistanceAll2putts",2011
7,7,"Steve Elkington",50,NA,10853.5,445,"AveragePuttingDistanceAll2putts",2011
8,8,"Angel Cabrera",50,NA,8308,341,"AveragePuttingDistanceAll2putts",2011
9,9,"John Senden",94,NA,21356.417,881,"AveragePuttingDistanceAll2putts",2011
9,9,"Marc Turnesa",54,NA,11959.333,494,"AveragePuttingDistanceAll2putts",2011
11,11,"Charles Howell III",108,NA,22945.667,949,"AveragePuttingDistanceAll2putts",2011
11,11,"Cameron Tringale",110,NA,24859.583,1027,"AveragePuttingDistanceAll2putts",2011
13,13,"Ben Crane",76,NA,15245.5,634,"AveragePuttingDistanceAll2putts",2011
13,13,"Michael Putnam",67,NA,13400.167,557,"AveragePuttingDistanceAll2putts",2011
13,13,"Charl Schwartzel",58,NA,9936.25,413,"AveragePuttingDistanceAll2putts",2011
16,16,"Johnson Wagner",81,NA,17612.833,735,"AveragePuttingDistanceAll2putts",2011
17,17,"Alexandre Rocha",65,NA,12851.75,538,"AveragePuttingDistanceAll2putts",2011
17,17,"Michael Thompson",79,NA,16380,686,"AveragePuttingDistanceAll2putts",2011
19,19,"Andres Gonzales",60,NA,11311.667,474,"AveragePuttingDistanceAll2putts",2011
19,19,"Jerry Kelly",85,NA,16598.25,697,"AveragePuttingDistanceAll2putts",2011
19,19,"Ben Martin",74,NA,16256.25,682,"AveragePuttingDistanceAll2putts",2011
22,22,"Bill Haas",93,NA,18043.667,759,"AveragePuttingDistanceAll2putts",2011
22,22,"Colt Knost",80,NA,16626.5,699,"AveragePuttingDistanceAll2putts",2011
22,22,"Brendan Steele",89,NA,19582.25,825,"AveragePuttingDistanceAll2putts",2011
25,25,"Blake Adams",116,NA,24817.75,1048,"AveragePuttingDistanceAll2putts",2011
26,26,"Dean Wilson",62,NA,13664.667,580,"AveragePuttingDistanceAll2putts",2011
27,27,"Bryce Molder",82,NA,16435.667,699,"AveragePuttingDistanceAll2putts",2011
27,27,"Ian Poulter",52,NA,9134.583,389,"AveragePuttingDistanceAll2putts",2011
27,27,"Steve Stricker",70,NA,11805.917,502,"AveragePuttingDistanceAll2putts",2011
27,27,"Jimmy Walker",79,NA,17540.167,747,"AveragePuttingDistanceAll2putts",2011
31,31,"Chris Couch",73,NA,15841.667,677,"AveragePuttingDistanceAll2putts",2011
31,31,"Jason Day",76,NA,12991,554,"AveragePuttingDistanceAll2putts",2011
31,31,"Jhonattan Vegas",84,NA,16996.25,725,"AveragePuttingDistanceAll2putts",2011
34,34,"Greg Chalmers",88,NA,17375.917,746,"AveragePuttingDistanceAll2putts",2011
34,34,"Ryan Moore",79,NA,13789.333,592,"AveragePuttingDistanceAll2putts",2011
34,34,"Nate Smith",66,NA,12191.083,523,"AveragePuttingDistanceAll2putts",2011
37,37,"Briny Baird",60,NA,12222.417,525,"AveragePuttingDistanceAll2putts",2011
37,37,"Jonathan Byrd",83,NA,17132.25,736,"AveragePuttingDistanceAll2putts",2011
37,37,"Chad Campbell",99,NA,21663.833,932,"AveragePuttingDistanceAll2putts",2011
37,37,"Nathan Green",81,NA,15599.917,671,"AveragePuttingDistanceAll2putts",2011
37,37,"Jim Herman",69,NA,14287.917,615,"AveragePuttingDistanceAll2putts",2011
37,37,"William McGirt",103,NA,23081.417,991,"AveragePuttingDistanceAll2putts",2011
37,37,"Shaun Micheel",77,NA,15434.417,664,"AveragePuttingDistanceAll2putts",2011
37,37,"Rod Pampling",72,NA,14096.917,606,"AveragePuttingDistanceAll2putts",2011
45,45,"Steve Flesch",88,NA,17631.667,761,"AveragePuttingDistanceAll2putts",2011
45,45,"Tom Gillis",55,NA,11918.667,515,"AveragePuttingDistanceAll2putts",2011
45,45,"Freddie Jacobson",92,NA,15715.25,679,"AveragePuttingDistanceAll2putts",2011
45,45,"Zach Johnson",79,NA,14453.417,625,"AveragePuttingDistanceAll2putts",2011
45,45,"Richard Johnson",64,NA,13557.25,586,"AveragePuttingDistanceAll2putts",2011
45,45,"Scott Piercy",78,NA,14476.333,625,"AveragePuttingDistanceAll2putts",2011
45,45,"DA Points",89,NA,16759.25,724,"AveragePuttingDistanceAll2putts",2011
45,45,"Justin Rose",79,NA,15267,658,"AveragePuttingDistanceAll2putts",2011
45,45,"Brandt Snedeker",85,NA,14687.333,633,"AveragePuttingDistanceAll2putts",2011
54,54,"Ben Curtis",66,NA,14846.5,644,"AveragePuttingDistanceAll2putts",2011
54,54,"Luke Donald",73,NA,11532.25,499,"AveragePuttingDistanceAll2putts",2011
54,54,"Brian Gay",90,NA,16718.75,724,"AveragePuttingDistanceAll2putts",2011
54,54,"Brandt Jobe",100,NA,19334.583,839,"AveragePuttingDistanceAll2putts",2011
54,54,"Anthony Kim",72,NA,13173.583,571,"AveragePuttingDistanceAll2putts",2011
54,54,"Martin Laird",77,NA,14240.167,617,"AveragePuttingDistanceAll2putts",2011
54,54,"Davis Love III",70,NA,13297.583,576,"AveragePuttingDistanceAll2putts",2011
54,54,"Bill Lunde",92,NA,18807.75,814,"AveragePuttingDistanceAll2putts",2011
54,54,"Troy Merritt",63,NA,13761.75,597,"AveragePuttingDistanceAll2putts",2011
54,54,"Geoff Ogilvy",69,NA,11820.167,512,"AveragePuttingDistanceAll2putts",2011
54,54,"Aron Price",58,NA,11806.167,512,"AveragePuttingDistanceAll2putts",2011
54,54,"Josh Teater",104,NA,22607.583,981,"AveragePuttingDistanceAll2putts",2011
66,66,"Stewart Cink",72,NA,12427.75,540,"AveragePuttingDistanceAll2putts",2011
66,66,"JB Holmes",57,NA,11450,498,"AveragePuttingDistanceAll2putts",2011
66,66,"Spencer Levin",113,NA,23062.833,1003,"AveragePuttingDistanceAll2putts",2011
66,66,"John Merrick",71,NA,14469.417,629,"AveragePuttingDistanceAll2putts",2011
66,66,"Adam Scott",60,NA,10523.667,458,"AveragePuttingDistanceAll2putts",2011
66,66,"Webb Simpson",98,NA,19232.917,837,"AveragePuttingDistanceAll2putts",2011
66,66,"Kevin Streelman",90,NA,16775.583,730,"AveragePuttingDistanceAll2putts",2011
66,66,"Gary Woodland",93,NA,17227,749,"AveragePuttingDistanceAll2putts",2011
74,74,"Aaron Baddeley",77,NA,13771.167,602,"AveragePuttingDistanceAll2putts",2011
74,74,"Michael Bradley",74,NA,14527.917,635,"AveragePuttingDistanceAll2putts",2011
74,74,"Ryuji Imada",83,NA,17515.333,765,"AveragePuttingDistanceAll2putts",2011
74,74,"Jarrod Lyle",83,NA,16403.167,715,"AveragePuttingDistanceAll2putts",2011
74,74,"Billy Mayfair",94,NA,20290.167,884,"AveragePuttingDistanceAll2putts",2011
74,74,"Matt McQuillan",59,NA,11077.583,483,"AveragePuttingDistanceAll2putts",2011
74,74,"Nick Watney",80,NA,13791.5,601,"AveragePuttingDistanceAll2putts",2011
74,74,"Mark Wilson",89,NA,16125.417,704,"AveragePuttingDistanceAll2putts",2011
82,82,"Robert Allenby",84,NA,16585.833,726,"AveragePuttingDistanceAll2putts",2011
82,82,"Woody Austin",59,NA,11284.167,494,"AveragePuttingDistanceAll2putts",2011
82,82,"Michael Connell",76,NA,17104.833,750,"AveragePuttingDistanceAll2putts",2011
82,82,"James Driscoll",71,NA,14193.917,622,"AveragePuttingDistanceAll2putts",2011
82,82,"Tim Herron",85,NA,18122.5,794,"AveragePuttingDistanceAll2putts",2011
82,82,"George McNeill",69,NA,13803.167,605,"AveragePuttingDistanceAll2putts",2011
82,82,"Sean OHair",71,NA,14428.667,632,"AveragePuttingDistanceAll2putts",2011
82,82,"Carl Pettersson",95,NA,20983.917,920,"AveragePuttingDistanceAll2putts",2011
82,82,"Scott Stallings",84,NA,16742.917,732,"AveragePuttingDistanceAll2putts",2011
82,82,"Vaughn Taylor",89,NA,19399.583,851,"AveragePuttingDistanceAll2putts",2011
82,82,"Bo Van Pelt",92,NA,16300.5,714,"AveragePuttingDistanceAll2putts",2011
93,93,"Jason Dufner",78,NA,15140.917,665,"AveragePuttingDistanceAll2putts",2011
93,93,"Derek Lamely",65,NA,13816.583,607,"AveragePuttingDistanceAll2putts",2011
93,93,"Jeff Overton",92,NA,17054.25,750,"AveragePuttingDistanceAll2putts",2011
93,93,"Tag Ridings",87,NA,17390.5,765,"AveragePuttingDistanceAll2putts",2011
93,93,"Chris Stroud",88,NA,18351.583,808,"AveragePuttingDistanceAll2putts",2011
93,93,"Roland Thatcher",67,NA,13847.917,608,"AveragePuttingDistanceAll2putts",2011
99,99,"Keegan Bradley",91,NA,18120.333,800,"AveragePuttingDistanceAll2putts",2011
99,99,"Hunter Haas",96,NA,19583.583,865,"AveragePuttingDistanceAll2putts",2011
99,99,"Bio Kim",71,NA,12664.333,559,"AveragePuttingDistanceAll2putts",2011
99,99,"Steve Marino",76,NA,13704.917,605,"AveragePuttingDistanceAll2putts",2011
99,99,"Ryan Palmer",82,NA,13531.667,597,"AveragePuttingDistanceAll2putts",2011
99,99,"Martin Piller",63,NA,12344.75,544,"AveragePuttingDistanceAll2putts",2011
99,99,"Andres Romero",77,NA,14580.25,643,"AveragePuttingDistanceAll2putts",2011
99,99,"Daniel Summerhays",75,NA,15818.25,699,"AveragePuttingDistanceAll2putts",2011
99,99,"Garrett Willis",71,NA,14802.583,652,"AveragePuttingDistanceAll2putts",2011
99,99,"YE Yang",63,NA,9556.667,421,"AveragePuttingDistanceAll2putts",2011
109,109,"Stephen Ames",69,NA,13805.083,612,"AveragePuttingDistanceAll2putts",2011
109,109,"David Hearn",88,NA,18002.833,796,"AveragePuttingDistanceAll2putts",2011
109,109,"Charley Hoffman",93,NA,17000,752,"AveragePuttingDistanceAll2putts",2011
109,109,"Matt Kuchar",94,NA,15929.25,706,"AveragePuttingDistanceAll2putts",2011
109,109,"Troy Matteson",91,NA,19117.5,847,"AveragePuttingDistanceAll2putts",2011
109,109,"Zack Miller",86,NA,17278.25,766,"AveragePuttingDistanceAll2putts",2011
109,109,"Paul Stankowski",78,NA,14612.083,647,"AveragePuttingDistanceAll2putts",2011
109,109,"Boo Weekley",66,NA,14006.083,621,"AveragePuttingDistanceAll2putts",2011
