"EarlyPar5ScoringAverage_RANKTHISWEEK_2008","EarlyPar5ScoringAverage_RANKLASTWEEK_2008","EarlyPar5ScoringAverage_PLAYERNAME_2008","EarlyPar5ScoringAverage_ROUNDS_2008","EarlyPar5ScoringAverage_AVG_2008","EarlyPar5ScoringAverage_TOTALSTROKES_2008","EarlyPar5ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Aaron Baddeley",76,4.51,496,110,"EarlyPar5ScoringAverage",2008
2,2,"JB Holmes",86,4.52,583,129,"EarlyPar5ScoringAverage",2008
2,2,"Anthony Kim",81,4.52,434,96,"EarlyPar5ScoringAverage",2008
4,4,"Mathew Goggin",91,4.53,675,149,"EarlyPar5ScoringAverage",2008
4,4,"Adam Scott",51,4.53,344,76,"EarlyPar5ScoringAverage",2008
4,4,"Vijay Singh",82,4.53,498,110,"EarlyPar5ScoringAverage",2008
4,4,"Camilo Villegas",79,4.53,471,104,"EarlyPar5ScoringAverage",2008
8,8,"Kenny Perry",97,4.55,592,130,"EarlyPar5ScoringAverage",2008
9,9,"Brenden Pappas",66,4.56,488,107,"EarlyPar5ScoringAverage",2008
9,9,"Steve Stricker",75,4.56,451,99,"EarlyPar5ScoringAverage",2008
11,11,"Bill Haas",99,4.57,713,156,"EarlyPar5ScoringAverage",2008
11,11,"Ryuji Imada",80,4.57,576,126,"EarlyPar5ScoringAverage",2008
13,13,"Jason Gore",94,4.58,738,161,"EarlyPar5ScoringAverage",2008
13,13,"Justin Leonard",101,4.58,641,140,"EarlyPar5ScoringAverage",2008
13,13,"Boo Weekley",86,4.58,609,133,"EarlyPar5ScoringAverage",2008
13,13,"Mike Weir",88,4.58,550,120,"EarlyPar5ScoringAverage",2008
17,17,"Carlos Franco",73,4.59,574,125,"EarlyPar5ScoringAverage",2008
17,17,"Bubba Watson",97,4.59,693,151,"EarlyPar5ScoringAverage",2008
19,19,"Chad Campbell",94,4.6,579,126,"EarlyPar5ScoringAverage",2008
19,19,"Brian Davis",108,4.6,649,141,"EarlyPar5ScoringAverage",2008
19,19,"Scott McCarron",63,4.6,455,99,"EarlyPar5ScoringAverage",2008
