"BestSubParRoundsStreak_RANKTHISWEEK_2015","BestSubParRoundsStreak_RANKLASTWEEK_2015","BestSubParRoundsStreak_PLAYERNAME_2015","BestSubParRoundsStreak__2015","BestSubParRoundsStreak_CAREERBESTSTREAK_2015","BestSubParRoundsStreak_BESTYTDSTREAK_2015","BestSubParRoundsStreak_CURRENTSTREAK_2015","stat_name","year"
1,1,"Tim Petrovic",NA,26,3,NA,"BestSubParRoundsStreak",2015
2,2,"Jeff Sluman",NA,23,NA,NA,"BestSubParRoundsStreak",2015
3,3,"Tim Clark",NA,22,6,NA,"BestSubParRoundsStreak",2015
3,3,"Fred Couples",NA,22,NA,NA,"BestSubParRoundsStreak",2015
3,3,"Scott McCarron",NA,22,2,NA,"BestSubParRoundsStreak",2015
6,6,"Stuart Appleby",NA,21,10,NA,"BestSubParRoundsStreak",2015
6,6,"Bob Estes",NA,21,NA,NA,"BestSubParRoundsStreak",2015
6,6,"Scott Verplank",NA,21,2,NA,"BestSubParRoundsStreak",2015
9,9,"Jay Don Blake",NA,20,NA,NA,"BestSubParRoundsStreak",2015
9,9,"Harris English",NA,20,10,NA,"BestSubParRoundsStreak",2015
9,9,"Joey Sindelar",NA,20,NA,NA,"BestSubParRoundsStreak",2015
12,12,"Ben Crane",NA,19,3,NA,"BestSubParRoundsStreak",2015
12,12,"Joe Durant",NA,19,NA,NA,"BestSubParRoundsStreak",2015
12,12,"Jesper Parnevik",NA,19,NA,NA,"BestSubParRoundsStreak",2015
12,12,"Dan Pohl",NA,19,NA,NA,"BestSubParRoundsStreak",2015
16,16,"Glen Day",NA,18,3,NA,"BestSubParRoundsStreak",2015
16,16,"Chris DiMarco",NA,18,1,NA,"BestSubParRoundsStreak",2015
16,16,"Retief Goosen",NA,18,6,NA,"BestSubParRoundsStreak",2015
16,16,"Charles Howell III",NA,18,6,NA,"BestSubParRoundsStreak",2015
16,16,"Ryan Moore",NA,18,6,NA,"BestSubParRoundsStreak",2015
16,16,"Craig Parry",NA,18,NA,NA,"BestSubParRoundsStreak",2015
22,22,"Ronnie Black",NA,17,NA,NA,"BestSubParRoundsStreak",2015
22,22,"Jonathan Byrd",NA,17,5,NA,"BestSubParRoundsStreak",2015
