"PuttsperRoundRound3_RANKTHISWEEK_2011","PuttsperRoundRound3_RANKLASTWEEK_2011","PuttsperRoundRound3_PLAYERNAME_2011","PuttsperRoundRound3__2011","PuttsperRoundRound3_AVG_2011","PuttsperRoundRound3_TOTALPUTTS_2011","PuttsperRoundRound3_TOTALROUNDS_2011","stat_name","year"
1,1,"Kevin Na",NA,26.75,428,16,"PuttsperRoundRound3",2011
2,2,"Steve Stricker",NA,27.12,461,17,"PuttsperRoundRound3",2011
3,3,"Bryce Molder",NA,27.13,407,15,"PuttsperRoundRound3",2011
4,4,"Angel Cabrera",NA,27.14,190,7,"PuttsperRoundRound3",2011
5,5,"Andres Romero",NA,27.18,462,17,"PuttsperRoundRound3",2011
6,6,"Greg Chalmers",NA,27.41,466,17,"PuttsperRoundRound3",2011
7,7,"Freddie Jacobson",NA,27.47,522,19,"PuttsperRoundRound3",2011
8,8,"Jonathan Byrd",NA,27.53,468,17,"PuttsperRoundRound3",2011
9,9,"Dean Wilson",NA,27.6,276,10,"PuttsperRoundRound3",2011
10,10,"Matt Kuchar",NA,27.71,582,21,"PuttsperRoundRound3",2011
11,11,"Luke Donald",NA,27.75,444,16,"PuttsperRoundRound3",2011
12,12,"Charlie Wi",NA,27.76,472,17,"PuttsperRoundRound3",2011
13,13,"Jason Day",NA,27.82,473,17,"PuttsperRoundRound3",2011
14,14,"Martin Laird",NA,27.88,446,16,"PuttsperRoundRound3",2011
15,15,"Matt Jones",NA,27.9,279,10,"PuttsperRoundRound3",2011
16,16,"Aaron Baddeley",NA,27.94,475,17,"PuttsperRoundRound3",2011
16,16,"Nick Watney",NA,27.94,503,18,"PuttsperRoundRound3",2011
18,18,"Kevin Chappell",NA,28,336,12,"PuttsperRoundRound3",2011
18,18,"Chris DiMarco",NA,28,448,16,"PuttsperRoundRound3",2011
18,18,"Nathan Green",NA,28,392,14,"PuttsperRoundRound3",2011
18,18,"JB Holmes",NA,28,336,12,"PuttsperRoundRound3",2011
18,18,"Zach Johnson",NA,28,476,17,"PuttsperRoundRound3",2011
18,18,"Anthony Kim",NA,28,336,12,"PuttsperRoundRound3",2011
24,24,"Rickie Fowler",NA,28.06,505,18,"PuttsperRoundRound3",2011
24,24,"Jimmy Walker",NA,28.06,449,16,"PuttsperRoundRound3",2011
26,26,"Retief Goosen",NA,28.09,309,11,"PuttsperRoundRound3",2011
27,27,"Tom Gillis",NA,28.11,253,9,"PuttsperRoundRound3",2011
28,28,"Matt Bettencourt",NA,28.14,394,14,"PuttsperRoundRound3",2011
28,28,"Steven Bowditch",NA,28.14,394,14,"PuttsperRoundRound3",2011
30,30,"Cameron Beckman",NA,28.18,310,11,"PuttsperRoundRound3",2011
31,31,"Michael Connell",NA,28.25,339,12,"PuttsperRoundRound3",2011
31,31,"Joe Ogilvie",NA,28.25,339,12,"PuttsperRoundRound3",2011
33,33,"Brian Gay",NA,28.28,509,18,"PuttsperRoundRound3",2011
34,34,"Blake Adams",NA,28.3,651,23,"PuttsperRoundRound3",2011
35,35,"Colt Knost",NA,28.33,340,12,"PuttsperRoundRound3",2011
35,35,"Matt McQuillan",NA,28.33,255,9,"PuttsperRoundRound3",2011
35,35,"Jim Renner",NA,28.33,255,9,"PuttsperRoundRound3",2011
38,38,"Vaughn Taylor",NA,28.41,483,17,"PuttsperRoundRound3",2011
39,39,"Michael Putnam",NA,28.42,341,12,"PuttsperRoundRound3",2011
40,40,"Arjun Atwal",NA,28.44,512,18,"PuttsperRoundRound3",2011
40,40,"Graeme McDowell",NA,28.44,256,9,"PuttsperRoundRound3",2011
42,42,"Stephen Ames",NA,28.45,313,11,"PuttsperRoundRound3",2011
43,43,"Rod Pampling",NA,28.46,370,13,"PuttsperRoundRound3",2011
44,44,"Ryan Palmer",NA,28.47,484,17,"PuttsperRoundRound3",2011
45,45,"Webb Simpson",NA,28.48,655,23,"PuttsperRoundRound3",2011
46,46,"Shane Bertsch",NA,28.5,285,10,"PuttsperRoundRound3",2011
46,46,"Steve Elkington",NA,28.5,228,8,"PuttsperRoundRound3",2011
