"ConsecutiveBirdiesEaglesstreak_RANKTHISWEEK_2007","ConsecutiveBirdiesEaglesstreak_RANKLASTWEEK_2007","ConsecutiveBirdiesEaglesstreak_PLAYERNAME_2007","ConsecutiveBirdiesEaglesstreak_EVENTS_2007","ConsecutiveBirdiesEaglesstreak_NUMBEROFHOLES_2007","stat_name","year"
1,1,"Brandt Snedeker",29,7,"ConsecutiveBirdiesEaglesstreak",2007
2,2,"Tiger Woods",16,6,"ConsecutiveBirdiesEaglesstreak",2007
3,3,"John Daly",24,5,"ConsecutiveBirdiesEaglesstreak",2007
3,3,"Jason Dufner",32,5,"ConsecutiveBirdiesEaglesstreak",2007
3,3,"David Duval",7,5,"ConsecutiveBirdiesEaglesstreak",2007
3,3,"Stephen Leaney",26,5,"ConsecutiveBirdiesEaglesstreak",2007
3,3,"Tom Pernice Jr",31,5,"ConsecutiveBirdiesEaglesstreak",2007
3,3,"Michael Putnam",29,5,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Mark Calcavecchia",28,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Jose Coceres",17,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Steve Flesch",31,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Harrison Frazar",32,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Jason Gore",27,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Paul Gow",26,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Tim Herron",27,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Bernhard Langer",14,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Billy Mayfair",30,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Brett Quigley",25,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"John Rollins",29,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Jason Schultz",22,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Jaco Van Zyl",21,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Charles Warren",29,4,"ConsecutiveBirdiesEaglesstreak",2007
9,9,"Charlie Wi",27,4,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Steve Allan",18,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Michael Allen",22,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Eric Axley",36,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Rich Barcelo",26,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Rich Beem",29,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Jeff Brehaut",21,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Angel Cabrera",14,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Alex Cejka",25,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Chris Couch",30,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Ben Crane",9,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Chris DiMarco",24,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Ken Duke",31,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Ernie Els",16,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Bob Estes",28,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Robert Garrigus",28,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Jeff Gove",30,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Mathias Gronberg",31,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Scott Gutschewski",22,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Anders Hansen",17,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Dudley Hart",12,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Bob Heintz",27,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Matt Hendrix",24,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Lee Janzen",24,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Zach Johnson",23,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Kent Jones",30,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Craig Kanada",34,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Jerry Kelly",28,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Anthony Kim",26,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Craig Lile",24,3,"ConsecutiveBirdiesEaglesstreak",2007
24,24,"Jarrod Lyle",24,3,"ConsecutiveBirdiesEaglesstreak",2007
