"Back9Par5ScoringAverage_RANKTHISWEEK_2014","Back9Par5ScoringAverage_RANKLASTWEEK_2014","Back9Par5ScoringAverage_PLAYERNAME_2014","Back9Par5ScoringAverage_ROUNDS_2014","Back9Par5ScoringAverage_AVG_2014","Back9Par5ScoringAverage_TOTALSTROKES_2014","Back9Par5ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Rory McIlroy",66,4.53,507,112,"Back9Par5ScoringAverage",2014
1,1,"Adam Scott",68,4.53,507,112,"Back9Par5ScoringAverage",2014
3,3,"Martin Laird",66,4.55,482,106,"Back9Par5ScoringAverage",2014
3,3,"John Senden",99,4.55,750,165,"Back9Par5ScoringAverage",2014
5,5,"Hideki Matsuyama",82,4.56,634,139,"Back9Par5ScoringAverage",2014
6,6,"Ian Poulter",57,4.57,448,98,"Back9Par5ScoringAverage",2014
6,6,"Henrik Stenson",56,4.57,448,98,"Back9Par5ScoringAverage",2014
6,6,"Will Wilcox",51,4.57,361,79,"Back9Par5ScoringAverage",2014
9,9,"Brad Fritsch",50,4.58,362,79,"Back9Par5ScoringAverage",2014
9,9,"Luke Guthrie",85,4.58,651,142,"Back9Par5ScoringAverage",2014
9,9,"Charl Schwartzel",64,4.58,476,104,"Back9Par5ScoringAverage",2014
9,9,"Bubba Watson",76,4.58,596,130,"Back9Par5ScoringAverage",2014
13,13,"Rickie Fowler",91,4.59,688,150,"Back9Par5ScoringAverage",2014
14,14,"Steven Bowditch",93,4.6,704,153,"Back9Par5ScoringAverage",2014
14,14,"Stewart Cink",91,4.6,709,154,"Back9Par5ScoringAverage",2014
14,14,"Dustin Johnson",58,4.6,446,97,"Back9Par5ScoringAverage",2014
14,14,"Kevin Na",94,4.6,769,167,"Back9Par5ScoringAverage",2014
14,14,"Shawn Stefani",60,4.6,442,96,"Back9Par5ScoringAverage",2014
19,19,"Aaron Baddeley",74,4.61,544,118,"Back9Par5ScoringAverage",2014
19,19,"Robert Garrigus",80,4.61,613,133,"Back9Par5ScoringAverage",2014
19,19,"Jhonattan Vegas",77,4.61,576,125,"Back9Par5ScoringAverage",2014
22,22,"Billy Horschel",92,4.62,711,154,"Back9Par5ScoringAverage",2014
22,22,"Brooks Koepka",56,4.62,425,92,"Back9Par5ScoringAverage",2014
22,22,"Kevin Stadler",90,4.62,712,154,"Back9Par5ScoringAverage",2014
25,25,"Jason Day",54,4.63,375,81,"Back9Par5ScoringAverage",2014
25,25,"Martin Flores",85,4.63,680,147,"Back9Par5ScoringAverage",2014
25,25,"Zach Johnson",97,4.63,722,156,"Back9Par5ScoringAverage",2014
25,25,"Cameron Tringale",111,4.63,894,193,"Back9Par5ScoringAverage",2014
29,29,"Angel Cabrera",69,4.64,548,118,"Back9Par5ScoringAverage",2014
29,29,"James Driscoll",71,4.64,548,118,"Back9Par5ScoringAverage",2014
29,29,"Charles Howell III",106,4.64,816,176,"Back9Par5ScoringAverage",2014
32,32,"Charlie Beljan",76,4.65,567,122,"Back9Par5ScoringAverage",2014
32,32,"Jonathan Byrd",76,4.65,549,118,"Back9Par5ScoringAverage",2014
32,32,"Danny Lee",84,4.65,595,128,"Back9Par5ScoringAverage",2014
32,32,"Marc Leishman",81,4.65,623,134,"Back9Par5ScoringAverage",2014
32,32,"Troy Matteson",62,4.65,446,96,"Back9Par5ScoringAverage",2014
32,32,"Ryan Palmer",85,4.65,646,139,"Back9Par5ScoringAverage",2014
38,38,"Brian Davis",93,4.66,722,155,"Back9Par5ScoringAverage",2014
38,38,"Jason Dufner",57,4.66,429,92,"Back9Par5ScoringAverage",2014
38,38,"Ken Duke",80,4.66,597,128,"Back9Par5ScoringAverage",2014
38,38,"Trevor Immelman",84,4.66,606,130,"Back9Par5ScoringAverage",2014
38,38,"Jamie Lovemark",64,4.66,452,97,"Back9Par5ScoringAverage",2014
38,38,"Graeme McDowell",66,4.66,489,105,"Back9Par5ScoringAverage",2014
38,38,"Justin Rose",70,4.66,578,124,"Back9Par5ScoringAverage",2014
38,38,"Webb Simpson",87,4.66,652,140,"Back9Par5ScoringAverage",2014
38,38,"Brendan Steele",89,4.66,708,152,"Back9Par5ScoringAverage",2014
38,38,"Tyrone Van Aswegen",79,4.66,573,123,"Back9Par5ScoringAverage",2014
38,38,"Nick Watney",80,4.66,601,129,"Back9Par5ScoringAverage",2014
38,38,"Gary Woodland",93,4.66,773,166,"Back9Par5ScoringAverage",2014
50,50,"Stuart Appleby",92,4.67,682,146,"Back9Par5ScoringAverage",2014
50,50,"Chad Campbell",57,4.67,397,85,"Back9Par5ScoringAverage",2014
50,50,"Paul Casey",56,4.67,420,90,"Back9Par5ScoringAverage",2014
50,50,"Kevin Chappell",100,4.67,799,171,"Back9Par5ScoringAverage",2014
50,50,"Jim Furyk",84,4.67,640,137,"Back9Par5ScoringAverage",2014
50,50,"Bill Haas",107,4.67,873,187,"Back9Par5ScoringAverage",2014
50,50,"Chris Kirk",105,4.67,826,177,"Back9Par5ScoringAverage",2014
50,50,"Jason Kokrak",65,4.67,523,112,"Back9Par5ScoringAverage",2014
50,50,"Will Ma Kenzie",82,4.67,668,143,"Back9Par5ScoringAverage",2014
50,50,"Phil Mickelson",71,4.67,603,129,"Back9Par5ScoringAverage",2014
50,50,"Pat Perez",84,4.67,691,148,"Back9Par5ScoringAverage",2014
50,50,"Michael Thompson",74,4.67,621,133,"Back9Par5ScoringAverage",2014
50,50,"Brendon Todd",108,4.67,836,179,"Back9Par5ScoringAverage",2014
63,63,"Jason Bohn",81,4.68,651,139,"Back9Par5ScoringAverage",2014
63,63,"Luke Donald",57,4.68,449,96,"Back9Par5ScoringAverage",2014
63,63,"Ernie Els",85,4.68,627,134,"Back9Par5ScoringAverage",2014
63,63,"Harris English",95,4.68,702,150,"Back9Par5ScoringAverage",2014
63,63,"Sergio Garcia",61,4.68,468,100,"Back9Par5ScoringAverage",2014
63,63,"Morgan Hoffmann",103,4.68,744,159,"Back9Par5ScoringAverage",2014
63,63,"Billy Hurley III",86,4.68,622,133,"Back9Par5ScoringAverage",2014
63,63,"Ryo Ishikawa",75,4.68,623,133,"Back9Par5ScoringAverage",2014
63,63,"Justin Leonard",75,4.68,580,124,"Back9Par5ScoringAverage",2014
63,63,"John Merrick",87,4.68,679,145,"Back9Par5ScoringAverage",2014
63,63,"Sean OHair",77,4.68,580,124,"Back9Par5ScoringAverage",2014
63,63,"Jordan Spieth",102,4.68,782,167,"Back9Par5ScoringAverage",2014
63,63,"Daniel Summerhays",98,4.68,810,173,"Back9Par5ScoringAverage",2014
63,63,"Andrew Svoboda",77,4.68,576,123,"Back9Par5ScoringAverage",2014
63,63,"Hudson Swafford",75,4.68,529,113,"Back9Par5ScoringAverage",2014
63,63,"Kevin Tway",64,4.68,449,96,"Back9Par5ScoringAverage",2014
63,63,"Jimmy Walker",98,4.68,791,169,"Back9Par5ScoringAverage",2014
80,80,"Woody Austin",63,4.69,446,95,"Back9Par5ScoringAverage",2014
80,80,"Sangmoon Bae",76,4.69,628,134,"Back9Par5ScoringAverage",2014
80,80,"Charley Hoffman",93,4.69,774,165,"Back9Par5ScoringAverage",2014
80,80,"Scott Langley",95,4.69,717,153,"Back9Par5ScoringAverage",2014
80,80,"Michael Putnam",106,4.69,764,163,"Back9Par5ScoringAverage",2014
80,80,"Robert Streb",75,4.69,530,113,"Back9Par5ScoringAverage",2014
80,80,"Bo Van Pelt",83,4.69,633,135,"Back9Par5ScoringAverage",2014
87,87,"Matt Every",85,4.7,648,138,"Back9Par5ScoringAverage",2014
87,87,"Brice Garnett",92,4.7,658,140,"Back9Par5ScoringAverage",2014
87,87,"Chesson Hadley",84,4.7,667,142,"Back9Par5ScoringAverage",2014
87,87,"Brian Harman",111,4.7,860,183,"Back9Par5ScoringAverage",2014
87,87,"Kevin Kisner",85,4.7,635,135,"Back9Par5ScoringAverage",2014
87,87,"Matt Kuchar",91,4.7,649,138,"Back9Par5ScoringAverage",2014
87,87,"Davis Love III",74,4.7,573,122,"Back9Par5ScoringAverage",2014
87,87,"Troy Merritt",62,4.7,461,98,"Back9Par5ScoringAverage",2014
87,87,"Geoff Ogilvy",84,4.7,630,134,"Back9Par5ScoringAverage",2014
87,87,"Jeff Overton",80,4.7,555,118,"Back9Par5ScoringAverage",2014
87,87,"Brian Stuard",91,4.7,667,142,"Back9Par5ScoringAverage",2014
98,98,"Ted Potter Jr",68,4.71,528,112,"Back9Par5ScoringAverage",2014
98,98,"Kevin Streelman",79,4.71,659,140,"Back9Par5ScoringAverage",2014
98,98,"Lee Westwood",57,4.71,480,102,"Back9Par5ScoringAverage",2014
101,101,"Briny Baird",50,4.72,382,81,"Back9Par5ScoringAverage",2014
101,101,"Graham DeLaet",80,4.72,637,135,"Back9Par5ScoringAverage",2014
101,101,"JB Holmes",86,4.72,712,151,"Back9Par5ScoringAverage",2014
101,101,"Freddie Jacobson",91,4.72,717,152,"Back9Par5ScoringAverage",2014
101,101,"Jerry Kelly",80,4.72,614,130,"Back9Par5ScoringAverage",2014
101,101,"Richard Lee",80,4.72,637,135,"Back9Par5ScoringAverage",2014
101,101,"George McNeill",79,4.72,642,136,"Back9Par5ScoringAverage",2014
101,101,"Carl Pettersson",91,4.72,675,143,"Back9Par5ScoringAverage",2014
101,101,"Kyle Stanley",87,4.72,642,136,"Back9Par5ScoringAverage",2014
101,101,"David Toms",64,4.72,477,101,"Back9Par5ScoringAverage",2014
111,111,"Jonas Blixt",64,4.73,563,119,"Back9Par5ScoringAverage",2014
111,111,"Roberto Castro",76,4.73,610,129,"Back9Par5ScoringAverage",2014
111,111,"Bud Cauley",56,4.73,440,93,"Back9Par5ScoringAverage",2014
111,111,"Lucas Glover",68,4.73,539,114,"Back9Par5ScoringAverage",2014
111,111,"David Hearn",97,4.73,809,171,"Back9Par5ScoringAverage",2014
111,111,"Matt Jones",83,4.73,709,150,"Back9Par5ScoringAverage",2014
111,111,"Patrick Reed",92,4.73,710,150,"Back9Par5ScoringAverage",2014
111,111,"Wes Roach",67,4.73,473,100,"Back9Par5ScoringAverage",2014
111,111,"Vijay Singh",83,4.73,639,135,"Back9Par5ScoringAverage",2014
111,111,"Heath Slocum",71,4.73,487,103,"Back9Par5ScoringAverage",2014
111,111,"Brandt Snedeker",89,4.73,686,145,"Back9Par5ScoringAverage",2014
111,111,"Charlie Wi",72,4.73,534,113,"Back9Par5ScoringAverage",2014
111,111,"YE Yang",79,4.73,615,130,"Back9Par5ScoringAverage",2014
124,124,"Brendon de Jonge",109,4.74,848,179,"Back9Par5ScoringAverage",2014
124,124,"Justin Hicks",103,4.74,773,163,"Back9Par5ScoringAverage",2014
124,124,"Martin Kaymer",65,4.74,502,106,"Back9Par5ScoringAverage",2014
124,124,"John Rollins",84,4.74,602,127,"Back9Par5ScoringAverage",2014
124,124,"Scott Stallings",77,4.74,626,132,"Back9Par5ScoringAverage",2014
124,124,"Josh Teater",90,4.74,688,145,"Back9Par5ScoringAverage",2014
124,124,"Johnson Wagner",69,4.74,488,103,"Back9Par5ScoringAverage",2014
131,131,"Keegan Bradley",89,4.75,741,156,"Back9Par5ScoringAverage",2014
131,131,"Greg Chalmers",85,4.75,627,132,"Back9Par5ScoringAverage",2014
131,131,"James Hahn",82,4.75,584,123,"Back9Par5ScoringAverage",2014
131,131,"Jim Herman",62,4.75,475,100,"Back9Par5ScoringAverage",2014
131,131,"John Huh",87,4.75,636,134,"Back9Par5ScoringAverage",2014
131,131,"Ben Martin",80,4.75,656,138,"Back9Par5ScoringAverage",2014
131,131,"William McGirt",96,4.75,732,154,"Back9Par5ScoringAverage",2014
131,131,"Ryan Moore",86,4.75,713,150,"Back9Par5ScoringAverage",2014
131,131,"Andres Romero",81,4.75,589,124,"Back9Par5ScoringAverage",2014
131,131,"Rory Sabbatini",82,4.75,622,131,"Back9Par5ScoringAverage",2014
131,131,"Camilo Villegas",95,4.75,737,155,"Back9Par5ScoringAverage",2014
131,131,"Tim Wilkinson",86,4.75,598,126,"Back9Par5ScoringAverage",2014
143,143,"Robert Allenby",83,4.76,604,127,"Back9Par5ScoringAverage",2014
143,143,"Ricky Barnes",92,4.76,666,140,"Back9Par5ScoringAverage",2014
143,143,"KJ Choi",80,4.76,662,139,"Back9Par5ScoringAverage",2014
143,143,"Chad Collins",78,4.76,576,121,"Back9Par5ScoringAverage",2014
143,143,"Derek Ernst",80,4.76,604,127,"Back9Par5ScoringAverage",2014
143,143,"Russell Knox",92,4.76,700,147,"Back9Par5ScoringAverage",2014
143,143,"David Lingmerth",80,4.76,609,128,"Back9Par5ScoringAverage",2014
143,143,"Seung Yul Noh",92,4.76,700,147,"Back9Par5ScoringAverage",2014
143,143,"John Peterson",62,4.76,476,100,"Back9Par5ScoringAverage",2014
152,152,"Scott Brown",100,4.77,796,167,"Back9Par5ScoringAverage",2014
152,152,"Bronson La Cassie",51,4.77,391,82,"Back9Par5ScoringAverage",2014
152,152,"Andrew Loupe",65,4.77,458,96,"Back9Par5ScoringAverage",2014
152,152,"Hunter Mahan",88,4.77,701,147,"Back9Par5ScoringAverage",2014
