"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2016","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2016","FirstTeeEarlyScoringAverage_PLAYERNAME_2016","FirstTeeEarlyScoringAverage_ROUNDS_2016","FirstTeeEarlyScoringAverage_AVG_2016","FirstTeeEarlyScoringAverage_TOTALSTROKES_2016","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2016","stat_name","year"
20,20,"Smylie Kaufman",57,69.81,1117,16,"FirstTeeEarlyScoringAverage",2016
21,22,"Sam Saunders",40,69.89,629,9,"FirstTeeEarlyScoringAverage",2016
22,24,"Tom Hoge",47,69.91,769,11,"FirstTeeEarlyScoringAverage",2016
23,21,"Johnson Wagner",44,69.94,1119,16,"FirstTeeEarlyScoringAverage",2016
24,27,"Chez Reavie",56,70,1400,20,"FirstTeeEarlyScoringAverage",2016
24,27,"Steve Stricker",25,70,350,5,"FirstTeeEarlyScoringAverage",2016
24,26,"Gary Woodland",45,70,1120,16,"FirstTeeEarlyScoringAverage",2016
27,25,"Patrick Rodgers",49,70.07,981,14,"FirstTeeEarlyScoringAverage",2016
28,41,"Anirban Lahiri",44,70.08,841,12,"FirstTeeEarlyScoringAverage",2016
29,31,"Aaron Baddeley",51,70.17,842,12,"FirstTeeEarlyScoringAverage",2016
29,31,"Sergio Garcia",28,70.17,421,6,"FirstTeeEarlyScoringAverage",2016
31,30,"William McGirt",54,70.19,1474,21,"FirstTeeEarlyScoringAverage",2016
32,34,"DJ Trahan",23,70.2,351,5,"FirstTeeEarlyScoringAverage",2016
33,35,"Matt Kuchar",46,70.22,632,9,"FirstTeeEarlyScoringAverage",2016
34,31,"Roberto Castro",55,70.23,913,13,"FirstTeeEarlyScoringAverage",2016
35,36,"Scott Piercy",45,70.24,1194,17,"FirstTeeEarlyScoringAverage",2016
36,37,"Daniel Berger",52,70.25,843,12,"FirstTeeEarlyScoringAverage",2016
36,37,"Dustin Johnson",37,70.25,281,4,"FirstTeeEarlyScoringAverage",2016
38,41,"Charley Hoffman",49,70.3,703,10,"FirstTeeEarlyScoringAverage",2016
39,43,"Cameron Tringale",47,70.32,1336,19,"FirstTeeEarlyScoringAverage",2016
40,43,"Brooks Koepka",39,70.33,422,6,"FirstTeeEarlyScoringAverage",2016
40,40,"Brendan Steele",48,70.33,844,12,"FirstTeeEarlyScoringAverage",2016
42,46,"Tyler Aldridge",53,70.35,1196,17,"FirstTeeEarlyScoringAverage",2016
43,47,"Branden Grace",31,70.38,563,8,"FirstTeeEarlyScoringAverage",2016
43,47,"Seung Yul Noh",54,70.38,1126,16,"FirstTeeEarlyScoringAverage",2016
45,52,"Jason Dufner",53,70.43,986,14,"FirstTeeEarlyScoringAverage",2016
45,52,"Spencer Levin",62,70.43,1479,21,"FirstTeeEarlyScoringAverage",2016
45,43,"Sean OHair",45,70.43,986,14,"FirstTeeEarlyScoringAverage",2016
48,55,"Ryan Palmer",46,70.44,1268,18,"FirstTeeEarlyScoringAverage",2016
49,59,"Russell Knox",48,70.5,846,12,"FirstTeeEarlyScoringAverage",2016
49,59,"Cameron Percy",22,70.5,564,8,"FirstTeeEarlyScoringAverage",2016
51,63,"Mark Hubbard",73,70.52,1481,21,"FirstTeeEarlyScoringAverage",2016
52,62,"Troy Merritt",41,70.53,1199,17,"FirstTeeEarlyScoringAverage",2016
53,80,"John Senden",48,70.54,917,13,"FirstTeeEarlyScoringAverage",2016
54,64,"Kevin Na",52,70.56,1129,16,"FirstTeeEarlyScoringAverage",2016
54,64,"Hudson Swafford",52,70.56,1270,18,"FirstTeeEarlyScoringAverage",2016
56,37,"Tony Finau",49,70.57,988,14,"FirstTeeEarlyScoringAverage",2016
57,68,"Lucas Glover",53,70.6,1059,15,"FirstTeeEarlyScoringAverage",2016
57,68,"Bernd Wiesberger",23,70.6,353,5,"FirstTeeEarlyScoringAverage",2016
59,47,"Daniel Summerhays",55,70.61,1624,23,"FirstTeeEarlyScoringAverage",2016
60,51,"Bronson Burgoon",53,70.62,918,13,"FirstTeeEarlyScoringAverage",2016
61,78,"Hideki Matsuyama",40,70.63,565,8,"FirstTeeEarlyScoringAverage",2016
61,70,"Wes Roach",33,70.63,565,8,"FirstTeeEarlyScoringAverage",2016
61,70,"Andres Romero",22,70.63,565,8,"FirstTeeEarlyScoringAverage",2016
64,72,"Jonas Blixt",46,70.64,777,11,"FirstTeeEarlyScoringAverage",2016
64,84,"Retief Goosen",37,70.64,989,14,"FirstTeeEarlyScoringAverage",2016
64,72,"Freddie Jacobson",54,70.64,777,11,"FirstTeeEarlyScoringAverage",2016
64,72,"Patton Kizzire",57,70.64,777,11,"FirstTeeEarlyScoringAverage",2016
68,67,"Brian Harman",60,70.65,1413,20,"FirstTeeEarlyScoringAverage",2016
68,55,"Jeff Overton",51,70.65,1201,17,"FirstTeeEarlyScoringAverage",2016
68,75,"Kevin Streelman",46,70.65,1201,17,"FirstTeeEarlyScoringAverage",2016
71,76,"Justin Leonard",28,70.67,424,6,"FirstTeeEarlyScoringAverage",2016
71,27,"Jhonattan Vegas",49,70.67,848,12,"FirstTeeEarlyScoringAverage",2016
73,79,"KJ Choi",47,70.73,778,11,"FirstTeeEarlyScoringAverage",2016
73,22,"Graham DeLaet",50,70.73,778,11,"FirstTeeEarlyScoringAverage",2016
75,80,"Si Woo Kim",63,70.75,1415,20,"FirstTeeEarlyScoringAverage",2016
76,55,"Ricky Barnes",57,70.76,1203,17,"FirstTeeEarlyScoringAverage",2016
77,59,"Robert Garrigus",34,70.79,991,14,"FirstTeeEarlyScoringAverage",2016
78,86,"Shane Bertsch",30,70.83,425,6,"FirstTeeEarlyScoringAverage",2016
78,86,"Jerry Kelly",44,70.83,1275,18,"FirstTeeEarlyScoringAverage",2016
78,86,"Mark Wilson",42,70.83,850,12,"FirstTeeEarlyScoringAverage",2016
81,91,"Jim Herman",55,70.84,1346,19,"FirstTeeEarlyScoringAverage",2016
82,86,"Luke List",51,70.86,496,7,"FirstTeeEarlyScoringAverage",2016
82,80,"Kyle Stanley",57,70.86,1488,21,"FirstTeeEarlyScoringAverage",2016
84,102,"Harris English",51,70.87,1063,15,"FirstTeeEarlyScoringAverage",2016
85,52,"Kelly Kraft",35,70.88,567,8,"FirstTeeEarlyScoringAverage",2016
85,94,"Pat Perez",28,70.88,567,8,"FirstTeeEarlyScoringAverage",2016
85,94,"Will Wilcox",47,70.88,1205,17,"FirstTeeEarlyScoringAverage",2016
88,96,"Emiliano Grillo",47,70.9,1489,21,"FirstTeeEarlyScoringAverage",2016
89,99,"Thomas Aiken",42,70.92,851,12,"FirstTeeEarlyScoringAverage",2016
89,99,"DH Lee",35,70.92,922,13,"FirstTeeEarlyScoringAverage",2016
91,103,"Chris Kirk",51,70.94,1206,17,"FirstTeeEarlyScoringAverage",2016
92,106,"Kevin Chappell",49,71,994,14,"FirstTeeEarlyScoringAverage",2016
92,106,"Brice Garnett",29,71,639,9,"FirstTeeEarlyScoringAverage",2016
92,106,"Billy Hurley III",22,71,284,4,"FirstTeeEarlyScoringAverage",2016
92,106,"Harold Varner III",58,71,1136,16,"FirstTeeEarlyScoringAverage",2016
92,103,"Boo Weekley",53,71,1278,18,"FirstTeeEarlyScoringAverage",2016
97,47,"Michael Kim",62,71.05,1350,19,"FirstTeeEarlyScoringAverage",2016
97,105,"Colt Knost",56,71.05,1563,22,"FirstTeeEarlyScoringAverage",2016
99,113,"Danny Lee",53,71.08,853,12,"FirstTeeEarlyScoringAverage",2016
99,98,"Patrick Reed",53,71.08,924,13,"FirstTeeEarlyScoringAverage",2016
101,83,"Luke Donald",49,71.1,1422,20,"FirstTeeEarlyScoringAverage",2016
102,66,"Blayne Barber",44,71.13,1067,15,"FirstTeeEarlyScoringAverage",2016
102,114,"Rhein Gibson",36,71.13,569,8,"FirstTeeEarlyScoringAverage",2016
102,93,"Nick Taylor",57,71.13,1138,16,"FirstTeeEarlyScoringAverage",2016
105,96,"Geoff Ogilvy",37,71.18,783,11,"FirstTeeEarlyScoringAverage",2016
106,106,"Brendon de Jonge",55,71.21,997,14,"FirstTeeEarlyScoringAverage",2016
106,86,"JB Holmes",39,71.21,997,14,"FirstTeeEarlyScoringAverage",2016
106,58,"David Toms",38,71.21,997,14,"FirstTeeEarlyScoringAverage",2016
109,132,"David Lingmerth",54,71.22,1282,18,"FirstTeeEarlyScoringAverage",2016
110,99,"Matt Jones",45,71.23,926,13,"FirstTeeEarlyScoringAverage",2016
111,120,"James Hahn",45,71.24,1211,17,"FirstTeeEarlyScoringAverage",2016
112,116,"David Hearn",55,71.27,1069,15,"FirstTeeEarlyScoringAverage",2016
113,151,"Jason Gore",51,71.28,1283,18,"FirstTeeEarlyScoringAverage",2016
114,85,"Angel Cabrera",42,71.29,998,14,"FirstTeeEarlyScoringAverage",2016
114,92,"Chad Campbell",54,71.29,998,14,"FirstTeeEarlyScoringAverage",2016
114,124,"Martin Piller",37,71.29,499,7,"FirstTeeEarlyScoringAverage",2016
117,134,"Francesco Molinari",36,71.3,713,10,"FirstTeeEarlyScoringAverage",2016
118,127,"Luke Guthrie",31,71.33,428,6,"FirstTeeEarlyScoringAverage",2016
118,127,"Charl Schwartzel",29,71.33,428,6,"FirstTeeEarlyScoringAverage",2016
118,124,"Chris Stroud",52,71.33,1284,18,"FirstTeeEarlyScoringAverage",2016
121,117,"Padraig Harrington",38,71.36,999,14,"FirstTeeEarlyScoringAverage",2016
122,131,"Rickie Fowler",42,71.4,357,5,"FirstTeeEarlyScoringAverage",2016
122,77,"Henrik Norlander",41,71.4,1071,15,"FirstTeeEarlyScoringAverage",2016
124,123,"Stuart Appleby",39,71.42,1357,19,"FirstTeeEarlyScoringAverage",2016
124,133,"Bryce Molder",50,71.42,1357,19,"FirstTeeEarlyScoringAverage",2016
124,120,"Scott Stallings",46,71.42,1357,19,"FirstTeeEarlyScoringAverage",2016
127,126,"Jason Bohn",37,71.43,1000,14,"FirstTeeEarlyScoringAverage",2016
128,119,"Adam Hadwin",53,71.44,1286,18,"FirstTeeEarlyScoringAverage",2016
129,114,"Scott Pinckney",53,71.5,1287,18,"FirstTeeEarlyScoringAverage",2016
129,120,"Kyle Reifers",63,71.5,1001,14,"FirstTeeEarlyScoringAverage",2016
131,112,"Ben Crane",48,71.53,1073,15,"FirstTeeEarlyScoringAverage",2016
131,138,"Ben Martin",48,71.53,1216,17,"FirstTeeEarlyScoringAverage",2016
133,139,"Webb Simpson",34,71.54,930,13,"FirstTeeEarlyScoringAverage",2016
134,137,"Fabian Gomez",49,71.55,1431,20,"FirstTeeEarlyScoringAverage",2016
135,135,"Cameron Smith",45,71.57,1002,14,"FirstTeeEarlyScoringAverage",2016
135,129,"Brendon Todd",43,71.57,1002,14,"FirstTeeEarlyScoringAverage",2016
137,140,"Sung Kang",51,71.6,716,10,"FirstTeeEarlyScoringAverage",2016
137,142,"Lucas Lee",22,71.6,358,5,"FirstTeeEarlyScoringAverage",2016
139,144,"Billy Horschel",45,71.64,788,11,"FirstTeeEarlyScoringAverage",2016
140,146,"Morgan Hoffmann",43,71.67,215,3,"FirstTeeEarlyScoringAverage",2016
140,143,"Camilo Villegas",50,71.67,1290,18,"FirstTeeEarlyScoringAverage",2016
142,147,"Jon Curran",55,71.69,1147,16,"FirstTeeEarlyScoringAverage",2016
143,148,"Bill Haas",42,71.7,717,10,"FirstTeeEarlyScoringAverage",2016
144,149,"Andrew Landry",24,71.71,502,7,"FirstTeeEarlyScoringAverage",2016
145,106,"Martin Laird",46,71.73,1076,15,"FirstTeeEarlyScoringAverage",2016
146,151,"Keegan Bradley",40,71.75,861,12,"FirstTeeEarlyScoringAverage",2016
146,151,"Chad Collins",45,71.75,861,12,"FirstTeeEarlyScoringAverage",2016
146,117,"Brett Stegmaier",57,71.75,1148,16,"FirstTeeEarlyScoringAverage",2016
149,154,"Shawn Stefani",45,71.8,1077,15,"FirstTeeEarlyScoringAverage",2016
150,141,"Peter Malnati",53,71.85,934,13,"FirstTeeEarlyScoringAverage",2016
151,156,"Rory Sabbatini",40,71.88,1150,16,"FirstTeeEarlyScoringAverage",2016
152,144,"Derek Ernst",36,71.93,1007,14,"FirstTeeEarlyScoringAverage",2016
152,135,"Michael Thompson",46,71.93,1007,14,"FirstTeeEarlyScoringAverage",2016
154,158,"Steve Wheatcroft",53,71.94,1295,18,"FirstTeeEarlyScoringAverage",2016
155,159,"Zac Blair",56,72,1008,14,"FirstTeeEarlyScoringAverage",2016
155,169,"Ernie Els",34,72,864,12,"FirstTeeEarlyScoringAverage",2016
155,157,"Will Ma Kenzie",54,72,936,13,"FirstTeeEarlyScoringAverage",2016
155,159,"Louis Oosthuizen",25,72,216,3,"FirstTeeEarlyScoringAverage",2016
155,159,"Carl Pettersson",31,72,432,6,"FirstTeeEarlyScoringAverage",2016
160,149,"Whee Kim",54,72.07,1081,15,"FirstTeeEarlyScoringAverage",2016
161,159,"Andres Gonzales",46,72.13,1082,15,"FirstTeeEarlyScoringAverage",2016
162,159,"Shane Lowry",35,72.14,505,7,"FirstTeeEarlyScoringAverage",2016
162,167,"Dicky Pride",33,72.14,1010,14,"FirstTeeEarlyScoringAverage",2016
164,168,"Jason Kokrak",52,72.17,866,12,"FirstTeeEarlyScoringAverage",2016
165,155,"Derek Fathauer",58,72.18,1227,17,"FirstTeeEarlyScoringAverage",2016
166,183,"Chesson Hadley",51,72.19,1155,16,"FirstTeeEarlyScoringAverage",2016
167,166,"Ryan Moore",40,72.2,722,10,"FirstTeeEarlyScoringAverage",2016
168,165,"Greg Owen",56,72.25,1445,20,"FirstTeeEarlyScoringAverage",2016
169,171,"Ken Duke",26,72.27,795,11,"FirstTeeEarlyScoringAverage",2016
170,172,"Matthew Fitzpatrick",23,72.29,506,7,"FirstTeeEarlyScoringAverage",2016
171,173,"Henrik Stenson",30,72.33,434,6,"FirstTeeEarlyScoringAverage",2016
172,174,"JJ Henry",44,72.35,1230,17,"FirstTeeEarlyScoringAverage",2016
173,159,"Erik Compton",45,72.36,1013,14,"FirstTeeEarlyScoringAverage",2016
173,175,"Scott Langley",41,72.36,796,11,"FirstTeeEarlyScoringAverage",2016
175,176,"Kevin Kisner",49,72.38,941,13,"FirstTeeEarlyScoringAverage",2016
176,178,"Byeong Hun An",23,72.4,362,5,"FirstTeeEarlyScoringAverage",2016
176,178,"Jamie Donaldson",28,72.4,362,5,"FirstTeeEarlyScoringAverage",2016
178,176,"Tyrone Van Aswegen",67,72.41,1593,22,"FirstTeeEarlyScoringAverage",2016
179,181,"Justin Hicks",26,72.45,797,11,"FirstTeeEarlyScoringAverage",2016
179,191,"Dawie van der Walt",48,72.45,797,11,"FirstTeeEarlyScoringAverage",2016
181,169,"George McNeill",33,72.5,435,6,"FirstTeeEarlyScoringAverage",2016
181,182,"Ollie Schniederjans",23,72.5,435,6,"FirstTeeEarlyScoringAverage",2016
183,184,"DA Points",32,72.55,798,11,"FirstTeeEarlyScoringAverage",2016
184,185,"Bubba Watson",30,72.57,508,7,"FirstTeeEarlyScoringAverage",2016
185,186,"Davis Love III",40,72.64,1017,14,"FirstTeeEarlyScoringAverage",2016
186,187,"Andy Sullivan",25,72.67,436,6,"FirstTeeEarlyScoringAverage",2016
187,190,"Graeme McDowell",33,72.75,582,8,"FirstTeeEarlyScoringAverage",2016
188,180,"Matt Every",34,72.77,946,13,"FirstTeeEarlyScoringAverage",2016
189,194,"Robert Streb",51,72.79,1383,19,"FirstTeeEarlyScoringAverage",2016
190,202,"Vaughn Taylor",30,72.9,729,10,"FirstTeeEarlyScoringAverage",2016
191,193,"Steve Marino",40,72.93,1021,14,"FirstTeeEarlyScoringAverage",2016
192,195,"Miguel Angel Carballo",24,73,219,3,"FirstTeeEarlyScoringAverage",2016
192,195,"Carlos Ortiz",47,73,949,13,"FirstTeeEarlyScoringAverage",2016
192,192,"Ian Poulter",37,73,1022,14,"FirstTeeEarlyScoringAverage",2016
192,187,"Vijay Singh",42,73,1241,17,"FirstTeeEarlyScoringAverage",2016
196,201,"Scott Brown",59,73.08,877,12,"FirstTeeEarlyScoringAverage",2016
197,195,"Hunter Mahan",43,73.13,1097,15,"FirstTeeEarlyScoringAverage",2016
198,199,"Brian Gay",22,73.14,512,7,"FirstTeeEarlyScoringAverage",2016
199,200,"Justin Thomas",53,73.17,878,12,"FirstTeeEarlyScoringAverage",2016
200,189,"Hiroshi Iwata",51,73.5,1029,14,"FirstTeeEarlyScoringAverage",2016
201,198,"Rob Oppenheim",37,73.55,809,11,"FirstTeeEarlyScoringAverage",2016
202,203,"Abraham Ancer",26,73.57,515,7,"FirstTeeEarlyScoringAverage",2016
203,204,"Darron Stiles",28,74,888,12,"FirstTeeEarlyScoringAverage",2016
204,205,"Robert Allenby",35,74.13,593,8,"FirstTeeEarlyScoringAverage",2016
205,206,"Adam Scott",39,74.25,297,4,"FirstTeeEarlyScoringAverage",2016
206,207,"Charlie Beljan",26,74.4,372,5,"FirstTeeEarlyScoringAverage",2016
207,208,"Steven Bowditch",40,74.69,971,13,"FirstTeeEarlyScoringAverage",2016
