"1PuttsperRound_RANKTHISWEEK_2005","1PuttsperRound_RANKLASTWEEK_2005","1PuttsperRound_PLAYERNAME_2005","1PuttsperRound_ROUNDS_2005","1PuttsperRound_AVG_2005","1PuttsperRound_TOTAL1PUTTS_2005","1PuttsperRound_TOTALROUNDS_2005","stat_name","year"
1,1,"Steve Stricker",62,8.05,499,62,"1PuttsperRound",2005
2,2,"Ben Crane",78,7.97,590,74,"1PuttsperRound",2005
3,3,"Charlie Wi",67,7.82,508,65,"1PuttsperRound",2005
4,4,"Joe Ogilvie",103,7.77,769,99,"1PuttsperRound",2005
5,5,"Aaron Baddeley",84,7.73,634,82,"1PuttsperRound",2005
6,6,"Kevin Na",88,7.66,659,86,"1PuttsperRound",2005
7,7,"Brad Faxon",75,7.61,540,71,"1PuttsperRound",2005
8,8,"Todd Fischer",99,7.6,737,97,"1PuttsperRound",2005
8,8,"Brian Gay",101,7.6,752,99,"1PuttsperRound",2005
8,8,"Tim Herron",100,7.6,752,99,"1PuttsperRound",2005
11,11,"Len Mattiace",86,7.57,636,84,"1PuttsperRound",2005
12,12,"Bob Heintz",67,7.55,506,67,"1PuttsperRound",2005
12,12,"Phil Mickelson",81,7.55,559,74,"1PuttsperRound",2005
12,12,"Tiger Woods",76,7.55,559,74,"1PuttsperRound",2005
15,15,"Glen Day",80,7.53,587,78,"1PuttsperRound",2005
16,16,"Arjun Atwal",65,7.52,489,65,"1PuttsperRound",2005
17,17,"Jose Maria Olazabal",55,7.51,398,53,"1PuttsperRound",2005
18,18,"Mark OMeara",66,7.48,494,66,"1PuttsperRound",2005
19,19,"Jose Coceres",56,7.46,403,54,"1PuttsperRound",2005
19,19,"JP Hayes",63,7.46,470,63,"1PuttsperRound",2005
21,21,"Billy Andrade",83,7.45,618,83,"1PuttsperRound",2005
21,21,"Paul Azinger",66,7.45,492,66,"1PuttsperRound",2005
23,23,"John Huston",90,7.43,639,86,"1PuttsperRound",2005
24,24,"Tag Ridings",93,7.42,675,91,"1PuttsperRound",2005
25,25,"Tim Clark",92,7.41,645,87,"1PuttsperRound",2005
25,25,"Corey Pavin",77,7.41,541,73,"1PuttsperRound",2005
27,27,"Pat Perez",89,7.4,659,89,"1PuttsperRound",2005
28,28,"Phillip Price",77,7.37,538,73,"1PuttsperRound",2005
29,29,"Chris DiMarco",83,7.36,552,75,"1PuttsperRound",2005
30,30,"Chris Anderson",66,7.35,456,62,"1PuttsperRound",2005
31,31,"Dudley Hart",84,7.33,616,84,"1PuttsperRound",2005
32,32,"Tom Pernice Jr",111,7.32,783,107,"1PuttsperRound",2005
33,33,"Brian Davis",75,7.31,548,75,"1PuttsperRound",2005
34,34,"Stephen Ames",82,7.3,577,79,"1PuttsperRound",2005
34,34,"Larry Mize",54,7.3,365,50,"1PuttsperRound",2005
36,36,"Daniel Chopra",108,7.29,758,104,"1PuttsperRound",2005
37,37,"Shigeki Maruyama",99,7.28,713,98,"1PuttsperRound",2005
38,38,"Jesper Parnevik",84,7.26,595,82,"1PuttsperRound",2005
38,38,"Jay Williamson",53,7.26,385,53,"1PuttsperRound",2005
40,40,"Brenden Pappas",51,7.25,370,51,"1PuttsperRound",2005
41,41,"Gavin Coles",70,7.24,507,70,"1PuttsperRound",2005
41,41,"Hunter Haas",83,7.24,572,79,"1PuttsperRound",2005
41,41,"Geoff Ogilvy",97,7.24,673,93,"1PuttsperRound",2005
44,44,"Hank Kuehne",84,7.23,578,80,"1PuttsperRound",2005
44,44,"Loren Roberts",54,7.23,383,53,"1PuttsperRound",2005
46,46,"Bob Estes",92,7.22,664,92,"1PuttsperRound",2005
46,46,"Ryuji Imada",78,7.22,563,78,"1PuttsperRound",2005
48,48,"Robert Gamez",91,7.21,656,91,"1PuttsperRound",2005
48,48,"Freddie Jacobson",72,7.21,512,71,"1PuttsperRound",2005
48,48,"Steve Lowery",100,7.21,692,96,"1PuttsperRound",2005
51,51,"Vaughn Taylor",99,7.2,713,99,"1PuttsperRound",2005
52,52,"Ryan Palmer",101,7.18,696,97,"1PuttsperRound",2005
53,53,"Kirk Triplett",55,7.17,373,52,"1PuttsperRound",2005
53,53,"Scott Verplank",87,7.17,617,86,"1PuttsperRound",2005
55,55,"Mark Calcavecchia",92,7.16,644,90,"1PuttsperRound",2005
55,55,"Carl Pettersson",109,7.16,752,105,"1PuttsperRound",2005
57,57,"James Driscoll",73,7.15,508,71,"1PuttsperRound",2005
57,57,"Jim Furyk",94,7.15,665,93,"1PuttsperRound",2005
59,59,"Rob Rashell",65,7.14,464,65,"1PuttsperRound",2005
59,59,"Rory Sabbatini",81,7.14,557,78,"1PuttsperRound",2005
61,61,"Justin Leonard",78,7.13,535,75,"1PuttsperRound",2005
61,61,"Patrick Sheehan",114,7.13,784,110,"1PuttsperRound",2005
61,61,"David Toms",87,7.13,549,77,"1PuttsperRound",2005
64,64,"Richard Johnson",50,7.12,356,50,"1PuttsperRound",2005
64,64,"Bernhard Langer",67,7.12,477,67,"1PuttsperRound",2005
64,64,"Scott McCarron",78,7.12,527,74,"1PuttsperRound",2005
64,64,"Darron Stiles",78,7.12,541,76,"1PuttsperRound",2005
68,68,"Justin Bolli",65,7.1,447,63,"1PuttsperRound",2005
69,69,"Cameron Beckman",96,7.09,652,92,"1PuttsperRound",2005
69,69,"Brett Quigley",96,7.09,652,92,"1PuttsperRound",2005
69,69,"Mike Weir",71,7.09,468,66,"1PuttsperRound",2005
69,69,"Mark Wilson",74,7.09,496,70,"1PuttsperRound",2005
73,73,"Lee Janzen",75,7.08,517,73,"1PuttsperRound",2005
73,73,"Matt Kuchar",60,7.08,425,60,"1PuttsperRound",2005
73,73,"Dean Wilson",86,7.08,609,86,"1PuttsperRound",2005
76,76,"Michael Allen",90,7.07,636,90,"1PuttsperRound",2005
76,76,"Stewart Cink",98,7.07,636,90,"1PuttsperRound",2005
76,76,"Matt Gogel",78,7.07,537,76,"1PuttsperRound",2005
76,76,"Neal Lancaster",95,7.07,672,95,"1PuttsperRound",2005
80,80,"Mark Brooks",72,7.06,508,72,"1PuttsperRound",2005
80,80,"Marco Dawson",82,7.06,579,82,"1PuttsperRound",2005
80,80,"Kent Jones",99,7.06,685,97,"1PuttsperRound",2005
80,80,"Chris Riley",67,7.06,452,64,"1PuttsperRound",2005
84,84,"Zach Johnson",96,7.04,669,95,"1PuttsperRound",2005
85,85,"Mathias Gronberg",60,7.03,408,58,"1PuttsperRound",2005
86,86,"Dan Forsman",52,7.02,351,50,"1PuttsperRound",2005
87,87,"Woody Austin",100,7.01,701,100,"1PuttsperRound",2005
88,88,"Matt Davidson",53,7,371,53,"1PuttsperRound",2005
89,89,"Steve Allan",102,6.99,685,98,"1PuttsperRound",2005
89,89,"Jonathan Byrd",103,6.99,692,99,"1PuttsperRound",2005
89,89,"KJ Choi",78,6.99,510,73,"1PuttsperRound",2005
89,89,"Harrison Frazar",105,6.99,706,101,"1PuttsperRound",2005
89,89,"Kevin Stadler",96,6.99,643,92,"1PuttsperRound",2005
94,94,"Padraig Harrington",50,6.98,335,48,"1PuttsperRound",2005
95,95,"Jay Haas",54,6.96,355,51,"1PuttsperRound",2005
95,95,"Nick Watney",91,6.96,619,89,"1PuttsperRound",2005
97,97,"Hidemichi Tanaka",106,6.95,709,102,"1PuttsperRound",2005
98,98,"Robert Damron",89,6.94,618,89,"1PuttsperRound",2005
99,99,"Jason Bohn",91,6.93,631,91,"1PuttsperRound",2005
99,99,"Paul Gow",78,6.93,513,74,"1PuttsperRound",2005
99,99,"Todd Hamilton",94,6.93,631,91,"1PuttsperRound",2005
99,99,"Vijay Singh",111,6.93,755,109,"1PuttsperRound",2005
99,99,"Jeff Sluman",94,6.93,651,94,"1PuttsperRound",2005
104,104,"Mark Hensby",70,6.91,470,68,"1PuttsperRound",2005
104,104,"Ian Poulter",62,6.91,387,56,"1PuttsperRound",2005
104,104,"Mario Tiziani",67,6.91,449,65,"1PuttsperRound",2005
107,107,"Brandt Jobe",96,6.89,634,92,"1PuttsperRound",2005
107,107,"JL Lewis",98,6.89,675,98,"1PuttsperRound",2005
107,107,"Kevin Sutherland",89,6.89,599,87,"1PuttsperRound",2005
107,107,"Bob Tway",87,6.89,572,83,"1PuttsperRound",2005
111,111,"Jason Allred",75,6.88,502,73,"1PuttsperRound",2005
112,112,"John Daly",78,6.87,522,76,"1PuttsperRound",2005
112,112,"Tom Gillis",77,6.87,515,75,"1PuttsperRound",2005
114,114,"John Cook",72,6.86,480,70,"1PuttsperRound",2005
114,114,"Steve Flesch",90,6.86,583,85,"1PuttsperRound",2005
114,114,"Scott Hend",75,6.86,501,73,"1PuttsperRound",2005
114,114,"Skip Kendall",80,6.86,535,78,"1PuttsperRound",2005
114,114,"Will Ma Kenzie",75,6.86,501,73,"1PuttsperRound",2005
119,119,"Rocco Mediate",73,6.84,499,73,"1PuttsperRound",2005
120,120,"Sean OHair",103,6.83,676,99,"1PuttsperRound",2005
120,120,"Rod Pampling",89,6.83,574,84,"1PuttsperRound",2005
122,122,"Brendan Jones",81,6.82,539,79,"1PuttsperRound",2005
122,122,"Omar Uresti",84,6.82,573,84,"1PuttsperRound",2005
124,124,"Jerry Kelly",101,6.81,674,99,"1PuttsperRound",2005
124,124,"Jeff Maggert",79,6.81,504,74,"1PuttsperRound",2005
124,124,"Hunter Mahan",103,6.81,688,101,"1PuttsperRound",2005
124,124,"Arron Oberholser",65,6.81,429,63,"1PuttsperRound",2005
128,128,"Fred Funk",102,6.8,687,101,"1PuttsperRound",2005
128,128,"Tim Petrovic",97,6.8,632,93,"1PuttsperRound",2005
128,128,"Justin Rose",99,6.8,646,95,"1PuttsperRound",2005
131,131,"Doug Barron",70,6.79,475,70,"1PuttsperRound",2005
131,131,"Bo Van Pelt",112,6.79,760,112,"1PuttsperRound",2005
133,133,"Jonathan Kaye",77,6.78,502,74,"1PuttsperRound",2005
133,133,"Heath Slocum",103,6.78,671,99,"1PuttsperRound",2005
135,135,"Peter Lonard",85,6.77,569,84,"1PuttsperRound",2005
135,135,"Andrew Magee",82,6.77,528,78,"1PuttsperRound",2005
135,135,"Duffy Waldorf",86,6.77,555,82,"1PuttsperRound",2005
138,138,"Stuart Appleby",84,6.76,541,80,"1PuttsperRound",2005
138,138,"Stephen Leaney",89,6.76,581,86,"1PuttsperRound",2005
138,138,"Davis Love III",80,6.76,507,75,"1PuttsperRound",2005
141,141,"John Elliott",58,6.75,378,56,"1PuttsperRound",2005
141,141,"Carlos Franco",78,6.75,513,76,"1PuttsperRound",2005
141,141,"Jeff Hart",63,6.75,412,61,"1PuttsperRound",2005
141,141,"Joey Sindelar",104,6.75,702,104,"1PuttsperRound",2005
141,141,"Tjaart van der Walt",56,6.75,378,56,"1PuttsperRound",2005
146,146,"Olin Browne",99,6.74,640,95,"1PuttsperRound",2005
146,146,"Bart Bryant",91,6.74,613,91,"1PuttsperRound",2005
146,146,"Retief Goosen",71,6.74,411,61,"1PuttsperRound",2005
146,146,"Greg Owen",84,6.74,539,80,"1PuttsperRound",2005
150,150,"Lucas Glover",88,6.73,579,86,"1PuttsperRound",2005
151,151,"Ben Curtis",65,6.72,437,65,"1PuttsperRound",2005
151,151,"DA Points",94,6.72,605,90,"1PuttsperRound",2005
151,151,"Brett Wetterich",76,6.72,497,74,"1PuttsperRound",2005
154,154,"Craig Barlow",81,6.7,516,77,"1PuttsperRound",2005
155,155,"Brent Geiberger",61,6.68,394,59,"1PuttsperRound",2005
155,155,"Shaun Micheel",81,6.68,528,79,"1PuttsperRound",2005
157,157,"Tom Byrum",83,6.67,554,83,"1PuttsperRound",2005
157,157,"Charles Howell III",95,6.67,600,90,"1PuttsperRound",2005
157,157,"Lee Westwood",50,6.67,320,48,"1PuttsperRound",2005
160,160,"John Rollins",97,6.66,633,95,"1PuttsperRound",2005
161,161,"Bill Glasson",54,6.65,346,52,"1PuttsperRound",2005
162,162,"Brian Bateman",98,6.64,624,94,"1PuttsperRound",2005
