"ProximitytoHolefrom_RANKTHISWEEK_2015","ProximitytoHolefrom_RANKLASTWEEK_2015","ProximitytoHolefrom_PLAYERNAME_2015","ProximitytoHolefrom_ROUNDS_2015","ProximitytoHolefrom_AVGDTP_2015","ProximitytoHolefrom_TOTALDISTANCEFEET_2015","ProximitytoHolefrom_OFSHOTS_2015","ProximitytoHolefrom_SCRAMBLINGRANK_2015","stat_name","year"
83,83,"Roger Sloan",56,NA,233.083,66,175,"ProximitytoHolefrom",2015
83,83,"Will Wilcox",58,NA,178.917,51,24,"ProximitytoHolefrom",2015
93,93,"Paul Casey",87,NA,315.667,89,150,"ProximitytoHolefrom",2015
93,93,"Ernie Els",57,NA,253.083,70,144,"ProximitytoHolefrom",2015
93,93,"Derek Fathauer",81,NA,416.667,117,129,"ProximitytoHolefrom",2015
93,93,"Chesson Hadley",101,NA,604.583,167,125,"ProximitytoHolefrom",2015
93,93,"Bryce Molder",91,NA,384,108,20,"ProximitytoHolefrom",2015
93,93,"Cameron Percy",72,NA,386.333,107,148,"ProximitytoHolefrom",2015
93,93,"Andrew Putnam",68,NA,382.667,107,139,"ProximitytoHolefrom",2015
93,93,"Brian Stuard",97,NA,547.417,154,66,"ProximitytoHolefrom",2015
93,93,"Hudson Swafford",97,NA,479.75,133,160,"ProximitytoHolefrom",2015
93,93,"Johnson Wagner",68,NA,322,89,82,"ProximitytoHolefrom",2015
93,93,"Jimmy Walker",89,NA,329.583,92,124,"ProximitytoHolefrom",2015
104,104,"Sangmoon Bae",98,NA,566.583,153,45,"ProximitytoHolefrom",2015
104,104,"Zac Blair",108,NA,506.167,139,6,"ProximitytoHolefrom",2015
104,104,"Jason Dufner",76,NA,284.167,77,162,"ProximitytoHolefrom",2015
104,104,"Brian Harman",90,NA,444,121,77,"ProximitytoHolefrom",2015
104,104,"Charley Hoffman",97,NA,461.167,125,100,"ProximitytoHolefrom",2015
104,104,"Brooks Koepka",84,NA,377.75,104,143,"ProximitytoHolefrom",2015
104,104,"Matt Kuchar",97,NA,420.75,115,13,"ProximitytoHolefrom",2015
104,104,"Greg Owen",58,NA,232.75,64,74,"ProximitytoHolefrom",2015
104,104,"Robert Streb",110,NA,489.5,134,79,"ProximitytoHolefrom",2015
113,113,"Daniel Berger",97,NA,509.917,135,59,"ProximitytoHolefrom",2015
113,113,"Kevin Chappell",86,NA,484.167,129,87,"ProximitytoHolefrom",2015
113,113,"Chad Collins",79,NA,446.5,119,1,"ProximitytoHolefrom",2015
113,113,"Luke Guthrie",84,NA,453.167,121,127,"ProximitytoHolefrom",2015
113,113,"Russell Henley",87,NA,354,95,130,"ProximitytoHolefrom",2015
113,113,"Davis Love III",51,NA,299.167,80,136,"ProximitytoHolefrom",2015
113,113,"Hunter Mahan",88,NA,399.667,107,78,"ProximitytoHolefrom",2015
113,113,"Phil Mickelson",70,NA,385.083,103,84,"ProximitytoHolefrom",2015
113,113,"Carlos Ortiz",100,NA,470.917,125,158,"ProximitytoHolefrom",2015
113,113,"Pat Perez",96,NA,541.583,143,69,"ProximitytoHolefrom",2015
113,113,"Sam Saunders",83,NA,485.667,129,121,"ProximitytoHolefrom",2015
113,113,"Kevin Streelman",95,NA,415.583,112,104,"ProximitytoHolefrom",2015
113,113,"Michael Thompson",83,NA,377.667,100,161,"ProximitytoHolefrom",2015
113,113,"Gary Woodland",81,NA,328.833,88,142,"ProximitytoHolefrom",2015
127,127,"Keegan Bradley",87,NA,418.417,109,115,"ProximitytoHolefrom",2015
127,127,"Roberto Castro",54,NA,248.917,65,169,"ProximitytoHolefrom",2015
127,127,"Matt Every",73,NA,409.083,106,153,"ProximitytoHolefrom",2015
127,127,"Tony Finau",106,NA,579.167,150,149,"ProximitytoHolefrom",2015
127,127,"Danny Lee",120,NA,743.667,194,52,"ProximitytoHolefrom",2015
127,127,"Scott Pinckney",88,NA,386,101,155,"ProximitytoHolefrom",2015
127,127,"John Senden",80,NA,319.667,83,163,"ProximitytoHolefrom",2015
134,134,"Blayne Barber",76,NA,454.5,116,80,"ProximitytoHolefrom",2015
134,134,"Billy Horschel",99,NA,430.333,111,126,"ProximitytoHolefrom",2015
134,134,"Mark Hubbard",79,NA,384.75,99,38,"ProximitytoHolefrom",2015
134,134,"Kevin Kisner",104,NA,709.833,183,21,"ProximitytoHolefrom",2015
134,134,"Russell Knox",96,NA,536.75,138,71,"ProximitytoHolefrom",2015
134,134,"Martin Laird",77,NA,433.417,111,67,"ProximitytoHolefrom",2015
134,134,"Justin Leonard",61,NA,315.5,80,34,"ProximitytoHolefrom",2015
134,134,"William McGirt",103,NA,599.333,152,11,"ProximitytoHolefrom",2015
134,134,"Kevin Na",98,NA,445.667,114,19,"ProximitytoHolefrom",2015
134,134,"Seung Yul Noh",65,NA,296.083,75,166,"ProximitytoHolefrom",2015
134,134,"Charl Schwartzel",67,NA,272,70,168,"ProximitytoHolefrom",2015
134,134,"Lee Westwood",56,NA,223.583,57,178,"ProximitytoHolefrom",2015
146,146,"Angel Cabrera",53,NA,303.833,76,183,"ProximitytoHolefrom",2015
146,146,"Stewart Cink",77,NA,317.25,80,117,"ProximitytoHolefrom",2015
146,146,"Erik Compton",86,NA,524.417,130,61,"ProximitytoHolefrom",2015
146,146,"Tom Hoge",83,NA,467.917,116,106,"ProximitytoHolefrom",2015
146,146,"Marc Leishman",74,NA,377.333,94,141,"ProximitytoHolefrom",2015
146,146,"Ben Martin",93,NA,442.25,111,174,"ProximitytoHolefrom",2015
146,146,"Hideki Matsuyama",95,NA,511.417,127,30,"ProximitytoHolefrom",2015
146,146,"Geoff Ogilvy",50,NA,173.083,43,181,"ProximitytoHolefrom",2015
146,146,"Alex Prugh",84,NA,376.833,94,177,"ProximitytoHolefrom",2015
146,146,"Michael Putnam",87,NA,378.167,95,95,"ProximitytoHolefrom",2015
146,146,"Jonathan Randolph",72,NA,315.833,79,53,"ProximitytoHolefrom",2015
146,146,"Justin Rose",69,NA,307.5,77,94,"ProximitytoHolefrom",2015
146,146,"Shawn Stefani",94,NA,544.333,137,146,"ProximitytoHolefrom",2015
146,146,"Nick Taylor",91,NA,544.917,137,113,"ProximitytoHolefrom",2015
146,146,"Steve Wheatcroft",87,NA,470,118,56,"ProximitytoHolefrom",2015
161,161,"JJ Henry",94,NA,376.417,92,170,"ProximitytoHolefrom",2015
161,161,"Charles Howell III",105,NA,543.833,134,151,"ProximitytoHolefrom",2015
161,161,"Spencer Levin",99,NA,560,138,76,"ProximitytoHolefrom",2015
161,161,"David Lingmerth",90,NA,638.667,158,42,"ProximitytoHolefrom",2015
161,161,"John Merrick",78,NA,402.667,98,134,"ProximitytoHolefrom",2015
166,166,"Jon Curran",83,NA,382.667,91,35,"ProximitytoHolefrom",2015
166,166,"Fabian Gomez",83,NA,497.583,119,101,"ProximitytoHolefrom",2015
166,166,"Andres Gonzales",90,NA,417.917,100,157,"ProximitytoHolefrom",2015
166,166,"John Huh",102,NA,623.417,150,23,"ProximitytoHolefrom",2015
166,166,"Dustin Johnson",75,NA,438.667,105,119,"ProximitytoHolefrom",2015
166,166,"Ryan Moore",81,NA,425,103,65,"ProximitytoHolefrom",2015
166,166,"Bubba Watson",71,NA,385.333,92,32,"ProximitytoHolefrom",2015
173,173,"Jim Herman",88,NA,429.25,101,118,"ProximitytoHolefrom",2015
173,173,"Max Homa",78,NA,430.333,101,90,"ProximitytoHolefrom",2015
173,173,"Colt Knost",90,NA,543.417,129,97,"ProximitytoHolefrom",2015
173,173,"Jim Renner",68,NA,447.083,105,165,"ProximitytoHolefrom",2015
177,177,"Daniel Summerhays",101,NA,624,142,122,"ProximitytoHolefrom",2015
177,177,"Nicholas Thompson",90,NA,510.75,115,179,"ProximitytoHolefrom",2015
179,179,"Jason Gore",76,NA,435.667,96,167,"ProximitytoHolefrom",2015
179,179,"Andrew Svoboda",80,NA,471.5,105,182,"ProximitytoHolefrom",2015
181,181,"Ken Duke",93,NA,645.75,140,102,"ProximitytoHolefrom",2015
181,181,"Oscar Fraustro",58,NA,284.917,62,147,"ProximitytoHolefrom",2015
181,181,"Patrick Rodgers",57,NA,310,68,145,"ProximitytoHolefrom",2015
184,184,"Bill Lunde",50,NA,260,56,128,"ProximitytoHolefrom",2015
