"2PuttsperRound_RANKTHISWEEK_2008","2PuttsperRound_RANKLASTWEEK_2008","2PuttsperRound_PLAYERNAME_2008","2PuttsperRound_ROUNDS_2008","2PuttsperRound_AVG_2008","2PuttsperRound_TOTAL2PUTTS_2008","2PuttsperRound_TOTALROUNDS_2008","stat_name","year"
1,1,"JJ Henry",108,11.32,1223,108,"2PuttsperRound",2008
2,2,"Hunter Mahan",87,11.01,936,85,"2PuttsperRound",2008
3,3,"John Senden",93,10.99,1011,92,"2PuttsperRound",2008
4,4,"Brandt Jobe",52,10.96,570,52,"2PuttsperRound",2008
5,5,"Charles Warren",79,10.95,865,79,"2PuttsperRound",2008
6,6,"Robert Allenby",108,10.9,1166,107,"2PuttsperRound",2008
7,7,"Charles Howell III",101,10.88,1077,99,"2PuttsperRound",2008
8,8,"Sean OHair",81,10.83,877,81,"2PuttsperRound",2008
9,9,"Trevor Immelman",70,10.75,731,68,"2PuttsperRound",2008
10,10,"Heath Slocum",104,10.74,1117,104,"2PuttsperRound",2008
11,11,"Olin Browne",77,10.73,826,77,"2PuttsperRound",2008
12,12,"Billy Mayfair",103,10.71,1103,103,"2PuttsperRound",2008
13,13,"Mathew Goggin",91,10.69,973,91,"2PuttsperRound",2008
13,13,"Troy Matteson",94,10.69,1005,94,"2PuttsperRound",2008
13,13,"Boo Weekley",86,10.69,887,83,"2PuttsperRound",2008
16,16,"Jim Furyk",95,10.67,1003,94,"2PuttsperRound",2008
17,17,"Dustin Johnson",92,10.65,980,92,"2PuttsperRound",2008
18,18,"Zach Johnson",85,10.64,894,84,"2PuttsperRound",2008
19,19,"Angel Cabrera",55,10.63,542,51,"2PuttsperRound",2008
19,19,"Paul Casey",55,10.63,553,52,"2PuttsperRound",2008
19,19,"George McNeill",97,10.63,1031,97,"2PuttsperRound",2008
19,19,"Nick Watney",96,10.63,1020,96,"2PuttsperRound",2008
23,23,"Woody Austin",109,10.62,1115,105,"2PuttsperRound",2008
24,24,"Lucas Glover",91,10.56,961,91,"2PuttsperRound",2008
25,25,"Michael Allen",91,10.55,960,91,"2PuttsperRound",2008
26,26,"Rich Beem",90,10.54,949,90,"2PuttsperRound",2008
27,27,"Vijay Singh",82,10.53,821,78,"2PuttsperRound",2008
28,28,"Steve Elkington",84,10.51,883,84,"2PuttsperRound",2008
28,28,"Todd Hamilton",92,10.51,967,92,"2PuttsperRound",2008
30,30,"Sergio Garcia",72,10.5,735,70,"2PuttsperRound",2008
31,31,"Bart Bryant",81,10.49,850,81,"2PuttsperRound",2008
32,32,"KJ Choi",74,10.47,733,70,"2PuttsperRound",2008
33,33,"Bubba Watson",97,10.46,1015,97,"2PuttsperRound",2008
34,34,"Stewart Cink",87,10.44,846,81,"2PuttsperRound",2008
34,34,"Kevin Sutherland",98,10.44,1023,98,"2PuttsperRound",2008
34,34,"David Toms",70,10.44,710,68,"2PuttsperRound",2008
37,37,"Chad Campbell",94,10.43,980,94,"2PuttsperRound",2008
37,37,"Bob Estes",90,10.43,939,90,"2PuttsperRound",2008
37,37,"Robert Garrigus",90,10.43,939,90,"2PuttsperRound",2008
37,37,"Rocco Mediate",87,10.43,907,87,"2PuttsperRound",2008
41,41,"Stephen Ames",83,10.41,854,82,"2PuttsperRound",2008
41,41,"DJ Trahan",94,10.41,979,94,"2PuttsperRound",2008
43,43,"Will Ma Kenzie",62,10.4,645,62,"2PuttsperRound",2008
43,43,"Brett Quigley",80,10.4,832,80,"2PuttsperRound",2008
45,45,"Jeff Maggert",86,10.37,892,86,"2PuttsperRound",2008
46,46,"Jason Gore",94,10.36,974,94,"2PuttsperRound",2008
47,47,"Fred Couples",60,10.35,621,60,"2PuttsperRound",2008
47,47,"Rod Pampling",83,10.35,828,80,"2PuttsperRound",2008
49,49,"Kenny Perry",97,10.32,1001,97,"2PuttsperRound",2008
50,50,"Adam Scott",51,10.29,504,49,"2PuttsperRound",2008
51,51,"Jason Day",81,10.28,833,81,"2PuttsperRound",2008
52,52,"JP Hayes",67,10.27,688,67,"2PuttsperRound",2008
52,52,"Pat Perez",93,10.27,945,92,"2PuttsperRound",2008
54,54,"Scott Verplank",82,10.26,831,81,"2PuttsperRound",2008
55,55,"Chris DiMarco",87,10.25,892,87,"2PuttsperRound",2008
56,56,"Mark Wilson",107,10.24,1096,107,"2PuttsperRound",2008
57,57,"David Duval",51,10.22,521,51,"2PuttsperRound",2008
57,57,"Rory Sabbatini",77,10.22,777,76,"2PuttsperRound",2008
