"Approachesfrom125150yardsRgh_RANKTHISWEEK_2012","Approachesfrom125150yardsRgh_RANKLASTWEEK_2012","Approachesfrom125150yardsRgh_PLAYERNAME_2012","Approachesfrom125150yardsRgh_ROUNDS_2012","Approachesfrom125150yardsRgh_AVG_2012","Approachesfrom125150yardsRgh_TOTALDISTANCEFEET_2012","Approachesfrom125150yardsRgh_OFATTEMPTS_2012","Approachesfrom125150yardsRgh_RELATIVETOPAR_2012","stat_name","year"
1,1,"Louis Oosthuizen",65,NA,1424,54,-2,"Approachesfrom125150yardsRgh",2012
2,2,"Tom Pernice Jr",62,NA,819.833,31,0,"Approachesfrom125150yardsRgh",2012
3,3,"Kyle Thompson",51,NA,795.833,29,2,"Approachesfrom125150yardsRgh",2012
4,4,"Graeme McDowell",55,NA,605.167,22,2,"Approachesfrom125150yardsRgh",2012
5,5,"Daniel Chopra",55,NA,1302.833,45,2,"Approachesfrom125150yardsRgh",2012
6,6,"Phil Mickelson",79,NA,1668.75,57,-6,"Approachesfrom125150yardsRgh",2012
7,7,"Sung Kang",75,NA,1293.667,44,2,"Approachesfrom125150yardsRgh",2012
8,8,"Stuart Appleby",75,NA,1751,58,2,"Approachesfrom125150yardsRgh",2012
9,9,"David Mathis",83,NA,1061.667,35,0,"Approachesfrom125150yardsRgh",2012
9,9,"DA Points",88,NA,1700.25,56,-2,"Approachesfrom125150yardsRgh",2012
11,11,"Tim Herron",88,NA,2067.25,68,3,"Approachesfrom125150yardsRgh",2012
11,11,"Nick OHern",78,NA,1033.5,34,3,"Approachesfrom125150yardsRgh",2012
13,13,"Kevin Na",80,NA,1037.667,34,-2,"Approachesfrom125150yardsRgh",2012
14,14,"Lee Westwood",60,NA,795.5,26,3,"Approachesfrom125150yardsRgh",2012
15,15,"Brian Davis",91,NA,1600.417,52,4,"Approachesfrom125150yardsRgh",2012
16,16,"Bud Cauley",99,NA,1948.083,63,4,"Approachesfrom125150yardsRgh",2012
17,17,"Padraig Harrington",67,NA,1053,34,3,"Approachesfrom125150yardsRgh",2012
17,17,"Rocco Mediate",70,NA,1116.25,36,2,"Approachesfrom125150yardsRgh",2012
19,19,"Garth Mulroy",59,NA,1026.25,33,-1,"Approachesfrom125150yardsRgh",2012
20,20,"Ricky Barnes",92,NA,1994.25,64,-1,"Approachesfrom125150yardsRgh",2012
20,20,"Troy Kelly",68,NA,1432.917,46,0,"Approachesfrom125150yardsRgh",2012
20,20,"Hunter Mahan",88,NA,1307.917,42,2,"Approachesfrom125150yardsRgh",2012
23,23,"Ryan Palmer",81,NA,2130.25,68,4,"Approachesfrom125150yardsRgh",2012
23,23,"Chris Stroud",86,NA,1409.25,45,7,"Approachesfrom125150yardsRgh",2012
25,25,"Hunter Haas",69,NA,972.667,31,-2,"Approachesfrom125150yardsRgh",2012
26,26,"Scott Dunlap",57,NA,1111.583,35,5,"Approachesfrom125150yardsRgh",2012
