"Puttingfrom20_RANKTHISWEEK_2011","Puttingfrom20_RANKLASTWEEK_2011","Puttingfrom20_PLAYERNAME_2011","Puttingfrom20_ROUNDS_2011","Puttingfrom20_PctMADE_2011","Puttingfrom20_ATTEMPTS_2011","Puttingfrom20_PUTTSMADE_2011","stat_name","year"
1,1,"Graeme McDowell",50,11.33,203,23,"Puttingfrom20",2011
2,2,"Chez Reavie",92,11,482,53,"Puttingfrom20",2011
3,3,"Matt McQuillan",59,10.84,286,31,"Puttingfrom20",2011
4,4,"Johnson Wagner",81,10.62,471,50,"Puttingfrom20",2011
5,5,"Rickie Fowler",84,10.31,359,37,"Puttingfrom20",2011
6,6,"Tim Petrovic",88,10.24,420,43,"Puttingfrom20",2011
6,6,"Brandt Snedeker",85,10.24,381,39,"Puttingfrom20",2011
8,8,"Shane Bertsch",62,10.18,285,29,"Puttingfrom20",2011
9,9,"Kevin Na",84,10.12,346,35,"Puttingfrom20",2011
10,10,"Webb Simpson",98,9.73,483,47,"Puttingfrom20",2011
11,11,"John Rollins",85,9.71,443,43,"Puttingfrom20",2011
11,11,"David Toms",78,9.71,340,33,"Puttingfrom20",2011
13,13,"Padraig Harrington",60,9.69,258,25,"Puttingfrom20",2011
14,14,"Fabian Gomez",84,9.67,393,38,"Puttingfrom20",2011
15,15,"Jason Day",76,9.64,332,32,"Puttingfrom20",2011
16,16,"Hunter Haas",96,9.61,489,47,"Puttingfrom20",2011
17,17,"Lucas Glover",74,9.55,356,34,"Puttingfrom20",2011
18,18,"Aaron Baddeley",77,9.38,341,32,"Puttingfrom20",2011
19,19,"Brian Gay",90,9.31,419,39,"Puttingfrom20",2011
20,20,"Pat Perez",76,9.25,389,36,"Puttingfrom20",2011
21,21,"Hunter Mahan",92,9.24,487,45,"Puttingfrom20",2011
22,22,"Steve Marino",76,9.19,359,33,"Puttingfrom20",2011
23,23,"David Duval",67,9.17,327,30,"Puttingfrom20",2011
24,24,"Stephen Ames",69,9.14,372,34,"Puttingfrom20",2011
25,25,"Aron Price",58,9.06,309,28,"Puttingfrom20",2011
26,26,"Cameron Beckman",71,8.99,345,31,"Puttingfrom20",2011
26,26,"Rod Pampling",72,8.99,356,32,"Puttingfrom20",2011
28,28,"Nate Smith",66,8.94,302,27,"Puttingfrom20",2011
28,28,"Camilo Villegas",69,8.94,302,27,"Puttingfrom20",2011
30,30,"Kevin Chappell",78,8.89,315,28,"Puttingfrom20",2011
31,31,"Nick OHern",89,8.7,437,38,"Puttingfrom20",2011
32,32,"Tag Ridings",87,8.67,427,37,"Puttingfrom20",2011
33,33,"Paul Stankowski",78,8.65,370,32,"Puttingfrom20",2011
34,34,"Will Strickler",51,8.63,278,24,"Puttingfrom20",2011
35,35,"DJ Brigman",67,8.61,337,29,"Puttingfrom20",2011
36,36,"Dean Wilson",62,8.55,351,30,"Puttingfrom20",2011
37,37,"Luke Donald",73,8.46,272,23,"Puttingfrom20",2011
38,38,"YE Yang",63,8.44,237,20,"Puttingfrom20",2011
39,39,"JP Hayes",56,8.4,262,22,"Puttingfrom20",2011
40,40,"Scott McCarron",65,8.38,346,29,"Puttingfrom20",2011
41,41,"Roland Thatcher",67,8.36,359,30,"Puttingfrom20",2011
42,42,"Kris Blanks",92,8.33,504,42,"Puttingfrom20",2011
42,42,"Harrison Frazar",58,8.33,228,19,"Puttingfrom20",2011
42,42,"Ben Martin",74,8.33,408,34,"Puttingfrom20",2011
45,45,"John Senden",94,8.32,565,47,"Puttingfrom20",2011
45,45,"Cameron Tringale",110,8.32,649,54,"Puttingfrom20",2011
47,47,"Brendon de Jonge",105,8.3,494,41,"Puttingfrom20",2011
47,47,"Rocco Mediate",53,8.3,241,20,"Puttingfrom20",2011
49,49,"Matt Jones",71,8.29,362,30,"Puttingfrom20",2011
49,49,"Mark Wilson",89,8.29,422,35,"Puttingfrom20",2011
51,51,"Brandt Jobe",100,8.27,520,43,"Puttingfrom20",2011
52,52,"Steven Bowditch",86,8.26,436,36,"Puttingfrom20",2011
53,53,"Stewart Cink",72,8.25,315,26,"Puttingfrom20",2011
54,54,"Lee Janzen",62,8.24,279,23,"Puttingfrom20",2011
55,55,"Vijay Singh",79,8.23,413,34,"Puttingfrom20",2011
56,56,"Billy Mayfair",94,8.18,550,45,"Puttingfrom20",2011
56,56,"Kevin Stadler",88,8.18,428,35,"Puttingfrom20",2011
58,58,"Carl Pettersson",95,8.17,526,43,"Puttingfrom20",2011
59,59,"Woody Austin",59,8.16,294,24,"Puttingfrom20",2011
60,60,"Sergio Garcia",61,8.08,260,21,"Puttingfrom20",2011
61,61,"Sung Kang",63,8.07,285,23,"Puttingfrom20",2011
62,62,"Greg Chalmers",88,8.05,435,35,"Puttingfrom20",2011
63,63,"Shaun Micheel",77,8.03,411,33,"Puttingfrom20",2011
64,64,"Chris Kirk",87,7.99,413,33,"Puttingfrom20",2011
65,65,"DA Points",89,7.94,441,35,"Puttingfrom20",2011
66,66,"Michael Putnam",67,7.89,342,27,"Puttingfrom20",2011
67,67,"Blake Adams",116,7.86,636,50,"Puttingfrom20",2011
68,68,"John Merrick",71,7.85,382,30,"Puttingfrom20",2011
69,69,"Robert Garrigus",83,7.79,385,30,"Puttingfrom20",2011
70,70,"Bio Kim",71,7.72,324,25,"Puttingfrom20",2011
70,70,"Martin Piller",63,7.72,298,23,"Puttingfrom20",2011
72,72,"Garrett Willis",71,7.71,363,28,"Puttingfrom20",2011
73,73,"Kevin Streelman",90,7.69,429,33,"Puttingfrom20",2011
73,73,"Bubba Watson",85,7.69,351,27,"Puttingfrom20",2011
75,75,"Chris Riley",76,7.58,396,30,"Puttingfrom20",2011
76,76,"Charl Schwartzel",58,7.55,265,20,"Puttingfrom20",2011
77,77,"Matt Bettencourt",84,7.53,425,32,"Puttingfrom20",2011
78,78,"Paul Goydos",81,7.45,376,28,"Puttingfrom20",2011
78,78,"Kevin Kisner",70,7.45,322,24,"Puttingfrom20",2011
80,80,"Freddie Jacobson",92,7.42,391,29,"Puttingfrom20",2011
