"BirdieorBetterConversionPercentage_RANKTHISWEEK_2012","BirdieorBetterConversionPercentage_RANKLASTWEEK_2012","BirdieorBetterConversionPercentage_PLAYERNAME_2012","BirdieorBetterConversionPercentage_ROUNDS_2012","BirdieorBetterConversionPercentage_Pct_2012","BirdieorBetterConversionPercentage_BIRDIES_2012","BirdieorBetterConversionPercentage_GREENSHIT_2012","stat_name","year"
1,1,"Rory McIlroy",60,34.68,223,643,"BirdieorBetterConversionPercentage",2012
2,2,"Brandt Snedeker",81,33.67,301,894,"BirdieorBetterConversionPercentage",2012
3,3,"Phil Mickelson",79,33.48,305,911,"BirdieorBetterConversionPercentage",2012
4,4,"Ben Crane",73,33.29,279,838,"BirdieorBetterConversionPercentage",2012
5,5,"Jonas Blixt",72,32.91,262,796,"BirdieorBetterConversionPercentage",2012
6,6,"Webb Simpson",77,32.72,301,920,"BirdieorBetterConversionPercentage",2012
7,7,"Aaron Baddeley",73,32.67,246,753,"BirdieorBetterConversionPercentage",2012
8,8,"Bo Van Pelt",84,32.46,324,998,"BirdieorBetterConversionPercentage",2012
9,9,"Sangmoon Bae",81,32.37,268,828,"BirdieorBetterConversionPercentage",2012
10,10,"John Daly",50,32.3,166,514,"BirdieorBetterConversionPercentage",2012
11,11,"Scott Piercy",95,32.2,360,1118,"BirdieorBetterConversionPercentage",2012
12,12,"Jason Day",57,32.18,195,606,"BirdieorBetterConversionPercentage",2012
13,13,"Keegan Bradley",90,32.13,337,1049,"BirdieorBetterConversionPercentage",2012
14,14,"Ryan Palmer",81,32.11,305,950,"BirdieorBetterConversionPercentage",2012
15,15,"Robert Karlsson",54,32.09,190,592,"BirdieorBetterConversionPercentage",2012
16,16,"Ryan Moore",89,32.08,340,1060,"BirdieorBetterConversionPercentage",2012
17,17,"Zach Johnson",95,32,351,1097,"BirdieorBetterConversionPercentage",2012
18,18,"Tom Gillis",75,31.74,273,860,"BirdieorBetterConversionPercentage",2012
19,19,"Robert Garrigus",89,31.71,351,1107,"BirdieorBetterConversionPercentage",2012
20,20,"Tiger Woods",69,31.66,258,815,"BirdieorBetterConversionPercentage",2012
21,21,"JB Holmes",90,31.55,300,951,"BirdieorBetterConversionPercentage",2012
22,22,"Carl Pettersson",92,31.47,333,1058,"BirdieorBetterConversionPercentage",2012
23,23,"Jason Dufner",83,31.4,320,1019,"BirdieorBetterConversionPercentage",2012
24,24,"Jeff Overton",101,31.37,363,1157,"BirdieorBetterConversionPercentage",2012
25,25,"Graeme McDowell",55,31.26,201,643,"BirdieorBetterConversionPercentage",2012
26,26,"Matt Every",80,31.24,283,906,"BirdieorBetterConversionPercentage",2012
27,27,"Dustin Johnson",70,31.09,245,788,"BirdieorBetterConversionPercentage",2012
28,28,"Jimmy Walker",101,31.05,362,1166,"BirdieorBetterConversionPercentage",2012
29,29,"Mark Anderson",75,31.02,246,793,"BirdieorBetterConversionPercentage",2012
30,30,"Ken Duke",104,30.97,359,1159,"BirdieorBetterConversionPercentage",2012
31,31,"Pat Perez",81,30.95,286,924,"BirdieorBetterConversionPercentage",2012
