"BirdieorBetterConversionPercentage_RANKTHISWEEK_2012","BirdieorBetterConversionPercentage_RANKLASTWEEK_2012","BirdieorBetterConversionPercentage_PLAYERNAME_2012","BirdieorBetterConversionPercentage_ROUNDS_2012","BirdieorBetterConversionPercentage_Pct_2012","BirdieorBetterConversionPercentage_BIRDIES_2012","BirdieorBetterConversionPercentage_GREENSHIT_2012","stat_name","year"
32,32,"Martin Laird",77,30.92,265,857,"BirdieorBetterConversionPercentage",2012
33,33,"Bubba Watson",68,30.88,256,829,"BirdieorBetterConversionPercentage",2012
34,34,"Lee Westwood",60,30.83,209,678,"BirdieorBetterConversionPercentage",2012
35,35,"Tommy Gainey",98,30.78,337,1095,"BirdieorBetterConversionPercentage",2012
36,36,"Josh Teater",97,30.74,347,1129,"BirdieorBetterConversionPercentage",2012
37,37,"Garth Mulroy",59,30.69,205,668,"BirdieorBetterConversionPercentage",2012
38,38,"Tommy Biershenk",74,30.68,224,730,"BirdieorBetterConversionPercentage",2012
39,39,"Daniel Chopra",55,30.66,168,548,"BirdieorBetterConversionPercentage",2012
40,40,"James Driscoll",83,30.54,270,884,"BirdieorBetterConversionPercentage",2012
41,41,"Chris Couch",61,30.47,206,676,"BirdieorBetterConversionPercentage",2012
42,42,"Rory Sabbatini",84,30.46,286,939,"BirdieorBetterConversionPercentage",2012
42,42,"Steve Stricker",73,30.46,261,857,"BirdieorBetterConversionPercentage",2012
44,44,"Adam Scott",59,30.45,211,693,"BirdieorBetterConversionPercentage",2012
45,45,"Charl Schwartzel",56,30.38,185,609,"BirdieorBetterConversionPercentage",2012
46,46,"YE Yang",64,30.32,198,653,"BirdieorBetterConversionPercentage",2012
47,47,"Matt Bettencourt",80,30.28,231,763,"BirdieorBetterConversionPercentage",2012
48,48,"Padraig Harrington",67,30.16,212,703,"BirdieorBetterConversionPercentage",2012
49,49,"Nick Watney",97,30.15,338,1121,"BirdieorBetterConversionPercentage",2012
50,50,"Louis Oosthuizen",65,30.12,234,777,"BirdieorBetterConversionPercentage",2012
51,51,"Charley Hoffman",88,30.09,315,1047,"BirdieorBetterConversionPercentage",2012
52,52,"Chris Kirk",93,30.04,319,1062,"BirdieorBetterConversionPercentage",2012
53,53,"Davis Love III",64,29.99,224,747,"BirdieorBetterConversionPercentage",2012
54,54,"Michael Thompson",80,29.97,273,911,"BirdieorBetterConversionPercentage",2012
55,55,"Greg Chalmers",88,29.9,279,933,"BirdieorBetterConversionPercentage",2012
55,55,"Charlie Wi",86,29.9,276,923,"BirdieorBetterConversionPercentage",2012
57,57,"Kevin Na",80,29.89,263,880,"BirdieorBetterConversionPercentage",2012
57,57,"Ian Poulter",57,29.89,185,619,"BirdieorBetterConversionPercentage",2012
59,59,"Brian Harman",101,29.83,346,1160,"BirdieorBetterConversionPercentage",2012
59,59,"John Senden",81,29.83,287,962,"BirdieorBetterConversionPercentage",2012
61,61,"Geoff Ogilvy",73,29.82,246,825,"BirdieorBetterConversionPercentage",2012
62,62,"Harrison Frazar",56,29.8,177,594,"BirdieorBetterConversionPercentage",2012
62,62,"Andres Romero",68,29.8,197,661,"BirdieorBetterConversionPercentage",2012
64,64,"Charlie Beljan",61,29.75,188,632,"BirdieorBetterConversionPercentage",2012
65,65,"Rickie Fowler",84,29.72,288,969,"BirdieorBetterConversionPercentage",2012
66,66,"Brendon de Jonge",115,29.69,408,1374,"BirdieorBetterConversionPercentage",2012
67,67,"Brian Davis",91,29.64,294,992,"BirdieorBetterConversionPercentage",2012
68,68,"Spencer Levin",81,29.58,255,862,"BirdieorBetterConversionPercentage",2012
69,69,"Sergio Garcia",57,29.56,193,653,"BirdieorBetterConversionPercentage",2012
70,70,"Erik Compton",81,29.55,242,819,"BirdieorBetterConversionPercentage",2012
71,71,"Richard Lee",71,29.54,236,799,"BirdieorBetterConversionPercentage",2012
72,72,"Matt Kuchar",86,29.53,285,965,"BirdieorBetterConversionPercentage",2012
73,73,"Kyle Stanley",86,29.52,299,1013,"BirdieorBetterConversionPercentage",2012
74,74,"John Rollins",81,29.51,270,915,"BirdieorBetterConversionPercentage",2012
75,75,"Greg Owen",90,29.49,327,1109,"BirdieorBetterConversionPercentage",2012
76,76,"John Huh",99,29.47,348,1181,"BirdieorBetterConversionPercentage",2012
76,76,"Vijay Singh",99,29.47,346,1174,"BirdieorBetterConversionPercentage",2012
78,78,"Sean OHair",84,29.45,303,1029,"BirdieorBetterConversionPercentage",2012
79,79,"Nathan Green",73,29.37,230,783,"BirdieorBetterConversionPercentage",2012
80,80,"Derek Lamely",64,29.27,197,673,"BirdieorBetterConversionPercentage",2012
81,81,"Jonathan Byrd",69,29.18,227,778,"BirdieorBetterConversionPercentage",2012
81,81,"Danny Lee",74,29.18,225,771,"BirdieorBetterConversionPercentage",2012
83,83,"Luke Donald",63,29.17,210,720,"BirdieorBetterConversionPercentage",2012
84,84,"Blake Adams",107,29.1,355,1220,"BirdieorBetterConversionPercentage",2012
85,85,"Harris English",98,29.03,346,1192,"BirdieorBetterConversionPercentage",2012
86,86,"Scott Brown",65,28.95,198,684,"BirdieorBetterConversionPercentage",2012
87,87,"DA Points",88,28.87,304,1053,"BirdieorBetterConversionPercentage",2012
87,87,"Camilo Villegas",79,28.87,278,963,"BirdieorBetterConversionPercentage",2012
89,89,"Henrik Stenson",51,28.8,159,552,"BirdieorBetterConversionPercentage",2012
90,90,"Cameron Beckman",81,28.76,260,904,"BirdieorBetterConversionPercentage",2012
90,90,"Bud Cauley",99,28.76,340,1182,"BirdieorBetterConversionPercentage",2012
90,90,"Jhonattan Vegas",77,28.76,256,890,"BirdieorBetterConversionPercentage",2012
93,93,"Vaughn Taylor",81,28.54,254,890,"BirdieorBetterConversionPercentage",2012
94,94,"Seung Yul Noh",105,28.53,335,1174,"BirdieorBetterConversionPercentage",2012
95,95,"Gavin Coles",72,28.52,217,761,"BirdieorBetterConversionPercentage",2012
95,95,"Justin Rose",69,28.52,245,859,"BirdieorBetterConversionPercentage",2012
97,97,"Gary Woodland",70,28.5,226,793,"BirdieorBetterConversionPercentage",2012
98,98,"Ryuji Imada",78,28.47,236,829,"BirdieorBetterConversionPercentage",2012
99,99,"Martin Flores",95,28.46,304,1068,"BirdieorBetterConversionPercentage",2012
100,100,"Will Claxton",99,28.38,334,1177,"BirdieorBetterConversionPercentage",2012
101,101,"John Merrick",83,28.31,278,982,"BirdieorBetterConversionPercentage",2012
102,102,"Graham DeLaet",79,28.29,254,898,"BirdieorBetterConversionPercentage",2012
102,102,"Chris DiMarco",83,28.29,243,859,"BirdieorBetterConversionPercentage",2012
104,104,"Hunter Haas",69,28.25,202,715,"BirdieorBetterConversionPercentage",2012
105,105,"Johnson Wagner",88,28.24,294,1041,"BirdieorBetterConversionPercentage",2012
106,106,"Kevin Chappell",91,28.2,282,1000,"BirdieorBetterConversionPercentage",2012
106,106,"David Toms",60,28.2,194,688,"BirdieorBetterConversionPercentage",2012
108,108,"Roland Thatcher",55,28.19,168,596,"BirdieorBetterConversionPercentage",2012
109,109,"Marco Dawson",60,28.17,171,607,"BirdieorBetterConversionPercentage",2012
110,110,"Scott Stallings",78,28.16,261,927,"BirdieorBetterConversionPercentage",2012
111,111,"Edward Loar",59,28.14,166,590,"BirdieorBetterConversionPercentage",2012
112,112,"Bobby Gates",87,28.12,273,971,"BirdieorBetterConversionPercentage",2012
113,113,"George McNeill",85,28.1,258,918,"BirdieorBetterConversionPercentage",2012
114,114,"Billy Horschel",63,28.09,191,680,"BirdieorBetterConversionPercentage",2012
115,115,"Gary Christian",91,28.08,287,1022,"BirdieorBetterConversionPercentage",2012
116,116,"Cameron Tringale",88,28.02,295,1053,"BirdieorBetterConversionPercentage",2012
117,117,"Ben Curtis",62,27.96,201,719,"BirdieorBetterConversionPercentage",2012
117,117,"Brian Gay",91,27.96,274,980,"BirdieorBetterConversionPercentage",2012
119,119,"Bill Lunde",83,27.94,254,909,"BirdieorBetterConversionPercentage",2012
120,120,"Ricky Barnes",92,27.93,298,1067,"BirdieorBetterConversionPercentage",2012
120,120,"Bill Haas",79,27.93,255,913,"BirdieorBetterConversionPercentage",2012
122,122,"Miguel Angel Carballo",73,27.87,211,757,"BirdieorBetterConversionPercentage",2012
123,123,"Marc Leishman",84,27.85,264,948,"BirdieorBetterConversionPercentage",2012
124,124,"Jerry Kelly",84,27.83,263,945,"BirdieorBetterConversionPercentage",2012
125,125,"Kevin Streelman",89,27.8,288,1036,"BirdieorBetterConversionPercentage",2012
126,126,"Kevin Stadler",85,27.72,260,938,"BirdieorBetterConversionPercentage",2012
127,127,"Jeff Maggert",83,27.65,271,980,"BirdieorBetterConversionPercentage",2012
128,128,"Bob Estes",78,27.64,241,872,"BirdieorBetterConversionPercentage",2012
128,128,"Dicky Pride",62,27.64,173,626,"BirdieorBetterConversionPercentage",2012
130,130,"Jason Kokrak",79,27.61,246,891,"BirdieorBetterConversionPercentage",2012
131,131,"Freddie Jacobson",61,27.59,184,667,"BirdieorBetterConversionPercentage",2012
132,132,"David Mathis",83,27.52,232,843,"BirdieorBetterConversionPercentage",2012
133,133,"David Hearn",95,27.51,312,1134,"BirdieorBetterConversionPercentage",2012
133,133,"Chris Stroud",86,27.51,269,978,"BirdieorBetterConversionPercentage",2012
135,135,"KJ Choi",71,27.47,220,801,"BirdieorBetterConversionPercentage",2012
136,136,"Charles Howell III",98,27.46,321,1169,"BirdieorBetterConversionPercentage",2012
137,137,"William McGirt",96,27.42,300,1094,"BirdieorBetterConversionPercentage",2012
138,138,"Mathew Goggin",65,27.41,202,737,"BirdieorBetterConversionPercentage",2012
138,138,"Kevin Kisner",69,27.41,188,686,"BirdieorBetterConversionPercentage",2012
138,138,"Troy Matteson",100,27.41,296,1080,"BirdieorBetterConversionPercentage",2012
141,141,"Jason Bohn",81,27.32,238,871,"BirdieorBetterConversionPercentage",2012
142,142,"Rocco Mediate",70,27.31,204,747,"BirdieorBetterConversionPercentage",2012
143,143,"Roberto Castro",92,27.3,288,1055,"BirdieorBetterConversionPercentage",2012
144,144,"Bryce Molder",83,27.25,251,921,"BirdieorBetterConversionPercentage",2012
145,145,"Colt Knost",79,27.21,234,860,"BirdieorBetterConversionPercentage",2012
146,146,"Brendon Todd",78,27.19,205,754,"BirdieorBetterConversionPercentage",2012
147,147,"JJ Killeen",101,27.14,273,1006,"BirdieorBetterConversionPercentage",2012
147,147,"Hunter Mahan",88,27.14,276,1017,"BirdieorBetterConversionPercentage",2012
149,149,"Stuart Appleby",75,27.09,224,827,"BirdieorBetterConversionPercentage",2012
150,150,"Ted Potter Jr",77,27.08,225,831,"BirdieorBetterConversionPercentage",2012
151,151,"John Mallinger",74,27.03,226,836,"BirdieorBetterConversionPercentage",2012
152,152,"Justin Leonard",79,26.9,219,814,"BirdieorBetterConversionPercentage",2012
153,153,"DJ Trahan",73,26.86,220,819,"BirdieorBetterConversionPercentage",2012
154,154,"Chad Campbell",84,26.85,272,1013,"BirdieorBetterConversionPercentage",2012
155,155,"Angel Cabrera",54,26.84,153,570,"BirdieorBetterConversionPercentage",2012
156,156,"Ernie Els",80,26.8,250,933,"BirdieorBetterConversionPercentage",2012
156,156,"Rod Pampling",88,26.8,250,933,"BirdieorBetterConversionPercentage",2012
158,158,"Brandt Jobe",57,26.79,165,616,"BirdieorBetterConversionPercentage",2012
159,159,"Trevor Immelman",76,26.76,232,867,"BirdieorBetterConversionPercentage",2012
160,160,"Daniel Summerhays",81,26.74,250,935,"BirdieorBetterConversionPercentage",2012
161,161,"Russell Knox",72,26.73,220,823,"BirdieorBetterConversionPercentage",2012
162,162,"Troy Kelly",68,26.7,188,704,"BirdieorBetterConversionPercentage",2012
163,163,"Ryo Ishikawa",54,26.65,137,514,"BirdieorBetterConversionPercentage",2012
164,164,"Sung Kang",75,26.6,200,752,"BirdieorBetterConversionPercentage",2012
165,165,"Matt Jones",53,26.54,151,569,"BirdieorBetterConversionPercentage",2012
166,166,"Tom Pernice Jr",62,26.4,170,644,"BirdieorBetterConversionPercentage",2012
167,167,"Billy Mayfair",90,26.36,261,990,"BirdieorBetterConversionPercentage",2012
168,168,"Stephen Gangluff",57,26.34,143,543,"BirdieorBetterConversionPercentage",2012
168,168,"Tim Herron",88,26.34,280,1063,"BirdieorBetterConversionPercentage",2012
170,170,"Kris Blanks",65,26.3,202,768,"BirdieorBetterConversionPercentage",2012
171,171,"Arjun Atwal",79,26.23,219,835,"BirdieorBetterConversionPercentage",2012
172,172,"Jim Furyk",85,25.88,266,1028,"BirdieorBetterConversionPercentage",2012
172,172,"Billy Hurley III",70,25.88,177,684,"BirdieorBetterConversionPercentage",2012
174,174,"Stewart Cink",71,25.87,200,773,"BirdieorBetterConversionPercentage",2012
174,174,"Tim Clark",60,25.87,179,692,"BirdieorBetterConversionPercentage",2012
176,176,"Heath Slocum",93,25.84,268,1037,"BirdieorBetterConversionPercentage",2012
177,177,"Robert Allenby",76,25.72,231,898,"BirdieorBetterConversionPercentage",2012
178,178,"Mark Wilson",84,25.64,230,897,"BirdieorBetterConversionPercentage",2012
179,179,"Nick OHern",78,25.6,215,840,"BirdieorBetterConversionPercentage",2012
180,180,"Steve Wheatcroft",56,25.55,152,595,"BirdieorBetterConversionPercentage",2012
181,181,"Stephen Ames",54,25.43,148,582,"BirdieorBetterConversionPercentage",2012
182,182,"Chez Reavie",83,25.38,250,985,"BirdieorBetterConversionPercentage",2012
182,182,"Brendan Steele",77,25.38,217,855,"BirdieorBetterConversionPercentage",2012
184,184,"Kyle Reifers",86,25.3,250,988,"BirdieorBetterConversionPercentage",2012
185,185,"Kyle Thompson",51,25.18,138,548,"BirdieorBetterConversionPercentage",2012
186,186,"Patrick Sheehan",58,25.13,148,589,"BirdieorBetterConversionPercentage",2012
187,187,"Scott Dunlap",57,25.04,154,615,"BirdieorBetterConversionPercentage",2012
188,188,"Boo Weekley",74,24.94,205,822,"BirdieorBetterConversionPercentage",2012
189,189,"Michael Bradley",63,24.71,171,692,"BirdieorBetterConversionPercentage",2012
190,190,"JJ Henry",93,24.35,254,1043,"BirdieorBetterConversionPercentage",2012
191,191,"Alexandre Rocha",62,24.33,164,674,"BirdieorBetterConversionPercentage",2012
