"BirdieorBetterPercentageRough_RANKTHISWEEK_2012","BirdieorBetterPercentageRough_RANKLASTWEEK_2012","BirdieorBetterPercentageRough_PLAYERNAME_2012","BirdieorBetterPercentageRough_ROUNDS_2012","BirdieorBetterPercentageRough_Pct_2012","BirdieorBetterPercentageRough_TOTALBIRDIES_2012","BirdieorBetterPercentageRough_TOTALHOLES_2012","stat_name","year"
1,1,"Webb Simpson",77,24.32,63,259,"BirdieorBetterPercentageRough",2012
2,2,"Ben Crane",73,23.44,49,209,"BirdieorBetterPercentageRough",2012
3,3,"Jason Day",57,21.56,47,218,"BirdieorBetterPercentageRough",2012
4,4,"Chris Couch",61,21.51,37,172,"BirdieorBetterPercentageRough",2012
5,5,"Kyle Stanley",86,20.91,60,287,"BirdieorBetterPercentageRough",2012
6,6,"Charlie Beljan",61,20.67,37,179,"BirdieorBetterPercentageRough",2012
7,7,"Angel Cabrera",54,20.42,29,142,"BirdieorBetterPercentageRough",2012
8,8,"JB Holmes",90,20.34,71,349,"BirdieorBetterPercentageRough",2012
9,9,"Bubba Watson",68,19.91,44,221,"BirdieorBetterPercentageRough",2012
10,10,"Steve Stricker",73,19.89,35,176,"BirdieorBetterPercentageRough",2012
11,11,"Matt Every",80,19.82,44,222,"BirdieorBetterPercentageRough",2012
12,12,"Sergio Garcia",57,19.39,32,165,"BirdieorBetterPercentageRough",2012
13,13,"Garth Mulroy",59,19.16,32,167,"BirdieorBetterPercentageRough",2012
14,14,"Danny Lee",74,18.94,43,227,"BirdieorBetterPercentageRough",2012
15,15,"Phil Mickelson",79,18.8,47,250,"BirdieorBetterPercentageRough",2012
16,16,"Louis Oosthuizen",65,18.5,32,173,"BirdieorBetterPercentageRough",2012
17,17,"Seung Yul Noh",105,18.29,60,328,"BirdieorBetterPercentageRough",2012
18,18,"Lee Westwood",60,18.18,28,154,"BirdieorBetterPercentageRough",2012
19,19,"Dustin Johnson",70,18.1,42,232,"BirdieorBetterPercentageRough",2012
20,20,"John Huh",99,18.04,46,255,"BirdieorBetterPercentageRough",2012
21,21,"Graham DeLaet",79,17.98,48,267,"BirdieorBetterPercentageRough",2012
22,22,"Rory McIlroy",60,17.8,34,191,"BirdieorBetterPercentageRough",2012
23,23,"Charl Schwartzel",56,17.65,24,136,"BirdieorBetterPercentageRough",2012
24,24,"DA Points",88,17.61,50,284,"BirdieorBetterPercentageRough",2012
25,25,"Justin Rose",69,17.58,32,182,"BirdieorBetterPercentageRough",2012
26,26,"Andres Romero",68,17.54,37,211,"BirdieorBetterPercentageRough",2012
27,27,"John Daly",50,17.07,28,164,"BirdieorBetterPercentageRough",2012
28,28,"Sean OHair",84,16.9,49,290,"BirdieorBetterPercentageRough",2012
29,29,"Sangmoon Bae",81,16.87,41,243,"BirdieorBetterPercentageRough",2012
30,30,"Robert Garrigus",89,16.83,52,309,"BirdieorBetterPercentageRough",2012
31,31,"John Senden",81,16.67,33,198,"BirdieorBetterPercentageRough",2012
32,32,"Keegan Bradley",90,16.54,42,254,"BirdieorBetterPercentageRough",2012
33,33,"Daniel Chopra",55,16.51,35,212,"BirdieorBetterPercentageRough",2012
34,34,"Charles Howell III",98,16.46,54,328,"BirdieorBetterPercentageRough",2012
35,35,"Jason Kokrak",79,16.45,51,310,"BirdieorBetterPercentageRough",2012
36,36,"Scott Piercy",95,16.38,58,354,"BirdieorBetterPercentageRough",2012
37,37,"Chris Stroud",86,16.26,40,246,"BirdieorBetterPercentageRough",2012
38,38,"Davis Love III",64,16.11,34,211,"BirdieorBetterPercentageRough",2012
39,39,"Mark Anderson",75,16.1,43,267,"BirdieorBetterPercentageRough",2012
40,40,"Bill Lunde",83,16.02,41,256,"BirdieorBetterPercentageRough",2012
41,41,"Jeff Overton",101,15.92,57,358,"BirdieorBetterPercentageRough",2012
42,42,"Scott Stallings",78,15.88,44,277,"BirdieorBetterPercentageRough",2012
