"BirdieorBetterPercentageRough_RANKTHISWEEK_2012","BirdieorBetterPercentageRough_RANKLASTWEEK_2012","BirdieorBetterPercentageRough_PLAYERNAME_2012","BirdieorBetterPercentageRough_ROUNDS_2012","BirdieorBetterPercentageRough_Pct_2012","BirdieorBetterPercentageRough_TOTALBIRDIES_2012","BirdieorBetterPercentageRough_TOTALHOLES_2012","stat_name","year"
43,43,"Bo Van Pelt",84,15.81,34,215,"BirdieorBetterPercentageRough",2012
44,44,"Gary Woodland",70,15.7,35,223,"BirdieorBetterPercentageRough",2012
45,45,"Greg Owen",90,15.67,47,300,"BirdieorBetterPercentageRough",2012
46,46,"Tiger Woods",69,15.66,26,166,"BirdieorBetterPercentageRough",2012
47,47,"Blake Adams",107,15.49,44,284,"BirdieorBetterPercentageRough",2012
47,47,"Roland Thatcher",55,15.49,22,142,"BirdieorBetterPercentageRough",2012
49,49,"Johnson Wagner",88,15.46,45,291,"BirdieorBetterPercentageRough",2012
50,50,"William McGirt",96,15.44,46,298,"BirdieorBetterPercentageRough",2012
51,51,"Adam Scott",59,15.43,25,162,"BirdieorBetterPercentageRough",2012
52,52,"Bud Cauley",99,15.41,49,318,"BirdieorBetterPercentageRough",2012
53,53,"Brian Davis",91,15.38,36,234,"BirdieorBetterPercentageRough",2012
53,53,"Robert Karlsson",54,15.38,26,169,"BirdieorBetterPercentageRough",2012
55,55,"Harris English",98,15.36,49,319,"BirdieorBetterPercentageRough",2012
56,56,"Jim Furyk",85,15.31,30,196,"BirdieorBetterPercentageRough",2012
57,57,"Aaron Baddeley",73,15.09,35,232,"BirdieorBetterPercentageRough",2012
58,58,"Marco Dawson",60,15.05,28,186,"BirdieorBetterPercentageRough",2012
59,59,"Ben Curtis",62,15,24,160,"BirdieorBetterPercentageRough",2012
59,59,"Patrick Sheehan",58,15,27,180,"BirdieorBetterPercentageRough",2012
61,61,"Luke Donald",63,14.97,25,167,"BirdieorBetterPercentageRough",2012
62,62,"Erik Compton",81,14.94,39,261,"BirdieorBetterPercentageRough",2012
63,63,"Martin Flores",95,14.93,53,355,"BirdieorBetterPercentageRough",2012
64,64,"Stewart Cink",71,14.88,36,242,"BirdieorBetterPercentageRough",2012
65,65,"Zach Johnson",95,14.85,34,229,"BirdieorBetterPercentageRough",2012
66,66,"Ryan Moore",89,14.79,38,257,"BirdieorBetterPercentageRough",2012
67,67,"Nick Watney",97,14.73,43,292,"BirdieorBetterPercentageRough",2012
68,68,"Jonathan Byrd",69,14.72,34,231,"BirdieorBetterPercentageRough",2012
69,69,"Gavin Coles",72,14.65,29,198,"BirdieorBetterPercentageRough",2012
70,70,"Tim Herron",88,14.63,42,287,"BirdieorBetterPercentageRough",2012
71,71,"Michael Thompson",80,14.59,34,233,"BirdieorBetterPercentageRough",2012
72,72,"Troy Matteson",100,14.55,55,378,"BirdieorBetterPercentageRough",2012
72,72,"Ian Poulter",57,14.55,16,110,"BirdieorBetterPercentageRough",2012
74,74,"Kyle Thompson",51,14.49,20,138,"BirdieorBetterPercentageRough",2012
75,75,"Vaughn Taylor",81,14.47,34,235,"BirdieorBetterPercentageRough",2012
76,76,"Jimmy Walker",101,14.43,58,402,"BirdieorBetterPercentageRough",2012
77,77,"Rickie Fowler",84,14.42,30,208,"BirdieorBetterPercentageRough",2012
78,78,"Cameron Beckman",81,14.4,36,250,"BirdieorBetterPercentageRough",2012
79,79,"David Mathis",83,14.29,35,245,"BirdieorBetterPercentageRough",2012
79,79,"David Toms",60,14.29,18,126,"BirdieorBetterPercentageRough",2012
81,81,"Tommy Gainey",98,14.21,52,366,"BirdieorBetterPercentageRough",2012
82,82,"Scott Dunlap",57,14.19,22,155,"BirdieorBetterPercentageRough",2012
83,83,"Bill Haas",79,14.15,30,212,"BirdieorBetterPercentageRough",2012
83,83,"Graeme McDowell",55,14.15,15,106,"BirdieorBetterPercentageRough",2012
85,85,"Boo Weekley",74,14.13,26,184,"BirdieorBetterPercentageRough",2012
86,86,"Billy Mayfair",90,14.12,37,262,"BirdieorBetterPercentageRough",2012
87,87,"Bob Estes",78,14.1,33,234,"BirdieorBetterPercentageRough",2012
87,87,"Jhonattan Vegas",77,14.1,44,312,"BirdieorBetterPercentageRough",2012
89,89,"Ryo Ishikawa",54,14.04,24,171,"BirdieorBetterPercentageRough",2012
90,90,"Josh Teater",97,14.01,43,307,"BirdieorBetterPercentageRough",2012
91,91,"Brandt Jobe",57,14,21,150,"BirdieorBetterPercentageRough",2012
92,92,"Chris Kirk",93,13.98,46,329,"BirdieorBetterPercentageRough",2012
92,92,"Pat Perez",81,13.98,33,236,"BirdieorBetterPercentageRough",2012
94,94,"Billy Horschel",63,13.84,22,159,"BirdieorBetterPercentageRough",2012
95,95,"Kyle Reifers",86,13.83,35,253,"BirdieorBetterPercentageRough",2012
96,96,"Brendon de Jonge",115,13.79,48,348,"BirdieorBetterPercentageRough",2012
97,97,"Ernie Els",80,13.75,37,269,"BirdieorBetterPercentageRough",2012
98,98,"Harrison Frazar",56,13.73,28,204,"BirdieorBetterPercentageRough",2012
99,99,"Cameron Tringale",88,13.69,33,241,"BirdieorBetterPercentageRough",2012
100,100,"Will Claxton",99,13.68,39,285,"BirdieorBetterPercentageRough",2012
101,101,"Carl Pettersson",92,13.65,40,293,"BirdieorBetterPercentageRough",2012
102,102,"Jeff Maggert",83,13.54,31,229,"BirdieorBetterPercentageRough",2012
103,103,"Rory Sabbatini",84,13.52,38,281,"BirdieorBetterPercentageRough",2012
104,104,"Russell Knox",72,13.45,23,171,"BirdieorBetterPercentageRough",2012
105,105,"Marc Leishman",84,13.43,45,335,"BirdieorBetterPercentageRough",2012
106,106,"Ryuji Imada",78,13.4,39,291,"BirdieorBetterPercentageRough",2012
106,106,"Kevin Na",80,13.4,28,209,"BirdieorBetterPercentageRough",2012
108,108,"Ken Duke",104,13.36,41,307,"BirdieorBetterPercentageRough",2012
109,109,"Chris DiMarco",83,13.33,30,225,"BirdieorBetterPercentageRough",2012
110,110,"JJ Killeen",101,13.28,47,354,"BirdieorBetterPercentageRough",2012
111,111,"Derek Lamely",64,13.25,31,234,"BirdieorBetterPercentageRough",2012
111,111,"Steve Wheatcroft",56,13.25,22,166,"BirdieorBetterPercentageRough",2012
113,113,"Scott Brown",65,13.14,23,175,"BirdieorBetterPercentageRough",2012
114,114,"Troy Kelly",68,13.06,29,222,"BirdieorBetterPercentageRough",2012
115,115,"Greg Chalmers",88,12.98,34,262,"BirdieorBetterPercentageRough",2012
116,116,"Bryce Molder",83,12.89,33,256,"BirdieorBetterPercentageRough",2012
117,117,"Dicky Pride",62,12.87,22,171,"BirdieorBetterPercentageRough",2012
118,118,"Sung Kang",75,12.85,32,249,"BirdieorBetterPercentageRough",2012
119,119,"Mark Wilson",84,12.83,24,187,"BirdieorBetterPercentageRough",2012
120,120,"Charley Hoffman",88,12.78,34,266,"BirdieorBetterPercentageRough",2012
121,121,"Jason Bohn",81,12.74,27,212,"BirdieorBetterPercentageRough",2012
122,122,"Kevin Stadler",85,12.72,29,228,"BirdieorBetterPercentageRough",2012
123,123,"Nathan Green",73,12.67,28,221,"BirdieorBetterPercentageRough",2012
124,124,"Rod Pampling",88,12.56,28,223,"BirdieorBetterPercentageRough",2012
125,125,"Ricky Barnes",92,12.5,41,328,"BirdieorBetterPercentageRough",2012
125,125,"Jonas Blixt",72,12.5,33,264,"BirdieorBetterPercentageRough",2012
127,127,"Martin Laird",77,12.44,26,209,"BirdieorBetterPercentageRough",2012
128,128,"Justin Leonard",79,12.4,31,250,"BirdieorBetterPercentageRough",2012
128,128,"Brendon Todd",78,12.4,30,242,"BirdieorBetterPercentageRough",2012
130,130,"Miguel Angel Carballo",73,12.39,28,226,"BirdieorBetterPercentageRough",2012
130,130,"Mathew Goggin",65,12.39,29,234,"BirdieorBetterPercentageRough",2012
132,132,"Ted Potter Jr",77,12.33,27,219,"BirdieorBetterPercentageRough",2012
133,133,"Vijay Singh",99,12.29,37,301,"BirdieorBetterPercentageRough",2012
134,134,"Kevin Streelman",89,12.27,33,269,"BirdieorBetterPercentageRough",2012
135,135,"Padraig Harrington",67,12.14,21,173,"BirdieorBetterPercentageRough",2012
136,136,"Matt Kuchar",86,12.11,27,223,"BirdieorBetterPercentageRough",2012
136,136,"Brendan Steele",77,12.11,27,223,"BirdieorBetterPercentageRough",2012
138,138,"John Merrick",83,12.06,31,257,"BirdieorBetterPercentageRough",2012
138,138,"John Rollins",81,12.06,31,257,"BirdieorBetterPercentageRough",2012
140,140,"Tommy Biershenk",74,12.05,27,224,"BirdieorBetterPercentageRough",2012
141,141,"Hunter Mahan",88,12.02,25,208,"BirdieorBetterPercentageRough",2012
142,142,"Ryan Palmer",81,12.01,34,283,"BirdieorBetterPercentageRough",2012
143,143,"Roberto Castro",92,12,30,250,"BirdieorBetterPercentageRough",2012
144,144,"James Driscoll",83,11.95,35,293,"BirdieorBetterPercentageRough",2012
145,145,"DJ Trahan",73,11.93,26,218,"BirdieorBetterPercentageRough",2012
146,146,"Matt Jones",53,11.86,21,177,"BirdieorBetterPercentageRough",2012
147,147,"Matt Bettencourt",80,11.81,32,271,"BirdieorBetterPercentageRough",2012
148,148,"Hunter Haas",69,11.65,24,206,"BirdieorBetterPercentageRough",2012
149,149,"Stuart Appleby",75,11.63,25,215,"BirdieorBetterPercentageRough",2012
150,150,"Brian Gay",91,11.6,29,250,"BirdieorBetterPercentageRough",2012
151,151,"Edward Loar",59,11.58,22,190,"BirdieorBetterPercentageRough",2012
152,152,"Chad Campbell",84,11.57,31,268,"BirdieorBetterPercentageRough",2012
153,153,"Robert Allenby",76,11.52,28,243,"BirdieorBetterPercentageRough",2012
153,153,"Freddie Jacobson",61,11.52,19,165,"BirdieorBetterPercentageRough",2012
155,155,"Charlie Wi",86,11.48,31,270,"BirdieorBetterPercentageRough",2012
156,156,"Bobby Gates",87,11.45,34,297,"BirdieorBetterPercentageRough",2012
157,157,"Michael Bradley",63,11.38,28,246,"BirdieorBetterPercentageRough",2012
158,158,"Brandt Snedeker",81,11.35,26,229,"BirdieorBetterPercentageRough",2012
159,159,"Rocco Mediate",70,11.16,25,224,"BirdieorBetterPercentageRough",2012
160,160,"John Mallinger",74,11.11,22,198,"BirdieorBetterPercentageRough",2012
160,160,"George McNeill",85,11.11,28,252,"BirdieorBetterPercentageRough",2012
162,162,"David Hearn",95,11.07,33,298,"BirdieorBetterPercentageRough",2012
163,163,"Tom Gillis",75,11.06,23,208,"BirdieorBetterPercentageRough",2012
164,164,"Kevin Chappell",91,11,32,291,"BirdieorBetterPercentageRough",2012
164,164,"Geoff Ogilvy",73,11,23,209,"BirdieorBetterPercentageRough",2012
166,166,"Jerry Kelly",84,10.94,21,192,"BirdieorBetterPercentageRough",2012
167,167,"Kris Blanks",65,10.88,21,193,"BirdieorBetterPercentageRough",2012
168,168,"Arjun Atwal",79,10.76,27,251,"BirdieorBetterPercentageRough",2012
169,169,"Trevor Immelman",76,10.71,24,224,"BirdieorBetterPercentageRough",2012
170,170,"KJ Choi",71,10.7,20,187,"BirdieorBetterPercentageRough",2012
171,171,"Stephen Gangluff",57,10.66,21,197,"BirdieorBetterPercentageRough",2012
172,172,"Spencer Levin",81,10.58,29,274,"BirdieorBetterPercentageRough",2012
173,173,"YE Yang",64,10.47,18,172,"BirdieorBetterPercentageRough",2012
174,174,"Tom Pernice Jr",62,10.36,20,193,"BirdieorBetterPercentageRough",2012
175,175,"Colt Knost",79,10.24,21,205,"BirdieorBetterPercentageRough",2012
176,176,"Jason Dufner",83,10.14,21,207,"BirdieorBetterPercentageRough",2012
177,177,"Tim Clark",60,10.07,14,139,"BirdieorBetterPercentageRough",2012
178,178,"Kevin Kisner",69,10,20,200,"BirdieorBetterPercentageRough",2012
178,178,"Camilo Villegas",79,10,26,260,"BirdieorBetterPercentageRough",2012
180,180,"Richard Lee",71,9.47,18,190,"BirdieorBetterPercentageRough",2012
181,181,"Daniel Summerhays",81,9.31,23,247,"BirdieorBetterPercentageRough",2012
182,182,"Brian Harman",101,9.15,26,284,"BirdieorBetterPercentageRough",2012
183,183,"Alexandre Rocha",62,8.88,15,169,"BirdieorBetterPercentageRough",2012
184,184,"Nick OHern",78,8.79,21,239,"BirdieorBetterPercentageRough",2012
185,185,"Stephen Ames",54,8.5,13,153,"BirdieorBetterPercentageRough",2012
186,186,"Billy Hurley III",70,8.22,18,219,"BirdieorBetterPercentageRough",2012
186,186,"Henrik Stenson",51,8.22,12,146,"BirdieorBetterPercentageRough",2012
188,188,"JJ Henry",93,7.89,18,228,"BirdieorBetterPercentageRough",2012
189,189,"Heath Slocum",93,7.73,15,194,"BirdieorBetterPercentageRough",2012
190,190,"Chez Reavie",83,6.42,12,187,"BirdieorBetterPercentageRough",2012
191,191,"Gary Christian",91,5.49,13,237,"BirdieorBetterPercentageRough",2012
