"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2010","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2010","AverageDistanceafterGoingforitShot_PLAYERNAME_2010","AverageDistanceafterGoingforitShot_ROUNDS_2010","AverageDistanceafterGoingforitShot_AVG_2010","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2010","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2010","stat_name","year"
1,NA,"Davis Love III",79,19.4,93121,133,"AverageDistanceafterGoingforitShot",2010
2,NA,"Robert Garrigus",71,20,107264,149,"AverageDistanceafterGoingforitShot",2010
2,NA,"Cliff Kresge",50,20,44594,62,"AverageDistanceafterGoingforitShot",2010
4,NA,"Tim Clark",88,20.2,45003,62,"AverageDistanceafterGoingforitShot",2010
5,NA,"Phil Mickelson",76,20.4,107297,146,"AverageDistanceafterGoingforitShot",2010
6,NA,"Steve Stricker",73,20.8,62781,84,"AverageDistanceafterGoingforitShot",2010
7,NA,"Dustin Johnson",83,20.9,133295,177,"AverageDistanceafterGoingforitShot",2010
8,NA,"Garth Mulroy",53,21.1,71388,94,"AverageDistanceafterGoingforitShot",2010
9,NA,"Graham DeLaet",88,21.3,137273,179,"AverageDistanceafterGoingforitShot",2010
9,NA,"Kevin Streelman",90,21.3,121407,158,"AverageDistanceafterGoingforitShot",2010
11,NA,"Bo Van Pelt",104,21.4,141781,184,"AverageDistanceafterGoingforitShot",2010
12,NA,"Ryan Palmer",84,21.5,106994,138,"AverageDistanceafterGoingforitShot",2010
13,NA,"Chris Couch",66,21.6,111169,143,"AverageDistanceafterGoingforitShot",2010
13,NA,"Trevor Immelman",55,21.6,43507,56,"AverageDistanceafterGoingforitShot",2010
15,NA,"Brendon de Jonge",114,21.7,122059,156,"AverageDistanceafterGoingforitShot",2010
15,NA,"Charles Warren",64,21.7,103335,132,"AverageDistanceafterGoingforitShot",2010
17,NA,"Charley Hoffman",85,21.8,149378,190,"AverageDistanceafterGoingforitShot",2010
18,NA,"Stewart Cink",84,22,102272,129,"AverageDistanceafterGoingforitShot",2010
18,NA,"Matt Kuchar",97,22,110631,140,"AverageDistanceafterGoingforitShot",2010
20,NA,"Robert Allenby",76,22.1,93768,118,"AverageDistanceafterGoingforitShot",2010
20,NA,"Adam Scott",70,22.1,89108,112,"AverageDistanceafterGoingforitShot",2010
20,NA,"Cameron Tringale",55,22.1,73350,92,"AverageDistanceafterGoingforitShot",2010
23,NA,"Paul Casey",64,22.3,64252,80,"AverageDistanceafterGoingforitShot",2010
23,NA,"Jason Dufner",87,22.3,99599,124,"AverageDistanceafterGoingforitShot",2010
23,NA,"Marc Leishman",87,22.3,114903,143,"AverageDistanceafterGoingforitShot",2010
23,NA,"Brett Quigley",96,22.3,114572,143,"AverageDistanceafterGoingforitShot",2010
23,NA,"Bubba Watson",77,22.3,133774,167,"AverageDistanceafterGoingforitShot",2010
28,NA,"Henrik Bjornstad",72,22.5,101943,126,"AverageDistanceafterGoingforitShot",2010
29,NA,"Jarrod Lyle",54,22.6,70761,87,"AverageDistanceafterGoingforitShot",2010
29,NA,"Kenny Perry",69,22.6,84785,104,"AverageDistanceafterGoingforitShot",2010
29,NA,"Kevin Sutherland",86,22.6,110710,136,"AverageDistanceafterGoingforitShot",2010
29,NA,"Camilo Villegas",78,22.6,96071,118,"AverageDistanceafterGoingforitShot",2010
33,NA,"Mark Calcavecchia",50,22.7,52211,64,"AverageDistanceafterGoingforitShot",2010
33,NA,"JB Holmes",100,22.7,178974,219,"AverageDistanceafterGoingforitShot",2010
33,NA,"Roland Thatcher",72,22.7,103117,126,"AverageDistanceafterGoingforitShot",2010
36,NA,"Bill Haas",87,22.8,128139,156,"AverageDistanceafterGoingforitShot",2010
36,NA,"Spencer Levin",110,22.8,118303,144,"AverageDistanceafterGoingforitShot",2010
38,NA,"Jonathan Byrd",85,22.9,119325,145,"AverageDistanceafterGoingforitShot",2010
38,NA,"Luke Donald",71,22.9,49418,60,"AverageDistanceafterGoingforitShot",2010
38,NA,"Jim Furyk",76,22.9,70042,85,"AverageDistanceafterGoingforitShot",2010
41,NA,"Michael Bradley",77,23.3,71437,85,"AverageDistanceafterGoingforitShot",2010
41,NA,"Matt Jones",89,23.3,132787,158,"AverageDistanceafterGoingforitShot",2010
41,NA,"Joe Ogilvie",99,23.3,126474,151,"AverageDistanceafterGoingforitShot",2010
41,NA,"DJ Trahan",92,23.3,163838,195,"AverageDistanceafterGoingforitShot",2010
45,NA,"JJ Henry",92,23.4,123008,146,"AverageDistanceafterGoingforitShot",2010
46,NA,"Steve Flesch",78,23.5,73577,87,"AverageDistanceafterGoingforitShot",2010
46,NA,"Lucas Glover",75,23.5,114298,135,"AverageDistanceafterGoingforitShot",2010
46,NA,"Derek Lamely",81,23.5,96376,114,"AverageDistanceafterGoingforitShot",2010
46,NA,"Bill Lunde",79,23.5,103069,122,"AverageDistanceafterGoingforitShot",2010
46,NA,"George McNeill",79,23.5,107561,127,"AverageDistanceafterGoingforitShot",2010
46,NA,"Troy Merritt",86,23.5,122565,145,"AverageDistanceafterGoingforitShot",2010
46,NA,"Kevin Na",94,23.5,102491,121,"AverageDistanceafterGoingforitShot",2010
46,NA,"Josh Teater",101,23.5,140168,166,"AverageDistanceafterGoingforitShot",2010
46,NA,"Brett Wetterich",54,23.5,103382,122,"AverageDistanceafterGoingforitShot",2010
55,NA,"Brian Davis",101,23.6,114911,135,"AverageDistanceafterGoingforitShot",2010
55,NA,"Carl Pettersson",99,23.6,93299,110,"AverageDistanceafterGoingforitShot",2010
55,NA,"Vaughn Taylor",87,23.6,115744,136,"AverageDistanceafterGoingforitShot",2010
55,NA,"Chris Tidland",77,23.6,103735,122,"AverageDistanceafterGoingforitShot",2010
59,NA,"Alex Cejka",81,23.7,82621,97,"AverageDistanceafterGoingforitShot",2010
59,NA,"KJ Choi",82,23.7,75125,88,"AverageDistanceafterGoingforitShot",2010
59,NA,"Tim Herron",79,23.7,91148,107,"AverageDistanceafterGoingforitShot",2010
59,NA,"Billy Mayfair",78,23.7,92159,108,"AverageDistanceafterGoingforitShot",2010
59,NA,"John Merrick",109,23.7,145095,170,"AverageDistanceafterGoingforitShot",2010
64,NA,"James Driscoll",78,23.8,137751,161,"AverageDistanceafterGoingforitShot",2010
64,NA,"Hunter Mahan",85,23.8,128742,150,"AverageDistanceafterGoingforitShot",2010
64,NA,"Justin Rose",78,23.8,100230,117,"AverageDistanceafterGoingforitShot",2010
67,NA,"Kris Blanks",91,23.9,117885,137,"AverageDistanceafterGoingforitShot",2010
67,NA,"Padraig Harrington",57,23.9,71519,83,"AverageDistanceafterGoingforitShot",2010
67,NA,"Greg Owen",69,23.9,93894,109,"AverageDistanceafterGoingforitShot",2010
67,NA,"Jeev Milkha Singh",59,23.9,66130,77,"AverageDistanceafterGoingforitShot",2010
67,NA,"Chris Stroud",90,23.9,103973,121,"AverageDistanceafterGoingforitShot",2010
72,NA,"Angel Cabrera",64,24,115892,134,"AverageDistanceafterGoingforitShot",2010
72,NA,"Steve Elkington",74,24,85366,99,"AverageDistanceafterGoingforitShot",2010
72,NA,"Ernie Els",72,24,92619,107,"AverageDistanceafterGoingforitShot",2010
72,NA,"Jeff Gove",57,24,62260,72,"AverageDistanceafterGoingforitShot",2010
76,NA,"David Duval",71,24.1,79059,91,"AverageDistanceafterGoingforitShot",2010
76,NA,"Retief Goosen",75,24.1,92872,107,"AverageDistanceafterGoingforitShot",2010
76,NA,"Scott McCarron",90,24.1,148417,171,"AverageDistanceafterGoingforitShot",2010
76,NA,"Ian Poulter",55,24.1,46896,54,"AverageDistanceafterGoingforitShot",2010
76,NA,"Jeff Quinney",91,24.1,76420,88,"AverageDistanceafterGoingforitShot",2010
81,NA,"Michael Connell",89,24.2,79273,91,"AverageDistanceafterGoingforitShot",2010
81,NA,"Ryan Moore",80,24.2,112348,129,"AverageDistanceafterGoingforitShot",2010
81,NA,"Pat Perez",90,24.2,137421,158,"AverageDistanceafterGoingforitShot",2010
81,NA,"Scott Piercy",88,24.2,155772,179,"AverageDistanceafterGoingforitShot",2010
81,NA,"John Rollins",81,24.2,141871,163,"AverageDistanceafterGoingforitShot",2010
81,NA,"Vijay Singh",75,24.2,88728,102,"AverageDistanceafterGoingforitShot",2010
87,NA,"Mathias Gronberg",61,24.3,88339,101,"AverageDistanceafterGoingforitShot",2010
87,NA,"Jeff Overton",89,24.3,113722,130,"AverageDistanceafterGoingforitShot",2010
87,NA,"Jerod Turner",54,24.3,41196,47,"AverageDistanceafterGoingforitShot",2010
87,NA,"Nick Watney",91,24.3,141938,162,"AverageDistanceafterGoingforitShot",2010
91,NA,"Briny Baird",87,24.4,99357,113,"AverageDistanceafterGoingforitShot",2010
91,NA,"Matt Every",60,24.4,88655,101,"AverageDistanceafterGoingforitShot",2010
91,NA,"Lee Janzen",77,24.4,87018,99,"AverageDistanceafterGoingforitShot",2010
94,NA,"Ricky Barnes",103,24.5,130786,148,"AverageDistanceafterGoingforitShot",2010
94,NA,"Bob Estes",79,24.5,86499,98,"AverageDistanceafterGoingforitShot",2010
94,NA,"Michael Letzig",84,24.5,130790,148,"AverageDistanceafterGoingforitShot",2010
94,NA,"Steve Marino",81,24.5,104008,118,"AverageDistanceafterGoingforitShot",2010
94,NA,"Andrew McLardy",52,24.5,59888,68,"AverageDistanceafterGoingforitShot",2010
94,NA,"Roger Tambellini",77,24.5,98939,112,"AverageDistanceafterGoingforitShot",2010
100,NA,"Martin Laird",91,24.6,167657,189,"AverageDistanceafterGoingforitShot",2010
100,NA,"David Lutterus",69,24.6,88543,100,"AverageDistanceafterGoingforitShot",2010
100,NA,"Tom Pernice Jr",74,24.6,58347,66,"AverageDistanceafterGoingforitShot",2010
103,NA,"Matt Bettencourt",91,24.7,127999,144,"AverageDistanceafterGoingforitShot",2010
103,NA,"Steve Lowery",67,24.7,91685,103,"AverageDistanceafterGoingforitShot",2010
103,NA,"Will Ma Kenzie",72,24.7,117493,132,"AverageDistanceafterGoingforitShot",2010
103,NA,"Rory McIlroy",54,24.7,87856,99,"AverageDistanceafterGoingforitShot",2010
103,NA,"YE Yang",72,24.7,101398,114,"AverageDistanceafterGoingforitShot",2010
108,NA,"Stuart Appleby",101,24.8,130461,146,"AverageDistanceafterGoingforitShot",2010
108,NA,"Alex Prugh",88,24.8,145501,163,"AverageDistanceafterGoingforitShot",2010
108,NA,"Kevin Stadler",86,24.8,143927,161,"AverageDistanceafterGoingforitShot",2010
111,NA,"Woody Austin",93,24.9,113844,127,"AverageDistanceafterGoingforitShot",2010
111,NA,"Aaron Baddeley",94,24.9,192958,215,"AverageDistanceafterGoingforitShot",2010
111,NA,"Ben Crane",85,24.9,83406,93,"AverageDistanceafterGoingforitShot",2010
111,NA,"Sergio Garcia",58,24.9,64585,72,"AverageDistanceafterGoingforitShot",2010
111,NA,"DA Points",90,24.9,120090,134,"AverageDistanceafterGoingforitShot",2010
116,NA,"Stephen Ames",75,25,95376,106,"AverageDistanceafterGoingforitShot",2010
116,NA,"Chad Campbell",95,25,111594,124,"AverageDistanceafterGoingforitShot",2010
116,NA,"Joe Durant",67,25,78256,87,"AverageDistanceafterGoingforitShot",2010
116,NA,"Boo Weekley",88,25,130241,145,"AverageDistanceafterGoingforitShot",2010
120,NA,"Bryce Molder",84,25.1,71250,79,"AverageDistanceafterGoingforitShot",2010
121,NA,"Rickie Fowler",98,25.2,130828,144,"AverageDistanceafterGoingforitShot",2010
121,NA,"Cameron Percy",73,25.2,110859,122,"AverageDistanceafterGoingforitShot",2010
121,NA,"Heath Slocum",97,25.2,95177,105,"AverageDistanceafterGoingforitShot",2010
121,NA,"Chris Wilson",65,25.2,88027,97,"AverageDistanceafterGoingforitShot",2010
125,NA,"Jason Day",82,25.3,130280,143,"AverageDistanceafterGoingforitShot",2010
125,NA,"Sean OHair",84,25.3,119258,131,"AverageDistanceafterGoingforitShot",2010
127,NA,"JP Hayes",79,25.4,84986,93,"AverageDistanceafterGoingforitShot",2010
127,NA,"Jimmy Walker",82,25.4,119830,131,"AverageDistanceafterGoingforitShot",2010
129,NA,"Richard Johnson",90,25.5,79813,87,"AverageDistanceafterGoingforitShot",2010
129,NA,"Andres Romero",73,25.5,146624,160,"AverageDistanceafterGoingforitShot",2010
131,NA,"Tom Gillis",97,25.6,165675,180,"AverageDistanceafterGoingforitShot",2010
131,NA,"John Mallinger",78,25.6,91120,99,"AverageDistanceafterGoingforitShot",2010
133,NA,"Martin Flores",75,25.7,138711,150,"AverageDistanceafterGoingforitShot",2010
134,NA,"Greg Chalmers",93,25.8,114956,124,"AverageDistanceafterGoingforitShot",2010
134,NA,"John Daly",63,25.8,95569,103,"AverageDistanceafterGoingforitShot",2010
134,NA,"Zach Johnson",93,25.8,115379,124,"AverageDistanceafterGoingforitShot",2010
134,NA,"Rocco Mediate",71,25.8,75351,81,"AverageDistanceafterGoingforitShot",2010
134,NA,"Rod Pampling",77,25.8,123487,133,"AverageDistanceafterGoingforitShot",2010
134,NA,"Rory Sabbatini",79,25.8,143247,154,"AverageDistanceafterGoingforitShot",2010
140,NA,"Mathew Goggin",85,25.9,146288,157,"AverageDistanceafterGoingforitShot",2010
140,NA,"Brenden Pappas",66,25.9,86758,93,"AverageDistanceafterGoingforitShot",2010
140,NA,"Johnson Wagner",85,25.9,109270,117,"AverageDistanceafterGoingforitShot",2010
140,NA,"Charlie Wi",95,25.9,113834,122,"AverageDistanceafterGoingforitShot",2010
144,NA,"Blake Adams",84,26,98340,105,"AverageDistanceafterGoingforitShot",2010
144,NA,"Tim Petrovic",105,26,131788,141,"AverageDistanceafterGoingforitShot",2010
144,NA,"John Senden",103,26,163888,175,"AverageDistanceafterGoingforitShot",2010
147,NA,"Cameron Beckman",68,26.1,84691,90,"AverageDistanceafterGoingforitShot",2010
147,NA,"Jason Bohn",84,26.1,105234,112,"AverageDistanceafterGoingforitShot",2010
147,NA,"Daniel Chopra",74,26.1,123145,131,"AverageDistanceafterGoingforitShot",2010
147,NA,"Nicholas Thompson",88,26.1,152180,162,"AverageDistanceafterGoingforitShot",2010
151,NA,"Rich Barcelo",70,26.4,80789,85,"AverageDistanceafterGoingforitShot",2010
151,NA,"Brent Delahoussaye",57,26.4,43748,46,"AverageDistanceafterGoingforitShot",2010
