"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2010","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2010","AverageDistanceafterGoingforitShot_PLAYERNAME_2010","AverageDistanceafterGoingforitShot_ROUNDS_2010","AverageDistanceafterGoingforitShot_AVG_2010","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2010","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2010","stat_name","year"
151,NA,"Brad Faxon",58,26.4,36161,38,"AverageDistanceafterGoingforitShot",2010
151,NA,"Charles Howell III",103,26.4,153674,162,"AverageDistanceafterGoingforitShot",2010
151,NA,"Michael Sim",64,26.4,69276,73,"AverageDistanceafterGoingforitShot",2010
156,NA,"Jerry Kelly",99,26.6,123744,129,"AverageDistanceafterGoingforitShot",2010
156,NA,"Troy Matteson",84,26.6,164451,172,"AverageDistanceafterGoingforitShot",2010
156,NA,"David Toms",86,26.6,94866,99,"AverageDistanceafterGoingforitShot",2010
156,NA,"Steve Wheatcroft",74,26.6,98738,103,"AverageDistanceafterGoingforitShot",2010
160,NA,"Paul Stankowski",62,26.9,92130,95,"AverageDistanceafterGoingforitShot",2010
161,NA,"Chris DiMarco",88,27.1,101527,104,"AverageDistanceafterGoingforitShot",2010
161,NA,"Aron Price",70,27.1,110335,113,"AverageDistanceafterGoingforitShot",2010
161,NA,"Brandt Snedeker",89,27.1,99427,102,"AverageDistanceafterGoingforitShot",2010
164,NA,"Dean Wilson",54,27.3,53092,54,"AverageDistanceafterGoingforitShot",2010
165,NA,"Vance Veazey",58,27.4,56271,57,"AverageDistanceafterGoingforitShot",2010
165,NA,"Scott Verplank",74,27.4,72951,74,"AverageDistanceafterGoingforitShot",2010
167,NA,"Justin Bolli",55,27.5,48579,49,"AverageDistanceafterGoingforitShot",2010
168,NA,"Shaun Micheel",70,27.7,68889,69,"AverageDistanceafterGoingforitShot",2010
169,NA,"Ryuji Imada",90,27.8,112999,113,"AverageDistanceafterGoingforitShot",2010
169,NA,"James Nitties",92,27.8,148879,149,"AverageDistanceafterGoingforitShot",2010
171,NA,"Mark Wilson",87,27.9,124453,124,"AverageDistanceafterGoingforitShot",2010
172,NA,"Ted Purdy",86,28,162114,161,"AverageDistanceafterGoingforitShot",2010
173,NA,"Jay Williamson",76,28.1,66717,66,"AverageDistanceafterGoingforitShot",2010
174,NA,"Mike Weir",59,28.5,56404,55,"AverageDistanceafterGoingforitShot",2010
175,NA,"Ben Curtis",78,28.6,71134,69,"AverageDistanceafterGoingforitShot",2010
176,NA,"Garrett Willis",82,28.7,132433,128,"AverageDistanceafterGoingforitShot",2010
177,NA,"Freddie Jacobson",83,28.9,110422,106,"AverageDistanceafterGoingforitShot",2010
177,NA,"Justin Leonard",89,28.9,75915,73,"AverageDistanceafterGoingforitShot",2010
179,NA,"Jeff Maggert",76,29.1,87034,83,"AverageDistanceafterGoingforitShot",2010
180,NA,"Chad Collins",87,29.5,114597,108,"AverageDistanceafterGoingforitShot",2010
180,NA,"Paul Goydos",78,29.5,78455,74,"AverageDistanceafterGoingforitShot",2010
182,NA,"Craig Bowden",56,29.6,39493,37,"AverageDistanceafterGoingforitShot",2010
183,NA,"Chris Riley",73,29.7,83329,78,"AverageDistanceafterGoingforitShot",2010
184,NA,"Brian Gay",101,29.8,72968,68,"AverageDistanceafterGoingforitShot",2010
185,NA,"Brian Stuard",81,30.3,105733,97,"AverageDistanceafterGoingforitShot",2010
186,NA,"Kevin Johnson",62,30.4,68910,63,"AverageDistanceafterGoingforitShot",2010
187,NA,"Nathan Green",86,30.6,129961,118,"AverageDistanceafterGoingforitShot",2010
188,NA,"Geoff Ogilvy",62,30.8,92038,83,"AverageDistanceafterGoingforitShot",2010
188,NA,"Webb Simpson",98,30.8,145042,131,"AverageDistanceafterGoingforitShot",2010
190,NA,"Skip Kendall",58,31.3,66412,59,"AverageDistanceafterGoingforitShot",2010
191,NA,"Greg Kraft",52,34.3,46986,38,"AverageDistanceafterGoingforitShot",2010
192,NA,"Omar Uresti",74,35.3,68613,54,"AverageDistanceafterGoingforitShot",2010
