"FirstTeeLatePar4ScoringAverage_RANKTHISWEEK_2012","FirstTeeLatePar4ScoringAverage_RANKLASTWEEK_2012","FirstTeeLatePar4ScoringAverage_PLAYERNAME_2012","FirstTeeLatePar4ScoringAverage_ROUNDS_2012","FirstTeeLatePar4ScoringAverage_AVG_2012","FirstTeeLatePar4ScoringAverage_TOTALSTROKES_2012","FirstTeeLatePar4ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Daniel Summerhays",81,3.94,886,225,"FirstTeeLatePar4ScoringAverage",2012
2,2,"Bubba Watson",68,3.97,1648,415,"FirstTeeLatePar4ScoringAverage",2012
3,3,"JJ Henry",93,3.98,831,209,"FirstTeeLatePar4ScoringAverage",2012
3,3,"Chris Kirk",93,3.98,1135,285,"FirstTeeLatePar4ScoringAverage",2012
3,3,"Ryan Moore",89,3.98,1542,387,"FirstTeeLatePar4ScoringAverage",2012
3,3,"Steve Stricker",73,3.98,1833,461,"FirstTeeLatePar4ScoringAverage",2012
7,7,"Jason Day",57,3.99,775,194,"FirstTeeLatePar4ScoringAverage",2012
7,7,"Jason Dufner",83,3.99,1837,460,"FirstTeeLatePar4ScoringAverage",2012
7,7,"Bill Haas",79,3.99,1462,366,"FirstTeeLatePar4ScoringAverage",2012
7,7,"Bo Van Pelt",84,3.99,1595,400,"FirstTeeLatePar4ScoringAverage",2012
11,11,"Bud Cauley",99,4,1556,389,"FirstTeeLatePar4ScoringAverage",2012
11,11,"Ernie Els",80,4,1477,369,"FirstTeeLatePar4ScoringAverage",2012
11,11,"Robert Garrigus",89,4,1297,324,"FirstTeeLatePar4ScoringAverage",2012
11,11,"John Merrick",83,4,877,219,"FirstTeeLatePar4ScoringAverage",2012
11,11,"Scott Piercy",95,4,1451,363,"FirstTeeLatePar4ScoringAverage",2012
11,11,"Mark Wilson",84,4,596,149,"FirstTeeLatePar4ScoringAverage",2012
11,11,"Tiger Woods",69,4,1782,445,"FirstTeeLatePar4ScoringAverage",2012
18,18,"Tim Clark",60,4.01,1116,278,"FirstTeeLatePar4ScoringAverage",2012
18,18,"Ben Curtis",62,4.01,918,229,"FirstTeeLatePar4ScoringAverage",2012
18,18,"Graham DeLaet",79,4.01,955,238,"FirstTeeLatePar4ScoringAverage",2012
18,18,"Graeme McDowell",55,4.01,1100,274,"FirstTeeLatePar4ScoringAverage",2012
18,18,"Kevin Na",80,4.01,1163,290,"FirstTeeLatePar4ScoringAverage",2012
18,18,"Louis Oosthuizen",65,4.01,1031,257,"FirstTeeLatePar4ScoringAverage",2012
18,18,"Alexandre Rocha",62,4.01,353,88,"FirstTeeLatePar4ScoringAverage",2012
18,18,"Justin Rose",69,4.01,1411,352,"FirstTeeLatePar4ScoringAverage",2012
18,18,"John Senden",81,4.01,1384,345,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Scott Dunlap",57,4.02,587,146,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Jim Furyk",85,4.02,1762,438,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Dustin Johnson",70,4.02,1404,349,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Kevin Kisner",69,4.02,791,197,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Matt Kuchar",86,4.02,1876,467,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Danny Lee",74,4.02,865,215,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Seung Yul Noh",105,4.02,1354,337,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Webb Simpson",77,4.02,1827,454,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Vijay Singh",99,4.02,1597,397,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Brandt Snedeker",81,4.02,1613,401,"FirstTeeLatePar4ScoringAverage",2012
27,27,"Lee Westwood",60,4.02,1173,292,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Jonas Blixt",72,4.03,1003,249,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Brian Davis",91,4.03,1501,372,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Brendon de Jonge",115,4.03,1741,432,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Matt Every",80,4.03,1115,277,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Bobby Gates",87,4.03,882,219,"FirstTeeLatePar4ScoringAverage",2012
38,38,"John Huh",99,4.03,1095,272,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Hunter Mahan",88,4.03,1449,360,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Rory McIlroy",60,4.03,1543,383,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Nick OHern",78,4.03,725,180,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Dicky Pride",62,4.03,782,194,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Heath Slocum",93,4.03,984,244,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Kevin Stadler",85,4.03,1349,335,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Scott Stallings",78,4.03,1119,278,"FirstTeeLatePar4ScoringAverage",2012
38,38,"Vaughn Taylor",81,4.03,946,235,"FirstTeeLatePar4ScoringAverage",2012
38,38,"DJ Trahan",73,4.03,874,217,"FirstTeeLatePar4ScoringAverage",2012
53,53,"Stuart Appleby",75,4.04,1146,284,"FirstTeeLatePar4ScoringAverage",2012
53,53,"Will Claxton",99,4.04,1322,327,"FirstTeeLatePar4ScoringAverage",2012
53,53,"Luke Donald",63,4.04,1334,330,"FirstTeeLatePar4ScoringAverage",2012
53,53,"Billy Horschel",63,4.04,807,200,"FirstTeeLatePar4ScoringAverage",2012
53,53,"Justin Leonard",79,4.04,837,207,"FirstTeeLatePar4ScoringAverage",2012
53,53,"David Mathis",83,4.04,1191,295,"FirstTeeLatePar4ScoringAverage",2012
53,53,"Bryce Molder",83,4.04,991,245,"FirstTeeLatePar4ScoringAverage",2012
53,53,"DA Points",88,4.04,1006,249,"FirstTeeLatePar4ScoringAverage",2012
53,53,"Johnson Wagner",88,4.04,1209,299,"FirstTeeLatePar4ScoringAverage",2012
62,62,"Mark Anderson",75,4.05,539,133,"FirstTeeLatePar4ScoringAverage",2012
62,62,"Keegan Bradley",90,4.05,1964,485,"FirstTeeLatePar4ScoringAverage",2012
62,62,"Jonathan Byrd",69,4.05,1167,288,"FirstTeeLatePar4ScoringAverage",2012
62,62,"Gavin Coles",72,4.05,778,192,"FirstTeeLatePar4ScoringAverage",2012
62,62,"Erik Compton",81,4.05,866,214,"FirstTeeLatePar4ScoringAverage",2012
62,62,"Ken Duke",104,4.05,1439,355,"FirstTeeLatePar4ScoringAverage",2012
62,62,"Charley Hoffman",88,4.05,882,218,"FirstTeeLatePar4ScoringAverage",2012
