"PuttingAverage_RANKTHISWEEK_2010","PuttingAverage_RANKLASTWEEK_2010","PuttingAverage_PLAYERNAME_2010","PuttingAverage_ROUNDS_2010","PuttingAverage_AVG_2010","PuttingAverage_GIRPUTTS_2010","PuttingAverage_GREENSHIT_2010","PuttingAverage_BIRDIECONVERSION_2010","PuttingAverage_GIRRANK_2010","stat_name","year"
1,1,"Brandt Snedeker",89,1.71,1708,999,32.73,182,"PuttingAverage",2010
2,2,"Aaron Baddeley",94,1.735,1896,1093,31.65,164,"PuttingAverage",2010
2,2,"Brian Gay",101,1.735,1941,1119,29.12,171,"PuttingAverage",2010
4,4,"Carl Pettersson",99,1.736,1814,1045,29.82,169,"PuttingAverage",2010
5,5,"JP Hayes",79,1.738,1549,891,29.95,130,"PuttingAverage",2010
6,6,"Zach Johnson",93,1.739,1895,1090,30.58,111,"PuttingAverage",2010
6,6,"Matt Kuchar",97,1.739,2063,1186,31.22,34,"PuttingAverage",2010
8,8,"Chris Couch",66,1.742,1376,790,32.32,114,"PuttingAverage",2010
8,8,"Jeff Quinney",91,1.742,1786,1025,31.02,148,"PuttingAverage",2010
10,10,"Ryan Palmer",84,1.744,1727,990,32.19,145,"PuttingAverage",2010
11,11,"Michael Sim",64,1.745,1293,741,29.82,149,"PuttingAverage",2010
12,12,"Steve Stricker",73,1.746,1545,885,30.8,60,"PuttingAverage",2010
13,13,"Greg Chalmers",93,1.748,1932,1105,29.19,129,"PuttingAverage",2010
14,14,"Tom Gillis",97,1.749,2015,1152,32.93,131,"PuttingAverage",2010
15,15,"Matt Bettencourt",91,1.75,1573,899,31.28,189,"PuttingAverage",2010
15,15,"Padraig Harrington",57,1.75,1092,624,29.65,184,"PuttingAverage",2010
17,17,"Chad Collins",87,1.751,1576,900,28.87,172,"PuttingAverage",2010
17,17,"Luke Donald",71,1.751,1399,799,28.54,152,"PuttingAverage",2010
17,17,"Brad Faxon",58,1.751,1005,574,29.27,190,"PuttingAverage",2010
17,17,"Webb Simpson",98,1.751,2043,1167,29.86,121,"PuttingAverage",2010
21,21,"Ben Crane",85,1.752,1764,1007,29.94,63,"PuttingAverage",2010
21,21,"Charley Hoffman",85,1.752,1741,994,32.93,112,"PuttingAverage",2010
21,21,"Kevin Na",94,1.752,1932,1103,30.31,137,"PuttingAverage",2010
21,21,"Geoff Ogilvy",62,1.752,1281,731,31.46,83,"PuttingAverage",2010
21,21,"Charlie Wi",95,1.752,1994,1138,29.64,110,"PuttingAverage",2010
26,26,"Paul Casey",64,1.753,1257,717,31.38,48,"PuttingAverage",2010
26,26,"Matt Jones",89,1.753,1834,1046,30.87,151,"PuttingAverage",2010
26,26,"Jeff Overton",89,1.753,1793,1023,30.85,96,"PuttingAverage",2010
26,26,"Paul Stankowski",62,1.753,1208,689,30.77,9,"PuttingAverage",2010
26,26,"David Toms",86,1.753,1813,1034,30.17,87,"PuttingAverage",2010
31,31,"Jason Bohn",84,1.755,1799,1025,29.03,79,"PuttingAverage",2010
31,31,"Ryuji Imada",90,1.755,1834,1045,29.34,165,"PuttingAverage",2010
31,31,"Justin Leonard",89,1.755,1809,1031,29.21,156,"PuttingAverage",2010
31,31,"Kevin Streelman",90,1.755,1811,1032,31.36,104,"PuttingAverage",2010
35,35,"Tim Clark",88,1.756,1793,1021,28.39,102,"PuttingAverage",2010
36,36,"Troy Merritt",86,1.758,1740,990,31.95,145,"PuttingAverage",2010
37,37,"Brendon de Jonge",114,1.759,2352,1337,29.31,17,"PuttingAverage",2010
37,37,"Paul Goydos",78,1.759,1629,926,29.47,134,"PuttingAverage",2010
37,37,"Scott Verplank",74,1.759,1476,839,28.76,168,"PuttingAverage",2010
40,40,"Scott Piercy",88,1.76,1889,1073,30.65,82,"PuttingAverage",2010
40,40,"Justin Rose",78,1.76,1639,931,30.75,119,"PuttingAverage",2010
42,42,"Shaun Micheel",70,1.761,1270,721,28.51,163,"PuttingAverage",2010
42,42,"Pat Perez",90,1.761,1967,1117,30.73,42,"PuttingAverage",2010
42,42,"Mike Weir",59,1.761,1046,594,28.47,192,"PuttingAverage",2010
45,45,"Phil Mickelson",76,1.762,1570,891,32.81,155,"PuttingAverage",2010
46,46,"George McNeill",79,1.763,1655,939,30.56,128,"PuttingAverage",2010
46,46,"Bubba Watson",77,1.763,1675,950,32.03,55,"PuttingAverage",2010
46,46,"Dean Wilson",54,1.763,1051,596,28.02,41,"PuttingAverage",2010
49,49,"Charles Howell III",103,1.764,2156,1222,27.46,54,"PuttingAverage",2010
49,49,"Nick Watney",91,1.764,1946,1103,31.57,30,"PuttingAverage",2010
49,49,"YE Yang",72,1.764,1466,831,30.24,134,"PuttingAverage",2010
52,52,"Spencer Levin",110,1.765,2265,1283,28.76,23,"PuttingAverage",2010
53,53,"Retief Goosen",75,1.766,1489,843,29.69,133,"PuttingAverage",2010
53,53,"Freddie Jacobson",83,1.766,1789,1013,29.12,78,"PuttingAverage",2010
53,53,"Bryce Molder",84,1.766,1660,940,28.68,152,"PuttingAverage",2010
56,56,"Jim Furyk",76,1.767,1580,894,28.33,93,"PuttingAverage",2010
56,56,"Dustin Johnson",83,1.767,1772,1003,32.57,70,"PuttingAverage",2010
56,56,"Vaughn Taylor",87,1.767,1891,1070,29.64,59,"PuttingAverage",2010
59,59,"Rich Barcelo",70,1.768,1257,711,28.21,186,"PuttingAverage",2010
59,59,"Chris DiMarco",88,1.768,1802,1019,26.65,91,"PuttingAverage",2010
59,59,"Ernie Els",72,1.768,1512,855,29.51,75,"PuttingAverage",2010
59,59,"Ryan Moore",80,1.768,1676,948,29.92,104,"PuttingAverage",2010
59,59,"Alex Prugh",88,1.768,1878,1062,30.25,53,"PuttingAverage",2010
59,59,"Rory Sabbatini",79,1.768,1614,913,32.13,101,"PuttingAverage",2010
59,59,"Jerod Turner",54,1.768,863,488,28.89,191,"PuttingAverage",2010
66,66,"Steve Flesch",78,1.769,1479,836,27.92,176,"PuttingAverage",2010
67,67,"Blake Adams",84,1.77,1743,985,28.44,102,"PuttingAverage",2010
67,67,"Robert Allenby",76,1.77,1607,908,29.46,67,"PuttingAverage",2010
67,67,"JB Holmes",100,1.77,2087,1179,31.8,144,"PuttingAverage",2010
67,67,"Steve Marino",81,1.77,1742,984,30.31,88,"PuttingAverage",2010
67,67,"Jimmy Walker",82,1.77,1637,925,29.22,138,"PuttingAverage",2010
72,72,"Stephen Ames",75,1.771,1599,903,27.72,79,"PuttingAverage",2010
73,73,"David Duval",71,1.772,1455,821,28.87,124,"PuttingAverage",2010
73,73,"Matt Every",60,1.772,1198,676,31.95,162,"PuttingAverage",2010
75,75,"Michael Connell",89,1.773,1730,976,29.16,95,"PuttingAverage",2010
75,75,"Steve Elkington",74,1.773,1491,841,26.61,47,"PuttingAverage",2010
77,77,"KJ Choi",82,1.774,1707,962,28.93,56,"PuttingAverage",2010
77,77,"Bill Haas",87,1.774,1942,1095,29.21,21,"PuttingAverage",2010
79,79,"Chris Riley",73,1.775,1441,812,27.13,92,"PuttingAverage",2010
79,79,"Steve Wheatcroft",74,1.775,1338,754,29.75,170,"PuttingAverage",2010
81,81,"Ricky Barnes",103,1.776,2247,1265,28.84,62,"PuttingAverage",2010
81,81,"Daniel Chopra",74,1.776,1458,821,28.94,187,"PuttingAverage",2010
81,81,"James Nitties",92,1.776,1827,1029,29.77,116,"PuttingAverage",2010
81,81,"Joe Ogilvie",99,1.776,1964,1106,28.88,125,"PuttingAverage",2010
81,81,"Tim Petrovic",105,1.776,2227,1254,27.93,118,"PuttingAverage",2010
81,81,"Bo Van Pelt",104,1.776,2302,1296,30.4,37,"PuttingAverage",2010
87,87,"Stewart Cink",84,1.777,1756,988,29.37,52,"PuttingAverage",2010
87,87,"Jason Day",82,1.777,1775,999,28.89,84,"PuttingAverage",2010
89,89,"Stuart Appleby",101,1.778,1959,1102,28.61,185,"PuttingAverage",2010
89,89,"Aron Price",70,1.778,1444,812,29.1,10,"PuttingAverage",2010
91,91,"Rickie Fowler",98,1.779,2194,1233,28.09,22,"PuttingAverage",2010
91,91,"Michael Letzig",84,1.779,1827,1027,30.05,72,"PuttingAverage",2010
91,91,"Kevin Stadler",86,1.779,1697,954,29.77,70,"PuttingAverage",2010
91,91,"Brian Stuard",81,1.779,1562,878,27.45,158,"PuttingAverage",2010
95,95,"Garrett Willis",82,1.78,1746,981,28.88,24,"PuttingAverage",2010
96,96,"Nathan Green",86,1.781,1742,978,28.07,174,"PuttingAverage",2010
96,96,"Andres Romero",73,1.781,1523,855,28.91,157,"PuttingAverage",2010
98,98,"Scott McCarron",90,1.782,1900,1066,28.15,140,"PuttingAverage",2010
99,99,"Lucas Glover",75,1.783,1601,898,30.1,90,"PuttingAverage",2010
100,100,"Tom Pernice Jr",74,1.785,1480,829,25.81,25,"PuttingAverage",2010
101,101,"Woody Austin",93,1.786,1943,1088,28.29,72,"PuttingAverage",2010
101,101,"Brian Davis",101,1.786,2048,1147,27.69,175,"PuttingAverage",2010
101,101,"Martin Flores",75,1.786,1479,828,29.14,161,"PuttingAverage",2010
101,101,"Robert Garrigus",71,1.786,1413,791,31.31,86,"PuttingAverage",2010
101,101,"Chris Tidland",77,1.786,1557,872,28.13,117,"PuttingAverage",2010
101,101,"Johnson Wagner",85,1.786,1777,995,28.13,61,"PuttingAverage",2010
107,107,"James Driscoll",78,1.787,1676,938,28.31,97,"PuttingAverage",2010
107,107,"Joe Durant",67,1.787,1412,790,27.03,3,"PuttingAverage",2010
109,109,"John Daly",63,1.788,1162,650,29.89,142,"PuttingAverage",2010
109,109,"Brenden Pappas",66,1.788,1327,742,26.89,115,"PuttingAverage",2010
111,111,"Skip Kendall",58,1.789,1007,563,26.47,179,"PuttingAverage",2010
112,112,"Brett Quigley",96,1.79,2146,1199,27.57,16,"PuttingAverage",2010
112,112,"Vijay Singh",75,1.79,1636,914,28.76,51,"PuttingAverage",2010
112,112,"DJ Trahan",92,1.79,2112,1180,29.65,7,"PuttingAverage",2010
115,115,"JJ Henry",92,1.791,1861,1039,25.97,46,"PuttingAverage",2010
115,115,"Lee Janzen",77,1.791,1680,938,26.84,84,"PuttingAverage",2010
115,115,"John Mallinger",78,1.791,1644,918,27.48,94,"PuttingAverage",2010
115,115,"Josh Teater",101,1.791,2196,1226,27.64,45,"PuttingAverage",2010
119,119,"Marc Leishman",87,1.792,1871,1044,28.95,104,"PuttingAverage",2010
120,120,"Richard Johnson",90,1.793,1813,1011,25.22,58,"PuttingAverage",2010
120,120,"Jerry Kelly",99,1.793,2069,1154,26.87,88,"PuttingAverage",2010
120,120,"Jeff Maggert",76,1.793,1465,817,26.75,100,"PuttingAverage",2010
123,123,"Chad Campbell",95,1.794,2092,1166,26.63,44,"PuttingAverage",2010
123,123,"Martin Laird",91,1.794,1993,1111,28.92,77,"PuttingAverage",2010
123,123,"Derek Lamely",81,1.794,1500,836,27.97,183,"PuttingAverage",2010
123,123,"John Rollins",81,1.794,1783,994,29.39,66,"PuttingAverage",2010
123,123,"Jeev Milkha Singh",59,1.794,1096,611,25.94,152,"PuttingAverage",2010
128,128,"Rory McIlroy",54,1.795,1113,620,28.76,120,"PuttingAverage",2010
129,129,"Jonathan Byrd",85,1.796,1924,1071,28.06,20,"PuttingAverage",2010
129,129,"Tim Herron",79,1.796,1570,874,27.84,113,"PuttingAverage",2010
129,129,"John Merrick",109,1.796,2293,1277,27.8,14,"PuttingAverage",2010
132,132,"Steve Lowery",67,1.797,1335,743,26.05,143,"PuttingAverage",2010
132,132,"Hunter Mahan",85,1.797,1865,1038,28.31,49,"PuttingAverage",2010
132,132,"Camilo Villegas",78,1.797,1538,856,29.01,127,"PuttingAverage",2010
135,135,"Kevin Johnson",62,1.798,1133,630,25.08,180,"PuttingAverage",2010
136,136,"Angel Cabrera",64,1.799,1342,746,28.86,141,"PuttingAverage",2010
136,136,"Ted Purdy",86,1.799,1698,944,27.78,167,"PuttingAverage",2010
136,136,"Adam Scott",70,1.799,1533,852,29.52,31,"PuttingAverage",2010
136,136,"Kevin Sutherland",86,1.799,2004,1114,26.26,2,"PuttingAverage",2010
140,140,"Michael Bradley",77,1.8,1624,902,26.19,49,"PuttingAverage",2010
140,140,"Alex Cejka",81,1.8,1705,947,26.41,109,"PuttingAverage",2010
140,140,"Ben Curtis",78,1.8,1719,955,24.5,69,"PuttingAverage",2010
140,140,"Bob Estes",79,1.8,1735,964,26.79,79,"PuttingAverage",2010
140,140,"Rod Pampling",77,1.8,1620,900,25.56,159,"PuttingAverage",2010
140,140,"Jay Williamson",76,1.8,1519,844,26.69,42,"PuttingAverage",2010
146,146,"Brett Wetterich",54,1.801,1192,662,28.9,68,"PuttingAverage",2010
147,147,"Heath Slocum",97,1.802,2099,1165,26.61,32,"PuttingAverage",2010
148,148,"Nicholas Thompson",88,1.803,1850,1026,27.19,75,"PuttingAverage",2010
149,149,"Henrik Bjornstad",72,1.804,1481,821,27.8,38,"PuttingAverage",2010
149,149,"Ian Poulter",55,1.804,994,551,26.13,181,"PuttingAverage",2010
149,149,"Vance Veazey",58,1.804,1059,587,26.5,177,"PuttingAverage",2010
152,152,"Chris Stroud",90,1.805,1847,1023,27.3,36,"PuttingAverage",2010
152,152,"Charles Warren",64,1.805,1352,749,29.91,4,"PuttingAverage",2010
152,152,"Mark Wilson",87,1.805,1895,1050,25.17,12,"PuttingAverage",2010
155,155,"Briny Baird",87,1.807,1874,1037,24.64,33,"PuttingAverage",2010
155,155,"Cameron Beckman",68,1.807,1377,762,25.59,122,"PuttingAverage",2010
155,155,"Will Ma Kenzie",72,1.807,1605,888,27.31,56,"PuttingAverage",2010
158,158,"DA Points",90,1.808,1989,1100,27.01,74,"PuttingAverage",2010
159,159,"Sergio Garcia",58,1.809,1120,619,28.2,123,"PuttingAverage",2010
159,159,"Andrew McLardy",52,1.809,1031,570,24.78,132,"PuttingAverage",2010
159,159,"Greg Owen",69,1.809,1550,857,26.67,40,"PuttingAverage",2010
162,162,"Jarrod Lyle",54,1.81,979,541,26.67,149,"PuttingAverage",2010
163,163,"Jason Dufner",87,1.812,1892,1044,27.76,104,"PuttingAverage",2010
163,163,"John Senden",103,1.812,2435,1344,25.84,1,"PuttingAverage",2010
165,165,"Chris Wilson",65,1.813,1218,672,26.27,173,"PuttingAverage",2010
166,166,"Brent Delahoussaye",57,1.814,1112,613,23,98,"PuttingAverage",2010
167,167,"Graham DeLaet",88,1.815,1909,1052,29.71,6,"PuttingAverage",2010
167,167,"Cliff Kresge",50,1.815,1002,552,25.77,104,"PuttingAverage",2010
167,167,"Davis Love III",79,1.815,1813,999,27.29,13,"PuttingAverage",2010
170,170,"Sean OHair",84,1.817,1830,1007,26.77,63,"PuttingAverage",2010
170,170,"Boo Weekley",88,1.817,1833,1009,25.72,17,"PuttingAverage",2010
172,172,"Cameron Percy",73,1.818,1567,862,27.18,11,"PuttingAverage",2010
173,173,"Bill Lunde",79,1.819,1617,889,25.93,139,"PuttingAverage",2010
173,173,"Garth Mulroy",53,1.819,1124,618,27.35,17,"PuttingAverage",2010
173,173,"Omar Uresti",74,1.819,1519,835,22.87,63,"PuttingAverage",2010
176,176,"Rocco Mediate",71,1.821,1568,861,24.03,35,"PuttingAverage",2010
177,177,"Mark Calcavecchia",50,1.822,902,495,27.94,145,"PuttingAverage",2010
178,178,"David Lutterus",69,1.824,1330,729,24.9,166,"PuttingAverage",2010
179,179,"Mathew Goggin",85,1.825,1947,1067,24.77,26,"PuttingAverage",2010
179,179,"Kenny Perry",69,1.825,1542,845,24.88,39,"PuttingAverage",2010
181,181,"Troy Matteson",84,1.828,1974,1080,25.42,5,"PuttingAverage",2010
182,182,"Greg Kraft",52,1.829,918,502,23.71,188,"PuttingAverage",2010
182,182,"Roland Thatcher",72,1.829,1562,854,25.44,136,"PuttingAverage",2010
184,184,"Craig Bowden",56,1.831,1053,575,22.96,178,"PuttingAverage",2010
184,184,"Mathias Gronberg",61,1.831,1210,661,27.84,99,"PuttingAverage",2010
186,186,"Kris Blanks",91,1.832,1947,1063,25.05,8,"PuttingAverage",2010
187,187,"Trevor Immelman",55,1.833,1199,654,24.54,126,"PuttingAverage",2010
188,188,"Justin Bolli",55,1.834,1049,572,23.99,160,"PuttingAverage",2010
188,188,"Cameron Tringale",55,1.834,1135,619,25.4,15,"PuttingAverage",2010
190,190,"Billy Mayfair",78,1.835,1611,878,25.03,29,"PuttingAverage",2010
191,191,"Roger Tambellini",77,1.842,1595,866,23.5,27,"PuttingAverage",2010
192,192,"Jeff Gove",57,1.85,1184,640,22.85,28,"PuttingAverage",2010
