"3PuttAvoidanceRound4_RANKTHISWEEK_2011","3PuttAvoidanceRound4_RANKLASTWEEK_2011","3PuttAvoidanceRound4_PLAYERNAME_2011","3PuttAvoidanceRound4__2011","3PuttAvoidanceRound4_Pct_2011","3PuttAvoidanceRound4_TOTAL3PUTTS_2011","3PuttAvoidanceRound4_TOTALHOLES_2011","stat_name","year"
1,1,"Angel Cabrera",NA,0.69,1,144,"3PuttAvoidanceRound4",2011
1,1,"Chris DiMarco",NA,0.69,2,288,"3PuttAvoidanceRound4",2011
1,1,"Kevin Stadler",NA,0.69,2,288,"3PuttAvoidanceRound4",2011
4,4,"Zach Johnson",NA,0.98,3,306,"3PuttAvoidanceRound4",2011
5,5,"Jonathan Byrd",NA,1.11,3,270,"3PuttAvoidanceRound4",2011
5,5,"Luke Donald",NA,1.11,3,270,"3PuttAvoidanceRound4",2011
5,5,"Richard Johnson",NA,1.11,2,180,"3PuttAvoidanceRound4",2011
5,5,"Matt Jones",NA,1.11,2,180,"3PuttAvoidanceRound4",2011
9,9,"Stewart Cink",NA,1.19,3,252,"3PuttAvoidanceRound4",2011
10,10,"Kevin Streelman",NA,1.23,4,324,"3PuttAvoidanceRound4",2011
11,11,"Ryan Moore",NA,1.31,4,306,"3PuttAvoidanceRound4",2011
12,12,"David Mathis",NA,1.39,4,288,"3PuttAvoidanceRound4",2011
13,13,"JJ Henry",NA,1.46,5,342,"3PuttAvoidanceRound4",2011
14,14,"Kevin Na",NA,1.48,4,270,"3PuttAvoidanceRound4",2011
14,14,"Tim Petrovic",NA,1.48,4,270,"3PuttAvoidanceRound4",2011
14,14,"Tag Ridings",NA,1.48,4,270,"3PuttAvoidanceRound4",2011
14,14,"Heath Slocum",NA,1.48,4,270,"3PuttAvoidanceRound4",2011
18,18,"Roland Thatcher",NA,1.52,3,198,"3PuttAvoidanceRound4",2011
18,18,"Camilo Villegas",NA,1.52,3,198,"3PuttAvoidanceRound4",2011
20,20,"Tommy Gainey",NA,1.54,5,324,"3PuttAvoidanceRound4",2011
21,21,"Spencer Levin",NA,1.56,7,450,"3PuttAvoidanceRound4",2011
22,22,"Pat Perez",NA,1.59,4,252,"3PuttAvoidanceRound4",2011
23,23,"Jim Furyk",NA,1.63,5,306,"3PuttAvoidanceRound4",2011
24,24,"Ben Curtis",NA,1.67,3,180,"3PuttAvoidanceRound4",2011
24,24,"Retief Goosen",NA,1.67,3,180,"3PuttAvoidanceRound4",2011
24,24,"Sung Kang",NA,1.67,3,180,"3PuttAvoidanceRound4",2011
24,24,"Bio Kim",NA,1.67,3,180,"3PuttAvoidanceRound4",2011
28,28,"Aaron Baddeley",NA,1.74,5,288,"3PuttAvoidanceRound4",2011
28,28,"KJ Choi",NA,1.74,5,288,"3PuttAvoidanceRound4",2011
30,30,"Brian Davis",NA,1.85,7,378,"3PuttAvoidanceRound4",2011
30,30,"Brendon de Jonge",NA,1.85,7,378,"3PuttAvoidanceRound4",2011
30,30,"George McNeill",NA,1.85,4,216,"3PuttAvoidanceRound4",2011
33,33,"Freddie Jacobson",NA,1.94,7,360,"3PuttAvoidanceRound4",2011
34,34,"David Hearn",NA,1.96,6,306,"3PuttAvoidanceRound4",2011
35,35,"Bryce Molder",NA,1.98,5,252,"3PuttAvoidanceRound4",2011
36,36,"Kevin Kisner",NA,2.02,4,198,"3PuttAvoidanceRound4",2011
37,37,"William McGirt",NA,2.05,7,342,"3PuttAvoidanceRound4",2011
38,38,"Chris Couch",NA,2.08,6,288,"3PuttAvoidanceRound4",2011
38,38,"JP Hayes",NA,2.08,3,144,"3PuttAvoidanceRound4",2011
38,38,"Jerry Kelly",NA,2.08,6,288,"3PuttAvoidanceRound4",2011
38,38,"Graeme McDowell",NA,2.08,3,144,"3PuttAvoidanceRound4",2011
38,38,"David Toms",NA,2.08,6,288,"3PuttAvoidanceRound4",2011
43,43,"Chris Riley",NA,2.14,5,234,"3PuttAvoidanceRound4",2011
44,44,"Chris Kirk",NA,2.22,6,270,"3PuttAvoidanceRound4",2011
44,44,"Scott McCarron",NA,2.22,4,180,"3PuttAvoidanceRound4",2011
44,44,"Ian Poulter",NA,2.22,4,180,"3PuttAvoidanceRound4",2011
44,44,"Aron Price",NA,2.22,4,180,"3PuttAvoidanceRound4",2011
44,44,"Jim Renner",NA,2.22,4,180,"3PuttAvoidanceRound4",2011
44,44,"DJ Trahan",NA,2.22,6,270,"3PuttAvoidanceRound4",2011
50,50,"Brendan Steele",NA,2.29,7,306,"3PuttAvoidanceRound4",2011
51,51,"Ryuji Imada",NA,2.31,5,216,"3PuttAvoidanceRound4",2011
51,51,"Colt Knost",NA,2.31,5,216,"3PuttAvoidanceRound4",2011
53,53,"Sergio Garcia",NA,2.38,6,252,"3PuttAvoidanceRound4",2011
53,53,"Justin Leonard",NA,2.38,6,252,"3PuttAvoidanceRound4",2011
53,53,"Michael Thompson",NA,2.38,6,252,"3PuttAvoidanceRound4",2011
56,56,"Greg Chalmers",NA,2.43,7,288,"3PuttAvoidanceRound4",2011
57,57,"Brian Gay",NA,2.47,8,324,"3PuttAvoidanceRound4",2011
57,57,"Billy Mayfair",NA,2.47,8,324,"3PuttAvoidanceRound4",2011
57,57,"Chez Reavie",NA,2.47,8,324,"3PuttAvoidanceRound4",2011
57,57,"Rory Sabbatini",NA,2.47,8,324,"3PuttAvoidanceRound4",2011
57,57,"Nate Smith",NA,2.47,4,162,"3PuttAvoidanceRound4",2011
62,62,"Steven Bowditch",NA,2.59,7,270,"3PuttAvoidanceRound4",2011
62,62,"Jason Dufner",NA,2.59,7,270,"3PuttAvoidanceRound4",2011
62,62,"Martin Laird",NA,2.59,7,270,"3PuttAvoidanceRound4",2011
62,62,"Rod Pampling",NA,2.59,7,270,"3PuttAvoidanceRound4",2011
66,66,"John Senden",NA,2.65,10,378,"3PuttAvoidanceRound4",2011
67,67,"Charles Howell III",NA,2.66,11,414,"3PuttAvoidanceRound4",2011
68,68,"DJ Brigman",NA,2.78,5,180,"3PuttAvoidanceRound4",2011
68,68,"Andres Gonzales",NA,2.78,4,144,"3PuttAvoidanceRound4",2011
68,68,"Hunter Haas",NA,2.78,8,288,"3PuttAvoidanceRound4",2011
68,68,"Justin Hicks",NA,2.78,3,108,"3PuttAvoidanceRound4",2011
68,68,"Lee Janzen",NA,2.78,6,216,"3PuttAvoidanceRound4",2011
68,68,"Anthony Kim",NA,2.78,5,180,"3PuttAvoidanceRound4",2011
68,68,"Matt Kuchar",NA,2.78,10,360,"3PuttAvoidanceRound4",2011
68,68,"Bill Lunde",NA,2.78,9,324,"3PuttAvoidanceRound4",2011
68,68,"Hunter Mahan",NA,2.78,10,360,"3PuttAvoidanceRound4",2011
68,68,"Ben Martin",NA,2.78,6,216,"3PuttAvoidanceRound4",2011
68,68,"Ryan Palmer",NA,2.78,8,288,"3PuttAvoidanceRound4",2011
68,68,"Martin Piller",NA,2.78,4,144,"3PuttAvoidanceRound4",2011
68,68,"Brandt Snedeker",NA,2.78,8,288,"3PuttAvoidanceRound4",2011
68,68,"Daniel Summerhays",NA,2.78,4,144,"3PuttAvoidanceRound4",2011
82,82,"Charley Hoffman",NA,2.92,10,342,"3PuttAvoidanceRound4",2011
83,83,"Rickie Fowler",NA,2.94,9,306,"3PuttAvoidanceRound4",2011
83,83,"Vaughn Taylor",NA,2.94,9,306,"3PuttAvoidanceRound4",2011
83,83,"Nick Watney",NA,2.94,9,306,"3PuttAvoidanceRound4",2011
86,86,"Fabian Gomez",NA,2.96,8,270,"3PuttAvoidanceRound4",2011
86,86,"Paul Stankowski",NA,2.96,8,270,"3PuttAvoidanceRound4",2011
86,86,"Jimmy Walker",NA,2.96,8,270,"3PuttAvoidanceRound4",2011
89,89,"Matt Bettencourt",NA,2.99,7,234,"3PuttAvoidanceRound4",2011
89,89,"Kent Jones",NA,2.99,7,234,"3PuttAvoidanceRound4",2011
