"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2013","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2013","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2013","AveragePuttingDistanceGIR3Putts_ROUNDS_2013","AveragePuttingDistanceGIR3Putts_AVG_2013","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2013","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2013","stat_name","year"
1,1,"Andrew Svoboda",46,NA,6.999,11,"AveragePuttingDistanceGIR3Putts",2013
2,2,"Aaron Baddeley",68,NA,16.84,27,"AveragePuttingDistanceGIR3Putts",2013
3,3,"JJ Henry",83,NA,20.855,34,"AveragePuttingDistanceGIR3Putts",2013
4,4,"Matt Kuchar",93,NA,11.015,18,"AveragePuttingDistanceGIR3Putts",2013
5,5,"Will Claxton",67,NA,21.797,37,"AveragePuttingDistanceGIR3Putts",2013
6,6,"Michael Bradley",56,NA,16.424,28,"AveragePuttingDistanceGIR3Putts",2013
7,7,"Mike Weir",60,NA,9.271,16,"AveragePuttingDistanceGIR3Putts",2013
8,8,"Alistair Presnell",59,NA,15.38,27,"AveragePuttingDistanceGIR3Putts",2013
9,9,"Brendon de Jonge",110,NA,23.262,41,"AveragePuttingDistanceGIR3Putts",2013
10,10,"John Rollins",77,NA,16.973,30,"AveragePuttingDistanceGIR3Putts",2013
11,11,"Bubba Watson",76,NA,15.166,27,"AveragePuttingDistanceGIR3Putts",2013
12,12,"Doug LaBelle II",72,NA,12.274,22,"AveragePuttingDistanceGIR3Putts",2013
13,13,"KJ Choi",85,NA,18.913,34,"AveragePuttingDistanceGIR3Putts",2013
14,14,"Ben Crane",62,NA,14.972,27,"AveragePuttingDistanceGIR3Putts",2013
15,15,"Angel Cabrera",73,NA,20.5,37,"AveragePuttingDistanceGIR3Putts",2013
16,16,"John Senden",79,NA,18.196,33,"AveragePuttingDistanceGIR3Putts",2013
17,17,"Justin Leonard",86,NA,12.641,23,"AveragePuttingDistanceGIR3Putts",2013
18,18,"Fabian Gomez",65,NA,13.722,25,"AveragePuttingDistanceGIR3Putts",2013
18,18,"Trevor Immelman",73,NA,21.397,39,"AveragePuttingDistanceGIR3Putts",2013
20,20,"Derek Ernst",58,NA,13.699,25,"AveragePuttingDistanceGIR3Putts",2013
21,21,"Ben Curtis",59,NA,16.345,30,"AveragePuttingDistanceGIR3Putts",2013
21,21,"Bill Haas",85,NA,14.159,26,"AveragePuttingDistanceGIR3Putts",2013
23,23,"Ernie Els",63,NA,10.345,19,"AveragePuttingDistanceGIR3Putts",2013
24,24,"Martin Laird",68,NA,18.446,34,"AveragePuttingDistanceGIR3Putts",2013
25,25,"Padraig Harrington",52,NA,10.303,19,"AveragePuttingDistanceGIR3Putts",2013
26,26,"Chris Stroud",88,NA,17.813,33,"AveragePuttingDistanceGIR3Putts",2013
27,27,"Keegan Bradley",88,NA,14.015,26,"AveragePuttingDistanceGIR3Putts",2013
