"Approach5075yardsRTPScore_RANKTHISWEEK_2016","Approach5075yardsRTPScore_RANKLASTWEEK_2016","Approach5075yardsRTPScore_PLAYERNAME_2016","Approach5075yardsRTPScore_ROUNDS_2016","Approach5075yardsRTPScore_AVGRTP_2016","stat_name","year"
1,1,"Graham DeLaet",50,-1,"Approach5075yardsRTPScore",2016
1,1,"Robert Garrigus",34,-1,"Approach5075yardsRTPScore",2016
3,4,"Justin Rose",35,-0.667,"Approach5075yardsRTPScore",2016
4,31,"Colt Knost",56,-0.625,"Approach5075yardsRTPScore",2016
5,9,"Cameron Tringale",47,-0.615,"Approach5075yardsRTPScore",2016
6,5,"Brendon de Jonge",55,-0.6,"Approach5075yardsRTPScore",2016
6,5,"DJ Trahan",23,-0.6,"Approach5075yardsRTPScore",2016
8,3,"Byeong Hun An",23,-0.571,"Approach5075yardsRTPScore",2016
8,7,"Stewart Cink",45,-0.571,"Approach5075yardsRTPScore",2016
10,8,"Patrick Reed",53,-0.526,"Approach5075yardsRTPScore",2016
11,10,"Derek Fathauer",58,-0.5,"Approach5075yardsRTPScore",2016
11,10,"Billy Hurley III",22,-0.5,"Approach5075yardsRTPScore",2016
11,10,"Seung Yul Noh",54,-0.5,"Approach5075yardsRTPScore",2016
11,10,"Pat Perez",28,-0.5,"Approach5075yardsRTPScore",2016
11,10,"Wes Roach",33,-0.5,"Approach5075yardsRTPScore",2016
11,10,"Ollie Schniederjans",23,-0.5,"Approach5075yardsRTPScore",2016
17,19,"Jason Day",36,-0.467,"Approach5075yardsRTPScore",2016
18,10,"Patrick Rodgers",49,-0.462,"Approach5075yardsRTPScore",2016
19,21,"KJ Choi",47,-0.444,"Approach5075yardsRTPScore",2016
19,21,"Will Wilcox",47,-0.444,"Approach5075yardsRTPScore",2016
21,25,"Brian Gay",22,-0.429,"Approach5075yardsRTPScore",2016
21,20,"JB Holmes",39,-0.429,"Approach5075yardsRTPScore",2016
21,43,"Davis Love III",40,-0.429,"Approach5075yardsRTPScore",2016
21,43,"Will Ma Kenzie",54,-0.429,"Approach5075yardsRTPScore",2016
25,40,"Vijay Singh",42,-0.417,"Approach5075yardsRTPScore",2016
25,26,"Chris Stroud",52,-0.417,"Approach5075yardsRTPScore",2016
25,26,"David Toms",38,-0.417,"Approach5075yardsRTPScore",2016
28,28,"Jon Curran",55,-0.412,"Approach5075yardsRTPScore",2016
28,28,"Smylie Kaufman",57,-0.412,"Approach5075yardsRTPScore",2016
30,31,"Stuart Appleby",39,-0.4,"Approach5075yardsRTPScore",2016
30,31,"Rhein Gibson",36,-0.4,"Approach5075yardsRTPScore",2016
30,10,"Jim Herman",55,-0.4,"Approach5075yardsRTPScore",2016
30,31,"Chris Kirk",51,-0.4,"Approach5075yardsRTPScore",2016
30,43,"William McGirt",54,-0.4,"Approach5075yardsRTPScore",2016
35,37,"Scott Piercy",45,-0.385,"Approach5075yardsRTPScore",2016
36,59,"Bill Haas",42,-0.375,"Approach5075yardsRTPScore",2016
36,59,"Adam Hadwin",53,-0.375,"Approach5075yardsRTPScore",2016
36,30,"Si Woo Kim",63,-0.375,"Approach5075yardsRTPScore",2016
36,10,"Johnson Wagner",44,-0.375,"Approach5075yardsRTPScore",2016
40,43,"John Senden",48,-0.368,"Approach5075yardsRTPScore",2016
41,21,"Jonas Blixt",46,-0.364,"Approach5075yardsRTPScore",2016
42,43,"Shane Bertsch",30,-0.333,"Approach5075yardsRTPScore",2016
42,43,"Miguel Angel Carballo",24,-0.333,"Approach5075yardsRTPScore",2016
42,43,"Jason Dufner",53,-0.333,"Approach5075yardsRTPScore",2016
42,43,"James Hahn",45,-0.333,"Approach5075yardsRTPScore",2016
42,43,"David Hearn",55,-0.333,"Approach5075yardsRTPScore",2016
42,40,"Kelly Kraft",35,-0.333,"Approach5075yardsRTPScore",2016
42,83,"DH Lee",35,-0.333,"Approach5075yardsRTPScore",2016
42,43,"Marc Leishman",41,-0.333,"Approach5075yardsRTPScore",2016
42,40,"Hunter Mahan",43,-0.333,"Approach5075yardsRTPScore",2016
42,38,"Peter Malnati",53,-0.333,"Approach5075yardsRTPScore",2016
42,43,"Ryan Palmer",46,-0.333,"Approach5075yardsRTPScore",2016
42,43,"Charl Schwartzel",29,-0.333,"Approach5075yardsRTPScore",2016
42,120,"Webb Simpson",34,-0.333,"Approach5075yardsRTPScore",2016
55,36,"Jamie Lovemark",57,-0.32,"Approach5075yardsRTPScore",2016
56,59,"Emiliano Grillo",47,-0.313,"Approach5075yardsRTPScore",2016
57,99,"Bronson Burgoon",53,-0.3,"Approach5075yardsRTPScore",2016
57,67,"Rickie Fowler",42,-0.3,"Approach5075yardsRTPScore",2016
57,38,"Rory McIlroy",37,-0.3,"Approach5075yardsRTPScore",2016
60,59,"Louis Oosthuizen",25,-0.286,"Approach5075yardsRTPScore",2016
60,91,"Adam Scott",39,-0.286,"Approach5075yardsRTPScore",2016
60,57,"Kyle Stanley",57,-0.286,"Approach5075yardsRTPScore",2016
63,31,"Scott Brown",59,-0.273,"Approach5075yardsRTPScore",2016
63,63,"Padraig Harrington",38,-0.273,"Approach5075yardsRTPScore",2016
63,63,"Brandt Snedeker",47,-0.273,"Approach5075yardsRTPScore",2016
63,21,"Kevin Streelman",46,-0.273,"Approach5075yardsRTPScore",2016
67,68,"Daniel Berger",52,-0.25,"Approach5075yardsRTPScore",2016
67,68,"Zac Blair",56,-0.25,"Approach5075yardsRTPScore",2016
67,81,"Jason Bohn",37,-0.25,"Approach5075yardsRTPScore",2016
67,68,"Chad Campbell",54,-0.25,"Approach5075yardsRTPScore",2016
67,68,"Ernie Els",34,-0.25,"Approach5075yardsRTPScore",2016
67,68,"Harris English",51,-0.25,"Approach5075yardsRTPScore",2016
67,68,"Luke Guthrie",31,-0.25,"Approach5075yardsRTPScore",2016
67,43,"Anirban Lahiri",44,-0.25,"Approach5075yardsRTPScore",2016
67,43,"DA Points",32,-0.25,"Approach5075yardsRTPScore",2016
67,68,"Andres Romero",22,-0.25,"Approach5075yardsRTPScore",2016
67,120,"Henrik Stenson",30,-0.25,"Approach5075yardsRTPScore",2016
67,68,"Steve Stricker",25,-0.25,"Approach5075yardsRTPScore",2016
67,58,"Tim Wilkinson",40,-0.25,"Approach5075yardsRTPScore",2016
80,78,"Ben Crane",48,-0.231,"Approach5075yardsRTPScore",2016
80,68,"Matt Every",34,-0.231,"Approach5075yardsRTPScore",2016
80,63,"Brian Harman",60,-0.231,"Approach5075yardsRTPScore",2016
80,87,"Patton Kizzire",57,-0.231,"Approach5075yardsRTPScore",2016
84,79,"Mark Hubbard",73,-0.222,"Approach5075yardsRTPScore",2016
84,79,"Freddie Jacobson",54,-0.222,"Approach5075yardsRTPScore",2016
86,81,"Roberto Castro",55,-0.214,"Approach5075yardsRTPScore",2016
87,83,"Hudson Swafford",52,-0.2,"Approach5075yardsRTPScore",2016
87,83,"Bernd Wiesberger",23,-0.2,"Approach5075yardsRTPScore",2016
89,87,"Blayne Barber",44,-0.182,"Approach5075yardsRTPScore",2016
90,91,"Abraham Ancer",26,-0.167,"Approach5075yardsRTPScore",2016
90,63,"Hideki Matsuyama",40,-0.167,"Approach5075yardsRTPScore",2016
90,108,"Henrik Norlander",41,-0.167,"Approach5075yardsRTPScore",2016
90,91,"Sam Saunders",40,-0.167,"Approach5075yardsRTPScore",2016
90,87,"Justin Thomas",53,-0.167,"Approach5075yardsRTPScore",2016
95,94,"Zach Johnson",42,-0.154,"Approach5075yardsRTPScore",2016
96,96,"Lucas Glover",53,-0.143,"Approach5075yardsRTPScore",2016
96,120,"Danny Lee",53,-0.143,"Approach5075yardsRTPScore",2016
96,96,"Luke List",51,-0.143,"Approach5075yardsRTPScore",2016
96,116,"Geoff Ogilvy",37,-0.143,"Approach5075yardsRTPScore",2016
96,96,"Cameron Percy",22,-0.143,"Approach5075yardsRTPScore",2016
101,120,"Matt Jones",45,-0.125,"Approach5075yardsRTPScore",2016
101,99,"Sung Kang",51,-0.125,"Approach5075yardsRTPScore",2016
101,99,"Brooks Koepka",39,-0.125,"Approach5075yardsRTPScore",2016
101,99,"Spencer Levin",62,-0.125,"Approach5075yardsRTPScore",2016
101,83,"Scott Pinckney",53,-0.125,"Approach5075yardsRTPScore",2016
106,104,"Dustin Johnson",37,-0.118,"Approach5075yardsRTPScore",2016
107,99,"Whee Kim",54,-0.111,"Approach5075yardsRTPScore",2016
107,105,"Bryce Molder",50,-0.111,"Approach5075yardsRTPScore",2016
109,108,"Billy Horschel",45,-0.1,"Approach5075yardsRTPScore",2016
109,105,"Phil Mickelson",37,-0.1,"Approach5075yardsRTPScore",2016
109,120,"Dawie van der Walt",48,-0.1,"Approach5075yardsRTPScore",2016
112,111,"Charles Howell III",63,-0.095,"Approach5075yardsRTPScore",2016
113,112,"Charley Hoffman",49,-0.091,"Approach5075yardsRTPScore",2016
113,108,"Cameron Smith",45,-0.091,"Approach5075yardsRTPScore",2016
115,114,"Erik Compton",45,-0.083,"Approach5075yardsRTPScore",2016
115,105,"David Lingmerth",54,-0.083,"Approach5075yardsRTPScore",2016
115,112,"Andrew Loupe",50,-0.083,"Approach5075yardsRTPScore",2016
118,114,"Robert Streb",51,-0.077,"Approach5075yardsRTPScore",2016
118,116,"Tyrone Van Aswegen",67,-0.077,"Approach5075yardsRTPScore",2016
120,87,"Jamie Donaldson",28,-0.071,"Approach5075yardsRTPScore",2016
120,118,"Matt Kuchar",46,-0.071,"Approach5075yardsRTPScore",2016
122,118,"Vaughn Taylor",30,-0.063,"Approach5075yardsRTPScore",2016
123,120,"Kyle Reifers",63,-0.05,"Approach5075yardsRTPScore",2016
124,191,"Thomas Aiken",42,0,"Approach5075yardsRTPScore",2016
124,120,"Robert Allenby",35,0,"Approach5075yardsRTPScore",2016
124,120,"Ricky Barnes",57,0,"Approach5075yardsRTPScore",2016
124,120,"Alex Cejka",47,0,"Approach5075yardsRTPScore",2016
124,120,"Luke Donald",49,0,"Approach5075yardsRTPScore",2016
124,120,"Matthew Fitzpatrick",23,0,"Approach5075yardsRTPScore",2016
124,120,"Sergio Garcia",28,0,"Approach5075yardsRTPScore",2016
124,120,"Fabian Gomez",49,0,"Approach5075yardsRTPScore",2016
124,120,"Branden Grace",31,0,"Approach5075yardsRTPScore",2016
124,120,"Chesson Hadley",51,0,"Approach5075yardsRTPScore",2016
124,120,"Russell Henley",42,0,"Approach5075yardsRTPScore",2016
124,167,"Tom Hoge",47,0,"Approach5075yardsRTPScore",2016
124,120,"Hiroshi Iwata",51,0,"Approach5075yardsRTPScore",2016
124,120,"Jerry Kelly",44,0,"Approach5075yardsRTPScore",2016
124,120,"Jason Kokrak",52,0,"Approach5075yardsRTPScore",2016
124,120,"Andrew Landry",24,0,"Approach5075yardsRTPScore",2016
124,167,"Scott Langley",41,0,"Approach5075yardsRTPScore",2016
124,120,"Lucas Lee",22,0,"Approach5075yardsRTPScore",2016
124,120,"Justin Leonard",28,0,"Approach5075yardsRTPScore",2016
124,120,"Troy Merritt",41,0,"Approach5075yardsRTPScore",2016
124,120,"Francesco Molinari",36,0,"Approach5075yardsRTPScore",2016
124,120,"Ryan Moore",40,0,"Approach5075yardsRTPScore",2016
124,120,"Kevin Na",52,0,"Approach5075yardsRTPScore",2016
124,120,"Sean OHair",45,0,"Approach5075yardsRTPScore",2016
124,120,"Martin Piller",37,0,"Approach5075yardsRTPScore",2016
124,120,"Chez Reavie",56,0,"Approach5075yardsRTPScore",2016
124,120,"Rory Sabbatini",40,0,"Approach5075yardsRTPScore",2016
124,120,"Jordan Spieth",34,0,"Approach5075yardsRTPScore",2016
124,120,"Darron Stiles",28,0,"Approach5075yardsRTPScore",2016
124,120,"Michael Thompson",46,0,"Approach5075yardsRTPScore",2016
124,120,"Jimmy Walker",43,0,"Approach5075yardsRTPScore",2016
124,120,"Bubba Watson",30,0,"Approach5075yardsRTPScore",2016
124,94,"Boo Weekley",53,0,"Approach5075yardsRTPScore",2016
124,120,"Mark Wilson",42,0,"Approach5075yardsRTPScore",2016
124,120,"Gary Woodland",45,0,"Approach5075yardsRTPScore",2016
159,171,"Shawn Stefani",45,0.067,"Approach5075yardsRTPScore",2016
160,120,"Martin Laird",46,0.077,"Approach5075yardsRTPScore",2016
161,191,"Scott Stallings",46,0.083,"Approach5075yardsRTPScore",2016
161,187,"Steve Wheatcroft",53,0.083,"Approach5075yardsRTPScore",2016
163,159,"Aaron Baddeley",51,0.091,"Approach5075yardsRTPScore",2016
163,181,"Ben Martin",48,0.091,"Approach5075yardsRTPScore",2016
165,181,"Retief Goosen",37,0.1,"Approach5075yardsRTPScore",2016
166,163,"Kevin Chappell",49,0.111,"Approach5075yardsRTPScore",2016
166,160,"Brendon Todd",43,0.111,"Approach5075yardsRTPScore",2016
168,162,"JJ Henry",44,0.118,"Approach5075yardsRTPScore",2016
168,177,"Michael Kim",62,0.118,"Approach5075yardsRTPScore",2016
170,163,"John Huh",51,0.125,"Approach5075yardsRTPScore",2016
170,163,"Russell Knox",48,0.125,"Approach5075yardsRTPScore",2016
170,191,"Shane Lowry",35,0.125,"Approach5075yardsRTPScore",2016
170,167,"Brett Stegmaier",57,0.125,"Approach5075yardsRTPScore",2016
174,171,"Jason Gore",51,0.133,"Approach5075yardsRTPScore",2016
175,167,"Graeme McDowell",33,0.143,"Approach5075yardsRTPScore",2016
175,197,"Greg Owen",56,0.143,"Approach5075yardsRTPScore",2016
175,68,"Ian Poulter",37,0.143,"Approach5075yardsRTPScore",2016
175,173,"Harold Varner III",58,0.143,"Approach5075yardsRTPScore",2016
175,191,"Jhonattan Vegas",49,0.143,"Approach5075yardsRTPScore",2016
180,173,"Charlie Beljan",26,0.167,"Approach5075yardsRTPScore",2016
180,173,"Daniel Summerhays",55,0.167,"Approach5075yardsRTPScore",2016
182,166,"Nick Taylor",57,0.188,"Approach5075yardsRTPScore",2016
183,177,"Chad Collins",45,0.2,"Approach5075yardsRTPScore",2016
183,160,"George McNeill",33,0.2,"Approach5075yardsRTPScore",2016
183,180,"Carlos Ortiz",47,0.2,"Approach5075yardsRTPScore",2016
183,177,"Andy Sullivan",25,0.2,"Approach5075yardsRTPScore",2016
183,184,"Camilo Villegas",50,0.2,"Approach5075yardsRTPScore",2016
188,181,"Keegan Bradley",40,0.222,"Approach5075yardsRTPScore",2016
189,173,"Morgan Hoffmann",43,0.231,"Approach5075yardsRTPScore",2016
