"LeftRoughTendencyRTPScore_RANKTHISWEEK_2012","LeftRoughTendencyRTPScore_RANKLASTWEEK_2012","LeftRoughTendencyRTPScore_PLAYERNAME_2012","LeftRoughTendencyRTPScore_ROUNDS_2012","LeftRoughTendencyRTPScore_RTPSCORE_2012","stat_name","year"
118,118,"Scott Brown",65,0.113,"LeftRoughTendencyRTPScore",2012
118,118,"Sung Kang",75,0.113,"LeftRoughTendencyRTPScore",2012
120,120,"Brian Gay",91,0.115,"LeftRoughTendencyRTPScore",2012
120,120,"Henrik Stenson",51,0.115,"LeftRoughTendencyRTPScore",2012
122,122,"Bobby Gates",87,0.116,"LeftRoughTendencyRTPScore",2012
123,123,"Brendan Steele",77,0.117,"LeftRoughTendencyRTPScore",2012
124,124,"Spencer Levin",81,0.118,"LeftRoughTendencyRTPScore",2012
125,125,"Gavin Coles",72,0.12,"LeftRoughTendencyRTPScore",2012
125,125,"David Hearn",95,0.12,"LeftRoughTendencyRTPScore",2012
127,127,"John Daly",50,0.122,"LeftRoughTendencyRTPScore",2012
127,127,"Ryo Ishikawa",54,0.122,"LeftRoughTendencyRTPScore",2012
129,129,"Richard Lee",71,0.126,"LeftRoughTendencyRTPScore",2012
130,130,"Ryan Moore",89,0.127,"LeftRoughTendencyRTPScore",2012
131,131,"Billy Hurley III",70,0.128,"LeftRoughTendencyRTPScore",2012
132,132,"Bill Haas",79,0.13,"LeftRoughTendencyRTPScore",2012
132,132,"Troy Kelly",68,0.13,"LeftRoughTendencyRTPScore",2012
134,134,"Matt Jones",53,0.131,"LeftRoughTendencyRTPScore",2012
135,135,"David Mathis",83,0.135,"LeftRoughTendencyRTPScore",2012
135,135,"Boo Weekley",74,0.135,"LeftRoughTendencyRTPScore",2012
137,137,"Patrick Sheehan",58,0.138,"LeftRoughTendencyRTPScore",2012
138,138,"Justin Leonard",79,0.139,"LeftRoughTendencyRTPScore",2012
139,139,"James Driscoll",83,0.14,"LeftRoughTendencyRTPScore",2012
139,139,"YE Yang",64,0.14,"LeftRoughTendencyRTPScore",2012
141,141,"Chad Campbell",84,0.142,"LeftRoughTendencyRTPScore",2012
141,141,"Marco Dawson",60,0.142,"LeftRoughTendencyRTPScore",2012
141,141,"Charlie Wi",86,0.142,"LeftRoughTendencyRTPScore",2012
144,144,"Brian Harman",101,0.144,"LeftRoughTendencyRTPScore",2012
144,144,"DJ Trahan",73,0.144,"LeftRoughTendencyRTPScore",2012
146,146,"George McNeill",85,0.146,"LeftRoughTendencyRTPScore",2012
147,147,"Miguel Angel Carballo",73,0.147,"LeftRoughTendencyRTPScore",2012
147,147,"Nathan Green",73,0.147,"LeftRoughTendencyRTPScore",2012
147,147,"Tim Herron",88,0.147,"LeftRoughTendencyRTPScore",2012
150,150,"Sean OHair",84,0.148,"LeftRoughTendencyRTPScore",2012
151,151,"Geoff Ogilvy",73,0.151,"LeftRoughTendencyRTPScore",2012
151,151,"Kyle Thompson",51,0.151,"LeftRoughTendencyRTPScore",2012
153,153,"Brian Davis",91,0.152,"LeftRoughTendencyRTPScore",2012
154,154,"Kevin Stadler",85,0.154,"LeftRoughTendencyRTPScore",2012
155,155,"Ian Poulter",57,0.155,"LeftRoughTendencyRTPScore",2012
156,156,"Sangmoon Bae",81,0.156,"LeftRoughTendencyRTPScore",2012
157,157,"Camilo Villegas",79,0.158,"LeftRoughTendencyRTPScore",2012
158,158,"Hunter Mahan",88,0.16,"LeftRoughTendencyRTPScore",2012
159,159,"Nick OHern",78,0.161,"LeftRoughTendencyRTPScore",2012
159,159,"Chris Stroud",86,0.161,"LeftRoughTendencyRTPScore",2012
161,161,"Chez Reavie",83,0.167,"LeftRoughTendencyRTPScore",2012
162,162,"Tommy Gainey",98,0.168,"LeftRoughTendencyRTPScore",2012
163,163,"Rod Pampling",88,0.172,"LeftRoughTendencyRTPScore",2012
164,164,"Robert Karlsson",54,0.174,"LeftRoughTendencyRTPScore",2012
165,165,"Freddie Jacobson",61,0.176,"LeftRoughTendencyRTPScore",2012
166,166,"Rickie Fowler",84,0.183,"LeftRoughTendencyRTPScore",2012
166,166,"Cameron Tringale",88,0.183,"LeftRoughTendencyRTPScore",2012
168,168,"JJ Henry",93,0.184,"LeftRoughTendencyRTPScore",2012
169,169,"Robert Allenby",76,0.191,"LeftRoughTendencyRTPScore",2012
170,170,"Edward Loar",59,0.193,"LeftRoughTendencyRTPScore",2012
171,171,"Scott Dunlap",57,0.194,"LeftRoughTendencyRTPScore",2012
172,172,"Kevin Chappell",91,0.195,"LeftRoughTendencyRTPScore",2012
173,173,"Daniel Summerhays",81,0.196,"LeftRoughTendencyRTPScore",2012
174,174,"Zach Johnson",95,0.197,"LeftRoughTendencyRTPScore",2012
175,175,"Cameron Beckman",81,0.2,"LeftRoughTendencyRTPScore",2012
175,175,"Tim Clark",60,0.2,"LeftRoughTendencyRTPScore",2012
177,177,"Stephen Gangluff",57,0.208,"LeftRoughTendencyRTPScore",2012
178,178,"Jeff Maggert",83,0.213,"LeftRoughTendencyRTPScore",2012
179,179,"Bob Estes",78,0.216,"LeftRoughTendencyRTPScore",2012
180,180,"David Toms",60,0.221,"LeftRoughTendencyRTPScore",2012
181,181,"Matt Bettencourt",80,0.222,"LeftRoughTendencyRTPScore",2012
181,181,"Colt Knost",79,0.222,"LeftRoughTendencyRTPScore",2012
183,183,"Erik Compton",81,0.233,"LeftRoughTendencyRTPScore",2012
184,184,"Dicky Pride",62,0.235,"LeftRoughTendencyRTPScore",2012
185,185,"KJ Choi",71,0.248,"LeftRoughTendencyRTPScore",2012
185,185,"Michael Thompson",80,0.248,"LeftRoughTendencyRTPScore",2012
187,187,"Chris DiMarco",83,0.268,"LeftRoughTendencyRTPScore",2012
188,188,"Alexandre Rocha",62,0.288,"LeftRoughTendencyRTPScore",2012
189,189,"Arjun Atwal",79,0.294,"LeftRoughTendencyRTPScore",2012
190,190,"Heath Slocum",93,0.302,"LeftRoughTendencyRTPScore",2012
191,191,"Gary Christian",91,0.318,"LeftRoughTendencyRTPScore",2012
