"LeftRoughTendencyRTPScore_RANKTHISWEEK_2012","LeftRoughTendencyRTPScore_RANKLASTWEEK_2012","LeftRoughTendencyRTPScore_PLAYERNAME_2012","LeftRoughTendencyRTPScore_ROUNDS_2012","LeftRoughTendencyRTPScore_RTPSCORE_2012","stat_name","year"
1,1,"Charl Schwartzel",56,-0.101,"LeftRoughTendencyRTPScore",2012
2,2,"Rory McIlroy",60,-0.09,"LeftRoughTendencyRTPScore",2012
3,3,"Phil Mickelson",79,-0.075,"LeftRoughTendencyRTPScore",2012
4,4,"Justin Rose",69,-0.06,"LeftRoughTendencyRTPScore",2012
5,5,"Ben Crane",73,-0.054,"LeftRoughTendencyRTPScore",2012
6,6,"Sergio Garcia",57,-0.053,"LeftRoughTendencyRTPScore",2012
6,6,"Louis Oosthuizen",65,-0.053,"LeftRoughTendencyRTPScore",2012
8,8,"Josh Teater",97,-0.047,"LeftRoughTendencyRTPScore",2012
9,9,"Danny Lee",74,-0.046,"LeftRoughTendencyRTPScore",2012
9,9,"Bubba Watson",68,-0.046,"LeftRoughTendencyRTPScore",2012
11,11,"Billy Horschel",63,-0.036,"LeftRoughTendencyRTPScore",2012
12,12,"Russell Knox",72,-0.035,"LeftRoughTendencyRTPScore",2012
12,12,"Tiger Woods",69,-0.035,"LeftRoughTendencyRTPScore",2012
14,14,"Luke Donald",63,-0.033,"LeftRoughTendencyRTPScore",2012
15,15,"Webb Simpson",77,-0.032,"LeftRoughTendencyRTPScore",2012
16,16,"Troy Matteson",100,-0.026,"LeftRoughTendencyRTPScore",2012
17,17,"Daniel Chopra",55,-0.021,"LeftRoughTendencyRTPScore",2012
18,18,"Scott Stallings",78,-0.014,"LeftRoughTendencyRTPScore",2012
19,19,"Jimmy Walker",101,-0.01,"LeftRoughTendencyRTPScore",2012
20,20,"Dustin Johnson",70,-0.008,"LeftRoughTendencyRTPScore",2012
21,21,"Bill Lunde",83,0,"LeftRoughTendencyRTPScore",2012
21,21,"Kyle Stanley",86,0,"LeftRoughTendencyRTPScore",2012
23,23,"Brendon de Jonge",115,0.005,"LeftRoughTendencyRTPScore",2012
24,24,"Jason Day",57,0.009,"LeftRoughTendencyRTPScore",2012
24,24,"Davis Love III",64,0.009,"LeftRoughTendencyRTPScore",2012
26,26,"Garth Mulroy",59,0.01,"LeftRoughTendencyRTPScore",2012
27,27,"Roland Thatcher",55,0.014,"LeftRoughTendencyRTPScore",2012
28,28,"Kyle Reifers",86,0.018,"LeftRoughTendencyRTPScore",2012
29,29,"Jeff Overton",101,0.019,"LeftRoughTendencyRTPScore",2012
30,30,"Aaron Baddeley",73,0.024,"LeftRoughTendencyRTPScore",2012
31,31,"Chris Kirk",93,0.027,"LeftRoughTendencyRTPScore",2012
31,31,"Steve Stricker",73,0.027,"LeftRoughTendencyRTPScore",2012
33,33,"Jim Furyk",85,0.028,"LeftRoughTendencyRTPScore",2012
34,34,"Angel Cabrera",54,0.029,"LeftRoughTendencyRTPScore",2012
34,34,"Charles Howell III",98,0.029,"LeftRoughTendencyRTPScore",2012
36,36,"JB Holmes",90,0.03,"LeftRoughTendencyRTPScore",2012
37,37,"Mathew Goggin",65,0.033,"LeftRoughTendencyRTPScore",2012
38,38,"Charlie Beljan",61,0.034,"LeftRoughTendencyRTPScore",2012
39,39,"Keegan Bradley",90,0.035,"LeftRoughTendencyRTPScore",2012
39,39,"Matt Every",80,0.035,"LeftRoughTendencyRTPScore",2012
41,41,"Andres Romero",68,0.038,"LeftRoughTendencyRTPScore",2012
42,42,"Ryan Palmer",81,0.039,"LeftRoughTendencyRTPScore",2012
43,43,"DA Points",88,0.041,"LeftRoughTendencyRTPScore",2012
44,44,"Lee Westwood",60,0.042,"LeftRoughTendencyRTPScore",2012
45,45,"Will Claxton",99,0.043,"LeftRoughTendencyRTPScore",2012
45,45,"Ken Duke",104,0.043,"LeftRoughTendencyRTPScore",2012
47,47,"Brandt Snedeker",81,0.044,"LeftRoughTendencyRTPScore",2012
48,48,"Johnson Wagner",88,0.046,"LeftRoughTendencyRTPScore",2012
49,49,"Carl Pettersson",92,0.047,"LeftRoughTendencyRTPScore",2012
50,50,"Jonas Blixt",72,0.05,"LeftRoughTendencyRTPScore",2012
50,50,"John Senden",81,0.05,"LeftRoughTendencyRTPScore",2012
52,52,"John Huh",99,0.052,"LeftRoughTendencyRTPScore",2012
53,53,"Rocco Mediate",70,0.053,"LeftRoughTendencyRTPScore",2012
54,54,"Robert Garrigus",89,0.055,"LeftRoughTendencyRTPScore",2012
54,54,"Bryce Molder",83,0.055,"LeftRoughTendencyRTPScore",2012
56,56,"Stewart Cink",71,0.056,"LeftRoughTendencyRTPScore",2012
56,56,"Graham DeLaet",79,0.056,"LeftRoughTendencyRTPScore",2012
56,56,"Harrison Frazar",56,0.056,"LeftRoughTendencyRTPScore",2012
56,56,"Kevin Na",80,0.056,"LeftRoughTendencyRTPScore",2012
60,60,"Seung Yul Noh",105,0.057,"LeftRoughTendencyRTPScore",2012
61,61,"Roberto Castro",92,0.058,"LeftRoughTendencyRTPScore",2012
62,62,"Charley Hoffman",88,0.059,"LeftRoughTendencyRTPScore",2012
63,63,"Ernie Els",80,0.06,"LeftRoughTendencyRTPScore",2012
64,64,"Tommy Biershenk",74,0.061,"LeftRoughTendencyRTPScore",2012
65,65,"Gary Woodland",70,0.062,"LeftRoughTendencyRTPScore",2012
66,66,"Harris English",98,0.064,"LeftRoughTendencyRTPScore",2012
66,66,"Bo Van Pelt",84,0.064,"LeftRoughTendencyRTPScore",2012
68,68,"Chris Couch",61,0.066,"LeftRoughTendencyRTPScore",2012
69,69,"Hunter Haas",69,0.067,"LeftRoughTendencyRTPScore",2012
70,70,"Ricky Barnes",92,0.068,"LeftRoughTendencyRTPScore",2012
70,70,"Trevor Immelman",76,0.068,"LeftRoughTendencyRTPScore",2012
70,70,"Rory Sabbatini",84,0.068,"LeftRoughTendencyRTPScore",2012
73,73,"Adam Scott",59,0.069,"LeftRoughTendencyRTPScore",2012
74,74,"Kevin Streelman",89,0.07,"LeftRoughTendencyRTPScore",2012
75,75,"Jonathan Byrd",69,0.073,"LeftRoughTendencyRTPScore",2012
76,76,"Ryuji Imada",78,0.074,"LeftRoughTendencyRTPScore",2012
76,76,"JJ Killeen",101,0.074,"LeftRoughTendencyRTPScore",2012
78,78,"Greg Chalmers",88,0.075,"LeftRoughTendencyRTPScore",2012
79,79,"Mark Anderson",75,0.076,"LeftRoughTendencyRTPScore",2012
79,79,"Scott Piercy",95,0.076,"LeftRoughTendencyRTPScore",2012
81,81,"Jason Kokrak",79,0.077,"LeftRoughTendencyRTPScore",2012
81,81,"William McGirt",96,0.077,"LeftRoughTendencyRTPScore",2012
81,81,"Pat Perez",81,0.077,"LeftRoughTendencyRTPScore",2012
81,81,"Brendon Todd",78,0.077,"LeftRoughTendencyRTPScore",2012
85,85,"Jason Dufner",83,0.079,"LeftRoughTendencyRTPScore",2012
85,85,"Jerry Kelly",84,0.079,"LeftRoughTendencyRTPScore",2012
87,87,"Greg Owen",90,0.08,"LeftRoughTendencyRTPScore",2012
88,88,"Vijay Singh",99,0.081,"LeftRoughTendencyRTPScore",2012
89,89,"Bud Cauley",99,0.082,"LeftRoughTendencyRTPScore",2012
90,90,"Kevin Kisner",69,0.083,"LeftRoughTendencyRTPScore",2012
91,91,"Kris Blanks",65,0.086,"LeftRoughTendencyRTPScore",2012
92,92,"Tom Gillis",75,0.087,"LeftRoughTendencyRTPScore",2012
92,92,"Matt Kuchar",86,0.087,"LeftRoughTendencyRTPScore",2012
92,92,"Derek Lamely",64,0.087,"LeftRoughTendencyRTPScore",2012
92,92,"John Merrick",83,0.087,"LeftRoughTendencyRTPScore",2012
96,96,"John Mallinger",74,0.088,"LeftRoughTendencyRTPScore",2012
96,96,"Steve Wheatcroft",56,0.088,"LeftRoughTendencyRTPScore",2012
98,98,"Jason Bohn",81,0.089,"LeftRoughTendencyRTPScore",2012
98,98,"John Rollins",81,0.089,"LeftRoughTendencyRTPScore",2012
100,100,"Stuart Appleby",75,0.091,"LeftRoughTendencyRTPScore",2012
101,101,"Martin Laird",77,0.092,"LeftRoughTendencyRTPScore",2012
102,102,"Marc Leishman",84,0.093,"LeftRoughTendencyRTPScore",2012
103,103,"Padraig Harrington",67,0.094,"LeftRoughTendencyRTPScore",2012
104,104,"Nick Watney",97,0.096,"LeftRoughTendencyRTPScore",2012
105,105,"Jhonattan Vegas",77,0.097,"LeftRoughTendencyRTPScore",2012
106,106,"Mark Wilson",84,0.098,"LeftRoughTendencyRTPScore",2012
107,107,"Martin Flores",95,0.1,"LeftRoughTendencyRTPScore",2012
108,108,"Blake Adams",107,0.102,"LeftRoughTendencyRTPScore",2012
108,108,"Tom Pernice Jr",62,0.102,"LeftRoughTendencyRTPScore",2012
110,110,"Billy Mayfair",90,0.103,"LeftRoughTendencyRTPScore",2012
111,111,"Brandt Jobe",57,0.104,"LeftRoughTendencyRTPScore",2012
112,112,"Stephen Ames",54,0.105,"LeftRoughTendencyRTPScore",2012
112,112,"Graeme McDowell",55,0.105,"LeftRoughTendencyRTPScore",2012
114,114,"Vaughn Taylor",81,0.107,"LeftRoughTendencyRTPScore",2012
115,115,"Ted Potter Jr",77,0.109,"LeftRoughTendencyRTPScore",2012
116,116,"Ben Curtis",62,0.11,"LeftRoughTendencyRTPScore",2012
117,117,"Michael Bradley",63,0.111,"LeftRoughTendencyRTPScore",2012
