"GoingfortheGreenHitGreenPct_RANKTHISWEEK_2009","GoingfortheGreenHitGreenPct_RANKLASTWEEK_2009","GoingfortheGreenHitGreenPct_PLAYERNAME_2009","GoingfortheGreenHitGreenPct_ROUNDS_2009","GoingfortheGreenHitGreenPct_Pct_2009","GoingfortheGreenHitGreenPct_SUCCESSES_2009","GoingfortheGreenHitGreenPct_ATTEMPTS_2009","GoingfortheGreenHitGreenPct_RTPSUCCESSES_2009","GoingfortheGreenHitGreenPct_RTPNOTGOINGFORTHEGRN_2009","stat_name","year"
42,42,"Jimmy Walker",74,25,32,128,-36,NA,"GoingfortheGreenHitGreenPct",2009
47,47,"Jay Williamson",69,24.72,22,89,-20,NA,"GoingfortheGreenHitGreenPct",2009
48,48,"Scott Piercy",85,24.6,46,187,-46,NA,"GoingfortheGreenHitGreenPct",2009
49,49,"Zach Johnson",94,24.43,32,131,-39,NA,"GoingfortheGreenHitGreenPct",2009
49,49,"Martin Laird",72,24.43,43,176,-48,NA,"GoingfortheGreenHitGreenPct",2009
49,49,"Ryan Moore",89,24.43,43,176,-44,NA,"GoingfortheGreenHitGreenPct",2009
52,52,"Stephen Ames",77,24.32,27,111,-30,NA,"GoingfortheGreenHitGreenPct",2009
53,53,"Mike Weir",85,24.1,20,83,-24,NA,"GoingfortheGreenHitGreenPct",2009
54,54,"Will Ma Kenzie",69,24.06,32,133,-29,NA,"GoingfortheGreenHitGreenPct",2009
55,55,"Robert Garrigus",83,23.96,46,192,-40,NA,"GoingfortheGreenHitGreenPct",2009
56,56,"Camilo Villegas",76,23.94,34,142,-32,NA,"GoingfortheGreenHitGreenPct",2009
57,57,"Geoff Ogilvy",78,23.93,28,117,-29,NA,"GoingfortheGreenHitGreenPct",2009
58,58,"Kevin Sutherland",96,23.81,35,147,-35,NA,"GoingfortheGreenHitGreenPct",2009
58,58,"Brendon Todd",53,23.81,10,42,-10,NA,"GoingfortheGreenHitGreenPct",2009
60,60,"Nathan Green",104,23.67,40,169,-36,NA,"GoingfortheGreenHitGreenPct",2009
61,61,"Billy Mayfair",83,23.62,30,127,-31,NA,"GoingfortheGreenHitGreenPct",2009
62,62,"Vaughn Taylor",88,23.53,32,136,-29,NA,"GoingfortheGreenHitGreenPct",2009
63,63,"Pat Perez",74,23.44,30,128,-35,NA,"GoingfortheGreenHitGreenPct",2009
64,64,"George McNeill",82,23.29,34,146,-38,NA,"GoingfortheGreenHitGreenPct",2009
65,65,"Lee Janzen",74,23.26,20,86,-18,NA,"GoingfortheGreenHitGreenPct",2009
66,66,"Steve Elkington",70,23.15,25,108,-25,NA,"GoingfortheGreenHitGreenPct",2009
67,67,"Nick OHern",90,23.08,24,104,-28,NA,"GoingfortheGreenHitGreenPct",2009
68,68,"Johnson Wagner",81,22.88,35,153,-39,NA,"GoingfortheGreenHitGreenPct",2009
69,69,"Tom Lehman",55,22.86,8,35,-7,NA,"GoingfortheGreenHitGreenPct",2009
70,70,"Leif Olson",51,22.78,18,79,-18,NA,"GoingfortheGreenHitGreenPct",2009
71,71,"JJ Henry",97,22.73,35,154,-41,NA,"GoingfortheGreenHitGreenPct",2009
72,72,"Bart Bryant",58,22.64,12,53,-13,NA,"GoingfortheGreenHitGreenPct",2009
73,73,"Mathew Goggin",76,22.63,31,137,-32,NA,"GoingfortheGreenHitGreenPct",2009
74,74,"Jim Furyk",86,22.58,21,93,-22,NA,"GoingfortheGreenHitGreenPct",2009
75,75,"Ken Duke",87,22.52,25,111,-27,NA,"GoingfortheGreenHitGreenPct",2009
76,76,"Cameron Beckman",87,22.5,27,120,-28,NA,"GoingfortheGreenHitGreenPct",2009
77,77,"David Duval",56,22.47,20,89,-21,NA,"GoingfortheGreenHitGreenPct",2009
78,78,"Jason Day",61,22.43,24,107,-27,NA,"GoingfortheGreenHitGreenPct",2009
78,78,"Aron Price",89,22.43,24,107,-26,NA,"GoingfortheGreenHitGreenPct",2009
80,80,"Rod Pampling",72,22.4,28,125,-31,NA,"GoingfortheGreenHitGreenPct",2009
81,81,"Jeff Maggert",79,22.39,30,134,-28,NA,"GoingfortheGreenHitGreenPct",2009
82,82,"Brad Adamonis",70,22.33,23,103,-24,NA,"GoingfortheGreenHitGreenPct",2009
83,83,"Bryce Molder",69,22.22,14,63,-16,NA,"GoingfortheGreenHitGreenPct",2009
84,84,"Brian Davis",103,22.08,34,154,-34,NA,"GoingfortheGreenHitGreenPct",2009
85,85,"Bill Lunde",83,22,33,150,-34,NA,"GoingfortheGreenHitGreenPct",2009
86,86,"Daniel Chopra",89,21.99,42,191,-43,NA,"GoingfortheGreenHitGreenPct",2009
87,87,"Greg Chalmers",85,21.88,28,128,-26,NA,"GoingfortheGreenHitGreenPct",2009
88,88,"Brandt Snedeker",81,21.84,19,87,-21,NA,"GoingfortheGreenHitGreenPct",2009
89,89,"Michael Letzig",96,21.81,41,188,-47,NA,"GoingfortheGreenHitGreenPct",2009
90,90,"Rich Beem",77,21.78,22,101,-25,NA,"GoingfortheGreenHitGreenPct",2009
91,91,"Mark Calcavecchia",72,21.67,26,120,-23,NA,"GoingfortheGreenHitGreenPct",2009
92,92,"Jason Dufner",90,21.64,29,134,-30,NA,"GoingfortheGreenHitGreenPct",2009
93,93,"Justin Rose",71,21.57,22,102,-21,NA,"GoingfortheGreenHitGreenPct",2009
94,94,"Woody Austin",84,21.54,28,130,-28,NA,"GoingfortheGreenHitGreenPct",2009
95,95,"Jeff Quinney",78,21.43,21,98,-20,NA,"GoingfortheGreenHitGreenPct",2009
95,95,"David Toms",98,21.43,27,126,-27,NA,"GoingfortheGreenHitGreenPct",2009
97,97,"Tom Pernice Jr",82,21.37,25,117,-21,NA,"GoingfortheGreenHitGreenPct",2009
98,98,"Brian Vranesh",51,21.25,17,80,-17,NA,"GoingfortheGreenHitGreenPct",2009
99,99,"Matt Bettencourt",98,21.13,41,194,-43,NA,"GoingfortheGreenHitGreenPct",2009
100,100,"Jason Gore",74,21.09,27,128,-26,NA,"GoingfortheGreenHitGreenPct",2009
101,101,"Matt Kuchar",82,21.01,25,119,-24,NA,"GoingfortheGreenHitGreenPct",2009
102,102,"Rocco Mediate",79,20.95,22,105,-24,NA,"GoingfortheGreenHitGreenPct",2009
103,103,"Kevin Na",91,20.9,28,134,-34,NA,"GoingfortheGreenHitGreenPct",2009
104,104,"James Nitties",86,20.81,31,149,-30,NA,"GoingfortheGreenHitGreenPct",2009
105,105,"Hunter Mahan",94,20.79,37,178,-39,NA,"GoingfortheGreenHitGreenPct",2009
106,106,"Jeff Overton",92,20.78,32,154,-33,NA,"GoingfortheGreenHitGreenPct",2009
107,107,"Angel Cabrera",55,20.69,18,87,-18,NA,"GoingfortheGreenHitGreenPct",2009
107,107,"Chris DiMarco",97,20.69,24,116,-22,NA,"GoingfortheGreenHitGreenPct",2009
109,109,"Bill Haas",91,20.67,37,179,-40,NA,"GoingfortheGreenHitGreenPct",2009
110,110,"Ernie Els",70,20.66,25,121,-28,NA,"GoingfortheGreenHitGreenPct",2009
111,111,"Carl Pettersson",86,20.57,29,141,-31,NA,"GoingfortheGreenHitGreenPct",2009
111,111,"Andres Romero",58,20.57,29,141,-31,NA,"GoingfortheGreenHitGreenPct",2009
113,113,"Brian Gay",96,20.55,15,73,-14,NA,"GoingfortheGreenHitGreenPct",2009
114,114,"Justin Leonard",95,20.37,22,108,-23,NA,"GoingfortheGreenHitGreenPct",2009
115,115,"Jonathan Byrd",89,20.29,42,207,-46,NA,"GoingfortheGreenHitGreenPct",2009
115,115,"Colt Knost",71,20.29,14,69,-13,NA,"GoingfortheGreenHitGreenPct",2009
117,117,"Tommy Armour III",58,20.25,16,79,-16,NA,"GoingfortheGreenHitGreenPct",2009
118,118,"Nicholas Thompson",96,20.2,41,203,-42,NA,"GoingfortheGreenHitGreenPct",2009
119,119,"Charlie Wi",92,20.16,25,124,-27,NA,"GoingfortheGreenHitGreenPct",2009
120,120,"Harrison Frazar",93,20,37,185,-40,NA,"GoingfortheGreenHitGreenPct",2009
121,121,"John Rollins",92,19.89,37,186,-41,NA,"GoingfortheGreenHitGreenPct",2009
122,122,"Brendon de Jonge",90,19.88,33,166,-30,NA,"GoingfortheGreenHitGreenPct",2009
122,122,"Tim Petrovic",97,19.88,33,166,-33,NA,"GoingfortheGreenHitGreenPct",2009
124,124,"Troy Matteson",95,19.67,36,183,-40,NA,"GoingfortheGreenHitGreenPct",2009
125,125,"Steve Marino",98,19.53,33,169,-32,NA,"GoingfortheGreenHitGreenPct",2009
126,126,"Stuart Appleby",79,19.49,23,118,-19,NA,"GoingfortheGreenHitGreenPct",2009
127,127,"Stewart Cink",79,19.42,20,103,-23,NA,"GoingfortheGreenHitGreenPct",2009
128,128,"Michael Allen",73,19.39,19,98,-22,NA,"GoingfortheGreenHitGreenPct",2009
129,129,"KJ Choi",65,19.32,17,88,-15,NA,"GoingfortheGreenHitGreenPct",2009
130,130,"Bo Van Pelt",100,19.23,35,182,-37,NA,"GoingfortheGreenHitGreenPct",2009
131,131,"Steve Lowery",83,19.19,33,172,-31,NA,"GoingfortheGreenHitGreenPct",2009
132,132,"Parker McLachlin",71,19.13,22,115,-24,NA,"GoingfortheGreenHitGreenPct",2009
133,133,"Corey Pavin",73,19.05,8,42,-6,NA,"GoingfortheGreenHitGreenPct",2009
134,134,"DA Points",99,18.95,29,153,-28,NA,"GoingfortheGreenHitGreenPct",2009
135,135,"Derek Fathauer",63,18.92,14,74,-13,NA,"GoingfortheGreenHitGreenPct",2009
136,136,"Scott McCarron",91,18.87,30,159,-33,NA,"GoingfortheGreenHitGreenPct",2009
137,137,"Brett Quigley",92,18.8,25,133,-27,NA,"GoingfortheGreenHitGreenPct",2009
138,138,"Richard Johnson",85,18.75,15,80,-12,NA,"GoingfortheGreenHitGreenPct",2009
138,138,"Heath Slocum",95,18.75,24,128,-25,NA,"GoingfortheGreenHitGreenPct",2009
140,140,"Padraig Harrington",66,18.68,17,91,-18,NA,"GoingfortheGreenHitGreenPct",2009
141,141,"Joe Ogilvie",85,18.66,25,134,-27,NA,"GoingfortheGreenHitGreenPct",2009
142,142,"Rory Sabbatini",81,18.56,31,167,-33,NA,"GoingfortheGreenHitGreenPct",2009
143,143,"Chad Campbell",90,18.52,25,135,-28,NA,"GoingfortheGreenHitGreenPct",2009
144,144,"Freddie Jacobson",83,18.38,25,136,-24,NA,"GoingfortheGreenHitGreenPct",2009
145,145,"Scott Sterling",51,18.37,9,49,-10,NA,"GoingfortheGreenHitGreenPct",2009
146,146,"Tim Herron",87,18,27,150,-29,NA,"GoingfortheGreenHitGreenPct",2009
147,147,"Chez Reavie",81,17.89,17,95,-20,NA,"GoingfortheGreenHitGreenPct",2009
148,148,"Brian Bateman",55,17.81,13,73,-14,NA,"GoingfortheGreenHitGreenPct",2009
149,149,"Mark Wilson",99,17.65,24,136,-25,NA,"GoingfortheGreenHitGreenPct",2009
150,150,"Ricky Barnes",67,17.53,17,97,-20,NA,"GoingfortheGreenHitGreenPct",2009
151,151,"Scott Verplank",88,17.46,22,126,-24,NA,"GoingfortheGreenHitGreenPct",2009
152,152,"John Mallinger",90,17.31,18,104,-22,NA,"GoingfortheGreenHitGreenPct",2009
153,153,"Kent Jones",73,17.28,14,81,-14,NA,"GoingfortheGreenHitGreenPct",2009
153,153,"Dean Wilson",81,17.28,14,81,-15,NA,"GoingfortheGreenHitGreenPct",2009
155,155,"Steve Flesch",77,17.2,16,93,-16,NA,"GoingfortheGreenHitGreenPct",2009
156,156,"Alex Cejka",82,17.09,20,117,-20,NA,"GoingfortheGreenHitGreenPct",2009
157,157,"Webb Simpson",94,16.92,22,130,-26,NA,"GoingfortheGreenHitGreenPct",2009
158,158,"Glen Day",79,16.88,13,77,-13,NA,"GoingfortheGreenHitGreenPct",2009
159,159,"Mark Brooks",55,16.67,7,42,-8,NA,"GoingfortheGreenHitGreenPct",2009
159,159,"Chris Riley",77,16.67,15,90,-18,NA,"GoingfortheGreenHitGreenPct",2009
161,161,"Luke Donald",79,16.46,13,79,-12,NA,"GoingfortheGreenHitGreenPct",2009
162,162,"Ben Crane",93,16.41,21,128,-23,NA,"GoingfortheGreenHitGreenPct",2009
162,162,"Jeff Klauk",97,16.41,21,128,-21,NA,"GoingfortheGreenHitGreenPct",2009
164,164,"Charles Howell III",99,16.36,27,165,-28,NA,"GoingfortheGreenHitGreenPct",2009
165,165,"Casey Wittenberg",71,16.13,15,93,-17,NA,"GoingfortheGreenHitGreenPct",2009
166,166,"Rick Price",54,15.94,11,69,-9,NA,"GoingfortheGreenHitGreenPct",2009
167,167,"Eric Axley",71,15.48,13,84,-15,NA,"GoingfortheGreenHitGreenPct",2009
168,168,"Ian Poulter",59,15.38,12,78,-12,NA,"GoingfortheGreenHitGreenPct",2009
169,169,"Ryan Palmer",78,15.24,25,164,-28,NA,"GoingfortheGreenHitGreenPct",2009
170,170,"Cliff Kresge",78,14.94,13,87,-13,NA,"GoingfortheGreenHitGreenPct",2009
171,171,"Patrick Sheehan",51,14.81,8,54,-8,NA,"GoingfortheGreenHitGreenPct",2009
172,172,"Marc Turnesa",77,14.77,13,88,-13,NA,"GoingfortheGreenHitGreenPct",2009
173,173,"Paul Goydos",79,14.74,14,95,-15,NA,"GoingfortheGreenHitGreenPct",2009
174,174,"Jarrod Lyle",65,14.63,12,82,-15,NA,"GoingfortheGreenHitGreenPct",2009
175,175,"Bob Heintz",59,14.29,9,63,-9,NA,"GoingfortheGreenHitGreenPct",2009
175,175,"David Mathis",82,14.29,14,98,-13,NA,"GoingfortheGreenHitGreenPct",2009
177,177,"Kirk Triplett",60,13.54,13,96,-17,NA,"GoingfortheGreenHitGreenPct",2009
178,178,"Brad Faxon",59,12.9,8,62,-10,NA,"GoingfortheGreenHitGreenPct",2009
179,179,"Peter Lonard",86,12.77,12,94,-11,NA,"GoingfortheGreenHitGreenPct",2009
180,180,"Spencer Levin",75,12.38,13,105,-13,NA,"GoingfortheGreenHitGreenPct",2009
181,181,"Darron Stiles",52,12.28,7,57,-7,NA,"GoingfortheGreenHitGreenPct",2009
182,182,"Ben Curtis",63,11.25,9,80,-8,NA,"GoingfortheGreenHitGreenPct",2009
183,183,"Greg Kraft",51,10.64,5,47,-3,NA,"GoingfortheGreenHitGreenPct",2009
184,184,"Ryuji Imada",85,10.17,12,118,-12,NA,"GoingfortheGreenHitGreenPct",2009
