"GIRPercentage100125yards_RANKTHISWEEK_2013","GIRPercentage100125yards_RANKLASTWEEK_2013","GIRPercentage100125yards_PLAYERNAME_2013","GIRPercentage100125yards_ROUNDS_2013","GIRPercentage100125yards_Pct_2013","GIRPercentage100125yards_GREENSHIT_2013","GIRPercentage100125yards_TOTALHOLES_2013","GIRPercentage100125yards_RELATIVETOPAR_2013","stat_name","year"
1,1,"Stewart Cink",71,85.42,82,96,-0.23,"GIRPercentage100125yards",2013
2,2,"JJ Henry",83,85.11,120,141,-0.29,"GIRPercentage100125yards",2013
3,3,"Justin Hicks",79,84.68,105,124,-0.25,"GIRPercentage100125yards",2013
4,4,"Scott Langley",79,83.9,99,118,-0.31,"GIRPercentage100125yards",2013
5,5,"Justin Leonard",86,83.72,108,129,-0.32,"GIRPercentage100125yards",2013
6,6,"Marc Leishman",77,83.5,86,103,-0.26,"GIRPercentage100125yards",2013
7,7,"KJ Choi",85,83.21,109,131,-0.25,"GIRPercentage100125yards",2013
8,8,"Jim Furyk",80,82.79,101,122,-0.31,"GIRPercentage100125yards",2013
9,9,"Dicky Pride",71,82.47,80,97,-0.45,"GIRPercentage100125yards",2013
10,10,"Vijay Singh",61,82.42,75,91,-0.21,"GIRPercentage100125yards",2013
11,11,"David Hearn",88,82.39,131,159,-0.33,"GIRPercentage100125yards",2013
12,12,"Roberto Castro",97,82.35,140,170,-0.3,"GIRPercentage100125yards",2013
13,13,"Tiger Woods",61,82.26,51,62,-0.57,"GIRPercentage100125yards",2013
14,14,"Chris Kirk",89,82.07,119,145,-0.35,"GIRPercentage100125yards",2013
15,15,"Luke Donald",60,82.05,64,78,-0.3,"GIRPercentage100125yards",2013
16,16,"Jason Dufner",78,81.6,133,163,-0.26,"GIRPercentage100125yards",2013
17,17,"Tim Clark",64,81.48,66,81,-0.21,"GIRPercentage100125yards",2013
18,18,"Chad Campbell",78,81.45,101,124,-0.23,"GIRPercentage100125yards",2013
19,19,"Camilo Villegas",79,81.31,87,107,-0.33,"GIRPercentage100125yards",2013
20,20,"Aaron Watkins",46,81.16,56,69,-0.54,"GIRPercentage100125yards",2013
21,21,"Will Claxton",67,81.08,90,111,-0.16,"GIRPercentage100125yards",2013
22,22,"Fabian Gomez",65,80.91,89,110,-0.31,"GIRPercentage100125yards",2013
23,23,"Bryce Molder",82,80.88,110,136,-0.35,"GIRPercentage100125yards",2013
24,24,"Ken Duke",87,80.43,111,138,-0.21,"GIRPercentage100125yards",2013
25,25,"Bobby Gates",49,80.28,57,71,-0.23,"GIRPercentage100125yards",2013
26,26,"Jimmy Walker",84,80.26,122,152,-0.29,"GIRPercentage100125yards",2013
27,27,"Alistair Presnell",59,80.25,65,81,-0.18,"GIRPercentage100125yards",2013
28,28,"Ricky Barnes",74,80.2,81,101,-0.28,"GIRPercentage100125yards",2013
28,28,"David Mathis",71,80.2,81,101,-0.19,"GIRPercentage100125yards",2013
30,30,"Gary Woodland",94,80.14,113,141,-0.28,"GIRPercentage100125yards",2013
31,31,"Jerry Kelly",75,80,92,115,-0.25,"GIRPercentage100125yards",2013
32,32,"Martin Laird",68,79.76,67,84,-0.24,"GIRPercentage100125yards",2013
33,33,"Michael Bradley",56,79.49,62,78,-0.21,"GIRPercentage100125yards",2013
34,34,"Bob Estes",66,79.44,85,107,-0.27,"GIRPercentage100125yards",2013
35,35,"Doug LaBelle II",72,79.41,81,102,-0.2,"GIRPercentage100125yards",2013
36,36,"Erik Compton",74,79.31,92,116,-0.24,"GIRPercentage100125yards",2013
37,37,"Russell Henley",80,79.23,103,130,-0.21,"GIRPercentage100125yards",2013
38,38,"Jin Park",52,79.22,61,77,-0.2,"GIRPercentage100125yards",2013
39,39,"John Rollins",77,79.2,99,125,-0.19,"GIRPercentage100125yards",2013
40,40,"Hunter Mahan",91,79.13,91,115,-0.18,"GIRPercentage100125yards",2013
41,41,"Robert Garrigus",69,79.05,83,105,-0.34,"GIRPercentage100125yards",2013
42,42,"Brendon de Jonge",110,78.89,157,199,-0.22,"GIRPercentage100125yards",2013
43,43,"Trevor Immelman",73,78.49,73,93,-0.15,"GIRPercentage100125yards",2013
44,44,"Jeff Maggert",63,78.43,80,102,-0.28,"GIRPercentage100125yards",2013
45,45,"Nicolas Colsaerts",50,78.31,65,83,-0.22,"GIRPercentage100125yards",2013
46,46,"James Driscoll",76,78.18,86,110,-0.31,"GIRPercentage100125yards",2013
46,46,"Seung Yul Noh",71,78.18,86,110,-0.22,"GIRPercentage100125yards",2013
48,48,"Stuart Appleby",88,78.08,114,146,-0.24,"GIRPercentage100125yards",2013
49,49,"Cameron Tringale",80,77.78,105,135,-0.3,"GIRPercentage100125yards",2013
50,50,"Daniel Summerhays",83,77.71,122,157,-0.34,"GIRPercentage100125yards",2013
51,51,"Boo Weekley",100,77.66,146,188,-0.23,"GIRPercentage100125yards",2013
