"Front9Round3ScoringAverage_RANKTHISWEEK_2010","Front9Round3ScoringAverage_RANKLASTWEEK_2010","Front9Round3ScoringAverage_PLAYERNAME_2010","Front9Round3ScoringAverage__2010","Front9Round3ScoringAverage_AVG_2010","Front9Round3ScoringAverage_TOTALSTROKES_2010","Front9Round3ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Dean Wilson",NA,33.89,305,9,"Front9Round3ScoringAverage",2010
2,2,"Rory McIlroy",NA,33.91,373,11,"Front9Round3ScoringAverage",2010
3,3,"Chris Riley",NA,33.92,441,13,"Front9Round3ScoringAverage",2010
4,4,"Brett Wetterich",NA,34,374,11,"Front9Round3ScoringAverage",2010
5,5,"Greg Chalmers",NA,34.05,647,19,"Front9Round3ScoringAverage",2010
6,6,"Alex Prugh",NA,34.06,545,16,"Front9Round3ScoringAverage",2010
7,7,"Briny Baird",NA,34.19,547,16,"Front9Round3ScoringAverage",2010
8,8,"Justin Bolli",NA,34.2,171,5,"Front9Round3ScoringAverage",2010
9,9,"Bob Estes",NA,34.21,479,14,"Front9Round3ScoringAverage",2010
10,10,"Matt Jones",NA,34.24,582,17,"Front9Round3ScoringAverage",2010
11,11,"Davis Love III",NA,34.25,548,16,"Front9Round3ScoringAverage",2010
11,11,"Cameron Percy",NA,34.25,411,12,"Front9Round3ScoringAverage",2010
13,13,"Matt Kuchar",NA,34.27,754,22,"Front9Round3ScoringAverage",2010
14,14,"Chad Collins",NA,34.28,617,18,"Front9Round3ScoringAverage",2010
15,15,"Scott Piercy",NA,34.29,583,17,"Front9Round3ScoringAverage",2010
16,16,"Paul Casey",NA,34.31,446,13,"Front9Round3ScoringAverage",2010
16,16,"Scott McCarron",NA,34.31,549,16,"Front9Round3ScoringAverage",2010
16,16,"Scott Verplank",NA,34.31,549,16,"Front9Round3ScoringAverage",2010
19,19,"Kevin Na",NA,34.32,755,22,"Front9Round3ScoringAverage",2010
20,20,"Chris DiMarco",NA,34.33,721,21,"Front9Round3ScoringAverage",2010
20,20,"Ryan Palmer",NA,34.33,515,15,"Front9Round3ScoringAverage",2010
20,20,"Vijay Singh",NA,34.33,515,15,"Front9Round3ScoringAverage",2010
20,20,"Brandt Snedeker",NA,34.33,618,18,"Front9Round3ScoringAverage",2010
24,24,"Chris Couch",NA,34.36,378,11,"Front9Round3ScoringAverage",2010
25,25,"Tom Gillis",NA,34.38,722,21,"Front9Round3ScoringAverage",2010
25,25,"Paul Stankowski",NA,34.38,447,13,"Front9Round3ScoringAverage",2010
25,25,"Charlie Wi",NA,34.38,722,21,"Front9Round3ScoringAverage",2010
28,28,"Richard Johnson",NA,34.39,619,18,"Front9Round3ScoringAverage",2010
29,29,"Brendon de Jonge",NA,34.4,860,25,"Front9Round3ScoringAverage",2010
30,30,"Jason Bohn",NA,34.41,585,17,"Front9Round3ScoringAverage",2010
30,30,"Steve Marino",NA,34.41,585,17,"Front9Round3ScoringAverage",2010
32,32,"Geoff Ogilvy",NA,34.42,413,12,"Front9Round3ScoringAverage",2010
33,33,"Heath Slocum",NA,34.43,792,23,"Front9Round3ScoringAverage",2010
34,34,"Cameron Beckman",NA,34.5,345,10,"Front9Round3ScoringAverage",2010
34,34,"Michael Bradley",NA,34.5,483,14,"Front9Round3ScoringAverage",2010
34,34,"Stewart Cink",NA,34.5,621,18,"Front9Round3ScoringAverage",2010
34,34,"Robert Garrigus",NA,34.5,483,14,"Front9Round3ScoringAverage",2010
34,34,"Garth Mulroy",NA,34.5,276,8,"Front9Round3ScoringAverage",2010
34,34,"Pat Perez",NA,34.5,621,18,"Front9Round3ScoringAverage",2010
34,34,"Carl Pettersson",NA,34.5,690,20,"Front9Round3ScoringAverage",2010
41,41,"Spencer Levin",NA,34.58,830,24,"Front9Round3ScoringAverage",2010
42,42,"David Toms",NA,34.61,623,18,"Front9Round3ScoringAverage",2010
43,43,"Joe Durant",NA,34.64,485,14,"Front9Round3ScoringAverage",2010
43,43,"Martin Flores",NA,34.64,381,11,"Front9Round3ScoringAverage",2010
43,43,"John Mallinger",NA,34.64,381,11,"Front9Round3ScoringAverage",2010
46,46,"Vaughn Taylor",NA,34.65,589,17,"Front9Round3ScoringAverage",2010
