"TenthTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2013","TenthTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2013","TenthTeeEarlyRound4ScoringAverage_PLAYERNAME_2013","TenthTeeEarlyRound4ScoringAverage__2013","TenthTeeEarlyRound4ScoringAverage_AVG_2013","TenthTeeEarlyRound4ScoringAverage_TOTALSTROKES_2013","TenthTeeEarlyRound4ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Martin Kaymer",NA,63,63,1,"TenthTeeEarlyRound4ScoringAverage",2013
2,2,"Robert Streb",NA,64,64,1,"TenthTeeEarlyRound4ScoringAverage",2013
3,3,"Ernie Els",NA,65,65,1,"TenthTeeEarlyRound4ScoringAverage",2013
3,3,"John Rollins",NA,65,65,1,"TenthTeeEarlyRound4ScoringAverage",2013
3,3,"Aaron Watkins",NA,65,65,1,"TenthTeeEarlyRound4ScoringAverage",2013
6,6,"Kevin Chappell",NA,65.5,131,2,"TenthTeeEarlyRound4ScoringAverage",2013
7,7,"Bubba Watson",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2013
8,8,"Bryce Molder",NA,66.67,200,3,"TenthTeeEarlyRound4ScoringAverage",2013
9,9,"Colt Knost",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2013
9,9,"Cameron Tringale",NA,67,134,2,"TenthTeeEarlyRound4ScoringAverage",2013
9,9,"Bo Van Pelt",NA,67,134,2,"TenthTeeEarlyRound4ScoringAverage",2013
9,9,"Jimmy Walker",NA,67,134,2,"TenthTeeEarlyRound4ScoringAverage",2013
9,9,"Nick Watney",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2013
9,9,"Lee Westwood",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2013
15,15,"Bob Estes",NA,67.33,202,3,"TenthTeeEarlyRound4ScoringAverage",2013
16,16,"Kevin Streelman",NA,67.67,203,3,"TenthTeeEarlyRound4ScoringAverage",2013
17,17,"Michael Bradley",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2013
17,17,"Doug LaBelle II",NA,68,272,4,"TenthTeeEarlyRound4ScoringAverage",2013
17,17,"Carl Pettersson",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2013
17,17,"Chez Reavie",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2013
17,17,"DJ Trahan",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2013
17,17,"Lee Williams",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2013
23,23,"Bud Cauley",NA,68.25,273,4,"TenthTeeEarlyRound4ScoringAverage",2013
24,24,"Justin Leonard",NA,68.33,205,3,"TenthTeeEarlyRound4ScoringAverage",2013
25,25,"James Driscoll",NA,68.5,137,2,"TenthTeeEarlyRound4ScoringAverage",2013
25,25,"Jerry Kelly",NA,68.5,137,2,"TenthTeeEarlyRound4ScoringAverage",2013
25,25,"Ben Kohles",NA,68.5,137,2,"TenthTeeEarlyRound4ScoringAverage",2013
25,25,"Geoff Ogilvy",NA,68.5,137,2,"TenthTeeEarlyRound4ScoringAverage",2013
29,29,"KJ Choi",NA,68.67,206,3,"TenthTeeEarlyRound4ScoringAverage",2013
30,30,"Camilo Villegas",NA,68.75,275,4,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"Ricky Barnes",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"Luke Donald",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"Rickie Fowler",NA,69,207,3,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"Jim Furyk",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"Tommy Gainey",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"Charley Hoffman",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"Billy Horschel",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"Phil Mickelson",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"Ryan Palmer",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"DA Points",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2013
31,31,"David Toms",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2013
42,42,"Brad Fritsch",NA,69.33,208,3,"TenthTeeEarlyRound4ScoringAverage",2013
42,42,"Brian Gay",NA,69.33,208,3,"TenthTeeEarlyRound4ScoringAverage",2013
44,44,"Chad Campbell",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2013
44,44,"Brian Davis",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2013
44,44,"Martin Flores",NA,69.5,278,4,"TenthTeeEarlyRound4ScoringAverage",2013
44,44,"Luke List",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2013
44,44,"George McNeill",NA,69.5,278,4,"TenthTeeEarlyRound4ScoringAverage",2013
44,44,"Chris Stroud",NA,69.5,278,4,"TenthTeeEarlyRound4ScoringAverage",2013
50,50,"Steven Bowditch",NA,69.67,209,3,"TenthTeeEarlyRound4ScoringAverage",2013
50,50,"Luke Guthrie",NA,69.67,209,3,"TenthTeeEarlyRound4ScoringAverage",2013
50,50,"Steve LeBrun",NA,69.67,209,3,"TenthTeeEarlyRound4ScoringAverage",2013
53,53,"Jason Bohn",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2013
53,53,"Greg Chalmers",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2013
53,53,"Stewart Cink",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2013
53,53,"Tim Clark",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2013
53,53,"Ben Curtis",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2013
