"Total1Putts2025_RANKTHISWEEK_2005","Total1Putts2025_RANKLASTWEEK_2005","Total1Putts2025_PLAYERNAME_2005","Total1Putts2025_ROUNDS_2005","Total1Putts2025_TOTAL_2005","Total1Putts2025_TOTALFORALLDISTANCES_2005","Total1Putts2025_PCTOFALL1PUTTS_2005","stat_name","year"
1,1,"Patrick Sheehan",114,28,698,4,"Total1Putts2025",2005
2,2,"Hunter Mahan",103,25,643,3.9,"Total1Putts2025",2005
2,2,"Vaughn Taylor",99,25,637,3.9,"Total1Putts2025",2005
4,4,"Jonathan Byrd",103,24,650,3.7,"Total1Putts2025",2005
5,5,"Aaron Baddeley",84,22,585,3.8,"Total1Putts2025",2005
5,5,"Tom Byrum",83,22,509,4.3,"Total1Putts2025",2005
5,5,"Todd Fischer",99,22,656,3.4,"Total1Putts2025",2005
5,5,"Frank Lickliter II",100,22,570,3.9,"Total1Putts2025",2005
5,5,"Chris Smith",93,22,507,4.3,"Total1Putts2025",2005
10,10,"Steve Lowery",100,21,631,3.3,"Total1Putts2025",2005
10,10,"Corey Pavin",77,21,455,4.6,"Total1Putts2025",2005
10,10,"Jeff Sluman",94,21,585,3.6,"Total1Putts2025",2005
13,13,"Olin Browne",99,20,570,3.5,"Total1Putts2025",2005
13,13,"Matt Gogel",78,20,469,4.3,"Total1Putts2025",2005
13,13,"Dudley Hart",84,20,526,3.8,"Total1Putts2025",2005
13,13,"Billy Mayfair",114,20,659,3,"Total1Putts2025",2005
13,13,"Tom Pernice Jr",111,20,650,3.1,"Total1Putts2025",2005
13,13,"Kevin Stadler",96,20,575,3.5,"Total1Putts2025",2005
13,13,"Hidemichi Tanaka",106,20,655,3.1,"Total1Putts2025",2005
20,20,"Robert Allenby",95,19,467,4.1,"Total1Putts2025",2005
20,20,"Chad Campbell",95,19,509,3.7,"Total1Putts2025",2005
22,22,"Brian Bateman",98,18,562,3.2,"Total1Putts2025",2005
22,22,"Stewart Cink",98,18,513,3.5,"Total1Putts2025",2005
22,22,"Ben Crane",78,18,524,3.4,"Total1Putts2025",2005
22,22,"Bob Estes",92,18,575,3.1,"Total1Putts2025",2005
22,22,"Brad Faxon",75,18,451,4,"Total1Putts2025",2005
22,22,"JJ Henry",102,18,554,3.2,"Total1Putts2025",2005
22,22,"Zach Johnson",96,18,591,3,"Total1Putts2025",2005
22,22,"Sean OHair",103,18,597,3,"Total1Putts2025",2005
30,30,"Craig Barlow",81,17,421,4,"Total1Putts2025",2005
30,30,"Daniel Chopra",108,17,679,2.5,"Total1Putts2025",2005
30,30,"Glen Day",80,17,562,3,"Total1Putts2025",2005
30,30,"Dan Forsman",52,17,329,5.2,"Total1Putts2025",2005
30,30,"Harrison Frazar",105,17,656,2.6,"Total1Putts2025",2005
30,30,"Brian Gay",101,17,701,2.4,"Total1Putts2025",2005
30,30,"Todd Hamilton",94,17,534,3.2,"Total1Putts2025",2005
30,30,"Charles Howell III",95,17,493,3.4,"Total1Putts2025",2005
30,30,"Carl Pettersson",109,17,673,2.5,"Total1Putts2025",2005
30,30,"John Senden",101,17,576,3,"Total1Putts2025",2005
30,30,"Joey Sindelar",104,17,666,2.6,"Total1Putts2025",2005
30,30,"DJ Trahan",81,17,461,3.7,"Total1Putts2025",2005
30,30,"Bo Van Pelt",112,17,653,2.6,"Total1Putts2025",2005
30,30,"Tiger Woods",76,17,428,4,"Total1Putts2025",2005
44,44,"Stuart Appleby",84,16,440,3.6,"Total1Putts2025",2005
44,44,"Richard Johnson",50,16,333,4.8,"Total1Putts2025",2005
44,44,"JL Lewis",98,16,578,2.8,"Total1Putts2025",2005
44,44,"Peter Lonard",85,16,444,3.6,"Total1Putts2025",2005
44,44,"Len Mattiace",86,16,572,2.8,"Total1Putts2025",2005
44,44,"Scott McCarron",78,16,424,3.8,"Total1Putts2025",2005
44,44,"Kevin Na",88,16,610,2.6,"Total1Putts2025",2005
44,44,"Ryan Palmer",101,16,577,2.8,"Total1Putts2025",2005
44,44,"Tim Petrovic",97,16,546,2.9,"Total1Putts2025",2005
44,44,"Ted Purdy",122,16,652,2.5,"Total1Putts2025",2005
44,44,"Joey Snyder III",102,16,564,2.8,"Total1Putts2025",2005
55,55,"Steve Allan",102,15,622,2.4,"Total1Putts2025",2005
55,55,"Jason Allred",75,15,435,3.4,"Total1Putts2025",2005
55,55,"Tommy Armour III",103,15,593,2.5,"Total1Putts2025",2005
55,55,"Mark Calcavecchia",92,15,555,2.7,"Total1Putts2025",2005
55,55,"Tom Gillis",77,15,465,3.2,"Total1Putts2025",2005
55,55,"Lucas Glover",88,15,532,2.8,"Total1Putts2025",2005
55,55,"Mathias Gronberg",60,15,394,3.8,"Total1Putts2025",2005
55,55,"Scott Gutschewski",86,15,477,3.1,"Total1Putts2025",2005
55,55,"Tim Herron",100,15,607,2.5,"Total1Putts2025",2005
55,55,"Kent Jones",99,15,626,2.4,"Total1Putts2025",2005
55,55,"Brendan Jones",81,15,494,3,"Total1Putts2025",2005
55,55,"Franklin Langham",91,15,510,2.9,"Total1Putts2025",2005
55,55,"Phil Mickelson",81,15,382,3.9,"Total1Putts2025",2005
55,55,"Brett Quigley",96,15,605,2.5,"Total1Putts2025",2005
55,55,"Tag Ridings",93,15,628,2.4,"Total1Putts2025",2005
55,55,"Justin Rose",99,15,613,2.4,"Total1Putts2025",2005
55,55,"Vijay Singh",111,15,642,2.3,"Total1Putts2025",2005
55,55,"Heath Slocum",103,15,615,2.4,"Total1Putts2025",2005
55,55,"Roland Thatcher",75,15,433,3.5,"Total1Putts2025",2005
55,55,"David Toms",87,15,455,3.3,"Total1Putts2025",2005
55,55,"Bob Tway",87,15,478,3.1,"Total1Putts2025",2005
76,76,"Billy Andrade",83,14,546,2.6,"Total1Putts2025",2005
76,76,"Arjun Atwal",65,14,455,3.1,"Total1Putts2025",2005
76,76,"Woody Austin",100,14,645,2.2,"Total1Putts2025",2005
76,76,"Cameron Beckman",96,14,607,2.3,"Total1Putts2025",2005
76,76,"Danny Briggs",70,14,412,3.4,"Total1Putts2025",2005
76,76,"John Cook",72,14,408,3.4,"Total1Putts2025",2005
76,76,"Jim Furyk",94,14,525,2.7,"Total1Putts2025",2005
76,76,"Paul Gow",78,14,471,3,"Total1Putts2025",2005
76,76,"Brandt Jobe",96,14,563,2.5,"Total1Putts2025",2005
76,76,"Hank Kuehne",84,14,538,2.6,"Total1Putts2025",2005
76,76,"Shaun Micheel",81,14,434,3.2,"Total1Putts2025",2005
76,76,"Mark OMeara",66,14,393,3.6,"Total1Putts2025",2005
76,76,"Arron Oberholser",65,14,348,4,"Total1Putts2025",2005
76,76,"Pat Perez",89,14,560,2.5,"Total1Putts2025",2005
76,76,"Omar Uresti",84,14,505,2.8,"Total1Putts2025",2005
76,76,"Nick Watney",91,14,550,2.5,"Total1Putts2025",2005
92,92,"Jeff Brehaut",71,13,409,3.2,"Total1Putts2025",2005
92,92,"Bart Bryant",91,13,521,2.5,"Total1Putts2025",2005
92,92,"Gavin Coles",70,13,460,2.8,"Total1Putts2025",2005
92,92,"Robert Damron",89,13,550,2.4,"Total1Putts2025",2005
92,92,"John Elliott",58,13,349,3.7,"Total1Putts2025",2005
92,92,"Carlos Franco",78,13,461,2.8,"Total1Putts2025",2005
92,92,"Jeff Hart",63,13,389,3.3,"Total1Putts2025",2005
92,92,"Scott Hend",75,13,449,2.9,"Total1Putts2025",2005
92,92,"Lee Janzen",75,13,423,3.1,"Total1Putts2025",2005
92,92,"Jonathan Kaye",77,13,447,2.9,"Total1Putts2025",2005
92,92,"Andrew Magee",82,13,471,2.8,"Total1Putts2025",2005
92,92,"Shigeki Maruyama",99,13,635,2,"Total1Putts2025",2005
92,92,"Rory Sabbatini",81,13,434,3,"Total1Putts2025",2005
92,92,"Mario Tiziani",67,13,417,3.1,"Total1Putts2025",2005
106,106,"Michael Allen",90,12,553,2.2,"Total1Putts2025",2005
106,106,"DJ Brigman",76,12,401,3,"Total1Putts2025",2005
106,106,"Alex Cejka",84,12,456,2.6,"Total1Putts2025",2005
106,106,"KJ Choi",78,12,389,3.1,"Total1Putts2025",2005
106,106,"Marco Dawson",82,12,552,2.2,"Total1Putts2025",2005
106,106,"Joe Durant",81,12,434,2.8,"Total1Putts2025",2005
106,106,"Fred Funk",102,12,563,2.1,"Total1Putts2025",2005
106,106,"Robert Gamez",91,12,593,2,"Total1Putts2025",2005
106,106,"Bradley Hughes",52,12,292,4.1,"Total1Putts2025",2005
106,106,"Jerry Kelly",101,12,527,2.3,"Total1Putts2025",2005
106,106,"Stephen Leaney",89,12,502,2.4,"Total1Putts2025",2005
106,106,"Michael Long",72,12,411,2.9,"Total1Putts2025",2005
106,106,"Geoff Ogilvy",97,12,551,2.2,"Total1Putts2025",2005
106,106,"Greg Owen",84,12,486,2.5,"Total1Putts2025",2005
106,106,"Brenden Pappas",51,12,358,3.4,"Total1Putts2025",2005
106,106,"Darron Stiles",78,12,502,2.4,"Total1Putts2025",2005
106,106,"Kevin Sutherland",89,12,509,2.4,"Total1Putts2025",2005
106,106,"Duffy Waldorf",86,12,498,2.4,"Total1Putts2025",2005
106,106,"Charles Warren",89,12,533,2.3,"Total1Putts2025",2005
106,106,"Dean Wilson",86,12,559,2.1,"Total1Putts2025",2005
126,126,"Chris Anderson",66,11,421,2.6,"Total1Putts2025",2005
126,126,"Briny Baird",98,11,585,1.9,"Total1Putts2025",2005
126,126,"Doug Barron",70,11,443,2.5,"Total1Putts2025",2005
126,126,"Rich Beem",66,11,326,3.4,"Total1Putts2025",2005
126,126,"Justin Bolli",65,11,417,2.6,"Total1Putts2025",2005
126,126,"Tim Clark",92,11,478,2.3,"Total1Putts2025",2005
