"ConsecutiveCuts_RANKTHISWEEK_2007","ConsecutiveCuts_RANKLASTWEEK_2007","ConsecutiveCuts_PLAYERNAME_2007","ConsecutiveCuts__2007","ConsecutiveCuts_TOTAL_2007","ConsecutiveCuts_STARTTOURNAMENTID_2007","stat_name","year"
22,22,"Paul McGinley",NA,6,2006370,"ConsecutiveCuts",2007
22,22,"Geoff Ogilvy",NA,6,2007340,"ConsecutiveCuts",2007
22,22,"Greg Owen",NA,6,2007420,"ConsecutiveCuts",2007
22,22,"Corey Pavin",NA,6,2007320,"ConsecutiveCuts",2007
22,22,"John Rollins",NA,6,2007370,"ConsecutiveCuts",2007
22,22,"Doug Tewell",NA,6,1999230,"ConsecutiveCuts",2007
22,22,"Bo Van Pelt",NA,6,2007380,"ConsecutiveCuts",2007
33,33,"Michael Allen",NA,5,2007410,"ConsecutiveCuts",2007
33,33,"Ryan Armour",NA,5,2007440,"ConsecutiveCuts",2007
33,33,"Rich Beem",NA,5,2007440,"ConsecutiveCuts",2007
33,33,"Chad Campbell",NA,5,2007380,"ConsecutiveCuts",2007
33,33,"Paul Casey",NA,5,2007230,"ConsecutiveCuts",2007
33,33,"Alex Cejka",NA,5,2007410,"ConsecutiveCuts",2007
33,33,"Daniel Chopra",NA,5,2007420,"ConsecutiveCuts",2007
33,33,"Ben Crane",NA,5,2007160,"ConsecutiveCuts",2007
33,33,"Jason Dufner",NA,5,2007420,"ConsecutiveCuts",2007
33,33,"Jeff Gove",NA,5,2007440,"ConsecutiveCuts",2007
33,33,"Hunter Haas",NA,5,2005400,"ConsecutiveCuts",2007
33,33,"Peter Hanson",NA,5,2005300,"ConsecutiveCuts",2007
33,33,"Tim Herron",NA,5,2007370,"ConsecutiveCuts",2007
33,33,"Wayne Levi",NA,5,2001300,"ConsecutiveCuts",2007
33,33,"Jesper Parnevik",NA,5,2007420,"ConsecutiveCuts",2007
33,33,"Chris Stroud",NA,5,2007440,"ConsecutiveCuts",2007
33,33,"Nick Watney",NA,5,2007390,"ConsecutiveCuts",2007
50,50,"Henrik Bjornstad",NA,4,2006430,"ConsecutiveCuts",2007
50,50,"Jason Bohn",NA,4,2007210,"ConsecutiveCuts",2007
50,50,"Tim Clark",NA,4,2007390,"ConsecutiveCuts",2007
50,50,"Brendon de Jonge",NA,4,2007450,"ConsecutiveCuts",2007
50,50,"Joe Durant",NA,4,2007420,"ConsecutiveCuts",2007
50,50,"Simon Dyson",NA,4,2005300,"ConsecutiveCuts",2007
50,50,"Niclas Fasth",NA,4,2007250,"ConsecutiveCuts",2007
50,50,"Mark Foster",NA,4,2003300,"ConsecutiveCuts",2007
50,50,"Jim Furyk",NA,4,2007370,"ConsecutiveCuts",2007
50,50,"Stephen Gangluff",NA,4,2002490,"ConsecutiveCuts",2007
50,50,"Lucas Glover",NA,4,2007380,"ConsecutiveCuts",2007
50,50,"Jay Haas",NA,4,2006190,"ConsecutiveCuts",2007
50,50,"Ryuji Imada",NA,4,2007450,"ConsecutiveCuts",2007
50,50,"Zach Johnson",NA,4,2007370,"ConsecutiveCuts",2007
50,50,"Kent Jones",NA,4,2007450,"ConsecutiveCuts",2007
50,50,"Shigeki Maruyama",NA,4,2007440,"ConsecutiveCuts",2007
50,50,"Tom Pernice Jr",NA,4,2007440,"ConsecutiveCuts",2007
50,50,"Rory Sabbatini",NA,4,2007370,"ConsecutiveCuts",2007
50,50,"John Senden",NA,4,2007380,"ConsecutiveCuts",2007
50,50,"Mike Sposa",NA,4,2006410,"ConsecutiveCuts",2007
50,50,"Mike Weir",NA,4,2007370,"ConsecutiveCuts",2007
50,50,"Garrett Willis",NA,4,2007440,"ConsecutiveCuts",2007
72,72,"Arjun Atwal",NA,3,2007420,"ConsecutiveCuts",2007
72,72,"Paul Broadhurst",NA,3,2006440,"ConsecutiveCuts",2007
72,72,"Jonathan Byrd",NA,3,2007380,"ConsecutiveCuts",2007
72,72,"Ben Crenshaw",NA,3,2006150,"ConsecutiveCuts",2007
72,72,"Mikko Ilonen",NA,3,2001310,"ConsecutiveCuts",2007
72,72,"Franklin Langham",NA,3,2005485,"ConsecutiveCuts",2007
72,72,"Jamie Lovemark",NA,3,2006280,"ConsecutiveCuts",2007
72,72,"Billy Mayfair",NA,3,2007450,"ConsecutiveCuts",2007
72,72,"Ryan Moore",NA,3,2007450,"ConsecutiveCuts",2007
72,72,"Joe Ogilvie",NA,3,2007450,"ConsecutiveCuts",2007
72,72,"Ryan Palmer",NA,3,2007460,"ConsecutiveCuts",2007
72,72,"Pat Perez",NA,3,2007390,"ConsecutiveCuts",2007
72,72,"Bob Shearer",NA,3,1984320,"ConsecutiveCuts",2007
72,72,"Vijay Singh",NA,3,2007380,"ConsecutiveCuts",2007
72,72,"Brandt Snedeker",NA,3,2007380,"ConsecutiveCuts",2007
72,72,"Kevin Sutherland",NA,3,2007390,"ConsecutiveCuts",2007
72,72,"Duffy Waldorf",NA,3,2007450,"ConsecutiveCuts",2007
72,72,"Charlie Wi",NA,3,2007440,"ConsecutiveCuts",2007
90,90,"Fredrik Andersson Hed",NA,2,2002310,"ConsecutiveCuts",2007
90,90,"Stuart Appleby",NA,2,2007390,"ConsecutiveCuts",2007
90,90,"Craig Barlow",NA,2,2007460,"ConsecutiveCuts",2007
90,90,"Chris Baryla",NA,2,2003380,"ConsecutiveCuts",2007
90,90,"Thomas Bjorn",NA,2,2007310,"ConsecutiveCuts",2007
90,90,"Gregory Bourdy",NA,2,2006440,"ConsecutiveCuts",2007
90,90,"Michael Boyd",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Mark Brooks",NA,2,2007450,"ConsecutiveCuts",2007
90,90,"Angel Cabrera",NA,2,2007380,"ConsecutiveCuts",2007
90,90,"Tom Carter",NA,2,2004470,"ConsecutiveCuts",2007
90,90,"KJ Choi",NA,2,2007390,"ConsecutiveCuts",2007
90,90,"Darren Clarke",NA,2,2007340,"ConsecutiveCuts",2007
90,90,"Luke Donald",NA,2,2007380,"ConsecutiveCuts",2007
90,90,"Steve Elkington",NA,2,2007380,"ConsecutiveCuts",2007
90,90,"Danny Ellis",NA,2,2007080,"ConsecutiveCuts",2007
90,90,"Todd Fischer",NA,2,2007330,"ConsecutiveCuts",2007
90,90,"Steve Flesch",NA,2,2007460,"ConsecutiveCuts",2007
90,90,"Marcus Fraser",NA,2,2006310,"ConsecutiveCuts",2007
90,90,"Fred Funk",NA,2,2007410,"ConsecutiveCuts",2007
90,90,"Robert Gamez",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Brian Gay",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Andres Gonzales",NA,2,2006460,"ConsecutiveCuts",2007
90,90,"Jason Gore",NA,2,2007450,"ConsecutiveCuts",2007
90,90,"Paul Goydos",NA,2,2007370,"ConsecutiveCuts",2007
90,90,"Anton Haig",NA,2,2007130,"ConsecutiveCuts",2007
90,90,"David Hearn",NA,2,2006390,"ConsecutiveCuts",2007
90,90,"Kazuhiko Hosokawa",NA,2,2001220,"ConsecutiveCuts",2007
90,90,"Trevor Immelman",NA,2,2007380,"ConsecutiveCuts",2007
90,90,"Lee Janzen",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Kevin Johnson",NA,2,2002300,"ConsecutiveCuts",2007
90,90,"Craig Kanada",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Robert Karlsson",NA,2,2007340,"ConsecutiveCuts",2007
90,90,"Anthony Kim",NA,2,2007390,"ConsecutiveCuts",2007
90,90,"Greg Kraft",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Matt Kuchar",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Doug LaBelle II",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Bernhard Langer",NA,2,2007290,"ConsecutiveCuts",2007
90,90,"Jose Manuel Lara",NA,2,2007080,"ConsecutiveCuts",2007
90,90,"Steve Lowery",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Sandy Lyle",NA,2,2007150,"ConsecutiveCuts",2007
90,90,"Hunter Mahan",NA,2,2007390,"ConsecutiveCuts",2007
90,90,"John Mallinger",NA,2,2007460,"ConsecutiveCuts",2007
90,90,"Steve Marino",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Jim McGovern",NA,2,2007330,"ConsecutiveCuts",2007
90,90,"Parker McLachlin",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Mac McLendon",NA,2,1980430,"ConsecutiveCuts",2007
90,90,"Yusaku Miyazato",NA,2,2006360,"ConsecutiveCuts",2007
90,90,"Bryce Molder",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Colin Montgomerie",NA,2,2007340,"ConsecutiveCuts",2007
90,90,"Jack Newton",NA,2,1982420,"ConsecutiveCuts",2007
90,90,"Nick OHern",NA,2,2007390,"ConsecutiveCuts",2007
90,90,"Louis Oosthuizen",NA,2,2006440,"ConsecutiveCuts",2007
90,90,"Brenden Pappas",NA,2,2005400,"ConsecutiveCuts",2007
90,90,"Tim Petrovic",NA,2,2007460,"ConsecutiveCuts",2007
90,90,"Dicky Pride",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Kyle Reifers",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Chris Riley",NA,2,2007460,"ConsecutiveCuts",2007
90,90,"Robert Rock",NA,2,2005300,"ConsecutiveCuts",2007
90,90,"Justin Rose",NA,2,2007390,"ConsecutiveCuts",2007
90,90,"Marco Ruiz",NA,2,2003300,"ConsecutiveCuts",2007
90,90,"Andrew Ruthkoski",NA,2,2007270,"ConsecutiveCuts",2007
90,90,"John Schroeder",NA,2,1995300,"ConsecutiveCuts",2007
90,90,"Michael Sim",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Bob Smith",NA,2,1985280,"ConsecutiveCuts",2007
90,90,"Graeme Storm",NA,2,2007340,"ConsecutiveCuts",2007
90,90,"Roland Thatcher",NA,2,2005485,"ConsecutiveCuts",2007
90,90,"Nicholas Thompson",NA,2,2006460,"ConsecutiveCuts",2007
90,90,"Peter Tomasulo",NA,2,2005060,"ConsecutiveCuts",2007
90,90,"Paul Trittler",NA,2,1997100,"ConsecutiveCuts",2007
90,90,"Bob Tway",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Grant Waite",NA,2,2007450,"ConsecutiveCuts",2007
90,90,"Charles Warren",NA,2,2007460,"ConsecutiveCuts",2007
90,90,"DA Weibring",NA,2,2003160,"ConsecutiveCuts",2007
90,90,"Steve Wheatcroft",NA,2,2007465,"ConsecutiveCuts",2007
90,90,"Ron Whittaker",NA,2,2006460,"ConsecutiveCuts",2007
90,90,"Tim Wilkinson",NA,2,2003370,"ConsecutiveCuts",2007
90,90,"Thaworn Wiratchant",NA,2,2006310,"ConsecutiveCuts",2007
90,90,"Casey Wittenberg",NA,2,2005485,"ConsecutiveCuts",2007
90,90,"Azuma Yano",NA,2,2006470,"ConsecutiveCuts",2007
