"Round1ScoringAverage_RANKTHISWEEK_2010","Round1ScoringAverage_RANKLASTWEEK_2010","Round1ScoringAverage_PLAYERNAME_2010","Round1ScoringAverage__2010","Round1ScoringAverage_AVG_2010","Round1ScoringAverage_TOTALSTROKES_2010","Round1ScoringAverage_TOTALROUNDS_2010","stat_name","year"
158,158,"DA Points",NA,71.59,2076,29,"Round1ScoringAverage",2010
160,160,"Steve Lowery",NA,71.6,1790,25,"Round1ScoringAverage",2010
160,160,"Rocco Mediate",NA,71.6,1790,25,"Round1ScoringAverage",2010
162,162,"Scott Verplank",NA,71.62,1504,21,"Round1ScoringAverage",2010
163,163,"Roland Thatcher",NA,71.65,1863,26,"Round1ScoringAverage",2010
164,164,"Stuart Appleby",NA,71.68,2222,31,"Round1ScoringAverage",2010
164,164,"Jeff Maggert",NA,71.68,2007,28,"Round1ScoringAverage",2010
166,166,"Henrik Bjornstad",NA,71.69,1864,26,"Round1ScoringAverage",2010
167,167,"Ted Purdy",NA,71.7,2151,30,"Round1ScoringAverage",2010
168,168,"Brian Davis",NA,71.75,2296,32,"Round1ScoringAverage",2010
169,169,"Billy Mayfair",NA,71.77,1866,26,"Round1ScoringAverage",2010
169,169,"Greg Owen",NA,71.77,1866,26,"Round1ScoringAverage",2010
171,171,"Derek Lamely",NA,71.78,1938,27,"Round1ScoringAverage",2010
172,172,"Daniel Chopra",NA,71.79,2010,28,"Round1ScoringAverage",2010
172,172,"Sergio Garcia",NA,71.79,1005,14,"Round1ScoringAverage",2010
174,174,"Martin Flores",NA,71.81,1867,26,"Round1ScoringAverage",2010
175,175,"Andrew McLardy",NA,71.86,1509,21,"Round1ScoringAverage",2010
176,176,"Brenden Pappas",NA,71.88,1725,24,"Round1ScoringAverage",2010
177,177,"Omar Uresti",NA,71.89,1941,27,"Round1ScoringAverage",2010
177,177,"Johnson Wagner",NA,71.89,2013,28,"Round1ScoringAverage",2010
179,179,"Brad Faxon",NA,71.91,1654,23,"Round1ScoringAverage",2010
180,180,"Bill Lunde",NA,71.96,2015,28,"Round1ScoringAverage",2010
181,181,"Mathew Goggin",NA,72.04,2017,28,"Round1ScoringAverage",2010
182,182,"Chris Wilson",NA,72.08,1874,26,"Round1ScoringAverage",2010
183,183,"Vance Veazey",NA,72.17,1660,23,"Round1ScoringAverage",2010
184,184,"David Lutterus",NA,72.2,1805,25,"Round1ScoringAverage",2010
185,185,"Jeff Gove",NA,72.23,1589,22,"Round1ScoringAverage",2010
186,186,"Craig Bowden",NA,72.25,1445,20,"Round1ScoringAverage",2010
187,187,"Justin Bolli",NA,72.26,1662,23,"Round1ScoringAverage",2010
188,188,"Rich Barcelo",NA,72.28,1807,25,"Round1ScoringAverage",2010
189,189,"Steve Flesch",NA,72.44,1811,25,"Round1ScoringAverage",2010
190,190,"Kevin Johnson",NA,72.69,1890,26,"Round1ScoringAverage",2010
191,191,"Jerod Turner",NA,72.95,1459,20,"Round1ScoringAverage",2010
192,192,"Greg Kraft",NA,73.24,1538,21,"Round1ScoringAverage",2010
