"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2007","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2007","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2007","AverageDistancetoHoleAfterTeeShot_ROUNDS_2007","AverageDistancetoHoleAfterTeeShot_AVG_2007","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2007","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2007","stat_name","year"
84,84,"Marco Dawson",73,174.2,5555789,886,"AverageDistancetoHoleAfterTeeShot",2007
84,84,"Joe Durant",88,174.2,6415908,1023,"AverageDistancetoHoleAfterTeeShot",2007
84,84,"Jim Rutledge",59,174.2,3969872,633,"AverageDistancetoHoleAfterTeeShot",2007
87,87,"Chad Campbell",96,174.5,6364825,1013,"AverageDistancetoHoleAfterTeeShot",2007
87,87,"Bryce Molder",56,174.5,4171639,664,"AverageDistancetoHoleAfterTeeShot",2007
87,87,"Michael Putnam",96,174.5,6914890,1101,"AverageDistancetoHoleAfterTeeShot",2007
90,90,"Eric Axley",107,174.6,8113457,1291,"AverageDistancetoHoleAfterTeeShot",2007
90,90,"Jason Dufner",100,174.6,7548452,1201,"AverageDistancetoHoleAfterTeeShot",2007
92,92,"Mark Hensby",81,174.7,6202251,986,"AverageDistancetoHoleAfterTeeShot",2007
92,92,"Frank Lickliter II",95,174.7,7401098,1177,"AverageDistancetoHoleAfterTeeShot",2007
94,94,"Ryan Armour",107,174.8,8172902,1299,"AverageDistancetoHoleAfterTeeShot",2007
94,94,"Kyle Reifers",71,174.8,5460718,868,"AverageDistancetoHoleAfterTeeShot",2007
94,94,"Chris Stroud",66,174.8,4908724,780,"AverageDistancetoHoleAfterTeeShot",2007
97,97,"Ryan Moore",92,174.9,6518254,1035,"AverageDistancetoHoleAfterTeeShot",2007
97,97,"Brett Quigley",79,174.9,5497699,873,"AverageDistancetoHoleAfterTeeShot",2007
99,99,"Briny Baird",115,175,9127121,1449,"AverageDistancetoHoleAfterTeeShot",2007
99,99,"John Senden",97,175,7346548,1166,"AverageDistancetoHoleAfterTeeShot",2007
101,101,"Steve Wheatcroft",73,175.2,5309763,842,"AverageDistancetoHoleAfterTeeShot",2007
102,102,"Daisuke Maruyama",86,175.3,6656757,1055,"AverageDistancetoHoleAfterTeeShot",2007
103,103,"Cameron Beckman",96,175.4,7413442,1174,"AverageDistancetoHoleAfterTeeShot",2007
104,104,"Jeff Gove",103,175.6,8224373,1301,"AverageDistancetoHoleAfterTeeShot",2007
104,104,"Freddie Jacobson",70,175.6,6012510,951,"AverageDistancetoHoleAfterTeeShot",2007
104,104,"Kevin Na",84,175.6,6827842,1080,"AverageDistancetoHoleAfterTeeShot",2007
104,104,"Jesper Parnevik",88,175.6,6542254,1035,"AverageDistancetoHoleAfterTeeShot",2007
108,108,"KJ Choi",87,175.7,5953272,941,"AverageDistancetoHoleAfterTeeShot",2007
109,109,"Tommy Armour III",81,175.8,6070866,959,"AverageDistancetoHoleAfterTeeShot",2007
109,109,"Tom Lehman",62,175.8,4259690,673,"AverageDistancetoHoleAfterTeeShot",2007
111,111,"David Branshaw",83,175.9,6509927,1028,"AverageDistancetoHoleAfterTeeShot",2007
111,111,"Jerry Kelly",101,175.9,6621970,1046,"AverageDistancetoHoleAfterTeeShot",2007
111,111,"Arron Oberholser",69,175.9,4628693,731,"AverageDistancetoHoleAfterTeeShot",2007
114,114,"Kevin Sutherland",85,176,6038807,953,"AverageDistancetoHoleAfterTeeShot",2007
115,115,"Trevor Immelman",74,176.2,4757881,750,"AverageDistancetoHoleAfterTeeShot",2007
116,116,"Darron Stiles",65,176.4,4655288,733,"AverageDistancetoHoleAfterTeeShot",2007
117,117,"Michael Allen",74,176.5,5598295,881,"AverageDistancetoHoleAfterTeeShot",2007
117,117,"Tom Johnson",74,176.5,5494980,865,"AverageDistancetoHoleAfterTeeShot",2007
117,117,"Jeff Maggert",79,176.5,6869509,1081,"AverageDistancetoHoleAfterTeeShot",2007
117,117,"Tim Petrovic",106,176.5,8315518,1309,"AverageDistancetoHoleAfterTeeShot",2007
121,121,"Stephen Ames",81,176.8,5510914,866,"AverageDistancetoHoleAfterTeeShot",2007
121,121,"Woody Austin",95,176.8,7394117,1162,"AverageDistancetoHoleAfterTeeShot",2007
123,123,"Ken Duke",112,176.9,8399800,1319,"AverageDistancetoHoleAfterTeeShot",2007
124,124,"Cliff Kresge",107,177.1,8741591,1371,"AverageDistancetoHoleAfterTeeShot",2007
124,124,"David Toms",80,177.1,5578473,875,"AverageDistancetoHoleAfterTeeShot",2007
126,126,"Vaughn Taylor",91,177.4,6334097,992,"AverageDistancetoHoleAfterTeeShot",2007
127,127,"Steve Flesch",100,177.5,7942526,1243,"AverageDistancetoHoleAfterTeeShot",2007
128,128,"Rich Barcelo",80,177.6,6119536,957,"AverageDistancetoHoleAfterTeeShot",2007
129,129,"Duffy Waldorf",69,177.7,5244402,820,"AverageDistancetoHoleAfterTeeShot",2007
130,130,"Billy Mayfair",98,177.8,7336252,1146,"AverageDistancetoHoleAfterTeeShot",2007
131,131,"Bob Heintz",85,178,6319748,986,"AverageDistancetoHoleAfterTeeShot",2007
132,132,"Johnson Wagner",97,178.1,7660530,1195,"AverageDistancetoHoleAfterTeeShot",2007
132,132,"Mark Wilson",87,178.1,6464249,1008,"AverageDistancetoHoleAfterTeeShot",2007
134,134,"Billy Andrade",88,178.2,6965168,1086,"AverageDistancetoHoleAfterTeeShot",2007
134,134,"Jason Bohn",57,178.2,4682819,730,"AverageDistancetoHoleAfterTeeShot",2007
134,134,"DJ Brigman",67,178.2,4766966,743,"AverageDistancetoHoleAfterTeeShot",2007
134,134,"Brandt Snedeker",105,178.2,7608989,1186,"AverageDistancetoHoleAfterTeeShot",2007
138,138,"Ben Curtis",80,178.4,5765862,898,"AverageDistancetoHoleAfterTeeShot",2007
138,138,"Todd Hamilton",76,178.4,5137958,800,"AverageDistancetoHoleAfterTeeShot",2007
140,140,"Justin Leonard",95,178.6,7295900,1135,"AverageDistancetoHoleAfterTeeShot",2007
141,141,"Brian Davis",101,178.8,7815998,1214,"AverageDistancetoHoleAfterTeeShot",2007
142,142,"Parker McLachlin",83,178.9,6477244,1006,"AverageDistancetoHoleAfterTeeShot",2007
143,143,"Heath Slocum",101,179,8293560,1287,"AverageDistancetoHoleAfterTeeShot",2007
143,143,"Bob Tway",103,179,7821036,1214,"AverageDistancetoHoleAfterTeeShot",2007
145,145,"Luke Donald",69,179.3,4505899,698,"AverageDistancetoHoleAfterTeeShot",2007
146,146,"Kent Jones",97,179.4,7881390,1220,"AverageDistancetoHoleAfterTeeShot",2007
147,147,"Robert Gamez",88,179.5,6797685,1052,"AverageDistancetoHoleAfterTeeShot",2007
148,148,"Steve Elkington",87,179.6,6522915,1009,"AverageDistancetoHoleAfterTeeShot",2007
148,148,"Paul Gow",70,179.6,5101371,789,"AverageDistancetoHoleAfterTeeShot",2007
148,148,"Scott Verplank",82,179.6,5315280,822,"AverageDistancetoHoleAfterTeeShot",2007
151,151,"Zach Johnson",76,179.7,5383758,832,"AverageDistancetoHoleAfterTeeShot",2007
151,151,"John Mallinger",96,179.7,7757069,1199,"AverageDistancetoHoleAfterTeeShot",2007
153,153,"Tom Pernice Jr",104,179.8,7546064,1166,"AverageDistancetoHoleAfterTeeShot",2007
153,153,"Jaco Van Zyl",51,179.8,3935111,608,"AverageDistancetoHoleAfterTeeShot",2007
155,155,"Jim Furyk",84,180,5992335,925,"AverageDistancetoHoleAfterTeeShot",2007
156,156,"Bart Bryant",87,180.2,6694684,1032,"AverageDistancetoHoleAfterTeeShot",2007
156,156,"Tripp Isenhour",86,180.2,6565884,1012,"AverageDistancetoHoleAfterTeeShot",2007
156,156,"Lee Janzen",66,180.2,4663585,719,"AverageDistancetoHoleAfterTeeShot",2007
159,159,"Nathan Green",103,180.4,7808073,1202,"AverageDistancetoHoleAfterTeeShot",2007
159,159,"Charlie Wi",90,180.4,7408607,1141,"AverageDistancetoHoleAfterTeeShot",2007
161,161,"Glen Day",85,180.5,6697950,1031,"AverageDistancetoHoleAfterTeeShot",2007
162,162,"Mark Brooks",53,180.6,3699406,569,"AverageDistancetoHoleAfterTeeShot",2007
163,163,"Jeff Quinney",95,180.8,7751881,1191,"AverageDistancetoHoleAfterTeeShot",2007
163,163,"Steve Stricker",81,180.8,5844057,898,"AverageDistancetoHoleAfterTeeShot",2007
165,165,"Shaun Micheel",91,181,6315033,969,"AverageDistancetoHoleAfterTeeShot",2007
165,165,"Nick OHern",72,181,4977162,764,"AverageDistancetoHoleAfterTeeShot",2007
167,167,"Tim Clark",66,181.4,4774163,731,"AverageDistancetoHoleAfterTeeShot",2007
167,167,"Chris DiMarco",79,181.4,5680230,870,"AverageDistancetoHoleAfterTeeShot",2007
169,169,"Ian Poulter",63,181.7,3551429,543,"AverageDistancetoHoleAfterTeeShot",2007
169,169,"Joey Sindelar",75,181.7,6004971,918,"AverageDistancetoHoleAfterTeeShot",2007
171,171,"Jeff Sluman",60,181.9,3764543,575,"AverageDistancetoHoleAfterTeeShot",2007
171,171,"Kirk Triplett",77,181.9,6149527,939,"AverageDistancetoHoleAfterTeeShot",2007
173,173,"Dicky Pride",71,182,5471269,835,"AverageDistancetoHoleAfterTeeShot",2007
174,174,"Dean Wilson",92,182.2,6802676,1037,"AverageDistancetoHoleAfterTeeShot",2007
175,175,"Craig Lile",77,182.3,6306981,961,"AverageDistancetoHoleAfterTeeShot",2007
176,176,"Shigeki Maruyama",84,182.5,7267694,1106,"AverageDistancetoHoleAfterTeeShot",2007
177,177,"Bob Estes",88,182.7,7287439,1108,"AverageDistancetoHoleAfterTeeShot",2007
178,178,"Tom Byrum",50,183.2,3745674,568,"AverageDistancetoHoleAfterTeeShot",2007
179,179,"Ryuji Imada",104,183.3,8124844,1231,"AverageDistancetoHoleAfterTeeShot",2007
179,179,"Matt Kuchar",85,183.3,6505571,986,"AverageDistancetoHoleAfterTeeShot",2007
179,179,"Doug LaBelle II",104,183.3,8300506,1258,"AverageDistancetoHoleAfterTeeShot",2007
182,182,"Rocco Mediate",72,183.4,6121147,927,"AverageDistancetoHoleAfterTeeShot",2007
183,183,"Richard Johnson",93,183.9,7678191,1160,"AverageDistancetoHoleAfterTeeShot",2007
184,184,"Craig Kanada",109,184,8632761,1303,"AverageDistancetoHoleAfterTeeShot",2007
185,185,"Anders Hansen",55,184.3,3119195,470,"AverageDistancetoHoleAfterTeeShot",2007
186,186,"Chris Riley",59,184.6,4663999,702,"AverageDistancetoHoleAfterTeeShot",2007
187,187,"Paul Goydos",60,185,4321317,649,"AverageDistancetoHoleAfterTeeShot",2007
188,188,"Jose Maria Olazabal",52,185.1,3385768,508,"AverageDistancetoHoleAfterTeeShot",2007
189,189,"Jose Coceres",50,185.7,3917068,586,"AverageDistancetoHoleAfterTeeShot",2007
190,190,"Michael Boyd",61,185.8,4830593,722,"AverageDistancetoHoleAfterTeeShot",2007
191,191,"Fred Funk",65,185.9,4951119,740,"AverageDistancetoHoleAfterTeeShot",2007
192,192,"Craig Bowden",78,186.2,6254407,933,"AverageDistancetoHoleAfterTeeShot",2007
193,193,"Stephen Leaney",82,187.5,6884601,1020,"AverageDistancetoHoleAfterTeeShot",2007
194,194,"Brian Gay",107,189.7,9207514,1348,"AverageDistancetoHoleAfterTeeShot",2007
195,195,"Gavin Coles",87,192.1,7379532,1067,"AverageDistancetoHoleAfterTeeShot",2007
196,196,"Corey Pavin",81,192.7,6807060,981,"AverageDistancetoHoleAfterTeeShot",2007
