"RightRoughProximity_RANKTHISWEEK_2014","RightRoughProximity_RANKLASTWEEK_2014","RightRoughProximity_PLAYERNAME_2014","RightRoughProximity_ROUNDS_2014","RightRoughProximity_AVG_2014","RightRoughProximity_ATTEMPTS_2014","RightRoughProximity_TOTALDISTANCEFEET_2014","RightRoughProximity_RELATIVETOPAR_2014","stat_name","year"
60,60,"Hudson Swafford",75,NA,108,4608.5,20,"RightRoughProximity",2014
60,60,"YE Yang",79,NA,108,4605,16,"RightRoughProximity",2014
65,65,"Shawn Stefani",60,NA,98,4193.5,22,"RightRoughProximity",2014
66,66,"Jason Dufner",57,NA,81,3466.333,14,"RightRoughProximity",2014
67,67,"Brian Stuard",91,NA,107,4587.667,5,"RightRoughProximity",2014
68,68,"Martin Kaymer",65,NA,92,3952.5,8,"RightRoughProximity",2014
68,68,"John Merrick",87,NA,81,3485.833,15,"RightRoughProximity",2014
70,70,"Morgan Hoffmann",103,NA,208,8967.167,40,"RightRoughProximity",2014
70,70,"Daniel Summerhays",98,NA,133,5727.083,-5,"RightRoughProximity",2014
72,72,"Jason Kokrak",65,NA,124,5361.167,5,"RightRoughProximity",2014
73,73,"Charles Howell III",106,NA,223,9656.167,31,"RightRoughProximity",2014
73,73,"Adam Scott",68,NA,103,4465.667,1,"RightRoughProximity",2014
75,75,"Ben Martin",80,NA,95,4126.083,19,"RightRoughProximity",2014
75,75,"Andres Romero",81,NA,154,6688.583,17,"RightRoughProximity",2014
77,77,"Stewart Cink",91,NA,132,5736.833,10,"RightRoughProximity",2014
77,77,"Sergio Garcia",61,NA,76,3308,-2,"RightRoughProximity",2014
77,77,"Hideki Matsuyama",82,NA,130,5659.083,16,"RightRoughProximity",2014
77,77,"Cameron Tringale",111,NA,142,6174.417,23,"RightRoughProximity",2014
81,81,"Jason Day",54,NA,71,3091.833,11,"RightRoughProximity",2014
81,81,"Bronson La Cassie",51,NA,63,2744.417,4,"RightRoughProximity",2014
83,83,"Ian Poulter",57,NA,97,4238.333,27,"RightRoughProximity",2014
83,83,"Charlie Wi",72,NA,153,6680.833,11,"RightRoughProximity",2014
85,85,"Bill Haas",107,NA,140,6121.583,14,"RightRoughProximity",2014
85,85,"John Huh",87,NA,114,4991.917,20,"RightRoughProximity",2014
85,85,"Jerry Kelly",80,NA,125,5471.583,15,"RightRoughProximity",2014
85,85,"Rory Sabbatini",82,NA,156,6826.917,18,"RightRoughProximity",2014
85,85,"Bo Van Pelt",83,NA,102,4462.5,13,"RightRoughProximity",2014
90,90,"Scott Langley",95,NA,190,8332.75,16,"RightRoughProximity",2014
91,91,"Ben Crane",81,NA,125,5487.5,32,"RightRoughProximity",2014
91,91,"Geoff Ogilvy",84,NA,142,6231.75,12,"RightRoughProximity",2014
93,93,"Tommy Gainey",73,NA,127,5588.5,10,"RightRoughProximity",2014
93,93,"Kevin Na",94,NA,136,5978.5,3,"RightRoughProximity",2014
95,95,"Erik Compton",88,NA,142,6263.417,23,"RightRoughProximity",2014
96,96,"Robert Garrigus",80,NA,145,6406.333,24,"RightRoughProximity",2014
96,96,"Troy Merritt",62,NA,130,5736.333,43,"RightRoughProximity",2014
96,96,"Webb Simpson",87,NA,124,5476.167,11,"RightRoughProximity",2014
99,99,"Gary Woodland",93,NA,133,5883.833,7,"RightRoughProximity",2014
100,100,"Wes Roach",67,NA,107,4741.583,27,"RightRoughProximity",2014
101,101,"Stuart Appleby",92,NA,151,6713,16,"RightRoughProximity",2014
101,101,"Woody Austin",63,NA,111,4931.083,34,"RightRoughProximity",2014
101,101,"Angel Cabrera",69,NA,121,5375.833,-1,"RightRoughProximity",2014
101,101,"Matt Every",85,NA,101,4482.417,8,"RightRoughProximity",2014
101,101,"David Hearn",97,NA,130,5774.333,33,"RightRoughProximity",2014
101,101,"Kevin Tway",64,NA,106,4706.333,23,"RightRoughProximity",2014
107,107,"Steven Bowditch",93,NA,149,6633,33,"RightRoughProximity",2014
107,107,"Matt Kuchar",91,NA,107,4758.083,10,"RightRoughProximity",2014
109,109,"Harris English",95,NA,137,6104.417,11,"RightRoughProximity",2014
109,109,"Matt Jones",83,NA,117,5218.083,24,"RightRoughProximity",2014
109,109,"Martin Laird",66,NA,96,4281,20,"RightRoughProximity",2014
109,109,"Graeme McDowell",66,NA,62,2766.333,11,"RightRoughProximity",2014
113,113,"Keegan Bradley",89,NA,114,5093,11,"RightRoughProximity",2014
113,113,"Russell Henley",92,NA,130,5808.667,12,"RightRoughProximity",2014
115,115,"Bud Cauley",56,NA,84,3755.833,15,"RightRoughProximity",2014
115,115,"Brendon Todd",108,NA,163,7299.5,17,"RightRoughProximity",2014
117,117,"Billy Horschel",92,NA,92,4122.917,19,"RightRoughProximity",2014
117,117,"Patrick Reed",92,NA,177,7937.833,22,"RightRoughProximity",2014
119,119,"JJ Henry",91,NA,118,5295.75,15,"RightRoughProximity",2014
120,120,"Danny Lee",84,NA,104,4684.167,9,"RightRoughProximity",2014
121,121,"Will Wilcox",51,NA,77,3471.417,14,"RightRoughProximity",2014
122,122,"Ernie Els",85,NA,161,7295.583,20,"RightRoughProximity",2014
122,122,"Michael Putnam",106,NA,168,7621.417,33,"RightRoughProximity",2014
122,122,"Michael Thompson",74,NA,101,4578.833,15,"RightRoughProximity",2014
125,125,"Scott Brown",100,NA,121,5513.583,13,"RightRoughProximity",2014
125,125,"Brendon de Jonge",109,NA,134,6105.583,18,"RightRoughProximity",2014
125,125,"Camilo Villegas",95,NA,128,5838.5,25,"RightRoughProximity",2014
128,128,"Ryo Ishikawa",75,NA,131,5986.417,22,"RightRoughProximity",2014
128,128,"John Rollins",84,NA,135,6169.5,17,"RightRoughProximity",2014
128,128,"Kevin Stadler",90,NA,102,4659.5,10,"RightRoughProximity",2014
131,131,"James Hahn",82,NA,151,6917.5,15,"RightRoughProximity",2014
131,131,"Jhonattan Vegas",77,NA,126,5772.25,20,"RightRoughProximity",2014
133,133,"Rory McIlroy",66,NA,86,3945.75,7,"RightRoughProximity",2014
134,134,"DA Points",75,NA,89,4095.083,19,"RightRoughProximity",2014
135,135,"Brad Fritsch",50,NA,94,4335.25,7,"RightRoughProximity",2014
135,135,"Trevor Immelman",84,NA,155,7137.417,20,"RightRoughProximity",2014
135,135,"John Senden",99,NA,139,6406.833,17,"RightRoughProximity",2014
138,138,"Jonas Blixt",64,NA,89,4110.5,14,"RightRoughProximity",2014
138,138,"Spencer Levin",59,NA,82,3787.75,18,"RightRoughProximity",2014
138,138,"Jeff Overton",80,NA,135,6233.75,26,"RightRoughProximity",2014
138,138,"Jordan Spieth",102,NA,178,8223.75,31,"RightRoughProximity",2014
142,142,"Aaron Baddeley",74,NA,158,7306,23,"RightRoughProximity",2014
142,142,"Derek Ernst",80,NA,119,5506.917,29,"RightRoughProximity",2014
142,142,"Nicholas Thompson",85,NA,115,5320.917,24,"RightRoughProximity",2014
145,145,"Bryce Molder",77,NA,150,6971.75,26,"RightRoughProximity",2014
146,146,"Justin Hicks",103,NA,113,5266.167,8,"RightRoughProximity",2014
146,146,"Kevin Kisner",85,NA,138,6432.333,29,"RightRoughProximity",2014
148,148,"Jim Herman",62,NA,94,4388,20,"RightRoughProximity",2014
149,149,"Gonzalo Fdez Castano",83,NA,135,6312.5,24,"RightRoughProximity",2014
150,150,"KJ Choi",80,NA,102,4780.25,21,"RightRoughProximity",2014
150,150,"Chad Collins",78,NA,126,5899.5,18,"RightRoughProximity",2014
152,152,"Jim Renner",61,NA,92,4335.25,29,"RightRoughProximity",2014
153,153,"Tim Clark",75,NA,94,4432.25,26,"RightRoughProximity",2014
153,153,"Richard Lee",80,NA,123,5796.583,15,"RightRoughProximity",2014
155,155,"Will Ma Kenzie",82,NA,134,6333.667,21,"RightRoughProximity",2014
155,155,"Pat Perez",84,NA,143,6757.667,18,"RightRoughProximity",2014
157,157,"Chris Kirk",105,NA,142,6743.5,2,"RightRoughProximity",2014
158,158,"Mike Weir",69,NA,131,6232.083,7,"RightRoughProximity",2014
158,158,"Lee Westwood",57,NA,87,4143,17,"RightRoughProximity",2014
160,160,"Ricky Barnes",92,NA,157,7481.417,14,"RightRoughProximity",2014
161,161,"Rickie Fowler",91,NA,124,5930.25,27,"RightRoughProximity",2014
161,161,"Lucas Glover",68,NA,70,3347.417,14,"RightRoughProximity",2014
161,161,"Tim Wilkinson",86,NA,176,8425.833,24,"RightRoughProximity",2014
164,164,"Chad Campbell",57,NA,77,3690.917,19,"RightRoughProximity",2014
164,164,"Johnson Wagner",69,NA,105,5030.417,28,"RightRoughProximity",2014
166,166,"Roberto Castro",76,NA,96,4605,25,"RightRoughProximity",2014
167,167,"Mark Wilson",69,NA,106,5094.667,27,"RightRoughProximity",2014
168,168,"Sangmoon Bae",76,NA,148,7126,13,"RightRoughProximity",2014
168,168,"James Driscoll",71,NA,139,6700.583,22,"RightRoughProximity",2014
170,170,"Robert Allenby",83,NA,89,4333.25,14,"RightRoughProximity",2014
171,171,"Heath Slocum",71,NA,68,3319.167,14,"RightRoughProximity",2014
172,172,"Ben Curtis",77,NA,108,5287.417,17,"RightRoughProximity",2014
173,173,"Andrew Svoboda",77,NA,105,5208.25,16,"RightRoughProximity",2014
174,174,"DH Lee",54,NA,80,3979.833,11,"RightRoughProximity",2014
175,175,"Brice Garnett",92,NA,152,7584.667,29,"RightRoughProximity",2014
176,176,"Justin Leonard",75,NA,110,5500.667,40,"RightRoughProximity",2014
177,177,"Luke Donald",57,NA,62,3138.167,11,"RightRoughProximity",2014
