"610FinalRoundPerformance_RANKTHISWEEK_2011","610FinalRoundPerformance_RANKLASTWEEK_2011","610FinalRoundPerformance_PLAYERNAME_2011","610FinalRoundPerformance_EVENTS_2011","610FinalRoundPerformance_PctTIMESIMPROVED_2011","610FinalRoundPerformance_OFTIMESIMPROVED_2011","stat_name","year"
1,1,"Robert Allenby",25,100,2,"610FinalRoundPerformance",2011
1,1,"Stuart Appleby",24,100,1,"610FinalRoundPerformance",2011
1,1,"Aaron Baddeley",22,100,1,"610FinalRoundPerformance",2011
1,1,"Briny Baird",19,100,1,"610FinalRoundPerformance",2011
1,1,"Matt Bettencourt",30,100,2,"610FinalRoundPerformance",2011
1,1,"Ben Crane",23,100,2,"610FinalRoundPerformance",2011
1,1,"Luke Donald",19,100,4,"610FinalRoundPerformance",2011
1,1,"Steve Flesch",27,100,1,"610FinalRoundPerformance",2011
1,1,"Tommy Gainey",34,100,2,"610FinalRoundPerformance",2011
1,1,"Bobby Gates",29,100,1,"610FinalRoundPerformance",2011
1,1,"Paul Goydos",25,100,1,"610FinalRoundPerformance",2011
1,1,"Hunter Haas",30,100,1,"610FinalRoundPerformance",2011
1,1,"Charley Hoffman",27,100,1,"610FinalRoundPerformance",2011
1,1,"Zach Johnson",23,100,2,"610FinalRoundPerformance",2011
1,1,"Dustin Johnson",21,100,1,"610FinalRoundPerformance",2011
1,1,"Robert Karlsson",18,100,1,"610FinalRoundPerformance",2011
1,1,"Anthony Kim",26,100,1,"610FinalRoundPerformance",2011
1,1,"Billy Mayfair",29,100,1,"610FinalRoundPerformance",2011
1,1,"Scott McCarron",22,100,1,"610FinalRoundPerformance",2011
1,1,"Graeme McDowell",16,100,1,"610FinalRoundPerformance",2011
1,1,"Kevin Na",26,100,1,"610FinalRoundPerformance",2011
1,1,"Geoff Ogilvy",21,100,1,"610FinalRoundPerformance",2011
1,1,"Jeff Overton",26,100,3,"610FinalRoundPerformance",2011
1,1,"Pat Perez",24,100,1,"610FinalRoundPerformance",2011
1,1,"Ian Poulter",16,100,1,"610FinalRoundPerformance",2011
1,1,"John Rollins",27,100,2,"610FinalRoundPerformance",2011
1,1,"Webb Simpson",26,100,2,"610FinalRoundPerformance",2011
1,1,"Kevin Streelman",26,100,2,"610FinalRoundPerformance",2011
1,1,"Josh Teater",31,100,1,"610FinalRoundPerformance",2011
1,1,"David Toms",23,100,1,"610FinalRoundPerformance",2011
1,1,"Jhonattan Vegas",25,100,2,"610FinalRoundPerformance",2011
1,1,"Jimmy Walker",24,100,1,"610FinalRoundPerformance",2011
33,33,"Adam Scott",18,75,3,"610FinalRoundPerformance",2011
34,34,"Spencer Levin",31,66.7,2,"610FinalRoundPerformance",2011
34,34,"Nick Watney",22,66.7,2,"610FinalRoundPerformance",2011
36,36,"Blake Adams",34,50,1,"610FinalRoundPerformance",2011
36,36,"Ricky Barnes",23,50,1,"610FinalRoundPerformance",2011
36,36,"Keegan Bradley",28,50,1,"610FinalRoundPerformance",2011
36,36,"Chris Couch",21,50,1,"610FinalRoundPerformance",2011
36,36,"Fabian Gomez",26,50,1,"610FinalRoundPerformance",2011
36,36,"Padraig Harrington",18,50,1,"610FinalRoundPerformance",2011
36,36,"JB Holmes",16,50,1,"610FinalRoundPerformance",2011
36,36,"Trevor Immelman",25,50,1,"610FinalRoundPerformance",2011
36,36,"Sung Kang",21,50,1,"610FinalRoundPerformance",2011
