"Approach275yardsRTP_RANKTHISWEEK_2014","Approach275yardsRTP_RANKLASTWEEK_2014","Approach275yardsRTP_PLAYERNAME_2014","Approach275yardsRTP_ROUNDS_2014","Approach275yardsRTP_AVGRTP_2014","stat_name","year"
1,1,"Heath Slocum",71,-1,"Approach275yardsRTP",2014
2,2,"Robert Garrigus",80,-0.833,"Approach275yardsRTP",2014
3,3,"Briny Baird",50,-0.8,"Approach275yardsRTP",2014
3,3,"Martin Laird",66,-0.8,"Approach275yardsRTP",2014
3,3,"Jeff Maggert",54,-0.8,"Approach275yardsRTP",2014
6,6,"Hideki Matsuyama",82,-0.769,"Approach275yardsRTP",2014
7,7,"Brice Garnett",92,-0.765,"Approach275yardsRTP",2014
8,8,"Ben Curtis",77,-0.75,"Approach275yardsRTP",2014
8,8,"Andrew Loupe",65,-0.75,"Approach275yardsRTP",2014
8,8,"Sean OHair",77,-0.75,"Approach275yardsRTP",2014
11,11,"Jonas Blixt",64,-0.714,"Approach275yardsRTP",2014
11,11,"Jason Kokrak",65,-0.714,"Approach275yardsRTP",2014
13,13,"Brian Davis",93,-0.706,"Approach275yardsRTP",2014
14,14,"Jordan Spieth",102,-0.692,"Approach275yardsRTP",2014
15,15,"Russell Henley",92,-0.684,"Approach275yardsRTP",2014
16,16,"James Driscoll",71,-0.667,"Approach275yardsRTP",2014
16,16,"Bryce Molder",77,-0.667,"Approach275yardsRTP",2014
16,16,"Louis Oosthuizen",50,-0.667,"Approach275yardsRTP",2014
16,16,"Pat Perez",84,-0.667,"Approach275yardsRTP",2014
20,20,"Martin Flores",85,-0.643,"Approach275yardsRTP",2014
20,20,"James Hahn",82,-0.643,"Approach275yardsRTP",2014
22,22,"Davis Love III",74,-0.636,"Approach275yardsRTP",2014
22,22,"Tyrone Van Aswegen",79,-0.636,"Approach275yardsRTP",2014
24,24,"Bronson La Cassie",51,-0.625,"Approach275yardsRTP",2014
24,24,"Jimmy Walker",98,-0.625,"Approach275yardsRTP",2014
26,26,"Michael Putnam",106,-0.613,"Approach275yardsRTP",2014
27,27,"Ricky Barnes",92,-0.611,"Approach275yardsRTP",2014
28,28,"Charlie Beljan",76,-0.6,"Approach275yardsRTP",2014
28,28,"Retief Goosen",94,-0.6,"Approach275yardsRTP",2014
28,28,"Charles Howell III",106,-0.6,"Approach275yardsRTP",2014
28,28,"Ian Poulter",57,-0.6,"Approach275yardsRTP",2014
28,28,"Andrew Svoboda",77,-0.6,"Approach275yardsRTP",2014
33,33,"Ernie Els",85,-0.588,"Approach275yardsRTP",2014
34,34,"Jim Renner",61,-0.583,"Approach275yardsRTP",2014
34,34,"Wes Roach",67,-0.583,"Approach275yardsRTP",2014
36,36,"Erik Compton",88,-0.571,"Approach275yardsRTP",2014
36,36,"Luke Donald",57,-0.571,"Approach275yardsRTP",2014
36,36,"Brooks Koepka",56,-0.571,"Approach275yardsRTP",2014
36,36,"Scott Langley",95,-0.571,"Approach275yardsRTP",2014
36,36,"Carl Pettersson",91,-0.571,"Approach275yardsRTP",2014
36,36,"Shawn Stefani",60,-0.571,"Approach275yardsRTP",2014
42,42,"Sangmoon Bae",76,-0.563,"Approach275yardsRTP",2014
42,42,"Kevin Kisner",85,-0.563,"Approach275yardsRTP",2014
44,44,"Stewart Cink",91,-0.556,"Approach275yardsRTP",2014
44,44,"Dustin Johnson",58,-0.556,"Approach275yardsRTP",2014
44,44,"Lee Westwood",57,-0.556,"Approach275yardsRTP",2014
47,47,"Stuart Appleby",92,-0.545,"Approach275yardsRTP",2014
47,47,"Aaron Baddeley",74,-0.545,"Approach275yardsRTP",2014
47,47,"Justin Hicks",103,-0.545,"Approach275yardsRTP",2014
47,47,"Rory McIlroy",66,-0.545,"Approach275yardsRTP",2014
51,51,"Martin Kaymer",65,-0.538,"Approach275yardsRTP",2014
52,52,"Billy Horschel",92,-0.533,"Approach275yardsRTP",2014
52,52,"Bubba Watson",76,-0.533,"Approach275yardsRTP",2014
54,54,"Chad Campbell",57,-0.5,"Approach275yardsRTP",2014
54,54,"Paul Casey",56,-0.5,"Approach275yardsRTP",2014
54,54,"Kevin Chappell",100,-0.5,"Approach275yardsRTP",2014
54,54,"Lucas Glover",68,-0.5,"Approach275yardsRTP",2014
54,54,"Zach Johnson",97,-0.5,"Approach275yardsRTP",2014
54,54,"Danny Lee",84,-0.5,"Approach275yardsRTP",2014
54,54,"Jamie Lovemark",64,-0.5,"Approach275yardsRTP",2014
