"ConsecutiveBirdiesStreak_RANKTHISWEEK_2013","ConsecutiveBirdiesStreak_RANKLASTWEEK_2013","ConsecutiveBirdiesStreak_PLAYERNAME_2013","ConsecutiveBirdiesStreak_EVENTS_2013","ConsecutiveBirdiesStreak_NUMBEROFHOLES_2013","stat_name","year"
1,1,"Russell Henley",24,7,"ConsecutiveBirdiesStreak",2013
1,1,"Matt Jones",24,7,"ConsecutiveBirdiesStreak",2013
1,1,"Brandt Snedeker",23,7,"ConsecutiveBirdiesStreak",2013
4,4,"Sangmoon Bae",26,6,"ConsecutiveBirdiesStreak",2013
4,4,"Scott Gardiner",23,6,"ConsecutiveBirdiesStreak",2013
4,4,"Billy Horschel",26,6,"ConsecutiveBirdiesStreak",2013
4,4,"John Mallinger",12,6,"ConsecutiveBirdiesStreak",2013
4,4,"Louis Oosthuizen",12,6,"ConsecutiveBirdiesStreak",2013
4,4,"Chris Stroud",26,6,"ConsecutiveBirdiesStreak",2013
4,4,"Mike Weir",22,6,"ConsecutiveBirdiesStreak",2013
11,11,"Stuart Appleby",25,5,"ConsecutiveBirdiesStreak",2013
11,11,"Matt Bettencourt",9,5,"ConsecutiveBirdiesStreak",2013
11,11,"Donald Constable",16,5,"ConsecutiveBirdiesStreak",2013
11,11,"Graham DeLaet",26,5,"ConsecutiveBirdiesStreak",2013
11,11,"James Driscoll",23,5,"ConsecutiveBirdiesStreak",2013
11,11,"Harris English",26,5,"ConsecutiveBirdiesStreak",2013
11,11,"Ross Fisher",15,5,"ConsecutiveBirdiesStreak",2013
11,11,"Tommy Gainey",28,5,"ConsecutiveBirdiesStreak",2013
11,11,"Sergio Garcia",17,5,"ConsecutiveBirdiesStreak",2013
11,11,"Justin Hicks",25,5,"ConsecutiveBirdiesStreak",2013
11,11,"Charley Hoffman",23,5,"ConsecutiveBirdiesStreak",2013
11,11,"Miguel Angel Jimenez",3,5,"ConsecutiveBirdiesStreak",2013
11,11,"Martin Kaymer",17,5,"ConsecutiveBirdiesStreak",2013
11,11,"Chris Kirk",24,5,"ConsecutiveBirdiesStreak",2013
