"DrivingPctAll_RANKTHISWEEK_2006","DrivingPctAll_RANKLASTWEEK_2006","DrivingPctAll_PLAYERNAME_2006","DrivingPctAll_ROUNDS_2006","DrivingPctAll_Pct_2006","DrivingPctAll_TOTALDRIVESFOR_2006","DrivingPctAll_TOTALDRIVESOVERALL_2006","DrivingPctAll_RELATIVETOPAR_2006","stat_name","year"
68,68,"Jon Mills",68,5.69,43,756,0.07,"DrivingPctAll",2006
68,68,"Kevin Sutherland",100,5.69,69,1212,0.043,"DrivingPctAll",2006
70,70,"Mike Sposa",68,5.68,46,810,0.13,"DrivingPctAll",2006
71,71,"Sergio Garcia",59,5.64,31,550,0.194,"DrivingPctAll",2006
72,72,"Jeff Sluman",101,5.63,65,1154,0.015,"DrivingPctAll",2006
73,73,"John Senden",96,5.62,62,1103,0.113,"DrivingPctAll",2006
74,74,"JP Hayes",55,5.6,39,696,-0.077,"DrivingPctAll",2006
74,74,"Kenny Perry",73,5.6,47,840,0.149,"DrivingPctAll",2006
76,76,"JL Lewis",57,5.57,39,700,0.179,"DrivingPctAll",2006
77,77,"Shigeki Maruyama",94,5.56,62,1116,0.274,"DrivingPctAll",2006
78,78,"Jason Schultz",77,5.52,50,906,0.18,"DrivingPctAll",2006
79,79,"Omar Uresti",61,5.49,39,710,0.179,"DrivingPctAll",2006
80,80,"Greg Kraft",79,5.45,51,936,0.02,"DrivingPctAll",2006
80,80,"Heath Slocum",96,5.45,64,1174,0.109,"DrivingPctAll",2006
82,82,"Patrick Sheehan",104,5.44,66,1213,0.273,"DrivingPctAll",2006
83,83,"Hidemichi Tanaka",74,5.4,49,908,0.51,"DrivingPctAll",2006
84,84,"Kent Jones",103,5.39,66,1224,0.045,"DrivingPctAll",2006
85,85,"Woody Austin",107,5.34,69,1293,0.159,"DrivingPctAll",2006
85,85,"Bob Tway",81,5.34,50,936,0.24,"DrivingPctAll",2006
87,87,"Tommy Armour III",65,5.3,39,736,0,"DrivingPctAll",2006
87,87,"Bill Haas",99,5.3,65,1226,0.215,"DrivingPctAll",2006
87,87,"Scott Verplank",88,5.3,50,944,0.08,"DrivingPctAll",2006
90,90,"Eric Axley",91,5.27,58,1100,0.224,"DrivingPctAll",2006
91,91,"JJ Henry",96,5.21,56,1074,0.107,"DrivingPctAll",2006
91,91,"Jesper Parnevik",84,5.21,53,1018,0.321,"DrivingPctAll",2006
93,93,"Ernie Els",69,5.2,34,654,-0.059,"DrivingPctAll",2006
94,94,"Tjaart van der Walt",60,5.1,37,726,0.054,"DrivingPctAll",2006
95,95,"Bob May",65,5.08,38,748,0,"DrivingPctAll",2006
96,96,"Jeff Brehaut",100,5.07,60,1184,0.133,"DrivingPctAll",2006
96,96,"Jonathan Byrd",66,5.07,38,749,0,"DrivingPctAll",2006
98,98,"Henrik Bjornstad",97,5.06,63,1244,0.095,"DrivingPctAll",2006
99,99,"DA Points",82,5.04,50,992,0.28,"DrivingPctAll",2006
100,100,"Doug Barron",74,5.03,47,935,0.383,"DrivingPctAll",2006
101,101,"DJ Trahan",92,5,53,1060,0,"DrivingPctAll",2006
102,102,"Kirk Triplett",58,4.96,34,686,0.235,"DrivingPctAll",2006
103,103,"Paul Goydos",72,4.94,44,890,-0.023,"DrivingPctAll",2006
103,103,"Bo Van Pelt",102,4.94,62,1256,0.161,"DrivingPctAll",2006
105,105,"Mathew Goggin",72,4.93,40,812,0.3,"DrivingPctAll",2006
106,106,"Stuart Appleby",83,4.91,44,896,0.114,"DrivingPctAll",2006
107,107,"Aaron Baddeley",78,4.84,46,950,0.022,"DrivingPctAll",2006
107,107,"Jeff Maggert",81,4.84,46,950,0.239,"DrivingPctAll",2006
109,109,"Daisuke Maruyama",83,4.82,47,976,0.234,"DrivingPctAll",2006
109,109,"Rory Sabbatini",84,4.82,43,892,0.349,"DrivingPctAll",2006
109,109,"Vaughn Taylor",88,4.82,52,1078,0.115,"DrivingPctAll",2006
109,109,"Duffy Waldorf",96,4.82,55,1140,0.091,"DrivingPctAll",2006
113,113,"Justin Rose",98,4.75,57,1199,0.228,"DrivingPctAll",2006
114,114,"Jimmy Walker",60,4.74,37,780,0.081,"DrivingPctAll",2006
115,115,"Steve Stricker",64,4.71,34,722,-0.059,"DrivingPctAll",2006
116,116,"Padraig Harrington",54,4.7,25,532,0.08,"DrivingPctAll",2006
117,117,"Billy Andrade",78,4.68,39,834,0.333,"DrivingPctAll",2006
118,118,"John Huston",74,4.65,42,904,0.214,"DrivingPctAll",2006
119,119,"Robert Damron",91,4.64,53,1143,0.019,"DrivingPctAll",2006
120,120,"Daniel Chopra",110,4.63,58,1254,0.241,"DrivingPctAll",2006
120,120,"Ryan Hietala",61,4.63,33,712,0.061,"DrivingPctAll",2006
122,122,"Thomas Levet",53,4.61,31,672,0.226,"DrivingPctAll",2006
123,123,"Troy Matteson",101,4.56,56,1227,0.125,"DrivingPctAll",2006
124,124,"Charles Howell III",96,4.53,50,1103,0.16,"DrivingPctAll",2006
125,125,"Hunter Mahan",98,4.52,56,1238,0.125,"DrivingPctAll",2006
126,126,"Alex Aragon",63,4.51,34,754,0.088,"DrivingPctAll",2006
126,126,"Tim Herron",82,4.51,39,864,0.128,"DrivingPctAll",2006
126,126,"Skip Kendall",72,4.51,37,820,-0.216,"DrivingPctAll",2006
129,129,"Freddie Jacobson",56,4.5,34,756,0.088,"DrivingPctAll",2006
130,130,"Arron Oberholser",82,4.49,39,868,0.077,"DrivingPctAll",2006
131,131,"Matt Hansen",68,4.46,36,808,0.056,"DrivingPctAll",2006
132,132,"Brett Quigley",109,4.43,58,1309,-0.017,"DrivingPctAll",2006
133,133,"Nick Watney",97,4.42,53,1200,0.038,"DrivingPctAll",2006
134,134,"Tag Ridings",103,4.4,55,1251,0.255,"DrivingPctAll",2006
135,135,"Billy Mayfair",94,4.37,47,1076,0.149,"DrivingPctAll",2006
135,135,"David McKenzie",82,4.37,42,962,0.214,"DrivingPctAll",2006
135,135,"Vance Veazey",59,4.37,33,756,0.212,"DrivingPctAll",2006
138,138,"John Daly",51,4.36,25,574,0.24,"DrivingPctAll",2006
139,139,"Stewart Cink",93,4.34,44,1014,-0.023,"DrivingPctAll",2006
140,140,"Mike Weir",88,4.33,38,878,0.053,"DrivingPctAll",2006
141,141,"Brent Geiberger",99,4.31,54,1253,0.204,"DrivingPctAll",2006
142,142,"Danny Ellis",68,4.3,36,838,0.167,"DrivingPctAll",2006
142,142,"Rod Pampling",89,4.3,39,906,0.179,"DrivingPctAll",2006
144,144,"Wes Short Jr",96,4.28,51,1192,0.314,"DrivingPctAll",2006
145,145,"Joe Durant",101,4.27,57,1336,0.088,"DrivingPctAll",2006
146,146,"Tim Clark",80,4.21,34,808,0.412,"DrivingPctAll",2006
147,147,"Ryan Moore",68,4.2,34,809,0.294,"DrivingPctAll",2006
148,148,"Roger Tambellini",64,4.19,31,740,0.161,"DrivingPctAll",2006
149,149,"Luke Donald",66,4.15,25,602,0.12,"DrivingPctAll",2006
150,150,"Will Ma Kenzie",91,4.12,43,1044,0.047,"DrivingPctAll",2006
151,151,"Stephen Ames",63,4.06,25,616,-0.04,"DrivingPctAll",2006
152,152,"Scott Gutschewski",53,3.98,25,628,0.4,"DrivingPctAll",2006
153,153,"Robert Garrigus",85,3.97,41,1034,0.463,"DrivingPctAll",2006
154,154,"Geoff Ogilvy",76,3.96,29,732,0.207,"DrivingPctAll",2006
155,155,"Jeff Gove",91,3.9,44,1127,0.136,"DrivingPctAll",2006
156,156,"Brian Davis",92,3.89,44,1132,0.045,"DrivingPctAll",2006
156,156,"Frank Lickliter II",99,3.89,46,1182,0.283,"DrivingPctAll",2006
158,158,"Davis Love III",85,3.88,31,798,0.161,"DrivingPctAll",2006
159,159,"Trevor Immelman",86,3.83,39,1017,0,"DrivingPctAll",2006
160,160,"Chris Smith",67,3.79,31,819,0.032,"DrivingPctAll",2006
161,161,"Greg Chalmers",71,3.77,30,796,0.233,"DrivingPctAll",2006
162,162,"Kris Cox",83,3.69,37,1004,0.324,"DrivingPctAll",2006
163,163,"James Driscoll",80,3.68,39,1060,0.462,"DrivingPctAll",2006
163,163,"John Rollins",93,3.68,39,1060,0.256,"DrivingPctAll",2006
165,165,"Jose Maria Olazabal",62,3.67,20,545,0.35,"DrivingPctAll",2006
166,166,"Marco Dawson",87,3.63,39,1073,0.282,"DrivingPctAll",2006
167,167,"Retief Goosen",68,3.58,23,642,0.043,"DrivingPctAll",2006
168,168,"Ian Poulter",53,3.57,21,588,-0.048,"DrivingPctAll",2006
169,169,"David Toms",76,3.56,31,872,0.161,"DrivingPctAll",2006
170,170,"Charley Hoffman",100,3.55,44,1238,0.114,"DrivingPctAll",2006
171,171,"Harrison Frazar",95,3.53,37,1048,0.081,"DrivingPctAll",2006
172,172,"Lucas Glover",105,3.49,42,1204,0.048,"DrivingPctAll",2006
173,173,"Bubba Dickerson",98,3.42,41,1199,0.366,"DrivingPctAll",2006
174,174,"Ryan Palmer",101,3.41,39,1144,0.308,"DrivingPctAll",2006
175,175,"Vijay Singh",103,3.4,40,1176,0.25,"DrivingPctAll",2006
176,176,"Adam Scott",70,3.38,24,711,-0.042,"DrivingPctAll",2006
177,177,"Fred Couples",52,3.35,15,448,0.067,"DrivingPctAll",2006
177,177,"Brett Wetterich",82,3.35,34,1014,0.059,"DrivingPctAll",2006
179,179,"Jonathan Kaye",95,3.33,40,1201,0.175,"DrivingPctAll",2006
180,180,"Mathias Gronberg",92,3.26,36,1103,0.25,"DrivingPctAll",2006
181,181,"Alex Cejka",93,3.23,36,1116,0.083,"DrivingPctAll",2006
182,182,"Camilo Villegas",95,3.15,36,1144,0.306,"DrivingPctAll",2006
183,183,"David Howell",52,3.1,13,420,0.462,"DrivingPctAll",2006
184,184,"Chris Couch",75,3,28,932,0.429,"DrivingPctAll",2006
185,185,"Jeff Overton",95,2.88,35,1216,0.229,"DrivingPctAll",2006
186,186,"Joe Ogilvie",95,2.84,31,1091,0.194,"DrivingPctAll",2006
187,187,"Zach Johnson",98,2.79,30,1074,0,"DrivingPctAll",2006
188,188,"JB Holmes",81,2.73,24,880,0.292,"DrivingPctAll",2006
189,189,"Tiger Woods",55,2.7,14,518,-0.071,"DrivingPctAll",2006
190,190,"Robert Allenby",79,2.63,22,836,0.227,"DrivingPctAll",2006
191,191,"Charles Warren",93,2.57,29,1128,-0.069,"DrivingPctAll",2006
192,192,"Greg Owen",79,2.54,22,866,0.409,"DrivingPctAll",2006
193,193,"Rich Beem",85,2.42,22,908,0.182,"DrivingPctAll",2006
194,194,"Nicholas Thompson",96,2.02,22,1088,0.318,"DrivingPctAll",2006
195,195,"Phil Mickelson",74,1.98,13,658,0.077,"DrivingPctAll",2006
196,196,"Craig Barlow",77,1.72,14,812,0.429,"DrivingPctAll",2006
