"DrivingPctAll_RANKTHISWEEK_2006","DrivingPctAll_RANKLASTWEEK_2006","DrivingPctAll_PLAYERNAME_2006","DrivingPctAll_ROUNDS_2006","DrivingPctAll_Pct_2006","DrivingPctAll_TOTALDRIVESFOR_2006","DrivingPctAll_TOTALDRIVESOVERALL_2006","DrivingPctAll_RELATIVETOPAR_2006","stat_name","year"
1,1,"Corey Pavin",74,17.25,137,794,0.146,"DrivingPctAll",2006
2,2,"Brad Faxon",78,12.72,130,1022,0.262,"DrivingPctAll",2006
3,3,"Jerry Smith",94,10.15,119,1172,0.277,"DrivingPctAll",2006
4,4,"Joey Sindelar",90,9.36,99,1058,0.051,"DrivingPctAll",2006
5,5,"Tim Petrovic",95,8.71,101,1160,0.059,"DrivingPctAll",2006
6,6,"Olin Browne",108,8.54,103,1206,0.078,"DrivingPctAll",2006
7,7,"Fred Funk",106,8.52,101,1185,0.04,"DrivingPctAll",2006
8,8,"Lee Janzen",79,8.26,78,944,0.244,"DrivingPctAll",2006
9,9,"John Cook",67,8.12,62,764,0.242,"DrivingPctAll",2006
10,10,"Dudley Hart",83,8.09,80,989,0.138,"DrivingPctAll",2006
11,11,"Stephen Leaney",84,8.04,86,1070,-0.012,"DrivingPctAll",2006
12,12,"Bob Estes",85,7.97,83,1042,0.145,"DrivingPctAll",2006
13,13,"Larry Mize",53,7.89,45,570,0.2,"DrivingPctAll",2006
14,14,"Steve Elkington",52,7.81,50,640,0,"DrivingPctAll",2006
14,14,"Justin Leonard",83,7.81,71,909,0.085,"DrivingPctAll",2006
16,16,"Brian Gay",107,7.7,107,1390,0.056,"DrivingPctAll",2006
17,17,"Shane Bertsch",104,7.59,95,1251,0.211,"DrivingPctAll",2006
18,18,"Bart Bryant",87,7.55,75,993,0.04,"DrivingPctAll",2006
19,19,"Shaun Micheel",96,7.38,80,1084,0.1,"DrivingPctAll",2006
20,20,"Robert Gamez",94,7.16,82,1146,0.159,"DrivingPctAll",2006
21,21,"David Duval",71,7.14,53,742,0.019,"DrivingPctAll",2006
22,22,"Richard Johnson",94,7.11,84,1182,0.155,"DrivingPctAll",2006
23,23,"Jerry Kelly",100,7.09,83,1170,-0.024,"DrivingPctAll",2006
24,24,"Todd Hamilton",72,7.03,55,782,0.218,"DrivingPctAll",2006
25,25,"Mark OMeara",52,7,35,500,0.257,"DrivingPctAll",2006
26,26,"Ted Purdy",103,6.96,78,1120,0.321,"DrivingPctAll",2006
27,27,"Steve Jones",83,6.95,67,964,0.164,"DrivingPctAll",2006
28,28,"Mark Wilson",79,6.88,69,1003,0.13,"DrivingPctAll",2006
29,29,"Michael Connell",51,6.83,40,586,0.4,"DrivingPctAll",2006
30,30,"Dean Wilson",115,6.8,88,1294,0.068,"DrivingPctAll",2006
31,31,"Bubba Watson",83,6.79,68,1002,0.074,"DrivingPctAll",2006
32,32,"Jason Bohn",104,6.76,84,1242,0.214,"DrivingPctAll",2006
33,33,"Nathan Green",108,6.72,88,1310,0.227,"DrivingPctAll",2006
34,34,"Ben Crane",85,6.68,57,853,0,"DrivingPctAll",2006
35,35,"Jim Furyk",89,6.49,62,956,-0.016,"DrivingPctAll",2006
36,36,"Tom Lehman",70,6.42,42,654,0,"DrivingPctAll",2006
37,37,"Peter Lonard",77,6.39,59,923,0.119,"DrivingPctAll",2006
38,38,"Chris Riley",86,6.35,61,960,0.213,"DrivingPctAll",2006
39,39,"Mark Brooks",90,6.3,65,1032,0.108,"DrivingPctAll",2006
40,40,"Paul Stankowski",70,6.26,55,878,0.291,"DrivingPctAll",2006
41,41,"Jason Gore",86,6.24,63,1010,0.19,"DrivingPctAll",2006
42,42,"Mark Calcavecchia",94,6.17,68,1102,0.191,"DrivingPctAll",2006
43,43,"Briny Baird",81,6.15,60,976,0.183,"DrivingPctAll",2006
43,43,"Ian Leggatt",80,6.15,60,976,0.217,"DrivingPctAll",2006
45,45,"Sean OHair",100,6.1,65,1066,0.308,"DrivingPctAll",2006
46,46,"Brian Bateman",69,6.09,50,821,0.16,"DrivingPctAll",2006
47,47,"Carl Pettersson",95,6.08,64,1052,0.281,"DrivingPctAll",2006
48,48,"Ron Whittaker",81,6.06,60,990,0.333,"DrivingPctAll",2006
49,49,"Michael Allen",84,6.05,61,1008,0.197,"DrivingPctAll",2006
50,50,"Chris DiMarco",83,5.97,51,854,0.137,"DrivingPctAll",2006
50,50,"Steve Lowery",99,5.97,69,1156,0.159,"DrivingPctAll",2006
52,52,"Len Mattiace",59,5.95,43,723,0.07,"DrivingPctAll",2006
52,52,"Pat Perez",50,5.95,35,588,0.286,"DrivingPctAll",2006
54,54,"Paul Azinger",87,5.92,66,1114,0.136,"DrivingPctAll",2006
55,55,"John Engler Jr",69,5.91,52,880,0.308,"DrivingPctAll",2006
56,56,"KJ Choi",93,5.9,65,1102,0.031,"DrivingPctAll",2006
57,57,"Ben Curtis",86,5.89,55,934,0.145,"DrivingPctAll",2006
58,58,"Ryuji Imada",105,5.87,71,1210,0.183,"DrivingPctAll",2006
59,59,"Bernhard Langer",77,5.85,48,821,0.063,"DrivingPctAll",2006
60,60,"David Branshaw",98,5.79,70,1210,0.114,"DrivingPctAll",2006
61,61,"Arjun Atwal",97,5.78,66,1142,0.242,"DrivingPctAll",2006
61,61,"Chad Campbell",91,5.78,54,934,0.093,"DrivingPctAll",2006
63,63,"Carlos Franco",86,5.77,62,1074,0.113,"DrivingPctAll",2006
64,64,"Todd Fischer",101,5.75,72,1252,0.264,"DrivingPctAll",2006
65,65,"Brandt Jobe",91,5.74,56,976,0.196,"DrivingPctAll",2006
66,66,"Steve Flesch",119,5.71,82,1437,-0.024,"DrivingPctAll",2006
67,67,"Tom Pernice Jr",108,5.7,69,1210,0,"DrivingPctAll",2006
