"TotalPutting_RANKTHISWEEK_2006","TotalPutting_RANKLASTWEEK_2006","TotalPutting_PLAYERNAME_2006","TotalPutting_EVENTS_2006","TotalPutting_TOTAL_2006","stat_name","year"
1,1,"Ben Crane",26,22.9,"TotalPutting",2006
2,2,"Brian Gay",31,44.2,"TotalPutting",2006
3,3,"Stewart Cink",26,47.7,"TotalPutting",2006
4,4,"Jesper Parnevik",24,55.7,"TotalPutting",2006
5,5,"Steve Stricker",17,58.3,"TotalPutting",2006
6,6,"Richard Johnson",29,61.3,"TotalPutting",2006
7,7,"Daniel Chopra",33,66.9,"TotalPutting",2006
8,8,"Dean Wilson",34,74.8,"TotalPutting",2006
9,9,"Ryan Moore",22,77.4,"TotalPutting",2006
10,10,"Brett Quigley",33,80.5,"TotalPutting",2006
11,11,"Rod Pampling",24,86.2,"TotalPutting",2006
12,12,"David Howell",14,91.5,"TotalPutting",2006
13,13,"Jim Furyk",24,92.3,"TotalPutting",2006
14,14,"Nathan Green",30,99.8,"TotalPutting",2006
15,15,"Stephen Ames",21,104.7,"TotalPutting",2006
16,16,"Vance Veazey",20,107.3,"TotalPutting",2006
17,17,"Michael Allen",25,109.3,"TotalPutting",2006
18,18,"Brad Faxon",26,109.9,"TotalPutting",2006
19,19,"Mark OMeara",18,110.2,"TotalPutting",2006
20,20,"Aaron Baddeley",25,111.8,"TotalPutting",2006
21,21,"Jimmy Walker",21,114.2,"TotalPutting",2006
22,22,"Paul Azinger",30,117.5,"TotalPutting",2006
23,23,"Danny Ellis",23,118.8,"TotalPutting",2006
24,24,"Tiger Woods",15,119.2,"TotalPutting",2006
25,25,"Shaun Micheel",29,120.2,"TotalPutting",2006
26,26,"Todd Fischer",35,122.2,"TotalPutting",2006
27,27,"Larry Mize",18,126.3,"TotalPutting",2006
28,28,"Harrison Frazar",29,130.5,"TotalPutting",2006
29,29,"Bob Estes",25,133.3,"TotalPutting",2006
30,30,"KJ Choi",26,139,"TotalPutting",2006
31,31,"Davis Love III",23,142.7,"TotalPutting",2006
32,32,"Freddie Jacobson",18,142.8,"TotalPutting",2006
33,33,"Stephen Leaney",27,143.3,"TotalPutting",2006
34,34,"Frank Lickliter II",29,144.4,"TotalPutting",2006
35,35,"Lucas Glover",31,146,"TotalPutting",2006
36,36,"Tag Ridings",33,146.2,"TotalPutting",2006
37,37,"Luke Donald",18,151.6,"TotalPutting",2006
38,38,"Charley Hoffman",29,152.8,"TotalPutting",2006
39,39,"Olin Browne",30,159.6,"TotalPutting",2006
40,40,"Ryan Palmer",30,160.2,"TotalPutting",2006
41,41,"Brent Geiberger",30,160.3,"TotalPutting",2006
42,42,"Arjun Atwal",33,161.6,"TotalPutting",2006
43,43,"Henrik Bjornstad",31,162,"TotalPutting",2006
44,44,"Greg Kraft",26,164,"TotalPutting",2006
45,45,"David McKenzie",28,165,"TotalPutting",2006
46,46,"Carl Pettersson",28,166,"TotalPutting",2006
47,47,"Robert Allenby",22,167.7,"TotalPutting",2006
48,48,"Shigeki Maruyama",30,168.4,"TotalPutting",2006
49,49,"Eric Axley",29,168.7,"TotalPutting",2006
50,50,"Ben Curtis",26,168.8,"TotalPutting",2006
51,51,"Tim Clark",22,169.6,"TotalPutting",2006
52,52,"Jeff Overton",28,169.7,"TotalPutting",2006
53,53,"Tommy Armour III",25,169.9,"TotalPutting",2006
54,54,"Ian Poulter",15,170.3,"TotalPutting",2006
55,55,"Mark Wilson",24,171.3,"TotalPutting",2006
56,56,"Billy Mayfair",29,173.8,"TotalPutting",2006
57,57,"Kris Cox",28,176.2,"TotalPutting",2006
58,58,"Jason Gore",29,176.3,"TotalPutting",2006
59,59,"JJ Henry",28,176.4,"TotalPutting",2006
60,60,"Stuart Appleby",23,177.7,"TotalPutting",2006
60,60,"Bernhard Langer",24,177.7,"TotalPutting",2006
62,62,"JL Lewis",17,178.1,"TotalPutting",2006
63,63,"Zach Johnson",27,179.5,"TotalPutting",2006
63,63,"Tom Pernice Jr",33,179.5,"TotalPutting",2006
65,65,"Marco Dawson",27,181.2,"TotalPutting",2006
66,66,"Kent Jones",32,181.6,"TotalPutting",2006
67,67,"Geoff Ogilvy",20,182.7,"TotalPutting",2006
68,68,"Trevor Immelman",24,183.1,"TotalPutting",2006
69,69,"John Rollins",28,184.9,"TotalPutting",2006
70,70,"Scott Verplank",25,185,"TotalPutting",2006
71,71,"Jonathan Byrd",20,185.3,"TotalPutting",2006
72,72,"Jeff Sluman",29,188.3,"TotalPutting",2006
73,73,"Brandt Jobe",28,188.5,"TotalPutting",2006
74,74,"Jose Maria Olazabal",18,189.1,"TotalPutting",2006
75,75,"Len Mattiace",22,190.3,"TotalPutting",2006
76,76,"Fred Funk",29,194.1,"TotalPutting",2006
77,77,"David Toms",22,194.5,"TotalPutting",2006
78,78,"Skip Kendall",22,195.1,"TotalPutting",2006
79,79,"Steve Flesch",33,195.3,"TotalPutting",2006
80,80,"Vaughn Taylor",26,196.2,"TotalPutting",2006
81,81,"Joe Ogilvie",29,196.7,"TotalPutting",2006
82,82,"Corey Pavin",23,196.8,"TotalPutting",2006
83,83,"Ryuji Imada",31,197.7,"TotalPutting",2006
84,84,"Retief Goosen",18,197.8,"TotalPutting",2006
85,85,"John Cook",22,198.3,"TotalPutting",2006
86,86,"Chad Campbell",25,199.1,"TotalPutting",2006
87,87,"Scott Gutschewski",19,199.4,"TotalPutting",2006
88,88,"Justin Leonard",26,199.6,"TotalPutting",2006
89,89,"Greg Chalmers",28,199.7,"TotalPutting",2006
90,90,"Phil Mickelson",19,200.8,"TotalPutting",2006
91,91,"Padraig Harrington",15,202,"TotalPutting",2006
92,92,"DA Points",28,202.6,"TotalPutting",2006
93,93,"Jeff Maggert",26,205.1,"TotalPutting",2006
94,94,"Dudley Hart",29,205.9,"TotalPutting",2006
95,95,"John Engler Jr",27,208.1,"TotalPutting",2006
96,96,"Hunter Mahan",29,209.4,"TotalPutting",2006
97,97,"Justin Rose",28,212.3,"TotalPutting",2006
98,98,"Tim Petrovic",30,212.7,"TotalPutting",2006
99,99,"Chris Smith",21,212.8,"TotalPutting",2006
100,100,"Shane Bertsch",34,213.2,"TotalPutting",2006
101,101,"Ron Whittaker",28,213.5,"TotalPutting",2006
102,102,"Duffy Waldorf",28,214.9,"TotalPutting",2006
103,103,"Bo Van Pelt",28,217.3,"TotalPutting",2006
104,104,"Kirk Triplett",18,217.9,"TotalPutting",2006
105,105,"Kevin Sutherland",29,218,"TotalPutting",2006
106,106,"Bart Bryant",26,218.1,"TotalPutting",2006
107,107,"Tjaart van der Walt",21,218.2,"TotalPutting",2006
108,108,"Rory Sabbatini",24,218.5,"TotalPutting",2006
109,109,"JP Hayes",19,220.2,"TotalPutting",2006
110,110,"Woody Austin",31,227.1,"TotalPutting",2006
111,111,"Hidemichi Tanaka",31,228.6,"TotalPutting",2006
112,112,"Brian Bateman",26,228.7,"TotalPutting",2006
113,113,"Ryan Hietala",23,229.1,"TotalPutting",2006
114,114,"Steve Jones",27,229.3,"TotalPutting",2006
115,115,"Chris Riley",27,230.3,"TotalPutting",2006
116,116,"Doug Barron",28,230.5,"TotalPutting",2006
117,117,"Briny Baird",25,231.3,"TotalPutting",2006
117,117,"John Senden",28,231.3,"TotalPutting",2006
119,119,"Jerry Kelly",31,231.4,"TotalPutting",2006
120,120,"Mike Weir",24,232.5,"TotalPutting",2006
121,121,"Mike Sposa",25,233.2,"TotalPutting",2006
122,122,"John Huston",27,235.8,"TotalPutting",2006
122,122,"Lee Janzen",28,235.8,"TotalPutting",2006
124,124,"Daisuke Maruyama",25,238,"TotalPutting",2006
125,125,"Chris DiMarco",26,238.8,"TotalPutting",2006
126,126,"DJ Trahan",33,240.9,"TotalPutting",2006
