"TotalPutting_RANKTHISWEEK_2006","TotalPutting_RANKLASTWEEK_2006","TotalPutting_PLAYERNAME_2006","TotalPutting_EVENTS_2006","TotalPutting_TOTAL_2006","stat_name","year"
127,127,"Todd Hamilton",27,241.4,"TotalPutting",2006
128,128,"Alex Aragon",26,242.8,"TotalPutting",2006
129,129,"David Duval",24,242.9,"TotalPutting",2006
130,130,"Charles Howell III",30,243.5,"TotalPutting",2006
131,131,"Ted Purdy",33,243.8,"TotalPutting",2006
132,132,"Mark Calcavecchia",27,243.9,"TotalPutting",2006
133,133,"Arron Oberholser",23,244.3,"TotalPutting",2006
134,134,"James Driscoll",29,244.6,"TotalPutting",2006
135,135,"Ernie Els",18,244.8,"TotalPutting",2006
136,136,"Ian Leggatt",29,245.5,"TotalPutting",2006
137,137,"Patrick Sheehan",34,245.7,"TotalPutting",2006
138,138,"Jason Schultz",28,245.9,"TotalPutting",2006
139,139,"Troy Matteson",32,246.9,"TotalPutting",2006
140,140,"Camilo Villegas",29,247.8,"TotalPutting",2006
141,141,"Jeff Brehaut",33,248.3,"TotalPutting",2006
142,142,"Vijay Singh",27,254.1,"TotalPutting",2006
143,143,"Brett Wetterich",25,255.2,"TotalPutting",2006
144,144,"Heath Slocum",30,257,"TotalPutting",2006
145,145,"Steve Lowery",31,258.1,"TotalPutting",2006
146,146,"Bob Tway",25,262.6,"TotalPutting",2006
147,147,"Bill Haas",30,264.3,"TotalPutting",2006
148,148,"Jerry Smith",29,265,"TotalPutting",2006
149,149,"Steve Elkington",17,265.3,"TotalPutting",2006
150,150,"Rich Beem",27,266.4,"TotalPutting",2006
151,151,"David Branshaw",29,267.4,"TotalPutting",2006
152,152,"Paul Stankowski",22,269.8,"TotalPutting",2006
153,153,"Jason Bohn",29,270.3,"TotalPutting",2006
154,154,"Nick Watney",29,272.2,"TotalPutting",2006
155,155,"Bubba Watson",27,275.6,"TotalPutting",2006
156,156,"Jon Mills",27,277.1,"TotalPutting",2006
157,157,"Robert Gamez",30,277.3,"TotalPutting",2006
158,158,"Sean OHair",30,280.9,"TotalPutting",2006
159,159,"Charles Warren",27,281.3,"TotalPutting",2006
160,160,"Mathias Gronberg",30,281.7,"TotalPutting",2006
161,161,"Wes Short Jr",33,283.4,"TotalPutting",2006
162,162,"Greg Owen",24,285.5,"TotalPutting",2006
163,163,"Billy Andrade",24,286.1,"TotalPutting",2006
164,164,"JB Holmes",26,291.3,"TotalPutting",2006
165,165,"Tom Lehman",20,292.8,"TotalPutting",2006
166,166,"Robert Damron",31,293.3,"TotalPutting",2006
167,167,"Jeff Gove",29,294.5,"TotalPutting",2006
168,168,"Brian Davis",28,296.3,"TotalPutting",2006
169,169,"Roger Tambellini",25,300.8,"TotalPutting",2006
170,170,"Bubba Dickerson",32,303.7,"TotalPutting",2006
171,171,"Chris Couch",27,304,"TotalPutting",2006
172,172,"Joe Durant",28,305.3,"TotalPutting",2006
173,173,"Kenny Perry",22,307.9,"TotalPutting",2006
174,174,"Adam Scott",19,308.3,"TotalPutting",2006
175,175,"Alex Cejka",30,308.7,"TotalPutting",2006
176,176,"Mark Brooks",36,311,"TotalPutting",2006
177,177,"Bob May",21,312.3,"TotalPutting",2006
178,178,"Sergio Garcia",17,312.5,"TotalPutting",2006
179,179,"Pat Perez",19,314.8,"TotalPutting",2006
180,180,"Tim Herron",27,315.4,"TotalPutting",2006
181,181,"Craig Barlow",22,317.3,"TotalPutting",2006
182,182,"Michael Connell",22,317.7,"TotalPutting",2006
183,183,"Mathew Goggin",26,318.8,"TotalPutting",2006
184,184,"Fred Couples",17,325.7,"TotalPutting",2006
185,185,"John Daly",21,326.5,"TotalPutting",2006
186,186,"Robert Garrigus",28,328.3,"TotalPutting",2006
187,187,"Paul Goydos",24,333.8,"TotalPutting",2006
188,188,"Carlos Franco",29,337.7,"TotalPutting",2006
189,189,"Will Ma Kenzie",29,341.8,"TotalPutting",2006
190,190,"Peter Lonard",22,343.6,"TotalPutting",2006
191,191,"Joey Sindelar",29,351.9,"TotalPutting",2006
192,192,"Matt Hansen",25,358.1,"TotalPutting",2006
193,193,"Jonathan Kaye",32,364.1,"TotalPutting",2006
194,194,"Thomas Levet",18,369.3,"TotalPutting",2006
195,195,"Nicholas Thompson",32,392,"TotalPutting",2006
196,196,"Omar Uresti",22,399.6,"TotalPutting",2006
