"YTDParorBetterStreak_RANKTHISWEEK_2014","YTDParorBetterStreak_RANKLASTWEEK_2014","YTDParorBetterStreak_PLAYERNAME_2014","YTDParorBetterStreak__2014","YTDParorBetterStreak_NUMBEROFROUNDS_2014","stat_name","year"
1,1,"Harris English",NA,26,"YTDParorBetterStreak",2014
1,1,"Pat Perez",NA,26,"YTDParorBetterStreak",2014
3,3,"Kevin Na",NA,21,"YTDParorBetterStreak",2014
4,4,"Zach Johnson",NA,20,"YTDParorBetterStreak",2014
5,5,"Billy Horschel",NA,19,"YTDParorBetterStreak",2014
6,6,"Russell Knox",NA,17,"YTDParorBetterStreak",2014
7,7,"Matt Every",NA,16,"YTDParorBetterStreak",2014
7,7,"Bill Haas",NA,16,"YTDParorBetterStreak",2014
9,9,"Jim Furyk",NA,15,"YTDParorBetterStreak",2014
9,9,"Will Ma Kenzie",NA,15,"YTDParorBetterStreak",2014
9,9,"Hideki Matsuyama",NA,15,"YTDParorBetterStreak",2014
12,12,"Jason Bohn",NA,14,"YTDParorBetterStreak",2014
12,12,"Keegan Bradley",NA,14,"YTDParorBetterStreak",2014
12,12,"David Hearn",NA,14,"YTDParorBetterStreak",2014
12,12,"Justin Hicks",NA,14,"YTDParorBetterStreak",2014
12,12,"Charles Howell III",NA,14,"YTDParorBetterStreak",2014
12,12,"Michael Putnam",NA,14,"YTDParorBetterStreak",2014
12,12,"Patrick Reed",NA,14,"YTDParorBetterStreak",2014
12,12,"Brendon Todd",NA,14,"YTDParorBetterStreak",2014
20,20,"Sangmoon Bae",NA,13,"YTDParorBetterStreak",2014
20,20,"Dustin Johnson",NA,13,"YTDParorBetterStreak",2014
20,20,"Justin Leonard",NA,13,"YTDParorBetterStreak",2014
20,20,"Ryan Moore",NA,13,"YTDParorBetterStreak",2014
20,20,"Heath Slocum",NA,13,"YTDParorBetterStreak",2014
20,20,"David Toms",NA,13,"YTDParorBetterStreak",2014
20,20,"Gary Woodland",NA,13,"YTDParorBetterStreak",2014
27,27,"Jason Day",NA,12,"YTDParorBetterStreak",2014
27,27,"Jason Dufner",NA,12,"YTDParorBetterStreak",2014
27,27,"Scott Langley",NA,12,"YTDParorBetterStreak",2014
27,27,"Rory McIlroy",NA,12,"YTDParorBetterStreak",2014
27,27,"Jeff Overton",NA,12,"YTDParorBetterStreak",2014
27,27,"Justin Rose",NA,12,"YTDParorBetterStreak",2014
27,27,"Chris Stroud",NA,12,"YTDParorBetterStreak",2014
34,34,"Sergio Garcia",NA,11,"YTDParorBetterStreak",2014
34,34,"Robert Garrigus",NA,11,"YTDParorBetterStreak",2014
34,34,"Retief Goosen",NA,11,"YTDParorBetterStreak",2014
34,34,"JB Holmes",NA,11,"YTDParorBetterStreak",2014
34,34,"Jason Kokrak",NA,11,"YTDParorBetterStreak",2014
34,34,"George McNeill",NA,11,"YTDParorBetterStreak",2014
34,34,"Jimmy Walker",NA,11,"YTDParorBetterStreak",2014
41,41,"Ricky Barnes",NA,10,"YTDParorBetterStreak",2014
41,41,"Graham DeLaet",NA,10,"YTDParorBetterStreak",2014
41,41,"JJ Henry",NA,10,"YTDParorBetterStreak",2014
41,41,"Ryo Ishikawa",NA,10,"YTDParorBetterStreak",2014
