"1PuttsperRound_RANKTHISWEEK_2008","1PuttsperRound_RANKLASTWEEK_2008","1PuttsperRound_PLAYERNAME_2008","1PuttsperRound_ROUNDS_2008","1PuttsperRound_AVG_2008","1PuttsperRound_TOTAL1PUTTS_2008","1PuttsperRound_TOTALROUNDS_2008","stat_name","year"
1,1,"Padraig Harrington",52,7.84,392,50,"1PuttsperRound",2008
2,2,"Nathan Green",95,7.8,741,95,"1PuttsperRound",2008
3,3,"Daniel Chopra",84,7.77,645,83,"1PuttsperRound",2008
4,4,"Jeff Quinney",87,7.59,660,87,"1PuttsperRound",2008
5,5,"John Mallinger",95,7.58,720,95,"1PuttsperRound",2008
6,6,"Corey Pavin",69,7.57,522,69,"1PuttsperRound",2008
7,7,"Aaron Baddeley",76,7.55,551,73,"1PuttsperRound",2008
8,8,"Stuart Appleby",87,7.52,632,84,"1PuttsperRound",2008
9,9,"Kevin Na",97,7.51,728,97,"1PuttsperRound",2008
10,10,"Ryuji Imada",80,7.44,595,80,"1PuttsperRound",2008
10,10,"Richard Johnson",77,7.44,573,77,"1PuttsperRound",2008
12,12,"Andres Romero",69,7.42,497,67,"1PuttsperRound",2008
13,13,"Tom Pernice Jr",104,7.36,765,104,"1PuttsperRound",2008
14,14,"Ryan Moore",72,7.33,528,72,"1PuttsperRound",2008
15,15,"Steve Lowery",74,7.31,541,74,"1PuttsperRound",2008
15,15,"Phil Mickelson",80,7.31,570,78,"1PuttsperRound",2008
15,15,"Mike Weir",88,7.31,636,87,"1PuttsperRound",2008
18,18,"Tim Clark",90,7.29,649,89,"1PuttsperRound",2008
19,19,"Eric Axley",113,7.26,820,113,"1PuttsperRound",2008
19,19,"Ben Crane",86,7.26,624,86,"1PuttsperRound",2008
19,19,"Freddie Jacobson",78,7.26,566,78,"1PuttsperRound",2008
19,19,"Jesper Parnevik",88,7.26,639,88,"1PuttsperRound",2008
23,23,"Carl Pettersson",110,7.25,797,110,"1PuttsperRound",2008
24,24,"Ian Poulter",51,7.24,355,49,"1PuttsperRound",2008
24,24,"Vaughn Taylor",103,7.24,746,103,"1PuttsperRound",2008
26,26,"Brian Davis",108,7.23,781,108,"1PuttsperRound",2008
26,26,"Nick OHern",82,7.23,578,80,"1PuttsperRound",2008
28,28,"Shane Bertsch",96,7.22,693,96,"1PuttsperRound",2008
29,29,"Anthony Kim",81,7.21,584,81,"1PuttsperRound",2008
29,29,"Steve Stricker",75,7.21,519,72,"1PuttsperRound",2008
31,31,"Ken Duke",116,7.2,835,116,"1PuttsperRound",2008
32,32,"Brian Gay",102,7.16,730,102,"1PuttsperRound",2008
33,33,"Jonathan Byrd",88,7.15,608,85,"1PuttsperRound",2008
34,34,"Camilo Villegas",79,7.14,557,78,"1PuttsperRound",2008
35,35,"Justin Leonard",101,7.13,677,95,"1PuttsperRound",2008
35,35,"Geoff Ogilvy",65,7.13,456,64,"1PuttsperRound",2008
35,35,"Bob Tway",70,7.13,499,70,"1PuttsperRound",2008
38,38,"Steve Flesch",95,7.12,676,95,"1PuttsperRound",2008
38,38,"JB Holmes",86,7.12,605,85,"1PuttsperRound",2008
38,38,"Frank Lickliter II",107,7.12,762,107,"1PuttsperRound",2008
41,41,"Retief Goosen",59,7.09,411,58,"1PuttsperRound",2008
41,41,"Joe Ogilvie",100,7.09,709,100,"1PuttsperRound",2008
43,43,"Scott McCarron",63,7.06,445,63,"1PuttsperRound",2008
43,43,"Brandt Snedeker",85,7.06,593,84,"1PuttsperRound",2008
45,45,"Paul Goydos",78,7.05,550,78,"1PuttsperRound",2008
45,45,"Mark Wilson",107,7.05,754,107,"1PuttsperRound",2008
47,47,"JP Hayes",67,7.04,472,67,"1PuttsperRound",2008
48,48,"Marc Turnesa",87,7.03,612,87,"1PuttsperRound",2008
49,49,"Jason Day",81,7.01,568,81,"1PuttsperRound",2008
49,49,"Charlie Wi",97,7.01,680,97,"1PuttsperRound",2008
51,51,"Tim Herron",97,6.99,678,97,"1PuttsperRound",2008
52,52,"Dudley Hart",74,6.97,516,74,"1PuttsperRound",2008
52,52,"John Rollins",94,6.97,655,94,"1PuttsperRound",2008
54,54,"Matt Jones",95,6.95,660,95,"1PuttsperRound",2008
55,55,"Chad Collins",72,6.94,500,72,"1PuttsperRound",2008
55,55,"Tag Ridings",88,6.94,611,88,"1PuttsperRound",2008
57,57,"Stewart Cink",87,6.93,561,81,"1PuttsperRound",2008
57,57,"Chris DiMarco",87,6.93,603,87,"1PuttsperRound",2008
59,59,"Ernie Els",51,6.92,346,50,"1PuttsperRound",2008
60,60,"Scott Verplank",82,6.91,560,81,"1PuttsperRound",2008
61,61,"David Duval",51,6.9,352,51,"1PuttsperRound",2008
62,62,"Mark Hensby",71,6.89,489,71,"1PuttsperRound",2008
63,63,"Davis Love III",78,6.88,537,78,"1PuttsperRound",2008
64,64,"KJ Choi",74,6.87,481,70,"1PuttsperRound",2008
64,64,"Todd Hamilton",92,6.87,632,92,"1PuttsperRound",2008
66,66,"Steve Elkington",84,6.85,575,84,"1PuttsperRound",2008
67,67,"Rod Pampling",83,6.84,547,80,"1PuttsperRound",2008
67,67,"Johnson Wagner",83,6.84,568,83,"1PuttsperRound",2008
69,69,"Parker McLachlin",88,6.82,600,88,"1PuttsperRound",2008
70,70,"Jason Gore",94,6.81,640,94,"1PuttsperRound",2008
70,70,"David Toms",70,6.81,463,68,"1PuttsperRound",2008
72,72,"Pat Perez",93,6.8,626,92,"1PuttsperRound",2008
72,72,"Kevin Sutherland",98,6.8,666,98,"1PuttsperRound",2008
74,74,"Will Ma Kenzie",62,6.79,421,62,"1PuttsperRound",2008
74,74,"Jeff Maggert",86,6.79,584,86,"1PuttsperRound",2008
74,74,"Rocco Mediate",87,6.79,591,87,"1PuttsperRound",2008
77,77,"Kenny Perry",97,6.78,658,97,"1PuttsperRound",2008
78,78,"Stephen Ames",83,6.77,555,82,"1PuttsperRound",2008
78,78,"Mark Calcavecchia",67,6.77,447,66,"1PuttsperRound",2008
78,78,"Chad Campbell",94,6.77,636,94,"1PuttsperRound",2008
78,78,"Michael Letzig",88,6.77,596,88,"1PuttsperRound",2008
78,78,"Patrick Sheehan",124,6.77,840,124,"1PuttsperRound",2008
