"Approach100125yardsRTPScore_RANKTHISWEEK_2011","Approach100125yardsRTPScore_RANKLASTWEEK_2011","Approach100125yardsRTPScore_PLAYERNAME_2011","Approach100125yardsRTPScore_ROUNDS_2011","Approach100125yardsRTPScore_AVGRTP_2011","stat_name","year"
1,1,"Luke Donald",73,-0.299,"Approach100125yardsRTPScore",2011
1,1,"Zach Johnson",79,-0.299,"Approach100125yardsRTPScore",2011
3,3,"Webb Simpson",98,-0.298,"Approach100125yardsRTPScore",2011
4,4,"Robert Garrigus",83,-0.282,"Approach100125yardsRTPScore",2011
5,5,"Greg Chalmers",88,-0.279,"Approach100125yardsRTPScore",2011
6,6,"Brian Davis",105,-0.27,"Approach100125yardsRTPScore",2011
7,7,"David Hearn",88,-0.265,"Approach100125yardsRTPScore",2011
8,8,"Robert Allenby",84,-0.262,"Approach100125yardsRTPScore",2011
9,9,"Chris DiMarco",93,-0.261,"Approach100125yardsRTPScore",2011
10,10,"KJ Choi",77,-0.244,"Approach100125yardsRTPScore",2011
11,11,"Geoff Ogilvy",69,-0.241,"Approach100125yardsRTPScore",2011
12,12,"Bubba Watson",85,-0.234,"Approach100125yardsRTPScore",2011
13,13,"Aaron Baddeley",77,-0.23,"Approach100125yardsRTPScore",2011
14,14,"Bryce Molder",82,-0.227,"Approach100125yardsRTPScore",2011
15,15,"Jason Dufner",78,-0.226,"Approach100125yardsRTPScore",2011
16,16,"Bill Haas",93,-0.223,"Approach100125yardsRTPScore",2011
17,17,"Fabian Gomez",84,-0.22,"Approach100125yardsRTPScore",2011
17,17,"Jerry Kelly",85,-0.22,"Approach100125yardsRTPScore",2011
19,19,"Phil Mickelson",79,-0.219,"Approach100125yardsRTPScore",2011
20,20,"Nick Watney",80,-0.216,"Approach100125yardsRTPScore",2011
21,21,"Woody Austin",59,-0.215,"Approach100125yardsRTPScore",2011
22,22,"Charley Hoffman",93,-0.212,"Approach100125yardsRTPScore",2011
23,23,"Marc Leishman",87,-0.21,"Approach100125yardsRTPScore",2011
24,24,"Mark Wilson",89,-0.205,"Approach100125yardsRTPScore",2011
25,25,"Michael Connell",76,-0.202,"Approach100125yardsRTPScore",2011
25,25,"Ben Martin",74,-0.202,"Approach100125yardsRTPScore",2011
27,27,"Hunter Mahan",92,-0.2,"Approach100125yardsRTPScore",2011
28,28,"Scott Piercy",78,-0.196,"Approach100125yardsRTPScore",2011
29,29,"Blake Adams",116,-0.193,"Approach100125yardsRTPScore",2011
30,30,"Robert Karlsson",61,-0.19,"Approach100125yardsRTPScore",2011
31,31,"Bo Van Pelt",92,-0.189,"Approach100125yardsRTPScore",2011
31,31,"Dean Wilson",62,-0.189,"Approach100125yardsRTPScore",2011
33,33,"Briny Baird",60,-0.188,"Approach100125yardsRTPScore",2011
34,34,"Boo Weekley",66,-0.187,"Approach100125yardsRTPScore",2011
35,35,"Anthony Kim",72,-0.186,"Approach100125yardsRTPScore",2011
35,35,"Derek Lamely",65,-0.186,"Approach100125yardsRTPScore",2011
37,37,"David Duval",67,-0.185,"Approach100125yardsRTPScore",2011
38,38,"Chris Kirk",87,-0.182,"Approach100125yardsRTPScore",2011
39,39,"Jim Furyk",87,-0.18,"Approach100125yardsRTPScore",2011
39,39,"Kent Jones",76,-0.18,"Approach100125yardsRTPScore",2011
41,41,"Charles Howell III",108,-0.179,"Approach100125yardsRTPScore",2011
41,41,"Freddie Jacobson",92,-0.179,"Approach100125yardsRTPScore",2011
43,43,"Sean OHair",71,-0.176,"Approach100125yardsRTPScore",2011
44,44,"Bill Lunde",92,-0.174,"Approach100125yardsRTPScore",2011
45,45,"Jason Bohn",74,-0.173,"Approach100125yardsRTPScore",2011
45,45,"Spencer Levin",113,-0.173,"Approach100125yardsRTPScore",2011
47,47,"Steve Flesch",88,-0.172,"Approach100125yardsRTPScore",2011
47,47,"Andres Romero",77,-0.172,"Approach100125yardsRTPScore",2011
49,49,"DA Points",89,-0.17,"Approach100125yardsRTPScore",2011
50,50,"Tom Gillis",55,-0.169,"Approach100125yardsRTPScore",2011
51,51,"Kyle Stanley",98,-0.167,"Approach100125yardsRTPScore",2011
52,52,"Cameron Tringale",110,-0.166,"Approach100125yardsRTPScore",2011
53,53,"Steve Stricker",70,-0.165,"Approach100125yardsRTPScore",2011
54,54,"Chez Reavie",92,-0.163,"Approach100125yardsRTPScore",2011
55,55,"Johnson Wagner",81,-0.162,"Approach100125yardsRTPScore",2011
56,56,"JP Hayes",56,-0.159,"Approach100125yardsRTPScore",2011
56,56,"JJ Henry",96,-0.159,"Approach100125yardsRTPScore",2011
56,56,"Roland Thatcher",67,-0.159,"Approach100125yardsRTPScore",2011
59,59,"Kevin Kisner",70,-0.158,"Approach100125yardsRTPScore",2011
60,60,"Kevin Streelman",90,-0.157,"Approach100125yardsRTPScore",2011
61,61,"Tommy Gainey",104,-0.156,"Approach100125yardsRTPScore",2011
62,62,"Jim Herman",69,-0.155,"Approach100125yardsRTPScore",2011
63,63,"Matt Kuchar",94,-0.154,"Approach100125yardsRTPScore",2011
63,63,"Heath Slocum",89,-0.154,"Approach100125yardsRTPScore",2011
65,65,"Joe Ogilvie",75,-0.153,"Approach100125yardsRTPScore",2011
65,65,"Pat Perez",76,-0.153,"Approach100125yardsRTPScore",2011
67,67,"Tag Ridings",87,-0.15,"Approach100125yardsRTPScore",2011
68,68,"Matt Bettencourt",84,-0.149,"Approach100125yardsRTPScore",2011
69,69,"Garrett Willis",71,-0.148,"Approach100125yardsRTPScore",2011
70,70,"Scott Gutschewski",67,-0.147,"Approach100125yardsRTPScore",2011
71,71,"Graeme McDowell",50,-0.145,"Approach100125yardsRTPScore",2011
72,72,"Ben Crane",76,-0.144,"Approach100125yardsRTPScore",2011
73,73,"Davis Love III",70,-0.143,"Approach100125yardsRTPScore",2011
73,73,"Vaughn Taylor",89,-0.143,"Approach100125yardsRTPScore",2011
75,75,"Nick OHern",89,-0.142,"Approach100125yardsRTPScore",2011
76,76,"Stewart Cink",72,-0.14,"Approach100125yardsRTPScore",2011
77,77,"Alex Cejka",59,-0.136,"Approach100125yardsRTPScore",2011
77,77,"Steve Elkington",50,-0.136,"Approach100125yardsRTPScore",2011
79,79,"Jonathan Byrd",83,-0.135,"Approach100125yardsRTPScore",2011
79,79,"Justin Leonard",82,-0.135,"Approach100125yardsRTPScore",2011
81,81,"James Driscoll",71,-0.133,"Approach100125yardsRTPScore",2011
81,81,"Martin Piller",63,-0.133,"Approach100125yardsRTPScore",2011
81,81,"Brandt Snedeker",85,-0.133,"Approach100125yardsRTPScore",2011
84,84,"Kris Blanks",92,-0.132,"Approach100125yardsRTPScore",2011
84,84,"Jimmy Walker",79,-0.132,"Approach100125yardsRTPScore",2011
86,86,"Dustin Johnson",72,-0.131,"Approach100125yardsRTPScore",2011
87,87,"Harrison Frazar",58,-0.13,"Approach100125yardsRTPScore",2011
87,87,"Rod Pampling",72,-0.13,"Approach100125yardsRTPScore",2011
87,87,"David Toms",78,-0.13,"Approach100125yardsRTPScore",2011
90,90,"Rory Sabbatini",85,-0.129,"Approach100125yardsRTPScore",2011
91,91,"Angel Cabrera",50,-0.128,"Approach100125yardsRTPScore",2011
91,91,"Steve Marino",76,-0.128,"Approach100125yardsRTPScore",2011
91,91,"Troy Matteson",91,-0.128,"Approach100125yardsRTPScore",2011
94,94,"Adam Scott",60,-0.127,"Approach100125yardsRTPScore",2011
95,95,"Alex Prugh",82,-0.126,"Approach100125yardsRTPScore",2011
96,96,"Lucas Glover",74,-0.125,"Approach100125yardsRTPScore",2011
97,97,"Ernie Els",71,-0.122,"Approach100125yardsRTPScore",2011
97,97,"Sung Kang",63,-0.122,"Approach100125yardsRTPScore",2011
97,97,"Kevin Na",84,-0.122,"Approach100125yardsRTPScore",2011
100,100,"Kevin Chappell",78,-0.12,"Approach100125yardsRTPScore",2011
101,101,"Matt Jones",71,-0.119,"Approach100125yardsRTPScore",2011
101,101,"Martin Laird",77,-0.119,"Approach100125yardsRTPScore",2011
101,101,"Daniel Summerhays",75,-0.119,"Approach100125yardsRTPScore",2011
104,104,"Cameron Beckman",71,-0.117,"Approach100125yardsRTPScore",2011
104,104,"Chad Campbell",99,-0.117,"Approach100125yardsRTPScore",2011
104,104,"Scott McCarron",65,-0.117,"Approach100125yardsRTPScore",2011
107,107,"Jeff Overton",92,-0.116,"Approach100125yardsRTPScore",2011
108,108,"Carl Pettersson",95,-0.114,"Approach100125yardsRTPScore",2011
109,109,"Will Strickler",51,-0.113,"Approach100125yardsRTPScore",2011
110,110,"Lee Janzen",62,-0.111,"Approach100125yardsRTPScore",2011
110,110,"Jim Renner",65,-0.111,"Approach100125yardsRTPScore",2011
110,110,"Michael Thompson",79,-0.111,"Approach100125yardsRTPScore",2011
113,113,"Camilo Villegas",69,-0.106,"Approach100125yardsRTPScore",2011
114,114,"Paul Goydos",81,-0.102,"Approach100125yardsRTPScore",2011
114,114,"William McGirt",103,-0.102,"Approach100125yardsRTPScore",2011
116,116,"Billy Horschel",75,-0.1,"Approach100125yardsRTPScore",2011
116,116,"David Mathis",83,-0.1,"Approach100125yardsRTPScore",2011
118,118,"Chris Stroud",88,-0.099,"Approach100125yardsRTPScore",2011
119,119,"Chris Couch",73,-0.096,"Approach100125yardsRTPScore",2011
120,120,"Brandt Jobe",100,-0.094,"Approach100125yardsRTPScore",2011
121,121,"Josh Teater",104,-0.089,"Approach100125yardsRTPScore",2011
122,122,"Michael Bradley",74,-0.087,"Approach100125yardsRTPScore",2011
123,123,"Paul Stankowski",78,-0.086,"Approach100125yardsRTPScore",2011
124,124,"Rocco Mediate",53,-0.085,"Approach100125yardsRTPScore",2011
124,124,"Charlie Wi",83,-0.085,"Approach100125yardsRTPScore",2011
126,126,"Ricky Barnes",78,-0.083,"Approach100125yardsRTPScore",2011
127,127,"Joe Durant",71,-0.082,"Approach100125yardsRTPScore",2011
128,128,"Sergio Garcia",61,-0.081,"Approach100125yardsRTPScore",2011
129,129,"Arjun Atwal",91,-0.078,"Approach100125yardsRTPScore",2011
130,130,"Justin Rose",79,-0.077,"Approach100125yardsRTPScore",2011
130,130,"YE Yang",63,-0.077,"Approach100125yardsRTPScore",2011
132,132,"Shane Bertsch",62,-0.076,"Approach100125yardsRTPScore",2011
133,133,"John Senden",94,-0.073,"Approach100125yardsRTPScore",2011
133,133,"Scott Stallings",84,-0.073,"Approach100125yardsRTPScore",2011
135,135,"Padraig Harrington",60,-0.071,"Approach100125yardsRTPScore",2011
136,136,"Brian Gay",90,-0.07,"Approach100125yardsRTPScore",2011
137,137,"John Rollins",85,-0.069,"Approach100125yardsRTPScore",2011
138,138,"Stuart Appleby",65,-0.067,"Approach100125yardsRTPScore",2011
139,139,"Kevin Stadler",88,-0.066,"Approach100125yardsRTPScore",2011
140,140,"Tim Petrovic",88,-0.065,"Approach100125yardsRTPScore",2011
141,141,"Shaun Micheel",77,-0.064,"Approach100125yardsRTPScore",2011
142,142,"Charl Schwartzel",58,-0.063,"Approach100125yardsRTPScore",2011
143,143,"Ryuji Imada",83,-0.062,"Approach100125yardsRTPScore",2011
144,144,"Ian Poulter",52,-0.059,"Approach100125yardsRTPScore",2011
144,144,"Brendan Steele",89,-0.059,"Approach100125yardsRTPScore",2011
146,146,"George McNeill",69,-0.058,"Approach100125yardsRTPScore",2011
146,146,"Troy Merritt",63,-0.058,"Approach100125yardsRTPScore",2011
146,146,"Ryan Moore",79,-0.058,"Approach100125yardsRTPScore",2011
149,149,"Aron Price",58,-0.056,"Approach100125yardsRTPScore",2011
150,150,"Nate Smith",66,-0.051,"Approach100125yardsRTPScore",2011
151,151,"Brendon de Jonge",105,-0.05,"Approach100125yardsRTPScore",2011
151,151,"Tim Herron",85,-0.05,"Approach100125yardsRTPScore",2011
153,153,"Colt Knost",80,-0.046,"Approach100125yardsRTPScore",2011
153,153,"Chris Riley",76,-0.046,"Approach100125yardsRTPScore",2011
155,155,"Ryan Palmer",82,-0.043,"Approach100125yardsRTPScore",2011
156,156,"Ben Curtis",66,-0.041,"Approach100125yardsRTPScore",2011
156,156,"Nathan Green",81,-0.041,"Approach100125yardsRTPScore",2011
158,158,"Andres Gonzales",60,-0.04,"Approach100125yardsRTPScore",2011
158,158,"Gary Woodland",93,-0.04,"Approach100125yardsRTPScore",2011
160,160,"Keegan Bradley",91,-0.032,"Approach100125yardsRTPScore",2011
160,160,"Hunter Haas",96,-0.032,"Approach100125yardsRTPScore",2011
160,160,"JB Holmes",57,-0.032,"Approach100125yardsRTPScore",2011
160,160,"Billy Mayfair",94,-0.032,"Approach100125yardsRTPScore",2011
164,164,"Vijay Singh",79,-0.031,"Approach100125yardsRTPScore",2011
165,165,"Justin Hicks",60,-0.029,"Approach100125yardsRTPScore",2011
