"ConsecutiveBirdiesStreak_RANKTHISWEEK_2012","ConsecutiveBirdiesStreak_RANKLASTWEEK_2012","ConsecutiveBirdiesStreak_PLAYERNAME_2012","ConsecutiveBirdiesStreak_EVENTS_2012","ConsecutiveBirdiesStreak_NUMBEROFHOLES_2012","stat_name","year"
1,1,"Brian Gay",28,7,"ConsecutiveBirdiesStreak",2012
1,1,"Louis Oosthuizen",19,7,"ConsecutiveBirdiesStreak",2012
3,3,"Jonathan Byrd",21,6,"ConsecutiveBirdiesStreak",2012
3,3,"Martin Flores",30,6,"ConsecutiveBirdiesStreak",2012
3,3,"Charley Hoffman",27,6,"ConsecutiveBirdiesStreak",2012
3,3,"Bio Kim",1,6,"ConsecutiveBirdiesStreak",2012
3,3,"Matt Kuchar",22,6,"ConsecutiveBirdiesStreak",2012
3,3,"Ryan Moore",24,6,"ConsecutiveBirdiesStreak",2012
3,3,"DA Points",29,6,"ConsecutiveBirdiesStreak",2012
3,3,"John Rollins",26,6,"ConsecutiveBirdiesStreak",2012
3,3,"Brandt Snedeker",22,6,"ConsecutiveBirdiesStreak",2012
3,3,"Scott Stallings",27,6,"ConsecutiveBirdiesStreak",2012
3,3,"Daniel Summerhays",26,6,"ConsecutiveBirdiesStreak",2012
3,3,"Tiger Woods",19,6,"ConsecutiveBirdiesStreak",2012
15,15,"Blake Adams",32,5,"ConsecutiveBirdiesStreak",2012
15,15,"Robert Allenby",27,5,"ConsecutiveBirdiesStreak",2012
15,15,"Mark Anderson",25,5,"ConsecutiveBirdiesStreak",2012
15,15,"Aaron Baddeley",22,5,"ConsecutiveBirdiesStreak",2012
15,15,"Matt Bettencourt",31,5,"ConsecutiveBirdiesStreak",2012
15,15,"Jonas Blixt",21,5,"ConsecutiveBirdiesStreak",2012
15,15,"Jason Bohn",28,5,"ConsecutiveBirdiesStreak",2012
15,15,"Gary Christian",28,5,"ConsecutiveBirdiesStreak",2012
15,15,"Chad Collins",9,5,"ConsecutiveBirdiesStreak",2012
15,15,"Ben Crane",23,5,"ConsecutiveBirdiesStreak",2012
15,15,"Ben Curtis",19,5,"ConsecutiveBirdiesStreak",2012
15,15,"Robert Garrigus",26,5,"ConsecutiveBirdiesStreak",2012
15,15,"Bill Haas",23,5,"ConsecutiveBirdiesStreak",2012
15,15,"Padraig Harrington",18,5,"ConsecutiveBirdiesStreak",2012
15,15,"Tim Herron",27,5,"ConsecutiveBirdiesStreak",2012
15,15,"Billy Horschel",17,5,"ConsecutiveBirdiesStreak",2012
