"EarlyPar4ScoringAverage_RANKTHISWEEK_2015","EarlyPar4ScoringAverage_RANKLASTWEEK_2015","EarlyPar4ScoringAverage_PLAYERNAME_2015","EarlyPar4ScoringAverage_ROUNDS_2015","EarlyPar4ScoringAverage_AVG_2015","EarlyPar4ScoringAverage_TOTALSTROKES_2015","EarlyPar4ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Jason Day",75,3.89,1132,291,"EarlyPar4ScoringAverage",2015
2,2,"Henrik Stenson",63,3.9,931,239,"EarlyPar4ScoringAverage",2015
3,3,"Jordan Spieth",91,3.92,1173,299,"EarlyPar4ScoringAverage",2015
4,4,"Dustin Johnson",75,3.94,1268,322,"EarlyPar4ScoringAverage",2015
4,4,"Will Wilcox",58,3.94,1209,307,"EarlyPar4ScoringAverage",2015
6,6,"Patrick Rodgers",57,3.95,1083,274,"EarlyPar4ScoringAverage",2015
7,7,"Jason Bohn",95,3.96,1879,474,"EarlyPar4ScoringAverage",2015
8,8,"Tony Finau",106,3.97,2179,549,"EarlyPar4ScoringAverage",2015
8,8,"Russell Knox",96,3.97,1971,496,"EarlyPar4ScoringAverage",2015
8,8,"Pat Perez",96,3.97,2196,553,"EarlyPar4ScoringAverage",2015
8,8,"Brendan Steele",88,3.97,1897,478,"EarlyPar4ScoringAverage",2015
12,12,"Andres Gonzales",90,3.98,1743,438,"EarlyPar4ScoringAverage",2015
12,12,"Charley Hoffman",97,3.98,1985,499,"EarlyPar4ScoringAverage",2015
12,12,"Hideki Matsuyama",95,3.98,1723,433,"EarlyPar4ScoringAverage",2015
12,12,"Francesco Molinari",56,3.98,1276,321,"EarlyPar4ScoringAverage",2015
12,12,"Sean OHair",86,3.98,1719,432,"EarlyPar4ScoringAverage",2015
12,12,"Rory Sabbatini",81,3.98,1591,400,"EarlyPar4ScoringAverage",2015
12,12,"Bubba Watson",71,3.98,1011,254,"EarlyPar4ScoringAverage",2015
12,12,"Lee Westwood",56,3.98,1217,306,"EarlyPar4ScoringAverage",2015
20,20,"Paul Casey",87,3.99,1786,448,"EarlyPar4ScoringAverage",2015
20,20,"Zach Johnson",90,3.99,1566,392,"EarlyPar4ScoringAverage",2015
20,20,"Brooks Koepka",84,3.99,1625,407,"EarlyPar4ScoringAverage",2015
20,20,"Matt Kuchar",97,3.99,1804,452,"EarlyPar4ScoringAverage",2015
20,20,"Hunter Mahan",88,3.99,2121,531,"EarlyPar4ScoringAverage",2015
20,20,"Kevin Na",98,3.99,1863,467,"EarlyPar4ScoringAverage",2015
20,20,"Greg Owen",58,3.99,1234,309,"EarlyPar4ScoringAverage",2015
20,20,"Chez Reavie",56,3.99,1373,344,"EarlyPar4ScoringAverage",2015
20,20,"Brandt Snedeker",98,3.99,2019,506,"EarlyPar4ScoringAverage",2015
20,20,"Daniel Summerhays",101,3.99,2243,562,"EarlyPar4ScoringAverage",2015
20,20,"Nick Watney",91,3.99,1883,472,"EarlyPar4ScoringAverage",2015
31,31,"Jonathan Byrd",69,4,1364,341,"EarlyPar4ScoringAverage",2015
31,31,"Kevin Chappell",86,4,1946,487,"EarlyPar4ScoringAverage",2015
31,31,"Jason Dufner",76,4,1635,409,"EarlyPar4ScoringAverage",2015
31,31,"Jim Furyk",71,4,1117,279,"EarlyPar4ScoringAverage",2015
31,31,"JB Holmes",89,4,1753,438,"EarlyPar4ScoringAverage",2015
31,31,"Matt Jones",89,4,1710,428,"EarlyPar4ScoringAverage",2015
31,31,"Jerry Kelly",79,4,1700,425,"EarlyPar4ScoringAverage",2015
31,31,"Kevin Kisner",104,4,2254,563,"EarlyPar4ScoringAverage",2015
31,31,"Danny Lee",120,4,2487,622,"EarlyPar4ScoringAverage",2015
31,31,"Spencer Levin",99,4,1985,496,"EarlyPar4ScoringAverage",2015
31,31,"David Lingmerth",90,4,1634,409,"EarlyPar4ScoringAverage",2015
31,31,"Ben Martin",93,4,1926,482,"EarlyPar4ScoringAverage",2015
31,31,"George McNeill",93,4,1902,475,"EarlyPar4ScoringAverage",2015
31,31,"Cameron Percy",72,4,1433,358,"EarlyPar4ScoringAverage",2015
31,31,"Adam Scott",51,4,923,231,"EarlyPar4ScoringAverage",2015
31,31,"Shawn Stefani",94,4,2054,513,"EarlyPar4ScoringAverage",2015
31,31,"Hudson Swafford",97,4,1917,479,"EarlyPar4ScoringAverage",2015
31,31,"Steve Wheatcroft",87,4,1696,424,"EarlyPar4ScoringAverage",2015
49,49,"Steven Alker",62,4.01,1391,347,"EarlyPar4ScoringAverage",2015
49,49,"Jonas Blixt",78,4.01,1518,379,"EarlyPar4ScoringAverage",2015
49,49,"Steven Bowditch",103,4.01,2384,594,"EarlyPar4ScoringAverage",2015
49,49,"Stewart Cink",77,4.01,1653,412,"EarlyPar4ScoringAverage",2015
