"DistancefromEdgeofFairway_RANKTHISWEEK_2011","DistancefromEdgeofFairway_RANKLASTWEEK_2011","DistancefromEdgeofFairway_PLAYERNAME_2011","DistancefromEdgeofFairway_EVENTS_2011","DistancefromEdgeofFairway_AVG_2011","DistancefromEdgeofFairway_TOTALDISTANCEFEET_2011","DistancefromEdgeofFairway_TOTALSTROKES_2011","stat_name","year"
23,23,"Shane Bertsch",20,NA,4918,222,"DistancefromEdgeofFairway",2011
23,23,"Matt Kuchar",24,NA,7473,337,"DistancefromEdgeofFairway",2011
23,23,"Mark Wilson",26,NA,6597.583,298,"DistancefromEdgeofFairway",2011
26,26,"Pat Perez",24,NA,7437.5,334,"DistancefromEdgeofFairway",2011
27,27,"Brian Gay",26,NA,6261.833,280,"DistancefromEdgeofFairway",2011
28,28,"JP Hayes",19,NA,5158,230,"DistancefromEdgeofFairway",2011
29,29,"Justin Hicks",23,NA,4066.167,181,"DistancefromEdgeofFairway",2011
30,30,"Justin Leonard",26,NA,7520.25,333,"DistancefromEdgeofFairway",2011
30,30,"Rod Pampling",21,NA,5979.333,265,"DistancefromEdgeofFairway",2011
32,32,"David Hearn",26,NA,8486.5,370,"DistancefromEdgeofFairway",2011
33,33,"Blake Adams",34,NA,10776,468,"DistancefromEdgeofFairway",2011
33,33,"Colt Knost",27,NA,7005.5,305,"DistancefromEdgeofFairway",2011
33,33,"Billy Mayfair",29,NA,7672.583,334,"DistancefromEdgeofFairway",2011
36,36,"Brian Davis",30,NA,7904.75,343,"DistancefromEdgeofFairway",2011
36,36,"Steve Stricker",19,NA,6061.25,263,"DistancefromEdgeofFairway",2011
38,38,"Jim Furyk",26,NA,6432.25,278,"DistancefromEdgeofFairway",2011
39,39,"Richard Johnson",23,NA,6057.333,259,"DistancefromEdgeofFairway",2011
39,39,"Bo Van Pelt",27,NA,7810.083,334,"DistancefromEdgeofFairway",2011
41,41,"Carl Pettersson",27,NA,10328.417,440,"DistancefromEdgeofFairway",2011
42,42,"Nathan Green",26,NA,8727.583,369,"DistancefromEdgeofFairway",2011
43,43,"Steve Elkington",17,NA,3968.833,167,"DistancefromEdgeofFairway",2011
43,43,"Marc Turnesa",20,NA,5510.75,232,"DistancefromEdgeofFairway",2011
45,45,"Jason Bohn",22,NA,6882.75,289,"DistancefromEdgeofFairway",2011
45,45,"Lucas Glover",23,NA,7245.25,304,"DistancefromEdgeofFairway",2011
45,45,"JJ Henry",28,NA,8145.917,342,"DistancefromEdgeofFairway",2011
45,45,"Alexandre Rocha",22,NA,5854.417,246,"DistancefromEdgeofFairway",2011
49,49,"Stephen Ames",22,NA,6255.25,262,"DistancefromEdgeofFairway",2011
49,49,"KJ Choi",22,NA,6906.833,289,"DistancefromEdgeofFairway",2011
49,49,"Chris DiMarco",31,NA,8799.333,368,"DistancefromEdgeofFairway",2011
49,49,"Kevin Streelman",26,NA,7761,324,"DistancefromEdgeofFairway",2011
53,53,"David Mathis",25,NA,7394,308,"DistancefromEdgeofFairway",2011
53,53,"Ryan Moore",22,NA,6800,283,"DistancefromEdgeofFairway",2011
55,55,"John Rollins",27,NA,7332.25,304,"DistancefromEdgeofFairway",2011
55,55,"Justin Rose",23,NA,7084.667,294,"DistancefromEdgeofFairway",2011
57,57,"Scott McCarron",22,NA,6260.167,258,"DistancefromEdgeofFairway",2011
57,57,"Vaughn Taylor",27,NA,9367.833,386,"DistancefromEdgeofFairway",2011
59,59,"Briny Baird",19,NA,4969.75,204,"DistancefromEdgeofFairway",2011
59,59,"Matt McQuillan",21,NA,5448.333,224,"DistancefromEdgeofFairway",2011
59,59,"Sean OHair",24,NA,8211.083,337,"DistancefromEdgeofFairway",2011
59,59,"Webb Simpson",26,NA,9989.583,411,"DistancefromEdgeofFairway",2011
63,63,"Brendon de Jonge",30,NA,10587.75,432,"DistancefromEdgeofFairway",2011
63,63,"Jim Herman",22,NA,8171.917,333,"DistancefromEdgeofFairway",2011
65,65,"Rich Beem",21,NA,5261.5,214,"DistancefromEdgeofFairway",2011
65,65,"Chad Campbell",29,NA,9671.083,394,"DistancefromEdgeofFairway",2011
65,65,"Bill Haas",26,NA,8501.833,346,"DistancefromEdgeofFairway",2011
68,68,"Robert Allenby",25,NA,7825.75,317,"DistancefromEdgeofFairway",2011
68,68,"William McGirt",32,NA,11855.25,481,"DistancefromEdgeofFairway",2011
68,68,"Cameron Tringale",32,NA,12228.417,496,"DistancefromEdgeofFairway",2011
71,71,"Ernie Els",21,NA,7382.583,298,"DistancefromEdgeofFairway",2011
71,71,"Ryuji Imada",29,NA,9759.333,394,"DistancefromEdgeofFairway",2011
73,73,"YE Yang",18,NA,5167.667,208,"DistancefromEdgeofFairway",2011
74,74,"Chris Stroud",28,NA,10308.833,414,"DistancefromEdgeofFairway",2011
74,74,"Roland Thatcher",22,NA,7925,318,"DistancefromEdgeofFairway",2011
74,74,"Charlie Wi",25,NA,9552.25,383,"DistancefromEdgeofFairway",2011
77,77,"Greg Chalmers",28,NA,10174.083,404,"DistancefromEdgeofFairway",2011
77,77,"Nick Watney",22,NA,8342.167,331,"DistancefromEdgeofFairway",2011
79,79,"Hunter Haas",30,NA,10279.417,406,"DistancefromEdgeofFairway",2011
79,79,"Tim Petrovic",29,NA,9165.917,362,"DistancefromEdgeofFairway",2011
79,79,"DA Points",26,NA,8601,339,"DistancefromEdgeofFairway",2011
79,79,"John Senden",26,NA,8862.75,350,"DistancefromEdgeofFairway",2011
83,83,"Brandt Jobe",28,NA,9219.583,363,"DistancefromEdgeofFairway",2011
83,83,"Kevin Kisner",24,NA,7471.25,294,"DistancefromEdgeofFairway",2011
83,83,"Bill Lunde",28,NA,9803,386,"DistancefromEdgeofFairway",2011
86,86,"Ben Crane",23,NA,6679.417,262,"DistancefromEdgeofFairway",2011
86,86,"Billy Horschel",25,NA,6792.75,266,"DistancefromEdgeofFairway",2011
88,88,"Troy Merritt",23,NA,7204.5,282,"DistancefromEdgeofFairway",2011
88,88,"Dean Wilson",22,NA,6682.75,261,"DistancefromEdgeofFairway",2011
90,90,"Michael Connell",26,NA,8380.75,325,"DistancefromEdgeofFairway",2011
90,90,"Kevin Stadler",27,NA,8777,341,"DistancefromEdgeofFairway",2011
92,92,"Tommy Gainey",34,NA,12347.083,478,"DistancefromEdgeofFairway",2011
93,93,"Jim Renner",22,NA,7494.583,289,"DistancefromEdgeofFairway",2011
93,93,"Rory Sabbatini",24,NA,8799.417,340,"DistancefromEdgeofFairway",2011
95,95,"Luke Donald",19,NA,6207.583,238,"DistancefromEdgeofFairway",2011
96,96,"Ricky Barnes",23,NA,9231.667,353,"DistancefromEdgeofFairway",2011
96,96,"Jonathan Byrd",26,NA,9719.167,372,"DistancefromEdgeofFairway",2011
96,96,"Kent Jones",25,NA,7986.75,305,"DistancefromEdgeofFairway",2011
96,96,"Sung Kang",21,NA,6678.5,255,"DistancefromEdgeofFairway",2011
96,96,"Ben Martin",25,NA,7937.583,303,"DistancefromEdgeofFairway",2011
101,101,"Trevor Immelman",25,NA,9074.25,346,"DistancefromEdgeofFairway",2011
102,102,"Freddie Jacobson",25,NA,9313.5,351,"DistancefromEdgeofFairway",2011
102,102,"Jeff Overton",26,NA,10074.417,380,"DistancefromEdgeofFairway",2011
102,102,"Brendan Steele",27,NA,9286.75,350,"DistancefromEdgeofFairway",2011
105,105,"Keegan Bradley",28,NA,10569.333,396,"DistancefromEdgeofFairway",2011
105,105,"Charl Schwartzel",15,NA,5408.5,203,"DistancefromEdgeofFairway",2011
107,107,"Bryce Molder",27,NA,8131.417,304,"DistancefromEdgeofFairway",2011
108,108,"Cameron Beckman",25,NA,8861.833,330,"DistancefromEdgeofFairway",2011
108,108,"Daniel Summerhays",29,NA,8713.5,325,"DistancefromEdgeofFairway",2011
108,108,"DJ Trahan",30,NA,11443.75,427,"DistancefromEdgeofFairway",2011
111,111,"Stewart Cink",22,NA,7811.583,290,"DistancefromEdgeofFairway",2011
111,111,"Josh Teater",31,NA,12256.583,456,"DistancefromEdgeofFairway",2011
113,113,"Rickie Fowler",24,NA,9778.333,361,"DistancefromEdgeofFairway",2011
113,113,"Fabian Gomez",26,NA,9021,333,"DistancefromEdgeofFairway",2011
113,113,"Jarrod Lyle",29,NA,10522.667,389,"DistancefromEdgeofFairway",2011
116,116,"Geoff Ogilvy",21,NA,7257.083,267,"DistancefromEdgeofFairway",2011
117,117,"Kris Blanks",29,NA,11318.25,415,"DistancefromEdgeofFairway",2011
117,117,"Davis Love III",22,NA,7142.833,262,"DistancefromEdgeofFairway",2011
119,119,"Steve Flesch",27,NA,10846.5,397,"DistancefromEdgeofFairway",2011
119,119,"Lee Janzen",19,NA,6659.167,244,"DistancefromEdgeofFairway",2011
119,119,"Chris Kirk",28,NA,12175.083,446,"DistancefromEdgeofFairway",2011
122,122,"Aaron Baddeley",22,NA,9677.25,352,"DistancefromEdgeofFairway",2011
123,123,"Alex Cejka",21,NA,5787.083,210,"DistancefromEdgeofFairway",2011
123,123,"Sergio Garcia",16,NA,6710.667,243,"DistancefromEdgeofFairway",2011
123,123,"Kevin Na",26,NA,10428.917,378,"DistancefromEdgeofFairway",2011
126,126,"DJ Brigman",23,NA,8828.167,319,"DistancefromEdgeofFairway",2011
126,126,"Shaun Micheel",27,NA,10365.5,375,"DistancefromEdgeofFairway",2011
128,128,"Vijay Singh",25,NA,10772.667,387,"DistancefromEdgeofFairway",2011
128,128,"Camilo Villegas",25,NA,8829.167,317,"DistancefromEdgeofFairway",2011
130,130,"Kevin Chappell",26,NA,9153.75,328,"DistancefromEdgeofFairway",2011
130,130,"Chris Couch",21,NA,8552.583,306,"DistancefromEdgeofFairway",2011
130,130,"Martin Laird",23,NA,8852.5,317,"DistancefromEdgeofFairway",2011
133,133,"Bobby Gates",29,NA,9925.417,355,"DistancefromEdgeofFairway",2011
133,133,"Steve Marino",23,NA,9098.167,325,"DistancefromEdgeofFairway",2011
135,135,"Joe Ogilvie",24,NA,9797.833,349,"DistancefromEdgeofFairway",2011
135,135,"Nate Smith",24,NA,7830.667,279,"DistancefromEdgeofFairway",2011
137,137,"Andres Romero",22,NA,10109.083,359,"DistancefromEdgeofFairway",2011
138,138,"Michael Thompson",25,NA,10022.5,353,"DistancefromEdgeofFairway",2011
139,139,"George McNeill",21,NA,8658.75,304,"DistancefromEdgeofFairway",2011
139,139,"Ian Poulter",16,NA,5019.917,176,"DistancefromEdgeofFairway",2011
141,141,"Troy Matteson",28,NA,12640.5,442,"DistancefromEdgeofFairway",2011
142,142,"Matt Bettencourt",30,NA,12536.167,436,"DistancefromEdgeofFairway",2011
142,142,"Scott Gutschewski",23,NA,8651.75,301,"DistancefromEdgeofFairway",2011
142,142,"Tim Herron",28,NA,12617.75,439,"DistancefromEdgeofFairway",2011
142,142,"Adam Scott",18,NA,5600.917,195,"DistancefromEdgeofFairway",2011
146,146,"Dustin Johnson",21,NA,8283.833,287,"DistancefromEdgeofFairway",2011
147,147,"Jason Day",21,NA,9733.25,337,"DistancefromEdgeofFairway",2011
148,148,"Jhonattan Vegas",25,NA,11934,412,"DistancefromEdgeofFairway",2011
149,149,"Arjun Atwal",29,NA,13443.5,462,"DistancefromEdgeofFairway",2011
150,150,"Scott Piercy",23,NA,10007.25,343,"DistancefromEdgeofFairway",2011
151,151,"Kyle Stanley",28,NA,11984.25,410,"DistancefromEdgeofFairway",2011
152,152,"Charley Hoffman",27,NA,10683.167,364,"DistancefromEdgeofFairway",2011
153,153,"Woody Austin",18,NA,6571.583,222,"DistancefromEdgeofFairway",2011
153,153,"Scott Stallings",28,NA,11483.333,388,"DistancefromEdgeofFairway",2011
153,153,"Paul Stankowski",24,NA,10347.917,350,"DistancefromEdgeofFairway",2011
156,156,"Stuart Appleby",24,NA,9895.5,334,"DistancefromEdgeofFairway",2011
156,156,"Retief Goosen",16,NA,5936,200,"DistancefromEdgeofFairway",2011
156,156,"Zack Miller",30,NA,12090.667,408,"DistancefromEdgeofFairway",2011
159,159,"Matt Jones",25,NA,11155,375,"DistancefromEdgeofFairway",2011
160,160,"Alex Prugh",29,NA,11772.583,395,"DistancefromEdgeofFairway",2011
161,161,"Robert Garrigus",26,NA,11883.75,397,"DistancefromEdgeofFairway",2011
162,162,"Joseph Bramlett",25,NA,9605.417,320,"DistancefromEdgeofFairway",2011
163,163,"David Duval",24,NA,11101.5,368,"DistancefromEdgeofFairway",2011
164,164,"Charles Howell III",30,NA,15452.583,511,"DistancefromEdgeofFairway",2011
164,164,"Phil Mickelson",21,NA,10267,339,"DistancefromEdgeofFairway",2011
166,166,"Ryan Palmer",24,NA,10491.167,344,"DistancefromEdgeofFairway",2011
167,167,"Bubba Watson",22,NA,9613,313,"DistancefromEdgeofFairway",2011
168,168,"Michael Bradley",24,NA,10443.333,339,"DistancefromEdgeofFairway",2011
169,169,"Steven Bowditch",28,NA,13820.667,446,"DistancefromEdgeofFairway",2011
170,170,"Angel Cabrera",17,NA,6394.5,205,"DistancefromEdgeofFairway",2011
170,170,"James Driscoll",24,NA,10745.5,345,"DistancefromEdgeofFairway",2011
170,170,"Andres Gonzales",21,NA,7047.833,226,"DistancefromEdgeofFairway",2011
170,170,"Gary Woodland",25,NA,11562.667,371,"DistancefromEdgeofFairway",2011
174,174,"Tag Ridings",28,NA,12546.583,402,"DistancefromEdgeofFairway",2011
175,175,"Michael Putnam",21,NA,10116.833,321,"DistancefromEdgeofFairway",2011
176,176,"Robert Karlsson",18,NA,8204.75,258,"DistancefromEdgeofFairway",2011
176,176,"Martin Piller",23,NA,9933.417,312,"DistancefromEdgeofFairway",2011
178,178,"Marc Leishman",27,NA,15029.25,465,"DistancefromEdgeofFairway",2011
179,179,"Harrison Frazar",19,NA,8515.25,260,"DistancefromEdgeofFairway",2011
180,180,"JB Holmes",16,NA,9342.833,282,"DistancefromEdgeofFairway",2011
180,180,"Will Strickler",19,NA,7689.5,232,"DistancefromEdgeofFairway",2011
182,182,"Padraig Harrington",18,NA,8898.833,267,"DistancefromEdgeofFairway",2011
183,183,"Jimmy Walker",24,NA,15559.333,462,"DistancefromEdgeofFairway",2011
184,184,"Derek Lamely",26,NA,12845.25,375,"DistancefromEdgeofFairway",2011
185,185,"Bio Kim",25,NA,12630.167,356,"DistancefromEdgeofFairway",2011
186,186,"Anthony Kim",26,NA,14776.333,387,"DistancefromEdgeofFairway",2011
