"DistancefromEdgeofFairway_RANKTHISWEEK_2011","DistancefromEdgeofFairway_RANKLASTWEEK_2011","DistancefromEdgeofFairway_PLAYERNAME_2011","DistancefromEdgeofFairway_EVENTS_2011","DistancefromEdgeofFairway_AVG_2011","DistancefromEdgeofFairway_TOTALDISTANCEFEET_2011","DistancefromEdgeofFairway_TOTALSTROKES_2011","stat_name","year"
1,1,"David Toms",23,NA,3925.083,231,"DistancefromEdgeofFairway",2011
2,2,"Nick OHern",29,NA,5164.333,282,"DistancefromEdgeofFairway",2011
3,3,"Rocco Mediate",23,NA,3614.5,193,"DistancefromEdgeofFairway",2011
4,4,"Ben Curtis",23,NA,4398.5,229,"DistancefromEdgeofFairway",2011
5,5,"Tom Gillis",19,NA,4638.417,235,"DistancefromEdgeofFairway",2011
6,6,"Heath Slocum",29,NA,5010.583,253,"DistancefromEdgeofFairway",2011
7,7,"Boo Weekley",23,NA,4928.417,245,"DistancefromEdgeofFairway",2011
8,8,"Joe Durant",25,NA,4238.417,209,"DistancefromEdgeofFairway",2011
8,8,"Brandt Snedeker",26,NA,6288.167,310,"DistancefromEdgeofFairway",2011
10,10,"Jerry Kelly",26,NA,4964.25,244,"DistancefromEdgeofFairway",2011
11,11,"Jason Dufner",23,NA,6233.167,302,"DistancefromEdgeofFairway",2011
12,12,"Paul Goydos",25,NA,6413.417,305,"DistancefromEdgeofFairway",2011
13,13,"Zach Johnson",23,NA,5081.083,240,"DistancefromEdgeofFairway",2011
14,14,"Chez Reavie",27,NA,7695.333,361,"DistancefromEdgeofFairway",2011
15,15,"Graeme McDowell",16,NA,3312.75,154,"DistancefromEdgeofFairway",2011
15,15,"Johnson Wagner",25,NA,6532,304,"DistancefromEdgeofFairway",2011
17,17,"Garrett Willis",24,NA,5820.417,269,"DistancefromEdgeofFairway",2011
18,18,"Aron Price",18,NA,4294.5,196,"DistancefromEdgeofFairway",2011
19,19,"John Merrick",21,NA,5763.667,262,"DistancefromEdgeofFairway",2011
19,19,"Chris Riley",25,NA,5906.167,268,"DistancefromEdgeofFairway",2011
21,21,"Spencer Levin",31,NA,9791.333,443,"DistancefromEdgeofFairway",2011
21,21,"Hunter Mahan",25,NA,7696.833,348,"DistancefromEdgeofFairway",2011
