"DrivingPct240260AllDrives_RANKTHISWEEK_2009","DrivingPct240260AllDrives_RANKLASTWEEK_2009","DrivingPct240260AllDrives_PLAYERNAME_2009","DrivingPct240260AllDrives_ROUNDS_2009","DrivingPct240260AllDrives_Pct_2009","DrivingPct240260AllDrives_TOTALDRIVESFOR240260_2009","DrivingPct240260AllDrives_TOTALDRIVESOVERALL_2009","DrivingPct240260AllDrives_RELATIVETOPAR_2009","stat_name","year"
1,1,"Corey Pavin",73,38.99,292,749,0.034,"DrivingPct240260AllDrives",2009
2,2,"Brian Gay",96,29.23,335,1146,0.03,"DrivingPct240260AllDrives",2009
3,3,"Mark Brooks",55,27.03,150,555,-0.013,"DrivingPct240260AllDrives",2009
4,4,"Brad Faxon",59,26.63,192,721,0.167,"DrivingPct240260AllDrives",2009
5,5,"Richard Johnson",85,25.73,266,1034,0.086,"DrivingPct240260AllDrives",2009
6,6,"Dean Wilson",81,24.13,235,974,0.072,"DrivingPct240260AllDrives",2009
7,7,"Chris Riley",77,22.81,213,934,0.009,"DrivingPct240260AllDrives",2009
8,8,"Brendon Todd",53,22.1,145,656,0.234,"DrivingPct240260AllDrives",2009
9,9,"Tom Lehman",55,21.19,103,486,0.136,"DrivingPct240260AllDrives",2009
10,10,"Bart Bryant",58,21.02,152,723,0.171,"DrivingPct240260AllDrives",2009
11,11,"Greg Kraft",51,21.01,121,576,0.231,"DrivingPct240260AllDrives",2009
12,12,"Nick OHern",90,20.81,246,1182,0.122,"DrivingPct240260AllDrives",2009
13,13,"Darron Stiles",52,20.48,120,586,0.033,"DrivingPct240260AllDrives",2009
14,14,"Glen Day",79,20.38,181,888,0.028,"DrivingPct240260AllDrives",2009
15,15,"Colt Knost",71,19.92,155,778,0.161,"DrivingPct240260AllDrives",2009
15,15,"Jeff Quinney",78,19.92,197,989,0.076,"DrivingPct240260AllDrives",2009
17,17,"Luke Donald",79,19.67,168,854,-0.018,"DrivingPct240260AllDrives",2009
18,18,"Ryuji Imada",85,19.61,189,964,0.143,"DrivingPct240260AllDrives",2009
19,19,"Rick Price",54,19.47,111,570,0.126,"DrivingPct240260AllDrives",2009
20,20,"Briny Baird",89,19.26,193,1002,-0.005,"DrivingPct240260AllDrives",2009
