"DrivingDistanceAllDrives_RANKTHISWEEK_2009","DrivingDistanceAllDrives_RANKLASTWEEK_2009","DrivingDistanceAllDrives_PLAYERNAME_2009","DrivingDistanceAllDrives_ROUNDS_2009","DrivingDistanceAllDrives_ALLDRIVES_2009","DrivingDistanceAllDrives_TOTALDISTANCE_2009","DrivingDistanceAllDrives_OFDRIVES_2009","stat_name","year"
49,49,"Ryan Moore",89,285,297777,1045,"DrivingDistanceAllDrives",2009
49,49,"Boo Weekley",79,285,259360,910,"DrivingDistanceAllDrives",2009
51,51,"Michael Letzig",96,284.6,339832,1194,"DrivingDistanceAllDrives",2009
52,52,"Tim Herron",87,284.5,320089,1125,"DrivingDistanceAllDrives",2009
53,53,"Bo Van Pelt",100,284.4,323680,1138,"DrivingDistanceAllDrives",2009
54,54,"DJ Trahan",96,284.3,317865,1118,"DrivingDistanceAllDrives",2009
55,55,"Ricky Barnes",67,284.1,202869,714,"DrivingDistanceAllDrives",2009
55,55,"Peter Tomasulo",61,284.1,181566,639,"DrivingDistanceAllDrives",2009
57,57,"Padraig Harrington",66,284,190815,672,"DrivingDistanceAllDrives",2009
57,57,"YE Yang",83,284,277706,978,"DrivingDistanceAllDrives",2009
59,59,"John Merrick",91,283.9,269677,950,"DrivingDistanceAllDrives",2009
60,60,"John Senden",100,283.8,364447,1284,"DrivingDistanceAllDrives",2009
61,61,"Ernie Els",70,283.6,215561,760,"DrivingDistanceAllDrives",2009
61,61,"Jeff Maggert",79,283.6,287852,1015,"DrivingDistanceAllDrives",2009
63,63,"Jason Gore",74,283.4,244532,863,"DrivingDistanceAllDrives",2009
63,63,"Kevin Stadler",65,283.4,213092,752,"DrivingDistanceAllDrives",2009
65,65,"Aaron Baddeley",66,283.2,229948,812,"DrivingDistanceAllDrives",2009
66,66,"Joe Ogilvie",85,283.1,302357,1068,"DrivingDistanceAllDrives",2009
67,67,"Chad Campbell",90,283,280170,990,"DrivingDistanceAllDrives",2009
68,68,"Robert Allenby",71,282.9,221763,784,"DrivingDistanceAllDrives",2009
68,68,"Mathew Goggin",76,282.9,235693,833,"DrivingDistanceAllDrives",2009
68,68,"JJ Henry",97,282.9,331520,1172,"DrivingDistanceAllDrives",2009
71,71,"James Nitties",86,282.8,300079,1061,"DrivingDistanceAllDrives",2009
72,72,"George McNeill",82,282.7,298778,1057,"DrivingDistanceAllDrives",2009
73,73,"Bill Lunde",83,282.6,294488,1042,"DrivingDistanceAllDrives",2009
74,74,"Stuart Appleby",79,282.3,255780,906,"DrivingDistanceAllDrives",2009
74,74,"Pat Perez",74,282.3,244476,866,"DrivingDistanceAllDrives",2009
76,76,"Steve Lowery",83,282.1,302440,1072,"DrivingDistanceAllDrives",2009
76,76,"Greg Owen",97,282.1,323013,1145,"DrivingDistanceAllDrives",2009
78,78,"Kevin Sutherland",96,282,286561,1016,"DrivingDistanceAllDrives",2009
79,79,"Will Ma Kenzie",69,281.8,240392,853,"DrivingDistanceAllDrives",2009
80,80,"Carl Pettersson",86,281.7,292378,1038,"DrivingDistanceAllDrives",2009
81,81,"Tommy Armour III",58,281.5,203492,723,"DrivingDistanceAllDrives",2009
82,82,"Stephen Ames",77,281.4,222840,792,"DrivingDistanceAllDrives",2009
83,83,"Brendon de Jonge",90,281.3,308344,1096,"DrivingDistanceAllDrives",2009
84,84,"Mark Calcavecchia",72,280.9,242980,865,"DrivingDistanceAllDrives",2009
84,84,"Rod Pampling",72,280.9,251143,894,"DrivingDistanceAllDrives",2009
86,86,"Ian Poulter",59,280.8,165091,588,"DrivingDistanceAllDrives",2009
87,87,"Brian Vranesh",51,280.7,168409,600,"DrivingDistanceAllDrives",2009
88,88,"Kris Blanks",60,280.5,183136,653,"DrivingDistanceAllDrives",2009
88,88,"Webb Simpson",94,280.5,340584,1214,"DrivingDistanceAllDrives",2009
90,90,"Chris Stroud",88,280.3,296554,1058,"DrivingDistanceAllDrives",2009
91,91,"Jarrod Lyle",65,280.2,195287,697,"DrivingDistanceAllDrives",2009
92,92,"Derek Fathauer",63,279.9,198699,710,"DrivingDistanceAllDrives",2009
92,92,"Justin Rose",71,279.9,223348,798,"DrivingDistanceAllDrives",2009
94,94,"Heath Slocum",95,279.8,330222,1180,"DrivingDistanceAllDrives",2009
95,95,"Jason Dufner",90,279.7,303236,1084,"DrivingDistanceAllDrives",2009
95,95,"David Toms",98,279.7,311583,1114,"DrivingDistanceAllDrives",2009
97,97,"Brad Adamonis",70,279.5,237005,848,"DrivingDistanceAllDrives",2009
97,97,"Michael Allen",73,279.5,226393,810,"DrivingDistanceAllDrives",2009
99,99,"Brian Bateman",55,279.4,186897,669,"DrivingDistanceAllDrives",2009
100,100,"Steve Stricker",81,279.3,240793,862,"DrivingDistanceAllDrives",2009
100,100,"Casey Wittenberg",71,279.3,209511,750,"DrivingDistanceAllDrives",2009
102,102,"Rich Beem",77,279.1,224359,804,"DrivingDistanceAllDrives",2009
102,102,"Brett Quigley",92,279.1,290512,1041,"DrivingDistanceAllDrives",2009
102,102,"Johnson Wagner",81,279.1,288261,1033,"DrivingDistanceAllDrives",2009
105,105,"David Duval",56,279,171023,613,"DrivingDistanceAllDrives",2009
105,105,"Kirk Triplett",60,279,212061,760,"DrivingDistanceAllDrives",2009
107,107,"Cameron Beckman",87,278.9,291182,1044,"DrivingDistanceAllDrives",2009
107,107,"Jimmy Walker",74,278.9,248483,891,"DrivingDistanceAllDrives",2009
109,109,"Rocco Mediate",79,278.8,255932,918,"DrivingDistanceAllDrives",2009
110,110,"Matt Kuchar",82,278.7,275358,988,"DrivingDistanceAllDrives",2009
111,111,"Woody Austin",84,278.6,294739,1058,"DrivingDistanceAllDrives",2009
111,111,"Freddie Jacobson",83,278.6,284739,1022,"DrivingDistanceAllDrives",2009
113,113,"Steve Elkington",70,278.5,239245,859,"DrivingDistanceAllDrives",2009
113,113,"Matt Weibring",65,278.5,213868,768,"DrivingDistanceAllDrives",2009
115,115,"Vaughn Taylor",88,278.3,306733,1102,"DrivingDistanceAllDrives",2009
116,116,"Brian Davis",103,278,352189,1267,"DrivingDistanceAllDrives",2009
117,117,"Ben Crane",93,277.8,309437,1114,"DrivingDistanceAllDrives",2009
117,117,"Mark Wilson",99,277.8,339700,1223,"DrivingDistanceAllDrives",2009
119,119,"Jason Bohn",88,277.6,317040,1142,"DrivingDistanceAllDrives",2009
120,120,"Ben Curtis",63,277.5,182577,658,"DrivingDistanceAllDrives",2009
120,120,"Zach Johnson",94,277.5,307430,1108,"DrivingDistanceAllDrives",2009
120,120,"Billy Mayfair",83,277.5,266634,961,"DrivingDistanceAllDrives",2009
123,123,"Todd Hamilton",83,277.4,247699,893,"DrivingDistanceAllDrives",2009
124,124,"Justin Leonard",95,277.3,291741,1052,"DrivingDistanceAllDrives",2009
125,125,"KJ Choi",65,277.2,194572,702,"DrivingDistanceAllDrives",2009
126,126,"Steve Flesch",77,277.1,241901,873,"DrivingDistanceAllDrives",2009
126,126,"Scott McCarron",91,277.1,312585,1128,"DrivingDistanceAllDrives",2009
128,128,"Jay Williamson",69,277,219926,794,"DrivingDistanceAllDrives",2009
129,129,"Mike Weir",85,276.8,259040,936,"DrivingDistanceAllDrives",2009
130,130,"Jim Furyk",86,276.5,250507,906,"DrivingDistanceAllDrives",2009
130,130,"Bob Heintz",59,276.5,196293,710,"DrivingDistanceAllDrives",2009
130,130,"Jerry Kelly",90,276.5,296457,1072,"DrivingDistanceAllDrives",2009
133,133,"Kevin Na",91,276.4,299385,1083,"DrivingDistanceAllDrives",2009
133,133,"Charlie Wi",92,276.4,304003,1100,"DrivingDistanceAllDrives",2009
135,135,"Bryce Molder",69,276.2,208773,756,"DrivingDistanceAllDrives",2009
135,135,"DA Points",99,276.2,331120,1199,"DrivingDistanceAllDrives",2009
137,137,"Tim Petrovic",97,276,330105,1196,"DrivingDistanceAllDrives",2009
137,137,"Scott Verplank",88,276,305001,1105,"DrivingDistanceAllDrives",2009
139,139,"Nathan Green",104,275.9,353376,1281,"DrivingDistanceAllDrives",2009
140,140,"Ken Duke",87,275.8,272533,988,"DrivingDistanceAllDrives",2009
141,141,"David Mathis",82,275.6,263979,958,"DrivingDistanceAllDrives",2009
142,142,"Parker McLachlin",71,275.2,257620,936,"DrivingDistanceAllDrives",2009
142,142,"Darron Stiles",52,275.2,161295,586,"DrivingDistanceAllDrives",2009
144,144,"Joe Durant",62,275.1,178254,648,"DrivingDistanceAllDrives",2009
145,145,"Alex Cejka",82,275,272296,990,"DrivingDistanceAllDrives",2009
145,145,"Tim Clark",81,275,226015,822,"DrivingDistanceAllDrives",2009
145,145,"Scott Sterling",51,275,152362,554,"DrivingDistanceAllDrives",2009
148,148,"Ryuji Imada",85,274.9,264982,964,"DrivingDistanceAllDrives",2009
149,149,"Eric Axley",71,274.8,225090,819,"DrivingDistanceAllDrives",2009
149,149,"Patrick Sheehan",51,274.8,149485,544,"DrivingDistanceAllDrives",2009
151,151,"Greg Chalmers",85,274.7,271115,987,"DrivingDistanceAllDrives",2009
152,152,"Briny Baird",89,274.6,275161,1002,"DrivingDistanceAllDrives",2009
152,152,"Cliff Kresge",78,274.6,255683,931,"DrivingDistanceAllDrives",2009
154,154,"Rick Price",54,274.5,156438,570,"DrivingDistanceAllDrives",2009
154,154,"Brandt Snedeker",81,274.5,249241,908,"DrivingDistanceAllDrives",2009
156,156,"Chez Reavie",81,274.4,269438,982,"DrivingDistanceAllDrives",2009
157,157,"Lee Janzen",74,274.3,232307,847,"DrivingDistanceAllDrives",2009
157,157,"Tom Pernice Jr",82,274.3,285284,1040,"DrivingDistanceAllDrives",2009
159,159,"Kent Jones",73,274.1,232972,850,"DrivingDistanceAllDrives",2009
160,160,"John Mallinger",90,273.8,269429,984,"DrivingDistanceAllDrives",2009
161,161,"Paul Goydos",79,273.7,248517,908,"DrivingDistanceAllDrives",2009
161,161,"Peter Lonard",86,273.7,293183,1071,"DrivingDistanceAllDrives",2009
163,163,"Chris DiMarco",97,273.4,331324,1212,"DrivingDistanceAllDrives",2009
164,164,"Colt Knost",71,272.9,212335,778,"DrivingDistanceAllDrives",2009
164,164,"Greg Kraft",51,272.9,157208,576,"DrivingDistanceAllDrives",2009
166,166,"Bob Estes",78,272.8,262387,962,"DrivingDistanceAllDrives",2009
166,166,"Jeff Klauk",97,272.8,333307,1222,"DrivingDistanceAllDrives",2009
168,168,"Spencer Levin",75,272.7,253643,930,"DrivingDistanceAllDrives",2009
168,168,"Aron Price",89,272.7,291787,1070,"DrivingDistanceAllDrives",2009
170,170,"Marc Turnesa",77,272.6,270397,992,"DrivingDistanceAllDrives",2009
171,171,"Luke Donald",79,271.7,232066,854,"DrivingDistanceAllDrives",2009
172,172,"Nick OHern",90,271.4,320829,1182,"DrivingDistanceAllDrives",2009
173,173,"Glen Day",79,270.9,240546,888,"DrivingDistanceAllDrives",2009
174,174,"Jeff Quinney",78,270.3,267337,989,"DrivingDistanceAllDrives",2009
175,175,"Tom Lehman",55,270,131220,486,"DrivingDistanceAllDrives",2009
176,176,"Bart Bryant",58,269.9,195145,723,"DrivingDistanceAllDrives",2009
177,177,"Brendon Todd",53,269.2,176582,656,"DrivingDistanceAllDrives",2009
178,178,"Chris Riley",77,269,251256,934,"DrivingDistanceAllDrives",2009
178,178,"Dean Wilson",81,269,261979,974,"DrivingDistanceAllDrives",2009
180,180,"Richard Johnson",85,268.2,277350,1034,"DrivingDistanceAllDrives",2009
181,181,"Brian Gay",96,267.3,306286,1146,"DrivingDistanceAllDrives",2009
182,182,"Mark Brooks",55,267,148196,555,"DrivingDistanceAllDrives",2009
183,183,"Brad Faxon",59,263.9,190307,721,"DrivingDistanceAllDrives",2009
184,184,"Corey Pavin",73,255.9,191665,749,"DrivingDistanceAllDrives",2009
