"Puttingfrom1015_RANKTHISWEEK_2014","Puttingfrom1015_RANKLASTWEEK_2014","Puttingfrom1015_PLAYERNAME_2014","Puttingfrom1015_ROUNDS_2014","Puttingfrom1015_PctMADE_2014","Puttingfrom1015_ATTEMPTS_2014","Puttingfrom1015_PUTTSMADE_2014","stat_name","year"
1,1,"Aaron Baddeley",74,39.62,159,63,"Puttingfrom1015",2014
2,2,"Sergio Garcia",61,37.72,114,43,"Puttingfrom1015",2014
3,3,"Paul Casey",56,37.21,129,48,"Puttingfrom1015",2014
4,4,"Brian Harman",111,36.98,265,98,"Puttingfrom1015",2014
5,5,"Andrew Loupe",65,36.81,144,53,"Puttingfrom1015",2014
6,6,"John Senden",99,36.57,216,79,"Puttingfrom1015",2014
7,7,"Brandt Snedeker",89,36.36,165,60,"Puttingfrom1015",2014
8,8,"Jason Day",54,36.08,97,35,"Puttingfrom1015",2014
9,9,"Mike Weir",69,36.03,136,49,"Puttingfrom1015",2014
10,10,"Ryan Palmer",85,35.71,182,65,"Puttingfrom1015",2014
11,11,"Jimmy Walker",98,35.68,199,71,"Puttingfrom1015",2014
12,12,"Gonzalo Fdez Castano",83,35.67,171,61,"Puttingfrom1015",2014
13,13,"Ben Curtis",77,35.64,188,67,"Puttingfrom1015",2014
14,14,"Ben Martin",80,35.59,177,63,"Puttingfrom1015",2014
15,15,"Lee Westwood",57,35.4,113,40,"Puttingfrom1015",2014
16,16,"Matt Every",85,35.33,184,65,"Puttingfrom1015",2014
17,17,"Chris Kirk",105,35.27,224,79,"Puttingfrom1015",2014
18,18,"Brendon Todd",108,35.22,247,87,"Puttingfrom1015",2014
19,19,"Martin Flores",85,35.09,171,60,"Puttingfrom1015",2014
20,20,"Rickie Fowler",91,34.94,166,58,"Puttingfrom1015",2014
20,20,"Tommy Gainey",73,34.94,166,58,"Puttingfrom1015",2014
22,22,"Harris English",95,34.81,181,63,"Puttingfrom1015",2014
23,23,"Graeme McDowell",66,34.65,127,44,"Puttingfrom1015",2014
24,24,"Erik Compton",88,34.62,182,63,"Puttingfrom1015",2014
25,25,"Jordan Spieth",102,34.6,211,73,"Puttingfrom1015",2014
26,26,"Jason Kokrak",65,34.57,188,65,"Puttingfrom1015",2014
27,27,"Seung Yul Noh",92,34.27,178,61,"Puttingfrom1015",2014
28,28,"Hideki Matsuyama",82,34.03,191,65,"Puttingfrom1015",2014
29,29,"Webb Simpson",87,33.95,215,73,"Puttingfrom1015",2014
30,30,"Stewart Cink",91,33.7,184,62,"Puttingfrom1015",2014
31,31,"Dustin Johnson",58,33.59,128,43,"Puttingfrom1015",2014
32,32,"George McNeill",79,33.33,189,63,"Puttingfrom1015",2014
32,32,"Tyrone Van Aswegen",79,33.33,168,56,"Puttingfrom1015",2014
32,32,"Bo Van Pelt",83,33.33,180,60,"Puttingfrom1015",2014
35,35,"Daniel Summerhays",98,33.19,232,77,"Puttingfrom1015",2014
36,36,"Jerry Kelly",80,33.16,190,63,"Puttingfrom1015",2014
37,37,"Graham DeLaet",80,33.14,175,58,"Puttingfrom1015",2014
38,38,"Freddie Jacobson",91,33.05,233,77,"Puttingfrom1015",2014
39,39,"Heath Slocum",71,32.93,164,54,"Puttingfrom1015",2014
39,39,"Andrew Svoboda",77,32.93,164,54,"Puttingfrom1015",2014
41,41,"Scott Langley",95,32.84,201,66,"Puttingfrom1015",2014
42,42,"Greg Chalmers",85,32.8,186,61,"Puttingfrom1015",2014
42,42,"Matt Kuchar",91,32.8,189,62,"Puttingfrom1015",2014
44,44,"Chad Collins",78,32.77,177,58,"Puttingfrom1015",2014
45,45,"Michael Thompson",74,32.72,162,53,"Puttingfrom1015",2014
46,46,"Brian Stuard",91,32.71,214,70,"Puttingfrom1015",2014
47,47,"Hunter Mahan",88,32.68,205,67,"Puttingfrom1015",2014
48,48,"Bill Haas",107,32.6,227,74,"Puttingfrom1015",2014
49,49,"Jonathan Byrd",76,32.57,175,57,"Puttingfrom1015",2014
50,50,"Kevin Na",94,32.55,212,69,"Puttingfrom1015",2014
51,51,"Cameron Tringale",111,32.54,252,82,"Puttingfrom1015",2014
52,52,"Justin Leonard",75,32.5,160,52,"Puttingfrom1015",2014
53,53,"Sangmoon Bae",76,32.43,185,60,"Puttingfrom1015",2014
54,54,"Ben Crane",81,32.41,216,70,"Puttingfrom1015",2014
55,55,"Will Ma Kenzie",82,32.23,211,68,"Puttingfrom1015",2014
56,56,"John Merrick",87,32.07,184,59,"Puttingfrom1015",2014
57,57,"Charlie Wi",72,31.97,147,47,"Puttingfrom1015",2014
58,58,"Jonas Blixt",64,31.9,116,37,"Puttingfrom1015",2014
59,59,"David Hearn",97,31.84,267,85,"Puttingfrom1015",2014
60,60,"Robert Garrigus",80,31.82,198,63,"Puttingfrom1015",2014
61,61,"Phil Mickelson",71,31.76,148,47,"Puttingfrom1015",2014
62,62,"DA Points",75,31.71,123,39,"Puttingfrom1015",2014
63,63,"Jeff Overton",80,31.67,180,57,"Puttingfrom1015",2014
64,64,"Charley Hoffman",93,31.66,199,63,"Puttingfrom1015",2014
65,65,"Jim Furyk",84,31.58,152,48,"Puttingfrom1015",2014
66,66,"Danny Lee",84,31.55,206,65,"Puttingfrom1015",2014
67,67,"Charles Howell III",106,31.48,216,68,"Puttingfrom1015",2014
68,68,"William McGirt",96,31.47,232,73,"Puttingfrom1015",2014
68,68,"Pat Perez",84,31.47,197,62,"Puttingfrom1015",2014
70,70,"Scott Stallings",77,31.46,178,56,"Puttingfrom1015",2014
71,71,"Scott Brown",100,31.44,194,61,"Puttingfrom1015",2014
72,72,"Keegan Bradley",89,31.37,204,64,"Puttingfrom1015",2014
73,73,"Camilo Villegas",95,31.36,220,69,"Puttingfrom1015",2014
74,74,"Andres Romero",81,31.32,182,57,"Puttingfrom1015",2014
75,75,"Charlie Beljan",76,31.28,179,56,"Puttingfrom1015",2014
75,75,"Retief Goosen",94,31.28,195,61,"Puttingfrom1015",2014
77,77,"Ernie Els",85,31.21,173,54,"Puttingfrom1015",2014
77,77,"Nick Watney",80,31.21,173,54,"Puttingfrom1015",2014
79,79,"Luke Donald",57,31.19,109,34,"Puttingfrom1015",2014
80,80,"Nicholas Thompson",85,31.15,183,57,"Puttingfrom1015",2014
81,81,"Morgan Hoffmann",103,31.11,225,70,"Puttingfrom1015",2014
82,82,"Gary Woodland",93,31.07,206,64,"Puttingfrom1015",2014
83,83,"Troy Merritt",62,30.69,189,58,"Puttingfrom1015",2014
84,84,"Rory McIlroy",66,30.66,137,42,"Puttingfrom1015",2014
85,85,"Kevin Streelman",79,30.64,173,53,"Puttingfrom1015",2014
86,86,"David Toms",64,30.46,151,46,"Puttingfrom1015",2014
87,87,"Matt Jones",83,30.43,161,49,"Puttingfrom1015",2014
88,88,"Chris Stroud",88,30.35,201,61,"Puttingfrom1015",2014
89,89,"John Rollins",84,30.32,188,57,"Puttingfrom1015",2014
90,90,"Ricky Barnes",92,30.28,218,66,"Puttingfrom1015",2014
91,91,"Robert Streb",75,30.26,152,46,"Puttingfrom1015",2014
92,92,"Luke Guthrie",85,30.2,202,61,"Puttingfrom1015",2014
93,93,"Davis Love III",74,30.06,163,49,"Puttingfrom1015",2014
94,94,"Bud Cauley",56,30,120,36,"Puttingfrom1015",2014
94,94,"Brian Gay",81,30,160,48,"Puttingfrom1015",2014
94,94,"Tim Wilkinson",86,30,180,54,"Puttingfrom1015",2014
97,97,"Kevin Kisner",85,29.95,187,56,"Puttingfrom1015",2014
98,98,"Woody Austin",63,29.94,157,47,"Puttingfrom1015",2014
98,98,"KJ Choi",80,29.94,177,53,"Puttingfrom1015",2014
