"BallSpeed_RANKTHISWEEK_2015","BallSpeed_RANKLASTWEEK_2015","BallSpeed_PLAYERNAME_2015","BallSpeed_ROUNDS_2015","BallSpeed_AVG_2015","BallSpeed_TOTALBALLSPEED_2015","BallSpeed_TOTALATTEMPTS_2015","BallSpeed_FASTESTSPEED_2015","BallSpeed_SLOWESTSPEED_2015","stat_name","year"
36,36,"Paul Casey",87,173.34,10920.62,63,177.44,168.17,"BallSpeed",2015
37,37,"Charley Hoffman",97,173.25,14726.34,85,179.03,165.73,"BallSpeed",2015
38,38,"Will Wilcox",58,173.18,7446.87,43,177.59,169.53,"BallSpeed",2015
39,39,"Max Homa",78,172.99,11071.35,64,180.24,165.41,"BallSpeed",2015
40,40,"Lucas Glover",79,172.93,14352.95,83,178.18,164.46,"BallSpeed",2015
41,41,"Seung Yul Noh",65,172.86,10025.64,58,176.87,165.88,"BallSpeed",2015
42,42,"Kevin Chappell",86,172.85,11062.33,64,178.64,166.96,"BallSpeed",2015
43,43,"Ryan Palmer",80,172.79,11404.36,66,177.05,160.82,"BallSpeed",2015
44,44,"Phil Mickelson",70,172.74,8982.68,52,177.37,166.93,"BallSpeed",2015
44,44,"Patrick Reed",103,172.74,14510.4,84,177,165.85,"BallSpeed",2015
46,46,"Russell Henley",87,172.7,14506.39,84,177.83,168,"BallSpeed",2015
47,47,"Matt Jones",89,172.65,12776.4,74,177.7,162.42,"BallSpeed",2015
48,48,"Scott Piercy",90,171.98,14790.1,86,176.61,160.25,"BallSpeed",2015
49,49,"Shawn Stefani",94,171.97,16165.18,94,176.3,164.1,"BallSpeed",2015
50,50,"Carlos Ortiz",100,171.93,17020.81,99,177.89,163.44,"BallSpeed",2015
51,51,"Michael Putnam",87,171.92,12550.14,73,178.63,166.21,"BallSpeed",2015
52,52,"Scott Pinckney",88,171.89,14094.92,82,176.32,165.31,"BallSpeed",2015
53,53,"Andres Gonzales",90,171.88,15641.08,91,176.35,165.67,"BallSpeed",2015
54,54,"Jim Herman",88,171.65,14590.52,85,176.77,167.8,"BallSpeed",2015
55,55,"Marc Leishman",74,171.52,10805.88,63,175.13,162.59,"BallSpeed",2015
56,56,"Louis Oosthuizen",68,171.42,7713.87,45,176.89,166.2,"BallSpeed",2015
57,57,"Scott Stallings",60,171.29,9249.68,54,176.04,165.97,"BallSpeed",2015
58,58,"Jamie Donaldson",50,171.28,7707.73,45,175.1,166.9,"BallSpeed",2015
59,59,"Alex Prugh",84,171.22,14211.29,83,175.31,163.55,"BallSpeed",2015
60,60,"Justin Rose",69,171.14,9241.71,54,178.17,157.3,"BallSpeed",2015
61,61,"Byron Smith",59,170.81,7344.77,43,176.51,161.13,"BallSpeed",2015
62,62,"Roger Sloan",56,170.74,7170.94,42,174.31,166.66,"BallSpeed",2015
63,63,"John Senden",80,170.64,10409.18,61,175.62,159.17,"BallSpeed",2015
64,64,"Sean OHair",86,170.56,12962.39,76,176.31,163,"BallSpeed",2015
65,65,"Ryo Ishikawa",90,170.53,15518.35,91,175.35,161.55,"BallSpeed",2015
66,66,"Ricky Barnes",82,170.51,10912.43,64,178.38,161.71,"BallSpeed",2015
67,67,"Hideki Matsuyama",95,170.48,14661.26,86,181.95,164.08,"BallSpeed",2015
68,68,"Lee Westwood",56,170.44,6987.9,41,173.5,157.11,"BallSpeed",2015
69,69,"George McNeill",93,170.08,14626.78,86,177.18,163.48,"BallSpeed",2015
70,70,"Gonzalo Fdez Castano",81,170.07,11394.4,67,174.2,163.93,"BallSpeed",2015
71,71,"Padraig Harrington",60,169.8,9678.82,57,176.96,163.62,"BallSpeed",2015
72,72,"Greg Owen",58,169.52,8475.84,50,176.96,160.66,"BallSpeed",2015
73,73,"Andres Romero",69,169.44,8472.22,50,175.15,160.07,"BallSpeed",2015
74,74,"Camilo Villegas",83,169.43,14401.69,85,174.87,163.48,"BallSpeed",2015
75,75,"Geoff Ogilvy",50,169.4,6945.6,41,174.1,162.8,"BallSpeed",2015
76,76,"Adam Hadwin",95,169.37,15582.43,92,175.34,161.8,"BallSpeed",2015
77,77,"JJ Henry",94,169.18,12350.38,73,176.12,162.57,"BallSpeed",2015
78,78,"Morgan Hoffmann",85,169.03,13353.25,79,173.93,162.72,"BallSpeed",2015
79,79,"Sam Saunders",83,168.98,12166.71,72,176.6,162.13,"BallSpeed",2015
80,80,"Jonathan Randolph",72,168.87,10976.54,65,174.63,160.07,"BallSpeed",2015
81,81,"James Hahn",94,168.78,13333.72,79,175.3,155.9,"BallSpeed",2015
82,82,"Jordan Spieth",91,168.77,11645.18,69,174.68,161.8,"BallSpeed",2015
83,83,"Retief Goosen",81,168.71,12316.14,73,174.66,161.12,"BallSpeed",2015
84,84,"Billy Horschel",99,168.53,14662.52,87,172.69,159.38,"BallSpeed",2015
85,85,"Boo Weekley",79,168.49,10783.11,64,174.21,162.04,"BallSpeed",2015
86,86,"Sangmoon Bae",98,168.35,16329.52,97,174.23,161.91,"BallSpeed",2015
87,87,"Ben Martin",93,168.18,15472.87,92,171.78,161.24,"BallSpeed",2015
88,88,"Tom Hoge",83,168.01,11424.8,68,172.65,163.59,"BallSpeed",2015
89,89,"Michael Thompson",83,167.9,14271.88,85,177.49,163.83,"BallSpeed",2015
90,90,"Tyrone Van Aswegen",58,167.62,6369.46,38,171.97,160.46,"BallSpeed",2015
91,91,"Johnson Wagner",68,167.58,9384.44,56,172.66,161.77,"BallSpeed",2015
92,92,"Carl Pettersson",106,167.56,17593.47,105,172.48,161.65,"BallSpeed",2015
93,93,"Hunter Mahan",88,167.44,12558.16,75,171.2,161.45,"BallSpeed",2015
94,94,"Chesson Hadley",101,167.41,15402.08,92,171.5,160.19,"BallSpeed",2015
95,95,"Bo Van Pelt",81,167.39,12554.49,75,173.08,159.98,"BallSpeed",2015
96,96,"Matt Every",73,167.3,11878.11,71,173.42,159.38,"BallSpeed",2015
97,97,"Brendon de Jonge",106,167.28,17397.51,104,173.49,158.79,"BallSpeed",2015
98,98,"Eric Axley",57,167.18,8024.54,48,170.7,160.55,"BallSpeed",2015
99,99,"Blayne Barber",76,167.04,11525.76,69,171.74,161.93,"BallSpeed",2015
100,100,"Davis Love III",51,167.03,7182.29,43,170.68,158.49,"BallSpeed",2015
101,101,"Kevin Streelman",95,166.87,13683.42,82,171.15,161.94,"BallSpeed",2015
102,102,"Nick Taylor",91,166.81,15346.7,92,172.24,160,"BallSpeed",2015
103,103,"Vijay Singh",78,166.6,12494.75,75,172.34,159.84,"BallSpeed",2015
104,104,"Erik Compton",86,166.56,13824.44,83,172.91,160.1,"BallSpeed",2015
105,105,"Scott Brown",97,166.53,14155.43,85,171.59,159.06,"BallSpeed",2015
106,106,"Derek Fathauer",81,166.49,11987.33,72,170.57,161.15,"BallSpeed",2015
106,106,"Troy Merritt",91,166.49,13985.01,84,171.85,162.01,"BallSpeed",2015
108,108,"Cameron Percy",72,166.44,11650.51,70,171.96,154.25,"BallSpeed",2015
109,109,"Jason Dufner",76,166.35,9315.71,56,174.18,154.05,"BallSpeed",2015
110,110,"Jonas Blixt",78,166.32,9646.6,58,170.01,161.51,"BallSpeed",2015
111,111,"Andrew Svoboda",80,166.29,12471.77,75,172.36,160.42,"BallSpeed",2015
112,112,"Pat Perez",96,166.26,14796.84,89,173.15,159.5,"BallSpeed",2015
113,113,"Kyle Reifers",96,166.2,13129.71,79,172.94,159.42,"BallSpeed",2015
114,114,"Jason Gore",76,166.12,10631.98,64,171.72,161.54,"BallSpeed",2015
115,115,"Ian Poulter",68,166.1,8969.27,54,169.96,160.24,"BallSpeed",2015
116,116,"SJ Park",79,166.07,11126.88,67,169.89,161.23,"BallSpeed",2015
117,117,"Luke Guthrie",84,165.9,13604.05,82,171.21,162.36,"BallSpeed",2015
118,118,"Oscar Fraustro",58,165.81,7129.93,43,172.08,160.06,"BallSpeed",2015
119,119,"Rory Sabbatini",81,165.79,12268.56,74,172.34,157.47,"BallSpeed",2015
120,120,"Ernie Els",57,165.66,6295.16,38,169.54,160.8,"BallSpeed",2015
121,121,"Jonathan Byrd",69,165.65,9276.59,56,169.69,161.73,"BallSpeed",2015
122,122,"Bill Haas",89,165.52,13241.7,80,173.53,158.06,"BallSpeed",2015
123,123,"Brandt Snedeker",98,165.38,15545.4,94,169.21,160.76,"BallSpeed",2015
124,124,"Brice Garnett",81,165.3,12066.82,73,175.03,155.8,"BallSpeed",2015
125,125,"DA Points",72,165.12,9742.03,59,170.86,152.33,"BallSpeed",2015
126,126,"Jim Renner",68,165.11,9576.56,58,169.13,157.57,"BallSpeed",2015
127,127,"John Peterson",84,165.04,15513.64,94,176.6,158.07,"BallSpeed",2015
128,128,"David Lingmerth",90,164.99,14189.12,86,170.08,160.68,"BallSpeed",2015
129,129,"Kevin Kisner",104,164.95,18474.77,112,170.1,159.26,"BallSpeed",2015
130,130,"Chad Campbell",97,164.59,16623.92,101,170.4,157.79,"BallSpeed",2015
131,131,"Chris Kirk",76,164.57,10861.33,66,170.73,158.8,"BallSpeed",2015
132,132,"Nicholas Thompson",90,164.54,14150.51,86,171.04,159.46,"BallSpeed",2015
133,133,"Jeff Overton",94,164.5,14147.36,86,171.39,158.99,"BallSpeed",2015
134,134,"Bill Lunde",50,164.46,6742.77,41,176.52,159.39,"BallSpeed",2015
135,135,"Kevin Na",98,164.41,13317.27,81,170.18,157.41,"BallSpeed",2015
136,136,"Mark Hubbard",79,164.18,11000.37,67,168.27,158.83,"BallSpeed",2015
137,137,"Fabian Gomez",83,164.12,12473.17,76,168.99,155.55,"BallSpeed",2015
138,138,"Steve Wheatcroft",87,164.09,14932.04,91,171.5,156.92,"BallSpeed",2015
139,139,"Andrew Putnam",68,164.02,10169.01,62,170.29,157.64,"BallSpeed",2015
140,140,"Robert Allenby",63,163.93,9835.55,60,169.77,156.99,"BallSpeed",2015
141,141,"Whee Kim",71,163.86,9176.35,56,169.46,153.51,"BallSpeed",2015
141,141,"Daniel Summerhays",101,163.86,13764.21,84,172.76,157.94,"BallSpeed",2015
143,143,"Matt Kuchar",97,163.84,14582.03,89,168.48,155.81,"BallSpeed",2015
144,144,"Webb Simpson",81,163.6,11779,72,169.55,158.12,"BallSpeed",2015
145,145,"Roberto Castro",54,163.55,6378.47,39,170.42,157.42,"BallSpeed",2015
146,146,"William McGirt",103,163.52,18640.86,114,168.58,156.56,"BallSpeed",2015
147,147,"Spencer Levin",99,163.37,16009.9,98,170.04,158.8,"BallSpeed",2015
148,148,"John Merrick",78,163.22,10609.36,65,166.85,159.25,"BallSpeed",2015
149,149,"Brian Harman",90,163.14,13703.37,84,167.64,151.92,"BallSpeed",2015
150,150,"Russell Knox",96,163.12,16311.92,100,167.95,152.73,"BallSpeed",2015
151,151,"Chris Stroud",84,162.93,11730.62,72,168.57,156.32,"BallSpeed",2015
152,152,"Danny Lee",120,162.83,18236.9,112,173.07,154.58,"BallSpeed",2015
153,153,"Scott Langley",94,162.59,13495.38,83,168.45,155.07,"BallSpeed",2015
154,154,"Chez Reavie",56,162.36,9741.31,60,165.95,157.94,"BallSpeed",2015
155,155,"John Huh",102,162.23,17845.03,110,166.2,154.97,"BallSpeed",2015
156,156,"Greg Chalmers",58,162.18,7298.02,45,169.74,154.49,"BallSpeed",2015
156,156,"Ken Duke",93,162.18,14758.54,91,169.58,151.57,"BallSpeed",2015
158,158,"Francesco Molinari",56,162.1,8105.03,50,169.48,154.38,"BallSpeed",2015
159,159,"Chad Collins",79,162.03,11828.5,73,166.65,157.26,"BallSpeed",2015
160,160,"Luke Donald",71,161.67,8245.04,51,166.55,157.32,"BallSpeed",2015
161,161,"Jim Furyk",71,161.63,8566.26,53,167.67,157.68,"BallSpeed",2015
162,162,"Ryan Moore",81,161.62,10990.31,68,174.89,156.44,"BallSpeed",2015
163,163,"Cameron Tringale",96,161.6,14382.39,89,168.99,155.52,"BallSpeed",2015
164,164,"Alex Cejka",94,160.88,13513.53,84,177.67,155.13,"BallSpeed",2015
165,165,"Zach Johnson",90,160.82,13830.14,86,165.82,151.82,"BallSpeed",2015
166,166,"Bryce Molder",91,160.78,13826.72,86,166.69,151.72,"BallSpeed",2015
167,167,"Jason Bohn",95,160.52,16212.89,101,165.25,152.65,"BallSpeed",2015
168,168,"Tim Wilkinson",73,160.06,9603.42,60,166.48,152.36,"BallSpeed",2015
169,169,"David Hearn",97,159.94,15194.12,95,167.71,151.23,"BallSpeed",2015
170,170,"KJ Choi",66,159.44,9407.12,59,163.89,153.34,"BallSpeed",2015
171,171,"Brian Stuard",97,159.25,15128.92,95,163.13,151.42,"BallSpeed",2015
172,172,"Zac Blair",108,158.92,16527.46,104,165.02,152.04,"BallSpeed",2015
173,173,"Billy Hurley III",83,158.73,11746.07,74,168.14,155.02,"BallSpeed",2015
174,174,"Jerry Kelly",79,158.24,11393.13,72,163.62,154,"BallSpeed",2015
175,175,"Brendon Todd",96,157.94,12950.92,82,163.12,153.41,"BallSpeed",2015
176,176,"Mark Wilson",89,157.9,13105.43,83,171.7,152.66,"BallSpeed",2015
177,177,"Colt Knost",90,157.7,14034.86,89,161.62,150.53,"BallSpeed",2015
178,178,"Brian Davis",86,157.1,13353.83,85,174.29,149.64,"BallSpeed",2015
179,179,"Ben Crane",62,156.6,8456.48,54,160.55,151.76,"BallSpeed",2015
180,180,"Steven Alker",62,156.39,9226.79,59,161.57,152.68,"BallSpeed",2015
181,181,"Jon Curran",83,155.71,11367.03,73,161.42,148.51,"BallSpeed",2015
182,182,"Justin Leonard",61,155.56,9800.43,63,160.87,152.03,"BallSpeed",2015
183,183,"Heath Slocum",57,154.4,6793.45,44,158.35,146.84,"BallSpeed",2015
184,184,"David Toms",62,152.78,9472.49,62,156.89,148.58,"BallSpeed",2015
