"FirstTeeEarlyLowestRound_RANKTHISWEEK_2013","FirstTeeEarlyLowestRound_RANKLASTWEEK_2013","FirstTeeEarlyLowestRound_PLAYERNAME_2013","FirstTeeEarlyLowestRound_ROUNDS_2013","FirstTeeEarlyLowestRound_LOWRND_2013","stat_name","year"
1,1,"Matt Kuchar",93,61,"FirstTeeEarlyLowestRound",2013
2,2,"Franklin Corpening",4,62,"FirstTeeEarlyLowestRound",2013
2,2,"Graham DeLaet",94,62,"FirstTeeEarlyLowestRound",2013
2,2,"Tommy Gainey",84,62,"FirstTeeEarlyLowestRound",2013
2,2,"Matt Jones",83,62,"FirstTeeEarlyLowestRound",2013
2,2,"Chris Kirk",89,62,"FirstTeeEarlyLowestRound",2013
2,2,"John Merrick",79,62,"FirstTeeEarlyLowestRound",2013
2,2,"Ryan Palmer",79,62,"FirstTeeEarlyLowestRound",2013
2,2,"Jordan Spieth",82,62,"FirstTeeEarlyLowestRound",2013
2,2,"Brian Stuard",78,62,"FirstTeeEarlyLowestRound",2013
2,2,"Johnson Wagner",64,62,"FirstTeeEarlyLowestRound",2013
12,12,"Angel Cabrera",73,63,"FirstTeeEarlyLowestRound",2013
12,12,"Roberto Castro",97,63,"FirstTeeEarlyLowestRound",2013
12,12,"Padraig Harrington",52,63,"FirstTeeEarlyLowestRound",2013
12,12,"Morgan Hoffmann",64,63,"FirstTeeEarlyLowestRound",2013
12,12,"Dustin Johnson",71,63,"FirstTeeEarlyLowestRound",2013
12,12,"Pat Perez",69,63,"FirstTeeEarlyLowestRound",2013
12,12,"Webb Simpson",92,63,"FirstTeeEarlyLowestRound",2013
12,12,"Kevin Stadler",83,63,"FirstTeeEarlyLowestRound",2013
20,20,"Aaron Baddeley",68,64,"FirstTeeEarlyLowestRound",2013
20,20,"Sangmoon Bae",83,64,"FirstTeeEarlyLowestRound",2013
20,20,"Ricky Barnes",74,64,"FirstTeeEarlyLowestRound",2013
20,20,"Jason Bohn",70,64,"FirstTeeEarlyLowestRound",2013
20,20,"Erik Compton",74,64,"FirstTeeEarlyLowestRound",2013
20,20,"Harris English",95,64,"FirstTeeEarlyLowestRound",2013
20,20,"Rickie Fowler",75,64,"FirstTeeEarlyLowestRound",2013
