"1PuttsperRound_RANKTHISWEEK_2016","1PuttsperRound_RANKLASTWEEK_2016","1PuttsperRound_PLAYERNAME_2016","1PuttsperRound_ROUNDS_2016","1PuttsperRound_AVG_2016","1PuttsperRound_TOTAL1PUTTS_2016","1PuttsperRound_TOTALROUNDS_2016","stat_name","year"
1,1,"Brian Gay",22,8.77,193,22,"1PuttsperRound",2016
2,2,"Steve Stricker",25,8.36,209,25,"1PuttsperRound",2016
3,3,"Aaron Baddeley",51,8.24,420,51,"1PuttsperRound",2016
4,4,"Jordan Spieth",34,8.17,245,30,"1PuttsperRound",2016
5,6,"Phil Mickelson",37,8.09,275,34,"1PuttsperRound",2016
6,7,"Brendon Todd",43,7.98,343,43,"1PuttsperRound",2016
7,8,"Jamie Donaldson",28,7.92,198,25,"1PuttsperRound",2016
8,9,"Jonas Blixt",46,7.91,364,46,"1PuttsperRound",2016
9,5,"Brian Stuard",24,7.88,189,24,"1PuttsperRound",2016
9,22,"Tim Wilkinson",40,7.88,315,40,"1PuttsperRound",2016
11,10,"Carl Pettersson",31,7.84,243,31,"1PuttsperRound",2016
12,11,"Anirban Lahiri",44,7.8,320,41,"1PuttsperRound",2016
13,12,"Jason Day",36,7.79,226,29,"1PuttsperRound",2016
14,13,"Freddie Jacobson",54,7.78,420,54,"1PuttsperRound",2016
15,17,"JB Holmes",39,7.75,279,36,"1PuttsperRound",2016
15,15,"Steve Wheatcroft",53,7.75,411,53,"1PuttsperRound",2016
17,17,"Ben Crane",48,7.73,371,48,"1PuttsperRound",2016
18,13,"Stuart Appleby",39,7.69,300,39,"1PuttsperRound",2016
19,19,"Derek Fathauer",58,7.67,445,58,"1PuttsperRound",2016
20,27,"Daniel Summerhays",55,7.64,420,55,"1PuttsperRound",2016
21,31,"Andrew Loupe",50,7.62,381,50,"1PuttsperRound",2016
22,22,"Justin Leonard",28,7.61,213,28,"1PuttsperRound",2016
23,21,"Peter Malnati",53,7.6,403,53,"1PuttsperRound",2016
24,24,"Hiroshi Iwata",51,7.59,387,51,"1PuttsperRound",2016
25,29,"Brian Harman",60,7.58,455,60,"1PuttsperRound",2016
25,35,"George McNeill",33,7.58,250,33,"1PuttsperRound",2016
25,25,"Brandt Snedeker",47,7.58,326,43,"1PuttsperRound",2016
28,20,"Michael Kim",62,7.56,469,62,"1PuttsperRound",2016
28,32,"Sean OHair",45,7.56,340,45,"1PuttsperRound",2016
30,29,"Jon Curran",55,7.55,415,55,"1PuttsperRound",2016
31,32,"Ricky Barnes",57,7.51,428,57,"1PuttsperRound",2016
32,34,"Marc Leishman",41,7.5,285,38,"1PuttsperRound",2016
33,28,"Cameron Smith",45,7.49,337,45,"1PuttsperRound",2016
33,25,"Will Wilcox",47,7.49,352,47,"1PuttsperRound",2016
35,35,"Luke Guthrie",31,7.48,232,31,"1PuttsperRound",2016
35,35,"Jimmy Walker",43,7.48,299,40,"1PuttsperRound",2016
37,15,"Byeong Hun An",23,7.47,142,19,"1PuttsperRound",2016
38,47,"Danny Lee",53,7.46,373,50,"1PuttsperRound",2016
38,38,"Troy Merritt",41,7.46,306,41,"1PuttsperRound",2016
38,38,"Bryce Molder",50,7.46,373,50,"1PuttsperRound",2016
41,43,"Dustin Johnson",37,7.44,238,32,"1PuttsperRound",2016
42,42,"Zac Blair",56,7.43,416,56,"1PuttsperRound",2016
42,47,"Ryan Moore",40,7.43,260,35,"1PuttsperRound",2016
44,38,"Morgan Hoffmann",43,7.42,319,43,"1PuttsperRound",2016
44,59,"Patton Kizzire",57,7.42,393,53,"1PuttsperRound",2016
46,79,"Retief Goosen",37,7.41,274,37,"1PuttsperRound",2016
46,47,"Hideki Matsuyama",40,7.41,274,37,"1PuttsperRound",2016
46,45,"Chez Reavie",56,7.41,415,56,"1PuttsperRound",2016
49,59,"Tom Hoge",47,7.4,348,47,"1PuttsperRound",2016
49,45,"Hunter Mahan",43,7.4,318,43,"1PuttsperRound",2016
49,55,"Vaughn Taylor",30,7.4,222,30,"1PuttsperRound",2016
52,38,"Colt Knost",56,7.39,414,56,"1PuttsperRound",2016
52,47,"Dicky Pride",33,7.39,244,33,"1PuttsperRound",2016
54,78,"Ernie Els",34,7.38,251,34,"1PuttsperRound",2016
55,52,"Alex Cejka",47,7.36,346,47,"1PuttsperRound",2016
55,53,"Billy Hurley III",22,7.36,162,22,"1PuttsperRound",2016
57,55,"DJ Trahan",23,7.35,169,23,"1PuttsperRound",2016
58,53,"Si Woo Kim",63,7.33,462,63,"1PuttsperRound",2016
58,44,"Jamie Lovemark",57,7.33,418,57,"1PuttsperRound",2016
58,59,"Seung Yul Noh",54,7.33,396,54,"1PuttsperRound",2016
61,64,"Cameron Tringale",47,7.32,344,47,"1PuttsperRound",2016
62,55,"Sung Kang",51,7.31,373,51,"1PuttsperRound",2016
62,51,"Adam Scott",39,7.31,263,36,"1PuttsperRound",2016
64,64,"Webb Simpson",34,7.29,248,34,"1PuttsperRound",2016
65,64,"Rory Sabbatini",40,7.28,291,40,"1PuttsperRound",2016
66,67,"Andres Romero",22,7.27,160,22,"1PuttsperRound",2016
67,75,"Martin Laird",46,7.26,334,46,"1PuttsperRound",2016
