"CareerEarnings_RANKTHISWEEK_2007","CareerEarnings_RANKLASTWEEK_2007","CareerEarnings_PLAYERNAME_2007","CareerEarnings__2007","CareerEarnings_MONEY_2007","stat_name","year"
120,120,"Joe Ogilvie",NA,6873145,"CareerEarnings",2007
121,121,"Chris Perry",NA,6866671,"CareerEarnings",2007
122,122,"Darren Clarke",NA,6857811,"CareerEarnings",2007
123,123,"Scott Simpson",NA,6778273,"CareerEarnings",2007
124,124,"JP Hayes",NA,6729859,"CareerEarnings",2007
125,125,"Brian Gay",NA,6717327,"CareerEarnings",2007
126,126,"Len Mattiace",NA,6712133,"CareerEarnings",2007
127,127,"Steve Jones",NA,6519451,"CareerEarnings",2007
128,128,"Trevor Immelman",NA,6518141,"CareerEarnings",2007
129,129,"Bruce Lietzke",NA,6474794,"CareerEarnings",2007
130,130,"Tom Byrum",NA,6429220,"CareerEarnings",2007
131,131,"Pat Perez",NA,6409481,"CareerEarnings",2007
132,132,"Lanny Wadkins",NA,6355681,"CareerEarnings",2007
133,133,"Bo Van Pelt",NA,6318451,"CareerEarnings",2007
134,134,"John Senden",NA,6284042,"CareerEarnings",2007
135,135,"Chip Beck",NA,6205730,"CareerEarnings",2007
136,136,"Robert Damron",NA,6158276,"CareerEarnings",2007
137,137,"Neal Lancaster",NA,6113594,"CareerEarnings",2007
138,138,"Brandt Jobe",NA,6109875,"CareerEarnings",2007
139,139,"Vaughn Taylor",NA,6101305,"CareerEarnings",2007
140,140,"Paul Stankowski",NA,6062756,"CareerEarnings",2007
141,141,"Nick Faldo",NA,6045627,"CareerEarnings",2007
142,142,"Brett Wetterich",NA,6017704,"CareerEarnings",2007
143,143,"Jim Gallagher Jr",NA,5988130,"CareerEarnings",2007
144,144,"Hale Irwin",NA,5966031,"CareerEarnings",2007
145,145,"Ted Purdy",NA,5929067,"CareerEarnings",2007
146,146,"Dean Wilson",NA,5877351,"CareerEarnings",2007
147,147,"Fuzzy Zoeller",NA,5819293,"CareerEarnings",2007
148,148,"Sean OHair",NA,5794095,"CareerEarnings",2007
149,149,"Jack Nicklaus",NA,5734031,"CareerEarnings",2007
150,150,"David Peoples",NA,5691690,"CareerEarnings",2007
151,151,"Ben Curtis",NA,5565065,"CareerEarnings",2007
152,152,"Russ Cochran",NA,5560769,"CareerEarnings",2007
153,153,"Jay Don Blake",NA,5555470,"CareerEarnings",2007
154,154,"Cameron Beckman",NA,5475780,"CareerEarnings",2007
155,155,"Hunter Mahan",NA,5475407,"CareerEarnings",2007
156,156,"Mark Hensby",NA,5421324,"CareerEarnings",2007
157,157,"Raymond Floyd",NA,5323075,"CareerEarnings",2007
158,158,"Mark McCumber",NA,5309688,"CareerEarnings",2007
159,159,"Gil Morgan",NA,5259164,"CareerEarnings",2007
160,160,"Blaine McCallister",NA,5227278,"CareerEarnings",2007
161,161,"Freddie Jacobson",NA,5181614,"CareerEarnings",2007
162,162,"Notah Begay III",NA,5118132,"CareerEarnings",2007
163,163,"Jose Coceres",NA,5025906,"CareerEarnings",2007
164,164,"Dennis Paulson",NA,4977451,"CareerEarnings",2007
165,165,"Daniel Chopra",NA,4942185,"CareerEarnings",2007
166,166,"Craig Barlow",NA,4781539,"CareerEarnings",2007
167,167,"David Edwards",NA,4773198,"CareerEarnings",2007
168,168,"DA Weibring",NA,4770705,"CareerEarnings",2007
169,169,"Jim Carter",NA,4737493,"CareerEarnings",2007
170,170,"Wayne Levi",NA,4730158,"CareerEarnings",2007
171,171,"Colin Montgomerie",NA,4705064,"CareerEarnings",2007
172,172,"Mike Reid",NA,4686774,"CareerEarnings",2007
173,173,"Jason Bohn",NA,4660902,"CareerEarnings",2007
174,174,"Gene Sauers",NA,4647669,"CareerEarnings",2007
175,175,"Chris Smith",NA,4645929,"CareerEarnings",2007
176,176,"Alex Cejka",NA,4599306,"CareerEarnings",2007
177,177,"Matt Gogel",NA,4596216,"CareerEarnings",2007
178,178,"Grant Waite",NA,4564583,"CareerEarnings",2007
179,179,"Jay Williamson",NA,4512968,"CareerEarnings",2007
180,180,"Ryan Palmer",NA,4490187,"CareerEarnings",2007
181,181,"Stephen Leaney",NA,4442932,"CareerEarnings",2007
182,182,"Greg Kraft",NA,4365446,"CareerEarnings",2007
183,183,"Angel Cabrera",NA,4362429,"CareerEarnings",2007
184,184,"Mark Wiebe",NA,4314460,"CareerEarnings",2007
185,185,"Joel Edwards",NA,4286415,"CareerEarnings",2007
186,186,"Tom Purtzer",NA,4192268,"CareerEarnings",2007
187,187,"Mike Hulbert",NA,4183778,"CareerEarnings",2007
188,188,"Ian Poulter",NA,4166557,"CareerEarnings",2007
189,189,"Kent Jones",NA,4136623,"CareerEarnings",2007
190,190,"Brandel Chamblee",NA,4018410,"CareerEarnings",2007
191,191,"Rick Fehr",NA,4012299,"CareerEarnings",2007
192,192,"Donnie Hammond",NA,4008060,"CareerEarnings",2007
193,193,"Todd Hamilton",NA,3945795,"CareerEarnings",2007
194,194,"John Mahaffey",NA,3876852,"CareerEarnings",2007
195,195,"Camilo Villegas",NA,3863357,"CareerEarnings",2007
196,196,"Ted Tryba",NA,3853236,"CareerEarnings",2007
197,197,"Thomas Bjorn",NA,3828876,"CareerEarnings",2007
198,198,"Larry Nelson",NA,3827401,"CareerEarnings",2007
199,199,"Matt Kuchar",NA,3814927,"CareerEarnings",2007
200,200,"Nick Watney",NA,3761070,"CareerEarnings",2007
201,201,"Ken Green",NA,3745345,"CareerEarnings",2007
202,202,"Greg Chalmers",NA,3726362,"CareerEarnings",2007
203,203,"Jeff Brehaut",NA,3706710,"CareerEarnings",2007
204,204,"Michael Allen",NA,3702959,"CareerEarnings",2007
205,205,"Richard Johnson",NA,3642895,"CareerEarnings",2007
206,206,"Lee Westwood",NA,3621145,"CareerEarnings",2007
207,207,"Nolan Henke",NA,3606563,"CareerEarnings",2007
208,208,"Esteban Toledo",NA,3606324,"CareerEarnings",2007
209,209,"Brian Bateman",NA,3591259,"CareerEarnings",2007
210,210,"Brad Bryant",NA,3558804,"CareerEarnings",2007
211,211,"Marco Dawson",NA,3553177,"CareerEarnings",2007
212,212,"Bob May",NA,3549633,"CareerEarnings",2007
213,213,"Andy Bean",NA,3531780,"CareerEarnings",2007
214,214,"Jay Delsing",NA,3510806,"CareerEarnings",2007
215,215,"Franklin Langham",NA,3489893,"CareerEarnings",2007
216,216,"Lee Trevino",NA,3478328,"CareerEarnings",2007
217,217,"Mark Wilson",NA,3472460,"CareerEarnings",2007
218,218,"Hidemichi Tanaka",NA,3439042,"CareerEarnings",2007
219,219,"Mathew Goggin",NA,3434007,"CareerEarnings",2007
220,220,"Tim Simpson",NA,3406017,"CareerEarnings",2007
221,221,"Tommy Tolles",NA,3387665,"CareerEarnings",2007
222,222,"Ryan Moore",NA,3363269,"CareerEarnings",2007
223,223,"Craig Perks",NA,3362251,"CareerEarnings",2007
224,224,"Brian Henninger",NA,3316460,"CareerEarnings",2007
225,225,"Bob Burns",NA,3306576,"CareerEarnings",2007
226,226,"Don Pooley",NA,3296615,"CareerEarnings",2007
227,227,"Michael Campbell",NA,3273878,"CareerEarnings",2007
228,228,"Brian Davis",NA,3254301,"CareerEarnings",2007
229,229,"Phil Blackmar",NA,3245909,"CareerEarnings",2007
230,230,"Charles Warren",NA,3196381,"CareerEarnings",2007
231,231,"Phil Tataurangi",NA,3154942,"CareerEarnings",2007
232,232,"Greg Owen",NA,3151637,"CareerEarnings",2007
233,233,"Fulton Allem",NA,3144319,"CareerEarnings",2007
234,234,"Michael Bradley",NA,3138696,"CareerEarnings",2007
235,235,"Dan Pohl",NA,3112263,"CareerEarnings",2007
236,236,"Jason Gore",NA,3103763,"CareerEarnings",2007
237,237,"Ryuji Imada",NA,3090826,"CareerEarnings",2007
238,238,"Nathan Green",NA,3081121,"CareerEarnings",2007
239,239,"Troy Matteson",NA,3079154,"CareerEarnings",2007
240,240,"Ronnie Black",NA,3070281,"CareerEarnings",2007
241,241,"Bob Gilder",NA,3032108,"CareerEarnings",2007
242,242,"Kevin Na",NA,2999131,"CareerEarnings",2007
243,243,"Omar Uresti",NA,2959710,"CareerEarnings",2007
244,244,"DJ Trahan",NA,2955800,"CareerEarnings",2007
245,245,"Dicky Pride",NA,2949828,"CareerEarnings",2007
246,246,"Nick OHern",NA,2938085,"CareerEarnings",2007
247,247,"Patrick Sheehan",NA,2914198,"CareerEarnings",2007
248,248,"Brandt Snedeker",NA,2903590,"CareerEarnings",2007
249,249,"Frank Nobilo",NA,2875836,"CareerEarnings",2007
250,250,"David Ogrin",NA,2848159,"CareerEarnings",2007
251,251,"Charley Hoffman",NA,2826511,"CareerEarnings",2007
252,252,"Bobby Wadkins",NA,2822418,"CareerEarnings",2007
253,253,"Jodie Mudd",NA,2806955,"CareerEarnings",2007
254,254,"Steve Allan",NA,2793976,"CareerEarnings",2007
255,255,"Johnny Miller",NA,2747484,"CareerEarnings",2007
256,256,"Doug Barron",NA,2724280,"CareerEarnings",2007
257,257,"Doug Tewell",NA,2723711,"CareerEarnings",2007
258,258,"Jim McGovern",NA,2722615,"CareerEarnings",2007
259,259,"Scott Gump",NA,2715190,"CareerEarnings",2007
260,260,"Howard Twitty",NA,2713551,"CareerEarnings",2007
261,261,"Willie Wood",NA,2712346,"CareerEarnings",2007
262,262,"Boo Weekley",NA,2708417,"CareerEarnings",2007
263,263,"Scott Dunlap",NA,2700250,"CareerEarnings",2007
264,264,"Sandy Lyle",NA,2696355,"CareerEarnings",2007
265,265,"Hank Kuehne",NA,2686886,"CareerEarnings",2007
266,266,"Todd Fischer",NA,2681310,"CareerEarnings",2007
267,267,"Bubba Watson",NA,2674070,"CareerEarnings",2007
268,268,"Brad Fabel",NA,2636911,"CareerEarnings",2007
269,269,"Carl Paulson",NA,2633179,"CareerEarnings",2007
270,270,"Mike Springer",NA,2596451,"CareerEarnings",2007
271,271,"Hubert Green",NA,2591959,"CareerEarnings",2007
272,272,"Mathias Gronberg",NA,2568172,"CareerEarnings",2007
273,273,"Tom Scherrer",NA,2552640,"CareerEarnings",2007
274,274,"Henrik Stenson",NA,2533776,"CareerEarnings",2007
275,275,"Gary Hallberg",NA,2476014,"CareerEarnings",2007
276,276,"Bob Lohr",NA,2417060,"CareerEarnings",2007
277,277,"Dave Barr",NA,2404793,"CareerEarnings",2007
278,278,"Ken Duke",NA,2398704,"CareerEarnings",2007
279,279,"Tag Ridings",NA,2396181,"CareerEarnings",2007
280,280,"Spike McRoy",NA,2379596,"CareerEarnings",2007
281,281,"Keith Clearwater",NA,2365698,"CareerEarnings",2007
282,282,"JB Holmes",NA,2361819,"CareerEarnings",2007
283,283,"Ian Leggatt",NA,2348315,"CareerEarnings",2007
284,284,"Billy Ray Brown",NA,2330389,"CareerEarnings",2007
285,285,"Bill Haas",NA,2329313,"CareerEarnings",2007
286,286,"Gabriel Hjertstedt",NA,2328261,"CareerEarnings",2007
287,287,"Calvin Peete",NA,2302363,"CareerEarnings",2007
288,288,"Mike Sullivan",NA,2301255,"CareerEarnings",2007
289,289,"Lennie Clements",NA,2280766,"CareerEarnings",2007
290,290,"Will Ma Kenzie",NA,2272001,"CareerEarnings",2007
291,291,"Ed Fiori",NA,2270198,"CareerEarnings",2007
292,292,"Tom Weiskopf",NA,2241687,"CareerEarnings",2007
293,293,"Brian Claar",NA,2225850,"CareerEarnings",2007
294,294,"David Gossett",NA,2223004,"CareerEarnings",2007
295,295,"Cliff Kresge",NA,2221174,"CareerEarnings",2007
296,296,"Roger Maltbie",NA,2212879,"CareerEarnings",2007
297,297,"JC Snead",NA,2197545,"CareerEarnings",2007
298,298,"Brenden Pappas",NA,2195574,"CareerEarnings",2007
299,299,"Miguel Angel Jimenez",NA,2164654,"CareerEarnings",2007
300,300,"Bradley Hughes",NA,2162580,"CareerEarnings",2007
301,301,"Clarence Rose",NA,2155380,"CareerEarnings",2007
302,302,"Robin Freeman",NA,2154387,"CareerEarnings",2007
303,303,"Arjun Atwal",NA,2138877,"CareerEarnings",2007
304,304,"Pete Jordan",NA,2133719,"CareerEarnings",2007
305,305,"Garrett Willis",NA,2107303,"CareerEarnings",2007
306,306,"Thomas Levet",NA,2080206,"CareerEarnings",2007
307,307,"Ian Baker Finch",NA,2078743,"CareerEarnings",2007
308,308,"Wayne Grady",NA,2077433,"CareerEarnings",2007
309,309,"Chris Couch",NA,2030818,"CareerEarnings",2007
310,310,"John Adams",NA,2019582,"CareerEarnings",2007
311,311,"Larry Rinker",NA,2007824,"CareerEarnings",2007
312,312,"Mike Donald",NA,1970260,"CareerEarnings",2007
313,313,"John Riegger",NA,1944228,"CareerEarnings",2007
314,314,"Trevor Dodds",NA,1940834,"CareerEarnings",2007
315,315,"Jim Thorpe",NA,1935566,"CareerEarnings",2007
316,316,"Paul Gow",NA,1924296,"CareerEarnings",2007
317,317,"Dave Rummells",NA,1909430,"CareerEarnings",2007
318,318,"Mike Sposa",NA,1905075,"CareerEarnings",2007
319,319,"Jerry Smith",NA,1900122,"CareerEarnings",2007
320,320,"David Graham",NA,1888731,"CareerEarnings",2007
321,321,"Anthony Kim",NA,1883261,"CareerEarnings",2007
322,322,"Arnold Palmer",NA,1861857,"CareerEarnings",2007
323,323,"Mike Heinen",NA,1848216,"CareerEarnings",2007
324,324,"Richard Zokol",NA,1840397,"CareerEarnings",2007
325,325,"Seve Ballesteros",NA,1840357,"CareerEarnings",2007
326,326,"Mike Standly",NA,1834597,"CareerEarnings",2007
327,327,"Gary Player",NA,1834482,"CareerEarnings",2007
328,328,"Leonard Thompson",NA,1819028,"CareerEarnings",2007
329,329,"Bill Britton",NA,1814615,"CareerEarnings",2007
330,330,"Mark Lye",NA,1800654,"CareerEarnings",2007
331,331,"Robert Garrigus",NA,1797604,"CareerEarnings",2007
332,332,"Niclas Fasth",NA,1790466,"CareerEarnings",2007
333,333,"George Burns",NA,1781090,"CareerEarnings",2007
334,334,"Kelly Gibson",NA,1751957,"CareerEarnings",2007
335,335,"Jeff Gove",NA,1745526,"CareerEarnings",2007
336,336,"Eric Axley",NA,1726590,"CareerEarnings",2007
337,337,"John Mallinger",NA,1711671,"CareerEarnings",2007
338,338,"Morris Hatalsky",NA,1707280,"CareerEarnings",2007
339,339,"Bruce Fleisher",NA,1695111,"CareerEarnings",2007
340,340,"Billy Casper",NA,1691583,"CareerEarnings",2007
341,341,"Jeff Quinney",NA,1678316,"CareerEarnings",2007
342,342,"Paul Casey",NA,1677004,"CareerEarnings",2007
343,343,"Ian Woosnam",NA,1670059,"CareerEarnings",2007
344,344,"David Berganio Jr",NA,1650982,"CareerEarnings",2007
345,345,"Michael Clark II",NA,1649440,"CareerEarnings",2007
346,346,"Bob Murphy",NA,1642330,"CareerEarnings",2007
347,347,"Ted Schulz",NA,1638795,"CareerEarnings",2007
348,348,"Jerry Pate",NA,1634246,"CareerEarnings",2007
349,349,"Gary Koch",NA,1629482,"CareerEarnings",2007
350,350,"Lon Hinkle",NA,1607691,"CareerEarnings",2007
351,351,"Kenny Knox",NA,1607180,"CareerEarnings",2007
352,352,"Jeff Overton",NA,1586762,"CareerEarnings",2007
353,353,"Gene Littler",NA,1584210,"CareerEarnings",2007
354,354,"Jack Renner",NA,1579090,"CareerEarnings",2007
355,355,"Curt Byrum",NA,1576535,"CareerEarnings",2007
356,356,"Wes Short Jr",NA,1569801,"CareerEarnings",2007
357,357,"Miller Barber",NA,1564204,"CareerEarnings",2007
358,358,"Mark Hayes",NA,1555739,"CareerEarnings",2007
359,359,"Jim Colbert",NA,1553136,"CareerEarnings",2007
360,360,"Brad Elder",NA,1549780,"CareerEarnings",2007
361,361,"Bob Eastwood",NA,1546106,"CareerEarnings",2007
362,362,"Keith Fergus",NA,1546009,"CareerEarnings",2007
363,363,"George McNeill",NA,1504627,"CareerEarnings",2007
364,364,"Buddy Gardner",NA,1491943,"CareerEarnings",2007
365,365,"Guy Boros",NA,1476545,"CareerEarnings",2007
366,366,"Daisuke Maruyama",NA,1456080,"CareerEarnings",2007
367,367,"Bobby Clampett",NA,1423000,"CareerEarnings",2007
368,368,"Robert Wrenn",NA,1422635,"CareerEarnings",2007
369,369,"Billy Kratzert",NA,1396819,"CareerEarnings",2007
370,370,"Charlie Wi",NA,1396056,"CareerEarnings",2007
371,371,"David Howell",NA,1394115,"CareerEarnings",2007
372,372,"Pat Bates",NA,1390991,"CareerEarnings",2007
373,373,"Bill Rogers",NA,1384710,"CareerEarnings",2007
374,374,"Bruce Crampton",NA,1376193,"CareerEarnings",2007
375,375,"Andy North",NA,1365530,"CareerEarnings",2007
376,376,"Danny Ellis",NA,1355910,"CareerEarnings",2007
377,377,"Ed Dougherty",NA,1323769,"CareerEarnings",2007
378,378,"David Branshaw",NA,1323370,"CareerEarnings",2007
379,379,"Tom Sieckmann",NA,1310647,"CareerEarnings",2007
380,380,"Kevin Stadler",NA,1304165,"CareerEarnings",2007
381,381,"Dave Stockton",NA,1303281,"CareerEarnings",2007
382,382,"Denis Watson",NA,1288621,"CareerEarnings",2007
383,383,"Graeme McDowell",NA,1266558,"CareerEarnings",2007
384,384,"Al Geiberger",NA,1265188,"CareerEarnings",2007
385,385,"Bob Heintz",NA,1259588,"CareerEarnings",2007
386,386,"John Morse",NA,1256570,"CareerEarnings",2007
387,387,"PH Horgan III",NA,1228505,"CareerEarnings",2007
388,388,"Lee Rinker",NA,1221129,"CareerEarnings",2007
389,389,"Darron Stiles",NA,1219458,"CareerEarnings",2007
390,390,"Danny Edwards",NA,1212304,"CareerEarnings",2007
391,391,"Emlyn Aubrey",NA,1207041,"CareerEarnings",2007
392,392,"Kaname Yokoo",NA,1203051,"CareerEarnings",2007
393,393,"Tripp Isenhour",NA,1198393,"CareerEarnings",2007
394,394,"Dan Halldorson",NA,1193929,"CareerEarnings",2007
395,395,"Steve Marino",NA,1193707,"CareerEarnings",2007
396,396,"Charles Coody",NA,1187762,"CareerEarnings",2007
397,397,"Dave Eichelberger",NA,1186505,"CareerEarnings",2007
398,398,"Tony Sills",NA,1173361,"CareerEarnings",2007
399,399,"Paul Lawrie",NA,1168138,"CareerEarnings",2007
400,400,"Clark Dennis",NA,1154975,"CareerEarnings",2007
401,401,"Deane Pappas",NA,1144371,"CareerEarnings",2007
402,402,"Don January",NA,1140925,"CareerEarnings",2007
403,403,"Dave Hill",NA,1130420,"CareerEarnings",2007
404,404,"Scott Gutschewski",NA,1127012,"CareerEarnings",2007
405,405,"Craig Bowden",NA,1125249,"CareerEarnings",2007
406,406,"Dick Mast",NA,1123038,"CareerEarnings",2007
407,407,"James Driscoll",NA,1111296,"CareerEarnings",2007
408,408,"John Inman",NA,1087947,"CareerEarnings",2007
409,409,"Gibby Gilbert",NA,1056506,"CareerEarnings",2007
410,410,"Joey Snyder III",NA,1056128,"CareerEarnings",2007
411,411,"Mac OGrady",NA,1050779,"CareerEarnings",2007
412,412,"Rex Caldwell",NA,1043403,"CareerEarnings",2007
413,413,"Chi Chi Rodriguez",NA,1037106,"CareerEarnings",2007
414,414,"Mike Smith",NA,1024313,"CareerEarnings",2007
415,415,"Lee Elder",NA,1020514,"CareerEarnings",2007
416,416,"Johnson Wagner",NA,1013024,"CareerEarnings",2007
417,417,"Bobby Nichols",NA,993025,"CareerEarnings",2007
418,418,"Barry Jaeckel",NA,982408,"CareerEarnings",2007
419,419,"Gavin Coles",NA,960900,"CareerEarnings",2007
420,420,"Isao Aoki",NA,960571,"CareerEarnings",2007
421,421,"Scott Hend",NA,948672,"CareerEarnings",2007
422,422,"John Morgan",NA,930979,"CareerEarnings",2007
423,423,"Paul McGinley",NA,927470,"CareerEarnings",2007
424,424,"Jason Dufner",NA,922221,"CareerEarnings",2007
425,425,"DJ Brigman",NA,919998,"CareerEarnings",2007
426,426,"Tjaart van der Walt",NA,917760,"CareerEarnings",2007
427,427,"Danny Briggs",NA,916591,"CareerEarnings",2007
428,428,"Pat McGowan",NA,915577,"CareerEarnings",2007
429,429,"Andre Stolz",NA,913148,"CareerEarnings",2007
