"Approachesfrom50125yardsRgh_RANKTHISWEEK_2008","Approachesfrom50125yardsRgh_RANKLASTWEEK_2008","Approachesfrom50125yardsRgh_PLAYERNAME_2008","Approachesfrom50125yardsRgh_ROUNDS_2008","Approachesfrom50125yardsRgh_AVG_2008","Approachesfrom50125yardsRgh_TOTALDISTANCEFEET_2008","Approachesfrom50125yardsRgh_OFATTEMPTS_2008","Approachesfrom50125yardsRgh_RELATIVETOPAR_2008","stat_name","year"
1,1,"Nick OHern",82,NA,773.583,42,1,"Approachesfrom50125yardsRgh",2008
2,2,"Greg Kraft",63,NA,572.167,29,1,"Approachesfrom50125yardsRgh",2008
3,3,"David Duval",51,NA,673.833,34,3,"Approachesfrom50125yardsRgh",2008
4,4,"Ben Curtis",80,NA,662.333,33,-4,"Approachesfrom50125yardsRgh",2008
5,5,"Heath Slocum",104,NA,1050.75,52,4,"Approachesfrom50125yardsRgh",2008
6,6,"Ron Whittaker",54,NA,514.25,25,3,"Approachesfrom50125yardsRgh",2008
7,7,"Alejandro Canizares",52,NA,613.583,29,1,"Approachesfrom50125yardsRgh",2008
7,7,"John Huston",56,NA,995,47,0,"Approachesfrom50125yardsRgh",2008
7,7,"Shigeki Maruyama",50,NA,782.917,37,11,"Approachesfrom50125yardsRgh",2008
10,10,"Charlie Wi",97,NA,1084.583,50,4,"Approachesfrom50125yardsRgh",2008
11,11,"Justin Bolli",87,NA,1049.667,48,2,"Approachesfrom50125yardsRgh",2008
12,12,"Craig Kanada",65,NA,922.333,42,7,"Approachesfrom50125yardsRgh",2008
13,13,"Steve Stricker",75,NA,1110.083,50,-5,"Approachesfrom50125yardsRgh",2008
13,13,"Scott Verplank",82,NA,951.5,43,-3,"Approachesfrom50125yardsRgh",2008
15,15,"Alex Cejka",75,NA,1027.417,46,5,"Approachesfrom50125yardsRgh",2008
16,16,"Shane Bertsch",96,NA,1357.833,60,-2,"Approachesfrom50125yardsRgh",2008
16,16,"Chris Riley",51,NA,612.5,27,-2,"Approachesfrom50125yardsRgh",2008
18,18,"Justin Leonard",101,NA,1116.333,49,3,"Approachesfrom50125yardsRgh",2008
19,19,"Paul Goydos",78,NA,1529.5,67,10,"Approachesfrom50125yardsRgh",2008
19,19,"Steve Marino",119,NA,2034.833,89,-4,"Approachesfrom50125yardsRgh",2008
21,21,"Stephen Leaney",53,NA,529.917,23,4,"Approachesfrom50125yardsRgh",2008
22,22,"Brian Gay",102,NA,1347,58,-4,"Approachesfrom50125yardsRgh",2008
23,23,"Gavin Coles",54,NA,887.583,38,3,"Approachesfrom50125yardsRgh",2008
23,23,"Kevin Sutherland",98,NA,1561.75,67,4,"Approachesfrom50125yardsRgh",2008
25,25,"Jerry Kelly",89,NA,1154.583,49,5,"Approachesfrom50125yardsRgh",2008
26,26,"Woody Austin",109,NA,1966.667,83,14,"Approachesfrom50125yardsRgh",2008
27,27,"David Lutterus",59,NA,997.833,42,3,"Approachesfrom50125yardsRgh",2008
28,28,"Ben Crane",86,NA,1336.833,56,-2,"Approachesfrom50125yardsRgh",2008
28,28,"David Toms",70,NA,954.833,40,-2,"Approachesfrom50125yardsRgh",2008
30,30,"Jon Mills",95,NA,1769.667,74,10,"Approachesfrom50125yardsRgh",2008
