"CarryEfficiency_RANKTHISWEEK_2010","CarryEfficiency_RANKLASTWEEK_2010","CarryEfficiency_PLAYERNAME_2010","CarryEfficiency_ROUNDS_2010","CarryEfficiency_AVG_2010","CarryEfficiency_AVERAGECARRYDISTYARDS_2010","CarryEfficiency_AVERAGECLUBHEADSPEED_2010","CarryEfficiency_TOTALATTEMPTS_2010","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2010","stat_name","year"
1,1,"John Daly",63,2.491,293.8,117.93,25,2.727,"CarryEfficiency",2010
2,2,"Mark Wilson",87,2.482,265.2,106.839,67,2.774,"CarryEfficiency",2010
3,3,"Andres Romero",73,2.467,287.6,116.558,58,2.736,"CarryEfficiency",2010
4,4,"Ryan Palmer",84,2.464,282.4,114.609,63,2.646,"CarryEfficiency",2010
5,5,"JB Holmes",100,2.463,302.2,122.668,63,2.774,"CarryEfficiency",2010
6,6,"Scott Piercy",88,2.462,284.8,115.658,55,2.709,"CarryEfficiency",2010
7,7,"Phil Mickelson",76,2.453,293.8,119.756,40,2.661,"CarryEfficiency",2010
8,8,"Derek Lamely",81,2.448,284.5,116.23,49,2.672,"CarryEfficiency",2010
8,8,"John Merrick",109,2.448,274.2,112,79,2.731,"CarryEfficiency",2010
10,10,"Troy Matteson",84,2.445,286.7,117.268,67,2.756,"CarryEfficiency",2010
11,11,"Ted Purdy",86,2.444,279.3,114.268,56,2.676,"CarryEfficiency",2010
11,11,"Heath Slocum",97,2.444,261.3,106.918,76,2.674,"CarryEfficiency",2010
13,13,"Zach Johnson",93,2.443,263.7,107.907,74,2.974,"CarryEfficiency",2010
13,13,"Aron Price",70,2.443,263,107.686,44,2.585,"CarryEfficiency",2010
15,15,"Rory McIlroy",54,2.442,284.7,116.584,40,2.768,"CarryEfficiency",2010
15,15,"David Toms",86,2.442,261.5,107.096,65,2.682,"CarryEfficiency",2010
17,17,"Dustin Johnson",83,2.44,297.1,121.766,55,2.707,"CarryEfficiency",2010
17,17,"Joe Ogilvie",99,2.44,271,111.09,75,2.684,"CarryEfficiency",2010
19,19,"John Mallinger",78,2.439,260.2,106.69,44,2.658,"CarryEfficiency",2010
20,20,"Vijay Singh",75,2.438,277.2,113.716,56,2.682,"CarryEfficiency",2010
21,21,"Padraig Harrington",57,2.435,280.9,115.38,46,2.69,"CarryEfficiency",2010
22,22,"Billy Mayfair",78,2.434,266.5,109.494,52,2.695,"CarryEfficiency",2010
23,23,"Ben Crane",85,2.433,264.9,108.883,67,2.671,"CarryEfficiency",2010
24,24,"Mark Calcavecchia",50,2.432,273.7,112.534,35,2.703,"CarryEfficiency",2010
24,24,"Vaughn Taylor",87,2.432,266.5,109.577,67,2.66,"CarryEfficiency",2010
24,24,"Bo Van Pelt",104,2.432,278.6,114.592,73,2.727,"CarryEfficiency",2010
27,27,"Paul Casey",64,2.43,290.4,119.489,30,2.629,"CarryEfficiency",2010
27,27,"Steve Marino",81,2.43,278.1,114.404,63,2.636,"CarryEfficiency",2010
29,29,"Kenny Perry",69,2.429,269.6,110.978,55,2.693,"CarryEfficiency",2010
30,30,"Will Ma Kenzie",72,2.428,271.6,111.87,56,2.633,"CarryEfficiency",2010
30,30,"Kevin Sutherland",86,2.428,271.9,111.995,70,2.633,"CarryEfficiency",2010
32,32,"Brandt Snedeker",89,2.427,262.4,108.094,70,2.764,"CarryEfficiency",2010
33,33,"Mathias Gronberg",61,2.426,271.7,111.989,37,2.61,"CarryEfficiency",2010
33,33,"Paul Stankowski",62,2.426,271.1,111.745,34,2.638,"CarryEfficiency",2010
35,35,"Rory Sabbatini",79,2.425,276.1,113.824,45,2.672,"CarryEfficiency",2010
35,35,"Roland Thatcher",72,2.425,269.5,111.117,57,2.706,"CarryEfficiency",2010
37,37,"DJ Trahan",92,2.423,280.9,115.938,73,2.796,"CarryEfficiency",2010
38,38,"Jeff Maggert",76,2.419,257.4,106.389,55,2.608,"CarryEfficiency",2010
39,39,"Roger Tambellini",77,2.418,271.5,112.275,51,2.728,"CarryEfficiency",2010
40,40,"Davis Love III",79,2.417,284.1,117.536,54,2.684,"CarryEfficiency",2010
41,41,"Cameron Percy",73,2.416,276.7,114.497,45,2.654,"CarryEfficiency",2010
41,41,"John Rollins",81,2.416,277.1,114.705,66,2.688,"CarryEfficiency",2010
43,43,"Rickie Fowler",98,2.415,277.7,115.005,74,2.651,"CarryEfficiency",2010
44,44,"JP Hayes",79,2.414,261.3,108.248,62,2.697,"CarryEfficiency",2010
44,44,"Steve Stricker",73,2.414,268.2,111.098,57,2.756,"CarryEfficiency",2010
44,44,"Josh Teater",101,2.414,275.6,114.149,76,2.668,"CarryEfficiency",2010
47,47,"Greg Kraft",52,2.413,255,105.675,32,2.607,"CarryEfficiency",2010
48,48,"Tim Herron",79,2.412,271.6,112.577,56,2.685,"CarryEfficiency",2010
48,48,"Chris Wilson",65,2.412,273.9,113.574,40,2.753,"CarryEfficiency",2010
50,50,"Stewart Cink",84,2.411,278.3,115.452,60,2.813,"CarryEfficiency",2010
50,50,"Chris DiMarco",88,2.411,259.8,107.749,56,2.6,"CarryEfficiency",2010
50,50,"Geoff Ogilvy",62,2.411,274.9,114.026,52,2.705,"CarryEfficiency",2010
