"25FinalRoundPerformance_RANKTHISWEEK_2008","25FinalRoundPerformance_RANKLASTWEEK_2008","25FinalRoundPerformance_PLAYERNAME_2008","25FinalRoundPerformance_EVENTS_2008","25FinalRoundPerformance_PctTIMESIMPROVED_2008","25FinalRoundPerformance_OFTIMESIMPROVED_2008","stat_name","year"
1,1,"Steve Allan",21,100,2,"25FinalRoundPerformance",2008
1,1,"Aaron Baddeley",22,100,6,"25FinalRoundPerformance",2008
1,1,"Steve Flesch",29,100,9,"25FinalRoundPerformance",2008
1,1,"Phil Mickelson",21,100,4,"25FinalRoundPerformance",2008
1,1,"Travis Perkins",23,100,3,"25FinalRoundPerformance",2008
6,6,"John Senden",28,90.9,10,"25FinalRoundPerformance",2008
7,7,"Scott Sterling",28,90,9,"25FinalRoundPerformance",2008
7,7,"DJ Trahan",27,90,9,"25FinalRoundPerformance",2008
9,9,"Stephen Ames",24,87.5,7,"25FinalRoundPerformance",2008
9,9,"KJ Choi",21,87.5,7,"25FinalRoundPerformance",2008
11,11,"Paul Casey",16,85.7,6,"25FinalRoundPerformance",2008
11,11,"Davis Love III",23,85.7,6,"25FinalRoundPerformance",2008
13,13,"Richard Johnson",29,83.3,5,"25FinalRoundPerformance",2008
13,13,"Nick OHern",26,83.3,5,"25FinalRoundPerformance",2008
13,13,"Steve Stricker",22,83.3,5,"25FinalRoundPerformance",2008
16,16,"Cameron Beckman",29,80,8,"25FinalRoundPerformance",2008
16,16,"Ken Duke",33,80,8,"25FinalRoundPerformance",2008
16,16,"Cody Freeman",26,80,4,"25FinalRoundPerformance",2008
16,16,"Retief Goosen",18,80,4,"25FinalRoundPerformance",2008
16,16,"JP Hayes",26,80,4,"25FinalRoundPerformance",2008
16,16,"Charles Howell III",31,80,8,"25FinalRoundPerformance",2008
16,16,"Justin Leonard",25,80,8,"25FinalRoundPerformance",2008
16,16,"Ryan Palmer",22,80,4,"25FinalRoundPerformance",2008
16,16,"Adam Scott",15,80,4,"25FinalRoundPerformance",2008
16,16,"Vijay Singh",23,80,4,"25FinalRoundPerformance",2008
26,26,"Carl Pettersson",29,78.6,11,"25FinalRoundPerformance",2008
27,27,"Mathias Gronberg",30,77.8,7,"25FinalRoundPerformance",2008
28,28,"Heath Slocum",29,76.5,13,"25FinalRoundPerformance",2008
29,29,"Stewart Cink",23,75,6,"25FinalRoundPerformance",2008
29,29,"Glen Day",19,75,6,"25FinalRoundPerformance",2008
29,29,"Jason Day",28,75,6,"25FinalRoundPerformance",2008
29,29,"Sergio Garcia",19,75,3,"25FinalRoundPerformance",2008
29,29,"Robert Garrigus",29,75,6,"25FinalRoundPerformance",2008
29,29,"Jeff Gove",18,75,3,"25FinalRoundPerformance",2008
29,29,"Padraig Harrington",15,75,3,"25FinalRoundPerformance",2008
29,29,"Freddie Jacobson",24,75,6,"25FinalRoundPerformance",2008
29,29,"Brandt Jobe",19,75,3,"25FinalRoundPerformance",2008
29,29,"Kent Jones",23,75,6,"25FinalRoundPerformance",2008
29,29,"Rod Pampling",28,75,3,"25FinalRoundPerformance",2008
29,29,"Pat Perez",27,75,9,"25FinalRoundPerformance",2008
29,29,"Tim Petrovic",32,75,6,"25FinalRoundPerformance",2008
29,29,"Kevin Stadler",30,75,9,"25FinalRoundPerformance",2008
29,29,"Ron Whittaker",22,75,3,"25FinalRoundPerformance",2008
44,44,"Dean Wilson",32,73.3,11,"25FinalRoundPerformance",2008
44,44,"Mark Wilson",29,73.3,11,"25FinalRoundPerformance",2008
46,46,"Brett Quigley",25,72.7,8,"25FinalRoundPerformance",2008
46,46,"Kevin Streelman",32,72.7,8,"25FinalRoundPerformance",2008
48,48,"Tim Clark",27,71.4,5,"25FinalRoundPerformance",2008
48,48,"Chad Collins",24,71.4,5,"25FinalRoundPerformance",2008
48,48,"Brian Davis",34,71.4,10,"25FinalRoundPerformance",2008
48,48,"Bill Haas",31,71.4,5,"25FinalRoundPerformance",2008
48,48,"Jerry Kelly",31,71.4,5,"25FinalRoundPerformance",2008
48,48,"Kenny Perry",26,71.4,5,"25FinalRoundPerformance",2008
48,48,"Ian Poulter",15,71.4,5,"25FinalRoundPerformance",2008
