"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2006","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2006","AverageDistanceafterGoingforitShot_PLAYERNAME_2006","AverageDistanceafterGoingforitShot_ROUNDS_2006","AverageDistanceafterGoingforitShot_AVG_2006","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2006","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2006","stat_name","year"
32,32,"Charles Howell III",96,23.2,150482,180,"AverageDistanceafterGoingforitShot",2006
32,32,"Arron Oberholser",82,23.2,86955,104,"AverageDistanceafterGoingforitShot",2006
32,32,"Greg Owen",79,23.2,136015,163,"AverageDistanceafterGoingforitShot",2006
36,36,"Luke Donald",66,23.3,58830,70,"AverageDistanceafterGoingforitShot",2006
36,36,"Jerry Kelly",100,23.3,108403,129,"AverageDistanceafterGoingforitShot",2006
36,36,"Phil Mickelson",74,23.3,112208,134,"AverageDistanceafterGoingforitShot",2006
36,36,"Duffy Waldorf",96,23.3,140897,168,"AverageDistanceafterGoingforitShot",2006
40,40,"Robert Allenby",79,23.4,114702,136,"AverageDistanceafterGoingforitShot",2006
41,41,"Stuart Appleby",83,23.6,115586,136,"AverageDistanceafterGoingforitShot",2006
41,41,"Carlos Franco",86,23.6,144225,170,"AverageDistanceafterGoingforitShot",2006
41,41,"Sergio Garcia",59,23.6,85761,101,"AverageDistanceafterGoingforitShot",2006
41,41,"JB Holmes",81,23.6,152288,179,"AverageDistanceafterGoingforitShot",2006
41,41,"Ryan Moore",68,23.6,102090,120,"AverageDistanceafterGoingforitShot",2006
41,41,"Joe Ogilvie",95,23.6,122278,144,"AverageDistanceafterGoingforitShot",2006
41,41,"Nicholas Thompson",96,23.6,149605,176,"AverageDistanceafterGoingforitShot",2006
48,48,"Woody Austin",107,23.7,140177,164,"AverageDistanceafterGoingforitShot",2006
48,48,"David Branshaw",98,23.7,144463,169,"AverageDistanceafterGoingforitShot",2006
48,48,"Steve Elkington",52,23.7,63865,75,"AverageDistanceafterGoingforitShot",2006
51,51,"Jim Furyk",89,23.8,94106,110,"AverageDistanceafterGoingforitShot",2006
51,51,"Charley Hoffman",100,23.8,205808,240,"AverageDistanceafterGoingforitShot",2006
53,53,"Peter Lonard",77,23.9,81663,95,"AverageDistanceafterGoingforitShot",2006
53,53,"Kevin Sutherland",100,23.9,157139,183,"AverageDistanceafterGoingforitShot",2006
53,53,"Omar Uresti",61,23.9,60146,70,"AverageDistanceafterGoingforitShot",2006
56,56,"Briny Baird",81,24,111512,129,"AverageDistanceafterGoingforitShot",2006
56,56,"Rich Beem",85,24,134583,156,"AverageDistanceafterGoingforitShot",2006
56,56,"Chris Couch",75,24,155312,180,"AverageDistanceafterGoingforitShot",2006
56,56,"Joe Durant",101,24,183906,213,"AverageDistanceafterGoingforitShot",2006
60,60,"Harrison Frazar",95,24.1,160812,185,"AverageDistanceafterGoingforitShot",2006
60,60,"Tim Herron",82,24.1,103089,119,"AverageDistanceafterGoingforitShot",2006
60,60,"Frank Lickliter II",99,24.1,150234,173,"AverageDistanceafterGoingforitShot",2006
60,60,"Hunter Mahan",98,24.1,178197,205,"AverageDistanceafterGoingforitShot",2006
60,60,"DA Points",82,24.1,111846,129,"AverageDistanceafterGoingforitShot",2006
65,65,"Robert Garrigus",85,24.2,176005,202,"AverageDistanceafterGoingforitShot",2006
65,65,"Steve Jones",83,24.2,86364,99,"AverageDistanceafterGoingforitShot",2006
65,65,"John Senden",96,24.2,131484,151,"AverageDistanceafterGoingforitShot",2006
68,68,"Davis Love III",85,24.3,121830,139,"AverageDistanceafterGoingforitShot",2006
68,68,"Sean OHair",100,24.3,165383,189,"AverageDistanceafterGoingforitShot",2006
68,68,"Steve Stricker",64,24.3,62110,71,"AverageDistanceafterGoingforitShot",2006
71,71,"Jason Bohn",104,24.4,156184,178,"AverageDistanceafterGoingforitShot",2006
71,71,"Bob Estes",85,24.4,110825,126,"AverageDistanceafterGoingforitShot",2006
71,71,"Jeff Sluman",101,24.4,111536,127,"AverageDistanceafterGoingforitShot",2006
74,74,"Paul Azinger",87,24.5,121616,138,"AverageDistanceafterGoingforitShot",2006
74,74,"James Driscoll",80,24.5,136679,155,"AverageDistanceafterGoingforitShot",2006
74,74,"Brian Gay",107,24.5,100677,114,"AverageDistanceafterGoingforitShot",2006
74,74,"Kent Jones",103,24.5,139472,158,"AverageDistanceafterGoingforitShot",2006
74,74,"Thomas Levet",53,24.5,78571,89,"AverageDistanceafterGoingforitShot",2006
79,79,"Rod Pampling",89,24.6,100758,114,"AverageDistanceafterGoingforitShot",2006
80,80,"Michael Connell",51,24.7,48992,55,"AverageDistanceafterGoingforitShot",2006
80,80,"Mathew Goggin",72,24.7,139817,157,"AverageDistanceafterGoingforitShot",2006
80,80,"Daisuke Maruyama",83,24.7,114711,129,"AverageDistanceafterGoingforitShot",2006
80,80,"Jesper Parnevik",84,24.7,164568,185,"AverageDistanceafterGoingforitShot",2006
80,80,"Brett Quigley",109,24.7,158293,178,"AverageDistanceafterGoingforitShot",2006
85,85,"Rory Sabbatini",84,24.8,106998,120,"AverageDistanceafterGoingforitShot",2006
86,86,"Nathan Green",108,24.9,166080,185,"AverageDistanceafterGoingforitShot",2006
86,86,"Padraig Harrington",54,24.9,79649,89,"AverageDistanceafterGoingforitShot",2006
86,86,"Kenny Perry",73,24.9,97798,109,"AverageDistanceafterGoingforitShot",2006
86,86,"Chris Smith",67,24.9,111134,124,"AverageDistanceafterGoingforitShot",2006
90,90,"Billy Andrade",78,25,88036,98,"AverageDistanceafterGoingforitShot",2006
90,90,"Marco Dawson",87,25,131317,146,"AverageDistanceafterGoingforitShot",2006
90,90,"Len Mattiace",59,25,67505,75,"AverageDistanceafterGoingforitShot",2006
90,90,"Patrick Sheehan",104,25,134066,149,"AverageDistanceafterGoingforitShot",2006
90,90,"Vijay Singh",103,25,190247,211,"AverageDistanceafterGoingforitShot",2006
90,90,"Mark Wilson",79,25,94390,105,"AverageDistanceafterGoingforitShot",2006
96,96,"Eric Axley",91,25.1,159827,177,"AverageDistanceafterGoingforitShot",2006
96,96,"Bubba Dickerson",98,25.1,186328,206,"AverageDistanceafterGoingforitShot",2006
96,96,"Jon Mills",68,25.1,91213,101,"AverageDistanceafterGoingforitShot",2006
96,96,"Justin Rose",98,25.1,147564,163,"AverageDistanceafterGoingforitShot",2006
96,96,"Joey Sindelar",90,25.1,118219,131,"AverageDistanceafterGoingforitShot",2006
96,96,"David Toms",76,25.1,93985,104,"AverageDistanceafterGoingforitShot",2006
96,96,"DJ Trahan",92,25.1,157051,174,"AverageDistanceafterGoingforitShot",2006
96,96,"Tjaart van der Walt",60,25.1,69474,77,"AverageDistanceafterGoingforitShot",2006
96,96,"Mike Weir",88,25.1,99589,110,"AverageDistanceafterGoingforitShot",2006
105,105,"Ryan Hietala",61,25.2,92503,102,"AverageDistanceafterGoingforitShot",2006
106,106,"Scott Gutschewski",53,25.3,102005,112,"AverageDistanceafterGoingforitShot",2006
106,106,"David McKenzie",82,25.3,109402,120,"AverageDistanceafterGoingforitShot",2006
106,106,"Geoff Ogilvy",76,25.3,107463,118,"AverageDistanceafterGoingforitShot",2006
106,106,"Ryan Palmer",101,25.3,178374,196,"AverageDistanceafterGoingforitShot",2006
106,106,"Tim Petrovic",95,25.3,143964,158,"AverageDistanceafterGoingforitShot",2006
106,106,"Tag Ridings",103,25.3,192877,212,"AverageDistanceafterGoingforitShot",2006
112,112,"Chris DiMarco",83,25.4,87686,96,"AverageDistanceafterGoingforitShot",2006
112,112,"Dudley Hart",83,25.4,100665,110,"AverageDistanceafterGoingforitShot",2006
112,112,"Jonathan Kaye",95,25.4,174633,191,"AverageDistanceafterGoingforitShot",2006
115,115,"Olin Browne",108,25.5,102063,111,"AverageDistanceafterGoingforitShot",2006
115,115,"Jeff Gove",91,25.5,145950,159,"AverageDistanceafterGoingforitShot",2006
115,115,"JL Lewis",57,25.5,82541,90,"AverageDistanceafterGoingforitShot",2006
115,115,"Wes Short Jr",96,25.5,165042,180,"AverageDistanceafterGoingforitShot",2006
115,115,"Bubba Watson",83,25.5,190198,207,"AverageDistanceafterGoingforitShot",2006
120,120,"Henrik Bjornstad",97,25.6,168352,183,"AverageDistanceafterGoingforitShot",2006
120,120,"John Rollins",93,25.6,161482,175,"AverageDistanceafterGoingforitShot",2006
122,122,"Aaron Baddeley",78,25.7,127749,138,"AverageDistanceafterGoingforitShot",2006
122,122,"John Daly",51,25.7,105362,114,"AverageDistanceafterGoingforitShot",2006
122,122,"Steve Flesch",119,25.7,176568,191,"AverageDistanceafterGoingforitShot",2006
122,122,"Ted Purdy",103,25.7,168534,182,"AverageDistanceafterGoingforitShot",2006
122,122,"Bob Tway",81,25.7,107433,116,"AverageDistanceafterGoingforitShot",2006
122,122,"Charles Warren",93,25.7,181911,197,"AverageDistanceafterGoingforitShot",2006
128,128,"Ben Crane",85,25.8,98405,106,"AverageDistanceafterGoingforitShot",2006
128,128,"Jason Gore",86,25.8,142976,154,"AverageDistanceafterGoingforitShot",2006
128,128,"Richard Johnson",94,25.8,112354,121,"AverageDistanceafterGoingforitShot",2006
128,128,"Pat Perez",50,25.8,84552,91,"AverageDistanceafterGoingforitShot",2006
132,132,"Shane Bertsch",104,25.9,99626,107,"AverageDistanceafterGoingforitShot",2006
132,132,"Bart Bryant",87,25.9,95053,102,"AverageDistanceafterGoingforitShot",2006
132,132,"Robert Damron",91,25.9,115587,124,"AverageDistanceafterGoingforitShot",2006
132,132,"Danny Ellis",68,25.9,109246,117,"AverageDistanceafterGoingforitShot",2006
132,132,"Retief Goosen",68,25.9,105475,113,"AverageDistanceafterGoingforitShot",2006
132,132,"Ian Leggatt",80,25.9,136263,146,"AverageDistanceafterGoingforitShot",2006
132,132,"Chris Riley",86,25.9,99644,107,"AverageDistanceafterGoingforitShot",2006
139,139,"Brian Davis",92,26,160247,171,"AverageDistanceafterGoingforitShot",2006
139,139,"Heath Slocum",96,26,138298,148,"AverageDistanceafterGoingforitShot",2006
139,139,"Ron Whittaker",81,26,98257,105,"AverageDistanceafterGoingforitShot",2006
142,142,"Alex Aragon",63,26.2,98872,105,"AverageDistanceafterGoingforitShot",2006
142,142,"Doug Barron",74,26.2,91417,97,"AverageDistanceafterGoingforitShot",2006
142,142,"Brian Bateman",69,26.2,106478,113,"AverageDistanceafterGoingforitShot",2006
142,142,"John Huston",74,26.2,114278,121,"AverageDistanceafterGoingforitShot",2006
146,146,"Troy Matteson",101,26.3,195800,207,"AverageDistanceafterGoingforitShot",2006
146,146,"Bob May",65,26.3,100538,106,"AverageDistanceafterGoingforitShot",2006
146,146,"Tom Pernice Jr",108,26.3,154490,163,"AverageDistanceafterGoingforitShot",2006
146,146,"Jerry Smith",94,26.3,93676,99,"AverageDistanceafterGoingforitShot",2006
146,146,"Mike Sposa",68,26.3,96724,102,"AverageDistanceafterGoingforitShot",2006
151,151,"Bernhard Langer",77,26.4,115795,122,"AverageDistanceafterGoingforitShot",2006
152,152,"Brent Geiberger",99,26.5,144224,151,"AverageDistanceafterGoingforitShot",2006
152,152,"Paul Stankowski",70,26.5,121285,127,"AverageDistanceafterGoingforitShot",2006
152,152,"Hidemichi Tanaka",74,26.5,77343,81,"AverageDistanceafterGoingforitShot",2006
152,152,"Vaughn Taylor",88,26.5,138519,145,"AverageDistanceafterGoingforitShot",2006
156,156,"Stephen Leaney",84,26.7,96242,100,"AverageDistanceafterGoingforitShot",2006
156,156,"Jeff Overton",95,26.7,203741,212,"AverageDistanceafterGoingforitShot",2006
158,158,"Ben Curtis",86,26.8,81169,84,"AverageDistanceafterGoingforitShot",2006
158,158,"Matt Hansen",68,26.8,122701,127,"AverageDistanceafterGoingforitShot",2006
160,160,"Shigeki Maruyama",94,26.9,128614,133,"AverageDistanceafterGoingforitShot",2006
161,161,"Freddie Jacobson",56,27,104109,107,"AverageDistanceafterGoingforitShot",2006
162,162,"Mark Calcavecchia",94,27.2,159597,163,"AverageDistanceafterGoingforitShot",2006
162,162,"Fred Funk",106,27.2,103672,106,"AverageDistanceafterGoingforitShot",2006
162,162,"JP Hayes",55,27.2,77360,79,"AverageDistanceafterGoingforitShot",2006
162,162,"Kirk Triplett",58,27.2,64556,66,"AverageDistanceafterGoingforitShot",2006
162,162,"Dean Wilson",115,27.2,155416,159,"AverageDistanceafterGoingforitShot",2006
167,167,"Arjun Atwal",97,27.3,159497,162,"AverageDistanceafterGoingforitShot",2006
168,168,"Jeff Brehaut",100,27.4,169714,172,"AverageDistanceafterGoingforitShot",2006
168,168,"Zach Johnson",98,27.4,104468,106,"AverageDistanceafterGoingforitShot",2006
170,170,"Carl Pettersson",95,27.5,142746,144,"AverageDistanceafterGoingforitShot",2006
171,171,"Ryuji Imada",105,27.6,146084,147,"AverageDistanceafterGoingforitShot",2006
172,172,"Todd Fischer",101,27.8,125976,126,"AverageDistanceafterGoingforitShot",2006
172,172,"Roger Tambellini",64,27.8,119251,119,"AverageDistanceafterGoingforitShot",2006
174,174,"Alex Cejka",93,27.9,156431,156,"AverageDistanceafterGoingforitShot",2006
175,175,"Jose Maria Olazabal",62,28.1,83821,83,"AverageDistanceafterGoingforitShot",2006
176,176,"John Engler Jr",69,28.2,103491,102,"AverageDistanceafterGoingforitShot",2006
177,177,"Jason Schultz",77,28.3,132455,130,"AverageDistanceafterGoingforitShot",2006
177,177,"Scott Verplank",88,28.3,103049,101,"AverageDistanceafterGoingforitShot",2006
179,179,"Tommy Armour III",65,28.6,78325,76,"AverageDistanceafterGoingforitShot",2006
179,179,"Todd Hamilton",72,28.6,93851,91,"AverageDistanceafterGoingforitShot",2006
181,181,"Billy Mayfair",94,28.7,149631,145,"AverageDistanceafterGoingforitShot",2006
182,182,"Brad Faxon",78,28.8,101606,98,"AverageDistanceafterGoingforitShot",2006
182,182,"Lee Janzen",79,28.8,109007,105,"AverageDistanceafterGoingforitShot",2006
184,184,"Greg Chalmers",71,28.9,91545,88,"AverageDistanceafterGoingforitShot",2006
184,184,"Skip Kendall",72,28.9,87254,84,"AverageDistanceafterGoingforitShot",2006
186,186,"Jeff Maggert",81,29,134773,129,"AverageDistanceafterGoingforitShot",2006
187,187,"Corey Pavin",74,29.6,67035,63,"AverageDistanceafterGoingforitShot",2006
188,188,"Jimmy Walker",60,30.1,124628,115,"AverageDistanceafterGoingforitShot",2006
189,189,"Paul Goydos",72,31.4,100488,89,"AverageDistanceafterGoingforitShot",2006
190,190,"John Cook",67,32.1,73854,64,"AverageDistanceafterGoingforitShot",2006
191,191,"Justin Leonard",83,32.5,98363,84,"AverageDistanceafterGoingforitShot",2006
192,192,"David Howell",52,32.7,85942,73,"AverageDistanceafterGoingforitShot",2006
193,193,"Mark Brooks",90,33.1,110742,93,"AverageDistanceafterGoingforitShot",2006
194,194,"Greg Kraft",79,33.5,98892,82,"AverageDistanceafterGoingforitShot",2006
195,195,"Larry Mize",53,35.9,60750,47,"AverageDistanceafterGoingforitShot",2006
196,196,"Mark OMeara",52,41.7,51073,34,"AverageDistanceafterGoingforitShot",2006
