"PuttsmadeDistance_RANKTHISWEEK_2009","PuttsmadeDistance_RANKLASTWEEK_2009","PuttsmadeDistance_PLAYERNAME_2009","PuttsmadeDistance_EVENTS_2009","PuttsmadeDistance_DISTANCEININCHES_2009","stat_name","year"
1,1,"Greg Chalmers",26,56,"PuttsmadeDistance",2009
2,2,"Matt Bettencourt",31,55,"PuttsmadeDistance",2009
3,3,"Ben Crane",27,54,"PuttsmadeDistance",2009
3,3,"Luke Donald",21,54,"PuttsmadeDistance",2009
3,3,"Brad Faxon",23,54,"PuttsmadeDistance",2009
3,3,"Brian Gay",27,54,"PuttsmadeDistance",2009
3,3,"Parker McLachlin",25,54,"PuttsmadeDistance",2009
3,3,"Kevin Na",26,54,"PuttsmadeDistance",2009
3,3,"Joe Ogilvie",29,54,"PuttsmadeDistance",2009
3,3,"Ted Purdy",30,54,"PuttsmadeDistance",2009
3,3,"Webb Simpson",30,54,"PuttsmadeDistance",2009
12,12,"Stephen Ames",23,53,"PuttsmadeDistance",2009
12,12,"Woody Austin",24,53,"PuttsmadeDistance",2009
12,12,"Aaron Baddeley",23,53,"PuttsmadeDistance",2009
12,12,"Ben Curtis",18,53,"PuttsmadeDistance",2009
12,12,"Matt Kuchar",24,53,"PuttsmadeDistance",2009
12,12,"Martin Laird",24,53,"PuttsmadeDistance",2009
12,12,"Hunter Mahan",25,53,"PuttsmadeDistance",2009
12,12,"David Mathis",27,53,"PuttsmadeDistance",2009
12,12,"Geoff Ogilvy",20,53,"PuttsmadeDistance",2009
12,12,"Jeff Overton",28,53,"PuttsmadeDistance",2009
12,12,"Pat Perez",22,53,"PuttsmadeDistance",2009
12,12,"Kenny Perry",24,53,"PuttsmadeDistance",2009
12,12,"Dean Wilson",29,53,"PuttsmadeDistance",2009
25,25,"Tim Clark",23,52,"PuttsmadeDistance",2009
25,25,"Jason Day",18,52,"PuttsmadeDistance",2009
25,25,"Bob Heintz",20,52,"PuttsmadeDistance",2009
25,25,"Ryuji Imada",25,52,"PuttsmadeDistance",2009
25,25,"Dustin Johnson",25,52,"PuttsmadeDistance",2009
25,25,"Jeff Klauk",29,52,"PuttsmadeDistance",2009
25,25,"Marc Leishman",28,52,"PuttsmadeDistance",2009
25,25,"Ryan Moore",27,52,"PuttsmadeDistance",2009
25,25,"James Nitties",27,52,"PuttsmadeDistance",2009
25,25,"Rod Pampling",23,52,"PuttsmadeDistance",2009
25,25,"Brandt Snedeker",26,52,"PuttsmadeDistance",2009
25,25,"Bo Van Pelt",30,52,"PuttsmadeDistance",2009
25,25,"Mike Weir",24,52,"PuttsmadeDistance",2009
25,25,"Charlie Wi",28,52,"PuttsmadeDistance",2009
25,25,"Mark Wilson",28,52,"PuttsmadeDistance",2009
25,25,"Tiger Woods",17,52,"PuttsmadeDistance",2009
41,41,"Cameron Beckman",26,51,"PuttsmadeDistance",2009
41,41,"Jim Furyk",23,51,"PuttsmadeDistance",2009
41,41,"Lucas Glover",26,51,"PuttsmadeDistance",2009
41,41,"Paul Goydos",25,51,"PuttsmadeDistance",2009
41,41,"Nathan Green",30,51,"PuttsmadeDistance",2009
41,41,"Lee Janzen",23,51,"PuttsmadeDistance",2009
41,41,"Zach Johnson",26,51,"PuttsmadeDistance",2009
41,41,"Jerry Kelly",26,51,"PuttsmadeDistance",2009
41,41,"Spencer Levin",25,51,"PuttsmadeDistance",2009
41,41,"Steve Lowery",27,51,"PuttsmadeDistance",2009
41,41,"Bill Lunde",27,51,"PuttsmadeDistance",2009
41,41,"Steve Marino",29,51,"PuttsmadeDistance",2009
41,41,"Bryce Molder",21,51,"PuttsmadeDistance",2009
41,41,"Sean OHair",23,51,"PuttsmadeDistance",2009
41,41,"Nick OHern",27,51,"PuttsmadeDistance",2009
41,41,"Tim Petrovic",31,51,"PuttsmadeDistance",2009
41,41,"Carl Pettersson",29,51,"PuttsmadeDistance",2009
41,41,"DA Points",29,51,"PuttsmadeDistance",2009
41,41,"Aron Price",27,51,"PuttsmadeDistance",2009
41,41,"Jeff Quinney",26,51,"PuttsmadeDistance",2009
41,41,"Andres Romero",20,51,"PuttsmadeDistance",2009
41,41,"Justin Rose",22,51,"PuttsmadeDistance",2009
41,41,"Patrick Sheehan",15,51,"PuttsmadeDistance",2009
41,41,"Kevin Streelman",29,51,"PuttsmadeDistance",2009
41,41,"Kevin Sutherland",27,51,"PuttsmadeDistance",2009
41,41,"David Toms",27,51,"PuttsmadeDistance",2009
41,41,"Marc Turnesa",30,51,"PuttsmadeDistance",2009
41,41,"Nick Watney",24,51,"PuttsmadeDistance",2009
69,69,"Eric Axley",30,50,"PuttsmadeDistance",2009
69,69,"Kris Blanks",20,50,"PuttsmadeDistance",2009
69,69,"Mark Calcavecchia",23,50,"PuttsmadeDistance",2009
