"Roundsinthe60s_RANKTHISWEEK_2016","Roundsinthe60s_RANKLASTWEEK_2016","Roundsinthe60s_PLAYERNAME_2016","Roundsinthe60s_EVENTS_2016","Roundsinthe60s_TOTALRNDS_2016","stat_name","year"
105,100,"Zach Johnson",12,13,"Roundsinthe60s",2016
105,100,"Dustin Johnson",9,13,"Roundsinthe60s",2016
105,114,"Danny Lee",16,13,"Roundsinthe60s",2016
105,100,"Ben Martin",14,13,"Roundsinthe60s",2016
105,100,"Scott Stallings",17,13,"Roundsinthe60s",2016
105,100,"Robert Streb",16,13,"Roundsinthe60s",2016
105,100,"Chris Stroud",17,13,"Roundsinthe60s",2016
117,114,"Jason Day",9,12,"Roundsinthe60s",2016
117,114,"Brice Garnett",9,12,"Roundsinthe60s",2016
117,129,"Chesson Hadley",16,12,"Roundsinthe60s",2016
117,114,"Morgan Hoffmann",15,12,"Roundsinthe60s",2016
117,114,"Billy Horschel",12,12,"Roundsinthe60s",2016
117,114,"Chris Kirk",15,12,"Roundsinthe60s",2016
117,129,"Anirban Lahiri",13,12,"Roundsinthe60s",2016
117,114,"Bryce Molder",16,12,"Roundsinthe60s",2016
117,114,"Francesco Molinari",10,12,"Roundsinthe60s",2016
117,114,"Carlos Ortiz",17,12,"Roundsinthe60s",2016
117,114,"Charl Schwartzel",8,12,"Roundsinthe60s",2016
117,114,"Shawn Stefani",16,12,"Roundsinthe60s",2016
117,114,"Camilo Villegas",16,12,"Roundsinthe60s",2016
117,114,"Mark Wilson",13,12,"Roundsinthe60s",2016
131,129,"Stuart Appleby",13,11,"Roundsinthe60s",2016
131,141,"Blayne Barber",16,11,"Roundsinthe60s",2016
131,129,"Sergio Garcia",8,11,"Roundsinthe60s",2016
131,129,"Branden Grace",9,11,"Roundsinthe60s",2016
131,129,"Padraig Harrington",11,11,"Roundsinthe60s",2016
131,129,"JB Holmes",10,11,"Roundsinthe60s",2016
131,129,"Brooks Koepka",11,11,"Roundsinthe60s",2016
131,129,"Troy Merritt",14,11,"Roundsinthe60s",2016
131,129,"Henrik Norlander",13,11,"Roundsinthe60s",2016
131,129,"Sam Saunders",15,11,"Roundsinthe60s",2016
131,129,"David Toms",11,11,"Roundsinthe60s",2016
142,141,"Thomas Aiken",13,10,"Roundsinthe60s",2016
142,141,"Shane Bertsch",9,10,"Roundsinthe60s",2016
142,141,"Keegan Bradley",14,10,"Roundsinthe60s",2016
142,141,"Tim Clark",7,10,"Roundsinthe60s",2016
142,141,"Chad Collins",16,10,"Roundsinthe60s",2016
142,141,"Andres Gonzales",17,10,"Roundsinthe60s",2016
142,141,"JJ Henry",14,10,"Roundsinthe60s",2016
142,141,"Matt Jones",15,10,"Roundsinthe60s",2016
142,141,"Davis Love III",11,10,"Roundsinthe60s",2016
142,141,"Graeme McDowell",11,10,"Roundsinthe60s",2016
142,141,"Rory Sabbatini",14,10,"Roundsinthe60s",2016
142,141,"Webb Simpson",10,10,"Roundsinthe60s",2016
142,141,"Vijay Singh",13,10,"Roundsinthe60s",2016
142,141,"Cameron Smith",14,10,"Roundsinthe60s",2016
142,141,"Henrik Stenson",8,10,"Roundsinthe60s",2016
142,141,"Brian Stuard",8,10,"Roundsinthe60s",2016
142,141,"Brendon Todd",18,10,"Roundsinthe60s",2016
159,159,"Steven Bowditch",14,9,"Roundsinthe60s",2016
159,159,"Derek Ernst",12,9,"Roundsinthe60s",2016
159,159,"Robert Garrigus",11,9,"Roundsinthe60s",2016
159,165,"Retief Goosen",10,9,"Roundsinthe60s",2016
159,159,"Will Ma Kenzie",17,9,"Roundsinthe60s",2016
159,159,"Rob Oppenheim",11,9,"Roundsinthe60s",2016
159,159,"Steve Stricker",8,9,"Roundsinthe60s",2016
166,165,"Jonathan Byrd",6,8,"Roundsinthe60s",2016
166,165,"Erik Compton",16,8,"Roundsinthe60s",2016
166,165,"Steve Marino",14,8,"Roundsinthe60s",2016
166,165,"DJ Trahan",7,8,"Roundsinthe60s",2016
170,170,"Byeong Hun An",7,7,"Roundsinthe60s",2016
170,170,"Jamie Donaldson",8,7,"Roundsinthe60s",2016
170,170,"DH Lee",13,7,"Roundsinthe60s",2016
170,170,"Cameron Percy",7,7,"Roundsinthe60s",2016
170,176,"Martin Piller",12,7,"Roundsinthe60s",2016
170,170,"Hunter Stewart",7,7,"Roundsinthe60s",2016
170,170,"Nick Watney",5,7,"Roundsinthe60s",2016
177,176,"Angel Cabrera",13,6,"Roundsinthe60s",2016
177,190,"Ernie Els",10,6,"Roundsinthe60s",2016
177,176,"Matthew Fitzpatrick",7,6,"Roundsinthe60s",2016
177,176,"Ryo Ishikawa",6,6,"Roundsinthe60s",2016
177,176,"Lucas Lee",9,6,"Roundsinthe60s",2016
177,176,"Justin Leonard",8,6,"Roundsinthe60s",2016
177,176,"Geoff Ogilvy",14,6,"Roundsinthe60s",2016
177,176,"Carl Pettersson",14,6,"Roundsinthe60s",2016
177,176,"DA Points",11,6,"Roundsinthe60s",2016
177,176,"Wes Roach",12,6,"Roundsinthe60s",2016
177,176,"Andres Romero",8,6,"Roundsinthe60s",2016
177,176,"Ollie Schniederjans",7,6,"Roundsinthe60s",2016
177,176,"Vaughn Taylor",11,6,"Roundsinthe60s",2016
177,176,"Danny Willett",5,6,"Roundsinthe60s",2016
191,190,"Bud Cauley",6,5,"Roundsinthe60s",2016
191,190,"Brian Gay",8,5,"Roundsinthe60s",2016
191,190,"Rhein Gibson",13,5,"Roundsinthe60s",2016
191,190,"Scott Hend",3,5,"Roundsinthe60s",2016
191,190,"Hao Tong Li",3,5,"Roundsinthe60s",2016
191,190,"Shane Lowry",10,5,"Roundsinthe60s",2016
191,190,"Hunter Mahan",14,5,"Roundsinthe60s",2016
191,190,"George McNeill",13,5,"Roundsinthe60s",2016
191,190,"Rod Pampling",8,5,"Roundsinthe60s",2016
191,190,"Pat Perez",11,5,"Roundsinthe60s",2016
191,190,"Ian Poulter",10,5,"Roundsinthe60s",2016
191,190,"Dicky Pride",13,5,"Roundsinthe60s",2016
191,190,"Darron Stiles",10,5,"Roundsinthe60s",2016
191,190,"Chris Wood",5,5,"Roundsinthe60s",2016
205,205,"Cameron Beckman",7,4,"Roundsinthe60s",2016
205,205,"Miguel Angel Carballo",11,4,"Roundsinthe60s",2016
205,205,"Brian Davis",8,4,"Roundsinthe60s",2016
205,205,"Ken Duke",9,4,"Roundsinthe60s",2016
205,205,"Matt Every",14,4,"Roundsinthe60s",2016
205,205,"Gonzalo Fdez Castano",2,4,"Roundsinthe60s",2016
205,205,"Ross Fisher",2,4,"Roundsinthe60s",2016
205,205,"Luke Guthrie",11,4,"Roundsinthe60s",2016
205,205,"Tim Herron",7,4,"Roundsinthe60s",2016
205,205,"Jarrod Lyle",7,4,"Roundsinthe60s",2016
205,205,"Nick Mason",1,4,"Roundsinthe60s",2016
205,205,"Bernd Wiesberger",7,4,"Roundsinthe60s",2016
217,217,"Blake Adams",4,3,"Roundsinthe60s",2016
217,217,"Robert Allenby",16,3,"Roundsinthe60s",2016
217,217,"Abraham Ancer",11,3,"Roundsinthe60s",2016
217,217,"Kiradech Aphibarnrat",5,3,"Roundsinthe60s",2016
217,217,"Charlie Beljan",13,3,"Roundsinthe60s",2016
217,217,"Ryan Blaum",1,3,"Roundsinthe60s",2016
217,217,"Michael Bradley",5,3,"Roundsinthe60s",2016
217,217,"Rafa Cabrera Bello",4,3,"Roundsinthe60s",2016
217,217,"Rodolfo Cazaubon",3,3,"Roundsinthe60s",2016
217,217,"Bryson DeChambeau",5,3,"Roundsinthe60s",2016
217,217,"Martin Flores",1,3,"Roundsinthe60s",2016
217,217,"Justin Hicks",10,3,"Roundsinthe60s",2016
217,217,"Billy Hurley III",8,3,"Roundsinthe60s",2016
217,217,"Thongchai Jaidee",6,3,"Roundsinthe60s",2016
217,217,"Daisuke Kataoka",1,3,"Roundsinthe60s",2016
217,243,"Martin Kaymer",6,3,"Roundsinthe60s",2016
217,217,"Satoshi Kodaira",2,3,"Roundsinthe60s",2016
217,217,"Kelly Kraft",12,3,"Roundsinthe60s",2016
217,217,"John Merrick",7,3,"Roundsinthe60s",2016
217,217,"Trey Mullinax",2,3,"Roundsinthe60s",2016
217,217,"Louis Oosthuizen",6,3,"Roundsinthe60s",2016
217,217,"Tim Petrovic",3,3,"Roundsinthe60s",2016
217,217,"Ted Purdy",4,3,"Roundsinthe60s",2016
217,217,"Jon Rahm",1,3,"Roundsinthe60s",2016
217,217,"John Rollins",5,3,"Roundsinthe60s",2016
217,217,"Marc Turnesa",5,3,"Roundsinthe60s",2016
217,217,"Bobby Wyatt",3,3,"Roundsinthe60s",2016
244,243,"Joe Affrunti",2,2,"Roundsinthe60s",2016
244,243,"Matt Atkins",1,2,"Roundsinthe60s",2016
244,243,"Eric Axley",3,2,"Roundsinthe60s",2016
244,243,"Gregory Bourdy",1,2,"Roundsinthe60s",2016
244,243,"Rafael Campos",2,2,"Roundsinthe60s",2016
244,243,"Greg Chalmers",5,2,"Roundsinthe60s",2016
244,243,"Matt Dobyns",5,2,"Roundsinthe60s",2016
244,243,"Andrew Dodt",2,2,"Roundsinthe60s",2016
244,243,"James Driscoll",1,2,"Roundsinthe60s",2016
244,243,"Paul Dunne",3,2,"Roundsinthe60s",2016
244,243,"Jorge Fernandez Valdes",1,2,"Roundsinthe60s",2016
244,243,"Steve Flesch",3,2,"Roundsinthe60s",2016
244,243,"Fred Funk",4,2,"Roundsinthe60s",2016
244,243,"Mark Hensby",2,2,"Roundsinthe60s",2016
244,243,"David Howell",1,2,"Roundsinthe60s",2016
244,243,"KT Kim",2,2,"Roundsinthe60s",2016
244,243,"Soren Kjeldsen",5,2,"Roundsinthe60s",2016
244,243,"Prayad Marksaeng",1,2,"Roundsinthe60s",2016
244,243,"Lee McCoy",1,2,"Roundsinthe60s",2016
244,243,"Yusaku Miyazato",2,2,"Roundsinthe60s",2016
244,243,"James Morrison",1,2,"Roundsinthe60s",2016
244,243,"Thorbjorn Olesen",2,2,"Roundsinthe60s",2016
244,243,"Paul Peterson",1,2,"Roundsinthe60s",2016
244,243,"Thomas Pieters",3,2,"Roundsinthe60s",2016
244,243,"Michael Putnam",7,2,"Roundsinthe60s",2016
244,243,"Ryan Ruffels",6,2,"Roundsinthe60s",2016
244,243,"Hideto Tanihara",1,2,"Roundsinthe60s",2016
244,243,"Bo Van Pelt",5,2,"Roundsinthe60s",2016
244,243,"Lee Westwood",4,2,"Roundsinthe60s",2016
273,273,"Mark Anderson",1,1,"Roundsinthe60s",2016
273,273,"Wu Ashun",1,1,"Roundsinthe60s",2016
273,273,"Dean Burmester",1,1,"Roundsinthe60s",2016
273,273,"SSP Chawrasia",2,1,"Roundsinthe60s",2016
273,273,"George Coetzee",2,1,"Roundsinthe60s",2016
273,273,"Austin Cook",1,1,"Roundsinthe60s",2016
273,273,"Charlie Danielson",1,1,"Roundsinthe60s",2016
273,273,"Glen Day",2,1,"Roundsinthe60s",2016
273,273,"Trevor Fisher Jr",1,1,"Roundsinthe60s",2016
273,273,"Tommy Fleetwood",1,1,"Roundsinthe60s",2016
273,273,"Marcus Fraser",2,1,"Roundsinthe60s",2016
273,273,"Oscar Fraustro",1,1,"Roundsinthe60s",2016
273,273,"Tommy Gainey",4,1,"Roundsinthe60s",2016
273,273,"Ben Geyer",1,1,"Roundsinthe60s",2016
273,273,"Tom Gillis",7,1,"Roundsinthe60s",2016
273,273,"Trevor Immelman",7,1,"Roundsinthe60s",2016
273,273,"Marty Jertson",1,1,"Roundsinthe60s",2016
273,273,"Miguel Angel Jimenez",1,1,"Roundsinthe60s",2016
273,273,"Robert Karlsson",2,1,"Roundsinthe60s",2016
273,273,"Hyung Sung Kim",1,1,"Roundsinthe60s",2016
273,273,"Andrew Landry",9,1,"Roundsinthe60s",2016
273,273,"Romain Langasque",1,1,"Roundsinthe60s",2016
273,273,"Richard Lee",2,1,"Roundsinthe60s",2016
273,273,"Ben Leong",1,1,"Roundsinthe60s",2016
273,273,"Frank Lickliter II",4,1,"Roundsinthe60s",2016
273,273,"Billy Mayfair",3,1,"Roundsinthe60s",2016
273,273,"Maverick McNealy",1,1,"Roundsinthe60s",2016
273,273,"Byron Meth",1,1,"Roundsinthe60s",2016
273,273,"Toshinori Muto",1,1,"Roundsinthe60s",2016
273,273,"Alexander Noren",1,1,"Roundsinthe60s",2016
273,273,"Jin Park",1,1,"Roundsinthe60s",2016
273,273,"John Peterson",3,1,"Roundsinthe60s",2016
273,273,"Alex Prugh",7,1,"Roundsinthe60s",2016
273,273,"Jonathan Randolph",1,1,"Roundsinthe60s",2016
273,273,"Chris Riley",2,1,"Roundsinthe60s",2016
273,273,"Xander Schauffele",2,1,"Roundsinthe60s",2016
273,273,"Adam Svensson",2,1,"Roundsinthe60s",2016
273,273,"Miguel Tabuena",1,1,"Roundsinthe60s",2016
273,273,"Benjamin Taylor",1,1,"Roundsinthe60s",2016
273,273,"Curtis Thompson",1,1,"Roundsinthe60s",2016
273,273,"Greg Yates",1,1,"Roundsinthe60s",2016
273,273,"Xinjun Zhang",1,1,"Roundsinthe60s",2016
