"Round3ScoringAverage_RANKTHISWEEK_2008","Round3ScoringAverage_RANKLASTWEEK_2008","Round3ScoringAverage_PLAYERNAME_2008","Round3ScoringAverage__2008","Round3ScoringAverage_AVG_2008","Round3ScoringAverage_TOTALSTROKES_2008","Round3ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Bob Tway",NA,68.87,1033,15,"Round3ScoringAverage",2008
2,2,"Bill Haas",NA,69.11,1244,18,"Round3ScoringAverage",2008
3,3,"Chad Campbell",NA,69.16,1314,19,"Round3ScoringAverage",2008
4,4,"Bob Estes",NA,69.24,1177,17,"Round3ScoringAverage",2008
5,5,"Jim McGovern",NA,69.42,833,12,"Round3ScoringAverage",2008
6,6,"Tim Clark",NA,69.53,1321,19,"Round3ScoringAverage",2008
6,6,"Mike Weir",NA,69.53,1321,19,"Round3ScoringAverage",2008
8,8,"Kevin Sutherland",NA,69.57,1600,23,"Round3ScoringAverage",2008
9,9,"Vijay Singh",NA,69.59,1183,17,"Round3ScoringAverage",2008
10,10,"Brenden Pappas",NA,69.6,696,10,"Round3ScoringAverage",2008
11,11,"Jim Furyk",NA,69.68,1533,22,"Round3ScoringAverage",2008
12,12,"Brian Gay",NA,69.7,1394,20,"Round3ScoringAverage",2008
13,13,"Jeff Quinney",NA,69.75,1116,16,"Round3ScoringAverage",2008
14,14,"John Riegger",NA,69.77,907,13,"Round3ScoringAverage",2008
15,15,"Tom Pernice Jr",NA,69.86,1537,22,"Round3ScoringAverage",2008
16,16,"Anthony Kim",NA,69.89,1258,18,"Round3ScoringAverage",2008
17,17,"Craig Kanada",NA,69.9,699,10,"Round3ScoringAverage",2008
17,17,"Scott McCarron",NA,69.9,699,10,"Round3ScoringAverage",2008
19,19,"Mark Wilson",NA,69.92,1748,25,"Round3ScoringAverage",2008
20,20,"Michael Letzig",NA,69.94,1119,16,"Round3ScoringAverage",2008
21,21,"Justin Leonard",NA,69.96,1609,23,"Round3ScoringAverage",2008
22,22,"Shane Bertsch",NA,70,1400,20,"Round3ScoringAverage",2008
22,22,"Glen Day",NA,70,980,14,"Round3ScoringAverage",2008
22,22,"Jason Day",NA,70,910,13,"Round3ScoringAverage",2008
22,22,"Tommy Gainey",NA,70,490,7,"Round3ScoringAverage",2008
22,22,"Padraig Harrington",NA,70,770,11,"Round3ScoringAverage",2008
22,22,"Steve Marino",NA,70,1890,27,"Round3ScoringAverage",2008
22,22,"Kenny Perry",NA,70,1610,23,"Round3ScoringAverage",2008
22,22,"Chris Stroud",NA,70,910,13,"Round3ScoringAverage",2008
22,22,"Vaughn Taylor",NA,70,1400,20,"Round3ScoringAverage",2008
31,31,"Joe Ogilvie",NA,70.05,1541,22,"Round3ScoringAverage",2008
31,31,"Tim Wilkinson",NA,70.05,1331,19,"Round3ScoringAverage",2008
33,33,"Rich Beem",NA,70.06,1191,17,"Round3ScoringAverage",2008
33,33,"Daniel Chopra",NA,70.06,1121,16,"Round3ScoringAverage",2008
33,33,"Hunter Mahan",NA,70.06,1261,18,"Round3ScoringAverage",2008
33,33,"Scott Sterling",NA,70.06,1191,17,"Round3ScoringAverage",2008
37,37,"Angel Cabrera",NA,70.1,701,10,"Round3ScoringAverage",2008
37,37,"Charlie Wi",NA,70.1,1472,21,"Round3ScoringAverage",2008
39,39,"Davis Love III",NA,70.13,1122,16,"Round3ScoringAverage",2008
39,39,"Jesper Parnevik",NA,70.13,1122,16,"Round3ScoringAverage",2008
39,39,"Corey Pavin",NA,70.13,1052,15,"Round3ScoringAverage",2008
42,42,"Tim Herron",NA,70.14,1473,21,"Round3ScoringAverage",2008
43,43,"Boo Weekley",NA,70.17,1263,18,"Round3ScoringAverage",2008
44,44,"Sergio Garcia",NA,70.18,1193,17,"Round3ScoringAverage",2008
45,45,"Ryuji Imada",NA,70.2,1053,15,"Round3ScoringAverage",2008
46,46,"Cliff Kresge",NA,70.21,983,14,"Round3ScoringAverage",2008
47,47,"Stewart Cink",NA,70.22,1264,18,"Round3ScoringAverage",2008
47,47,"Tom Scherrer",NA,70.22,632,9,"Round3ScoringAverage",2008
49,49,"Bo Van Pelt",NA,70.26,1335,19,"Round3ScoringAverage",2008
49,49,"Bubba Watson",NA,70.26,1335,19,"Round3ScoringAverage",2008
51,51,"Robert Garrigus",NA,70.29,1195,17,"Round3ScoringAverage",2008
52,52,"Rory Sabbatini",NA,70.31,1125,16,"Round3ScoringAverage",2008
53,53,"Matt Kuchar",NA,70.35,1196,17,"Round3ScoringAverage",2008
53,53,"Tim Petrovic",NA,70.35,1196,17,"Round3ScoringAverage",2008
55,55,"John Huston",NA,70.36,774,11,"Round3ScoringAverage",2008
56,56,"Ben Crane",NA,70.39,1267,18,"Round3ScoringAverage",2008
57,57,"KJ Choi",NA,70.4,1056,15,"Round3ScoringAverage",2008
57,57,"Pat Perez",NA,70.4,1408,20,"Round3ScoringAverage",2008
59,59,"Bart Bryant",NA,70.41,1197,17,"Round3ScoringAverage",2008
60,60,"Marco Dawson",NA,70.42,845,12,"Round3ScoringAverage",2008
60,60,"Kent Jones",NA,70.42,845,12,"Round3ScoringAverage",2008
62,62,"Aaron Baddeley",NA,70.44,1127,16,"Round3ScoringAverage",2008
62,62,"Briny Baird",NA,70.44,1902,27,"Round3ScoringAverage",2008
62,62,"Nick OHern",NA,70.44,1127,16,"Round3ScoringAverage",2008
65,65,"Jonathan Byrd",NA,70.47,1198,17,"Round3ScoringAverage",2008
66,66,"Mathew Goggin",NA,70.5,1269,18,"Round3ScoringAverage",2008
66,66,"Charles Warren",NA,70.5,846,12,"Round3ScoringAverage",2008
